participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID
293953,2022-09-21_20h42.33.270,vts_reward_expectancy,2022.2.4,MacIntel,333.3333333,Safari,1512,982,,,l,0.532,10,110,0,1,7,19,9,1,0,0,0,1,1,0,0,0,star,triangle
293953,2022-09-21_20h42.33.270,vts_reward_expectancy,2022.2.4,MacIntel,333.3333333,Safari,1512,982,,,l,0.682,1,111,0,1,8,20,7,1,0,0,1,0,0,1,0,0,hexagon,circle
293953,2022-09-21_20h42.33.270,vts_reward_expectancy,2022.2.4,MacIntel,333.3333333,Safari,1512,982,,,l,0.903,1,112,0,1,9,21,10,1,0,0,0,1,0,1,0,0,star ,circle
293953,2022-09-21_20h42.33.270,vts_reward_expectancy,2022.2.4,MacIntel,333.3333333,Safari,1512,982,,,l,1.132,10,122,0,1,10,22,6,1,0,0,1,0,1,0,0,0,hexagon,triangle
293953,2022-09-21_20h42.33.270,vts_reward_expectancy,2022.2.4,MacIntel,333.3333333,Safari,1512,982,,,a,1.322,1,123,0,1,11,23,2,1,1,0,0,0,0,0,0,1,triangle,star
293953,2022-09-21_20h42.33.270,vts_reward_expectancy,2022.2.4,MacIntel,333.3333333,Safari,1512,982,,,a,3.356,1,124,0,2,0,24,10,1,0,0,0,1,0,1,0,0,star ,circle
293953,2022-09-21_20h42.33.270,vts_reward_expectancy,2022.2.4,MacIntel,333.3333333,Safari,1512,982,,,l,2.033,10,134,0,2,1,25,0,1,1,0,0,0,0,1,0,0,triangle,circle
293953,2022-09-21_20h42.33.270,vts_reward_expectancy,2022.2.4,MacIntel,333.3333333,Safari,1512,982,,,a,1.153,10,144,0,2,2,26,1,1,1,0,0,0,0,0,1,0,triangle,hexagon
293953,2022-09-21_20h42.33.270,vts_reward_expectancy,2022.2.4,MacIntel,333.3333333,Safari,1512,982,,,a,0.798,10,154,0,2,3,27,5,1,0,1,0,0,0,0,0,1,circle,star
293953,2022-09-21_20h42.33.270,vts_reward_expectancy,2022.2.4,MacIntel,333.3333333,Safari,1512,982,,,a,1.371,10,164,0,2,4,28,4,1,0,1,0,0,0,0,1,0,circle,hexagon
293953,2022-09-21_20h42.33.270,vts_reward_expectancy,2022.2.4,MacIntel,333.3333333,Safari,1512,982,,,l,1.049,10,174,0,2,5,29,9,1,0,0,0,1,1,0,0,0,star,triangle
293953,2022-09-21_20h42.33.270,vts_reward_expectancy,2022.2.4,MacIntel,333.3333333,Safari,1512,982,,,a,0.757,10,184,0,2,6,30,8,1,0,0,1,0,0,0,0,1,hexagon,star
293953,2022-09-21_20h42.33.270,vts_reward_expectancy,2022.2.4,MacIntel,333.3333333,Safari,1512,982,,,l,1.539,10,194,0,2,7,31,7,1,0,0,1,0,0,1,0,0,hexagon,circle
293953,2022-09-21_20h42.33.270,vts_reward_expectancy,2022.2.4,MacIntel,333.3333333,Safari,1512,982,,,a,0.788,1,195,0,2,8,32,2,1,1,0,0,0,0,0,0,1,triangle,star
293953,2022-09-21_20h42.33.270,vts_reward_expectancy,2022.2.4,MacIntel,333.3333333,Safari,1512,982,,,a,0.93,10,205,0,2,9,33,3,1,0,1,0,0,1,0,0,0,circle,triangle
293953,2022-09-21_20h42.33.270,vts_reward_expectancy,2022.2.4,MacIntel,333.3333333,Safari,1512,982,,,l,1.399,10,215,0,2,10,34,6,1,0,0,1,0,1,0,0,0,hexagon,triangle
293953,2022-09-21_20h42.33.270,vts_reward_expectancy,2022.2.4,MacIntel,333.3333333,Safari,1512,982,,,l,0.653,1,216,0,2,11,35,11,1,0,0,0,1,0,0,1,0,star,hexagon
