LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,target_resp_prac1.rt,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,0,11,11,1,,,,,,,,,,,,396.3433357339818,396.3433357339818,396.3433357339818,396.3433357339818,396.3433357339818,396.3433357339818,396.3433357339818,396.3433357339818,396.3433357339818,396.3433357339818,l,0.6120635301340371,10,729,2,396.9772324899677,398.4790016030893,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,0,12,1,,,,,,,,,,,,398.9795084511861,398.9795084511861,398.9795084511861,398.9795084511861,398.9795084511861,398.9795084511861,398.9795084511861,398.9795084511861,398.9795084511861,398.9795084511861,l,0.4411002539563924,1,730,2,399.4466791690793,400.94822515617125,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,1,13,2,,,,,,,,,,,,401.4489127290435,401.4489127290435,401.4489127290435,401.4489127290435,401.4489127290435,401.4489127290435,401.4489127290435,401.4489127290435,401.4489127290435,401.4489127290435,a,0.9417087959591299,1,731,2,402.41671853815205,403.9181480209809,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,2,14,4,,,,,,,,,,,,404.4187727160752,404.4187727160752,404.4187727160752,404.4187727160752,404.4187727160752,404.4187727160752,404.4187727160752,404.4187727160752,404.4187727160752,404.4187727160752,a,0.6709257499314845,10,741,2,405.1195102930069,406.62116859899834,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,3,15,7,,,,,,,,,,,,407.1217491000425,407.1217491000425,407.1217491000425,407.1217491000425,407.1217491000425,407.1217491000425,407.1217491000425,407.1217491000425,407.1217491000425,407.1217491000425,l,0.6125361460726708,1,742,2,407.7557388280984,409.25752756604925,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,4,16,8,,,,,,,,,,,,409.7581546541769,409.7581546541769,409.7581546541769,409.7581546541769,409.7581546541769,409.7581546541769,409.7581546541769,409.7581546541769,409.7581546541769,409.7581546541769,l,0.4961813350673765,10,752,2,410.2752222029958,411.77714690519497,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,5,17,5,,,,,,,,,,,,412.2774970761966,412.2774970761966,412.2774970761966,412.2774970761966,412.2774970761966,412.2774970761966,412.2774970761966,412.2774970761966,412.2774970761966,412.2774970761966,l,0.7009425240103155,1,753,2,412.9952030500863,414.49671994615346,414.49671994615346,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,6,18,9,,,,,,,,,,,,414.9973147250712,414.9973147250712,414.9973147250712,414.9973147250712,414.9973147250712,414.9973147250712,414.9973147250712,414.9973147250712,414.9973147250712,414.9973147250712,a,0.6792888718191534,10,763,2,415.69766035908833,417.19944653310813,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,7,19,6,,,,,,,,,,,,417.7002117850352,417.7002117850352,417.7002117850352,417.7002117850352,417.7002117850352,417.7002117850352,417.7002117850352,417.7002117850352,417.7002117850352,417.7002117850352,a,0.6340936941560358,1,764,2,418.3510662741028,419.8524443011265,419.8524443011265,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,8,20,11,,,,,,,,,,,,420.35317803011276,420.35317803011276,420.35317803011276,420.35317803011276,420.35317803011276,420.35317803011276,420.35317803011276,420.35317803011276,420.35317803011276,420.35317803011276,a,0.8488873168826103,10,774,2,421.22066475404426,422.722426854074,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,9,21,3,,,,,,,,,,,,423.2228352741804,423.2228352741804,423.2228352741804,423.2228352741804,423.2228352741804,423.2228352741804,423.2228352741804,423.2228352741804,423.2228352741804,423.2228352741804,a,0.7352673730347306,10,784,2,423.99038071813993,425.49219060107134,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,10,22,0,,,,,,,,,,,,425.99269960913807,425.99269960913807,425.99269960913807,425.99269960913807,425.99269960913807,425.99269960913807,425.99269960913807,425.99269960913807,425.99269960913807,425.99269960913807,l,0.4284490861464292,1,785,2,426.44324992597103,427.9447604010347,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,11,23,10,,,,,,,,,,,,428.4454263250809,428.4454263250809,428.4454263250809,428.4454263250809,428.4454263250809,428.4454263250809,428.4454263250809,428.4454263250809,428.4454263250809,428.4454263250809,l,0.958464119816199,1,786,2,429.42973766918294,430.93150513106957,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,0,24,7,,,,,,,,,,,,431.4319631981198,431.4319631981198,431.4319631981198,431.4319631981198,431.4319631981198,431.4319631981198,431.4319631981198,431.4319631981198,431.4319631981198,431.4319631981198,l,0.6934540858492255,10,796,2,432.149606365012,433.6511697990354,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,1,25,0,,,,,,,,,,,,434.1516562651377,434.1516562651377,434.1516562651377,434.1516562651377,434.1516562651377,434.1516562651377,434.1516562651377,434.1516562651377,434.1516562651377,434.1516562651377,a,1.001832026988268,1,797,2,435.18615330499597,436.68789586401545,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,2,26,9,,,,,,,,,,,,437.1884994681459,437.1884994681459,437.1884994681459,437.1884994681459,437.1884994681459,437.1884994681459,437.1884994681459,437.1884994681459,437.1884994681459,437.1884994681459,a,0.618876846972853,1,798,2,437.8392689700704,439.3407732981723,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,3,27,3,,,,,,,,,,,,439.84125196607783,439.84125196607783,439.84125196607783,439.84125196607783,439.84125196607783,439.84125196607783,439.84125196607783,439.84125196607783,439.84125196607783,439.84125196607783,a,0.46358681190758944,10,808,2,440.3252219511196,441.8268483050633,441.8268483050633,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,4,28,2,,,,,,,,,,,,442.32726542511955,442.32726542511955,442.32726542511955,442.32726542511955,442.32726542511955,442.32726542511955,442.32726542511955,442.32726542511955,442.32726542511955,442.32726542511955,l,0.5431394688785076,1,809,2,442.8945890360046,444.3962774691172,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,5,29,6,,,,,,,,,,,,444.89671926316805,444.89671926316805,444.89671926316805,444.89671926316805,444.89671926316805,444.89671926316805,444.89671926316805,444.89671926316805,444.89671926316805,444.89671926316805,a,0.37029151897877455,1,810,2,445.29733620397747,446.7990987340454,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,6,30,8,,,,,,,,,,,,447.2994510100689,447.2994510100689,447.2994510100689,447.2994510100689,447.2994510100689,447.2994510100689,447.2994510100689,447.2994510100689,447.2994510100689,447.2994510100689,l,0.4763609238434583,10,820,2,447.8000864800997,449.3017645701766,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,7,31,1,,,,,,,,,,,,449.8021695150528,449.8021695150528,449.8021695150528,449.8021695150528,449.8021695150528,449.8021695150528,449.8021695150528,449.8021695150528,449.8021695150528,449.8021695150528,l,0.45968423900194466,1,821,2,450.2866170431953,451.7876761201769,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,8,32,4,,,,,,,,,,,,452.28823496517725,452.28823496517725,452.28823496517725,452.28823496517725,452.28823496517725,452.28823496517725,452.28823496517725,452.28823496517725,452.28823496517725,452.28823496517725,a,0.7647249719593674,1,822,2,453.07261449610814,454.57421940518543,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,9,33,5,,,,,,,,,,,,455.0745672911871,455.0745672911871,455.0745672911871,455.0745672911871,455.0745672911871,455.0745672911871,455.0745672911871,455.0745672911871,455.0745672911871,455.0745672911871,a,0.5330343800596893,10,832,2,455.6253490410745,457.1269160201773,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,10,34,11,,,,,,,,,,,,457.62752410396934,457.62752410396934,457.62752410396934,457.62752410396934,457.62752410396934,457.62752410396934,457.62752410396934,457.62752410396934,457.62752410396934,457.62752410396934,l,0.4871972070541233,10,842,2,458.1446349741891,459.64639508118853,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,11,35,10,,,,,,,,,,,,460.14699637307785,460.14699637307785,460.14699637307785,460.14699637307785,460.14699637307785,460.14699637307785,460.14699637307785,460.14699637307785,460.14699637307785,460.14699637307785,l,0.4001423630397767,10,852,2,460.5643251060974,462.06594239897095,462.06594239897095,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,0,36,0,,,,,,,,,,,,462.56645361101255,462.56645361101255,462.56645361101255,462.56645361101255,462.56645361101255,462.56645361101255,462.56645361101255,462.56645361101255,462.56645361101255,462.56645361101255,l,0.5105313512030989,1,853,2,463.1002471181564,464.60144844511524,464.60144844511524,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,1,37,3,,,,,,,,,,,,465.10196773405187,465.10196773405187,465.10196773405187,465.10196773405187,465.10196773405187,465.10196773405187,465.10196773405187,465.10196773405187,465.10196773405187,465.10196773405187,a,1.6099015418440104,10,863,2,466.73761704796925,468.23938189819455,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,2,38,4,,,,,,,,,,,,468.73968568304554,468.73968568304554,468.73968568304554,468.73968568304554,468.73968568304554,468.73968568304554,468.73968568304554,468.73968568304554,468.73968568304554,468.73968568304554,a,0.5029937219806015,10,873,2,469.2737009031698,470.7754748831503,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,3,39,8,,,,,,,,,,,,471.2759921310935,471.2759921310935,471.2759921310935,471.2759921310935,471.2759921310935,471.2759921310935,471.2759921310935,471.2759921310935,471.2759921310935,471.2759921310935,l,1.1282014229800552,10,883,2,472.4273240030743,473.9288958001416,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,4,40,1,,,,,,,,,,,,474.42940229317173,474.42940229317173,474.42940229317173,474.42940229317173,474.42940229317173,474.42940229317173,474.42940229317173,474.42940229317173,474.42940229317173,474.42940229317173,l,1.3381239280570298,10,893,2,475.79762765113264,477.2994515260216,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,5,41,6,,,,,,,,,,,,477.79994355817325,477.79994355817325,477.79994355817325,477.79994355817325,477.79994355817325,477.79994355817325,477.79994355817325,477.79994355817325,477.79994355817325,477.79994355817325,a,0.556339604081586,10,903,2,478.3839253091719,479.8853312910069,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,6,42,5,,,,,,,,,,,,480.3862007400021,480.3862007400021,480.3862007400021,480.3862007400021,480.3862007400021,480.3862007400021,480.3862007400021,480.3862007400021,480.3862007400021,480.3862007400021,a,0.7026772790122777,10,913,2,481.12025896809064,482.62192136002705,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,7,43,9,,,,,,,,,,,,483.1222783960402,483.1222783960402,483.1222783960402,483.1222783960402,483.1222783960402,483.1222783960402,483.1222783960402,483.1222783960402,483.1222783960402,483.1222783960402,l,0.3748384469654411,1,914,2,483.52284651016816,485.0247127930634,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,8,44,2,,,,,,,,,,,,485.52507594111376,485.52507594111376,485.52507594111376,485.52507594111376,485.52507594111376,485.52507594111376,485.52507594111376,485.52507594111376,485.52507594111376,485.52507594111376,l,1.0679563179146498,10,924,2,486.6105911650229,488.1112639911007,488.1112639911007,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,9,45,11,,,,,,,,,,,,488.6116299601272,488.6116299601272,488.6116299601272,488.6116299601272,488.6116299601272,488.6116299601272,488.6116299601272,488.6116299601272,488.6116299601272,488.6116299601272,a,0.8490695308428258,10,934,2,489.47946153511293,490.9809561180882,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,10,46,7,,,,,,,,,,,,491.4815311091952,491.4815311091952,491.4815311091952,491.4815311091952,491.4815311091952,491.4815311091952,491.4815311091952,491.4815311091952,491.4815311091952,491.4815311091952,l,0.6112289289012551,10,944,2,492.1155190260615,493.6173752530012,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,11,47,10,,,,,,,,,,,,494.1178010760341,494.1178010760341,494.1178010760341,494.1178010760341,494.1178010760341,494.1178010760341,494.1178010760341,494.1178010760341,494.1178010760341,494.1178010760341,l,0.46126645989716053,10,954,2,494.60162975499406,496.1032613599673,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,540.6690848399885,,167,U,triangle,0.0017761588096618652,534.6639956131112,536.164123600116,536.164123600116,536.164123600116,539.1674652481452,539.1674652481452,539.1674652481452,539.1674652481452,0,0,None,0,539.1674652481452,540.6690848399885,541.169765625149,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,545.3075805760454,,139,S,circle,0.00882687489502132,541.7537007951178,543.1719848890789,543.1719848890789,543.1719848890789,,,,,0,1,f,0,543.8059257250279,,,0.6076901839114726,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,550.0963156651706,,132,B,star,0.0013615810312330723,546.2921817640308,547.7936222641729,547.7936222641729,547.7936222641729,,,,,1,1,d,0,548.6111796260811,,,0.7781126720365137,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,555.0849522580393,,125,H,hexagon,0.0013389259111136198,551.0807710911613,552.5822885499801,552.5822885499801,552.5822885499801,,,,,1,0,d,0,553.5834671151824,,,0.9750294780824333,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,559.6236441161018,,174,D,hexagon,0.0012649181298911572,556.069573864108,557.5711278351955,557.5711278351955,557.5711278351955,,,,,1,0,f,0,558.1216663359664,,,0.5296117977704853,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,564.0784382240381,,181,Y,star,0.0013268559705466032,560.6080132601783,562.1095297110733,562.1095297110733,562.1095297110733,,,,,1,0,f,0,562.5767130700406,,,0.43518280587159097,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,568.5834239101969,,160,W,triangle,0.0013851679395884275,565.0628766540904,566.5643984579947,566.5643984579947,566.5643984579947,,,,,1,0,f,0,567.0817233501002,,,0.4927618820220232,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,573.8223440800793,,146,F,circle,0.0012724269181489944,569.5677422040608,571.0693169001024,571.0693169001024,571.0693169001024,,,,,1,0,d,0,572.3208876410499,,,1.2191614850889891,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,578.5941299691331,,167,U,triangle,0.001371914055198431,574.806902176002,576.3085308009759,576.3085308009759,576.3085308009759,,,,,1,0,f,0,577.0924904730637,,,0.751906304853037,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,583.182692815084,,139,S,hexagon,0.0012194619048386812,579.5786679850426,581.0803304561414,581.0803304561414,581.0803304561414,,,,,1,0,d,0,581.6810224009678,,,0.5685580421704799,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
