LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,tgt_fix_prac1.stopped,prac_fback_text.stopped,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,0,4,4,3,,,,,,,,,,,,417.31711868103594,417.31711868103594,417.31711868103594,417.31711868103594,417.31711868103594,417.31711868103594,417.31711868103594,417.31711868103594,417.31711868103594,417.31711868103594,a,0.10745551390573382,10,278,1,417.45065110898577,,418.9522663708776,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,0,5,5,2,,,,,,,,,,,,419.45286924694665,419.45286924694665,419.45286924694665,419.45286924694665,419.45286924694665,419.45286924694665,419.45286924694665,419.45286924694665,419.45286924694665,419.45286924694665,a,0.17600593995302916,1,279,1,419.65305033908226,,421.1547330270987,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,0,6,6,4,,,,,,,,,,,,421.65536264609545,421.65536264609545,421.65536264609545,421.65536264609545,421.65536264609545,421.65536264609545,421.65536264609545,421.65536264609545,421.65536264609545,421.65536264609545,a,0.7753572470974177,1,280,1,422.456295320997,,423.9579180860892,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,0,7,7,6,,,,,,,,,,,,424.45839968090877,424.45839968090877,424.45839968090877,424.45839968090877,424.45839968090877,424.45839968090877,424.45839968090877,424.45839968090877,424.45839968090877,424.45839968090877,a,0.48187003703787923,10,290,1,424.9590091588907,,426.4607142698951,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,0,8,8,1,,,,,,,,,,,,426.96111618098803,426.96111618098803,426.96111618098803,426.96111618098803,426.96111618098803,426.96111618098803,426.96111618098803,426.96111618098803,426.96111618098803,426.96111618098803,l,0.38530775904655457,1,291,1,427.3782444950193,,428.8799243969843,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,0,9,9,10,,,,,,,,,,,,429.38056883588433,429.38056883588433,429.38056883588433,429.38056883588433,429.38056883588433,429.38056883588433,429.38056883588433,429.38056883588433,429.38056883588433,429.38056883588433,a,0.09304637112654746,1,292,1,429.49715453688987,,430.9990580889862,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,0,10,10,0,,,,,,,,,,,,431.4995093808975,431.4995093808975,431.4995093808975,431.4995093808975,431.4995093808975,431.4995093808975,431.4995093808975,431.4995093808975,431.4995093808975,431.4995093808975,a,0.03381269611418247,10,302,1,431.5499250649009,433.0512889660895,433.0512889660895,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,0,11,11,5,,,,,,,,,,,,433.5519847199321,433.5519847199321,433.5519847199321,433.5519847199321,433.5519847199321,433.5519847199321,433.5519847199321,433.5519847199321,433.5519847199321,433.5519847199321,a,0.08442353806458414,10,312,1,433.66879866598174,,435.1703382451087,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,1,0,12,9,,,,,,,,,,,,435.67080914694816,435.67080914694816,435.67080914694816,435.67080914694816,435.67080914694816,435.67080914694816,435.67080914694816,435.67080914694816,435.67080914694816,435.67080914694816,a,0.08133393013849854,10,322,1,435.77089880988933,,437.2725103800185,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,1,1,13,7,,,,,,,,,,,,437.77306594210677,437.77306594210677,437.77306594210677,437.77306594210677,437.77306594210677,437.77306594210677,437.77306594210677,437.77306594210677,437.77306594210677,437.77306594210677,a,0.46518088108859956,1,323,1,438.256877690088,,439.7587126889266,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,1,2,14,11,,,,,,,,,,,,440.2591236100998,440.2591236100998,440.2591236100998,440.2591236100998,440.2591236100998,440.2591236100998,440.2591236100998,440.2591236100998,440.2591236100998,440.2591236100998,l,0.25165190314874053,10,333,1,440.5428221570328,,442.0445520048961,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,1,3,15,1,,,,,,,,,,,,442.5452155920211,442.5452155920211,442.5452155920211,442.5452155920211,442.5452155920211,442.5452155920211,442.5452155920211,442.5452155920211,442.5452155920211,442.5452155920211,a,0.7779882920440286,1,334,1,443.345931696007,,444.84782444895245,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,1,4,16,5,,,,,,,,,,,,445.34827074198984,445.34827074198984,445.34827074198984,445.34827074198984,445.34827074198984,445.34827074198984,445.34827074198984,445.34827074198984,445.34827074198984,445.34827074198984,l,0.5074071332346648,10,344,1,445.88201399403624,,447.3836938799359,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,1,5,17,3,,,,,,,,,,,,447.8841709319968,447.8841709319968,447.8841709319968,447.8841709319968,447.8841709319968,447.8841709319968,447.8841709319968,447.8841709319968,447.8841709319968,447.8841709319968,l,0.4110041728708893,1,345,1,448.31798716890626,,449.8196939888876,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,1,6,18,0,,,,,,,,,,,,450.3204959919676,450.3204959919676,450.3204959919676,450.3204959919676,450.3204959919676,450.3204959919676,450.3204959919676,450.3204959919676,450.3204959919676,450.3204959919676,a,0.2933349821250886,10,355,1,450.6371869388968,,452.13894572202116,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,1,7,19,10,,,,,,,,,,,,452.63957422599196,452.63957422599196,452.63957422599196,452.63957422599196,452.63957422599196,452.63957422599196,452.63957422599196,452.63957422599196,452.63957422599196,452.63957422599196,a,0.2919717540498823,10,365,1,452.956490094075,,454.45813385699876,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,1,8,20,6,,,,,,,,,,,,454.9586873271037,454.9586873271037,454.9586873271037,454.9586873271037,454.9586873271037,454.9586873271037,454.9586873271037,454.9586873271037,454.9586873271037,454.9586873271037,a,0.3461774601601064,1,366,1,455.32589754089713,,456.82773768901825,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,1,9,21,4,,,,,,,,,,,,457.3281213310547,457.3281213310547,457.3281213310547,457.3281213310547,457.3281213310547,457.3281213310547,457.3281213310547,457.3281213310547,457.3281213310547,457.3281213310547,l,0.28462473303079605,1,367,1,457.64519448392093,,459.1467264650855,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,1,10,22,2,,,,,,,,,,,,459.6473048310727,459.6473048310727,459.6473048310727,459.6473048310727,459.6473048310727,459.6473048310727,459.6473048310727,459.6473048310727,459.6473048310727,459.6473048310727,a,0.29369438788853586,10,377,1,459.96431656507775,,461.4658882669173,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,1,11,23,8,,,,,,,,,,,,461.96657122601755,461.96657122601755,461.96657122601755,461.96657122601755,461.96657122601755,461.96657122601755,461.96657122601755,461.96657122601755,461.96657122601755,461.96657122601755,a,0.39269015309400856,1,378,1,462.38365970994346,,463.885415581055,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,2,0,24,5,,,,,,,,,,,,464.3858968298882,464.3858968298882,464.3858968298882,464.3858968298882,464.3858968298882,464.3858968298882,464.3858968298882,464.3858968298882,464.3858968298882,464.3858968298882,a,0.36911315214820206,10,388,1,464.7864520261064,,466.2880995620508,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,2,1,25,2,,,,,,,,,,,,466.7885380249936,466.7885380249936,466.7885380249936,466.7885380249936,466.7885380249936,466.7885380249936,466.7885380249936,466.7885380249936,466.7885380249936,466.7885380249936,a,0.3181274200323969,1,389,1,467.1390463160351,,468.6405878190417,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,2,2,26,3,,,,,,,,,,,,469.1411010660231,469.1411010660231,469.1411010660231,469.1411010660231,469.1411010660231,469.1411010660231,469.1411010660231,469.1411010660231,469.1411010660231,469.1411010660231,a,0.35114908521063626,10,399,1,469.5248608959373,,471.02631066692993,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,2,3,27,8,,,,,,,,,,,,471.5269419089891,471.5269419089891,471.5269419089891,471.5269419089891,471.5269419089891,471.5269419089891,471.5269419089891,471.5269419089891,471.5269419089891,471.5269419089891,a,0.31725523597560823,1,400,1,471.8612021189183,473.3624933499377,473.3624933499377,473.8630189569667,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,2,4,28,7,,,,,,,,,,,,473.8630189569667,473.8630189569667,473.8630189569667,473.8630189569667,473.8630189569667,473.8630189569667,473.8630189569667,473.8630189569667,473.8630189569667,473.8630189569667,a,0.30026991199702024,1,401,1,474.17996219405904,475.681706833886,475.681706833886,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,2,5,29,9,,,,,,,,,,,,476.1820766169112,476.1820766169112,476.1820766169112,476.1820766169112,476.1820766169112,476.1820766169112,476.1820766169112,476.1820766169112,476.1820766169112,476.1820766169112,l,0.16202789917588234,1,402,1,476.3658115461003,,477.867482152069,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,2,6,30,11,,,,,,,,,,,,478.3680068370886,478.3680068370886,478.3680068370886,478.3680068370886,478.3680068370886,478.3680068370886,478.3680068370886,478.3680068370886,478.3680068370886,478.3680068370886,a,0.44094860390760005,10,412,1,478.8349833819084,,480.3368695760146,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,2,7,31,10,,,,,,,,,,,,480.8373028100468,480.8373028100468,480.8373028100468,480.8373028100468,480.8373028100468,480.8373028100468,480.8373028100468,480.8373028100468,480.8373028100468,480.8373028100468,l,0.37833584006875753,1,413,1,481.2378014770802,,482.7396301201079,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,2,8,32,6,,,,,,,,,,,,483.2398221560288,483.2398221560288,483.2398221560288,483.2398221560288,483.2398221560288,483.2398221560288,483.2398221560288,483.2398221560288,483.2398221560288,483.2398221560288,a,1.7361342450603843,10,423,1,485.0085062470753,,486.51052180700935,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,2,9,33,4,,,,,,,,,,,,487.0108600258827,487.0108600258827,487.0108600258827,487.0108600258827,487.0108600258827,487.0108600258827,487.0108600258827,487.0108600258827,487.0108600258827,487.0108600258827,l,0.45056267012842,1,424,1,487.47813717392273,488.979583700886,488.979583700886,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,2,10,34,1,,,,,,,,,,,,489.4802801560145,489.4802801560145,489.4802801560145,489.4802801560145,489.4802801560145,489.4802801560145,489.4802801560145,489.4802801560145,489.4802801560145,489.4802801560145,a,0.36625077901408076,1,425,1,489.8639531249646,491.365561299026,491.365561299026,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,2,11,35,0,,,,,,,,,,,,491.8662333008833,491.8662333008833,491.8662333008833,491.8662333008833,491.8662333008833,491.8662333008833,491.8662333008833,491.8662333008833,491.8662333008833,491.8662333008833,a,0.3746902032289654,1,426,1,492.2664741689805,,493.7682127999142,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,3,0,36,1,,,,,,,,,,,,494.2687437119894,494.2687437119894,494.2687437119894,494.2687437119894,494.2687437119894,494.2687437119894,494.2687437119894,494.2687437119894,494.2687437119894,494.2687437119894,l,0.3016302981413901,10,436,1,494.6025571890641,,496.1042812690139,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,3,1,37,9,,,,,,,,,,,,496.6046529239975,496.6046529239975,496.6046529239975,496.6046529239975,496.6046529239975,496.6046529239975,496.6046529239975,496.6046529239975,496.6046529239975,496.6046529239975,a,0.5659243671689183,10,446,1,497.18867922597565,,498.690397832077,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,3,2,38,6,,,,,,,,,,,,499.19075606996194,499.19075606996194,499.19075606996194,499.19075606996194,499.19075606996194,499.19075606996194,499.19075606996194,499.19075606996194,499.19075606996194,499.19075606996194,a,0.41945090517401695,1,447,1,499.64126737206243,,501.1431825500913,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,3,3,39,10,,,,,,,,,,,,501.6437412709929,501.6437412709929,501.6437412709929,501.6437412709929,501.6437412709929,501.6437412709929,501.6437412709929,501.6437412709929,501.6437412709929,501.6437412709929,l,0.40875579603016376,1,448,1,502.07742546102963,,503.57900184602477,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,3,4,40,2,,,,,,,,,,,,504.07966841896996,504.07966841896996,504.07966841896996,504.07966841896996,504.07966841896996,504.07966841896996,504.07966841896996,504.07966841896996,504.07966841896996,504.07966841896996,a,0.3584388750605285,10,458,1,504.46343355905265,,505.96523350896314,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,3,5,41,8,,,,,,,,,,,,506.4655693699606,506.4655693699606,506.4655693699606,506.4655693699606,506.4655693699606,506.4655693699606,506.4655693699606,506.4655693699606,506.4655693699606,506.4655693699606,a,0.3682455930393189,1,459,1,506.8662137009669,,508.36761525599286,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,3,6,42,3,,,,,,,,,,,,508.86826614895836,508.86826614895836,508.86826614895836,508.86826614895836,508.86826614895836,508.86826614895836,508.86826614895836,508.86826614895836,508.86826614895836,508.86826614895836,a,0.40789364418014884,10,469,1,509.30194399598986,,510.8038534910884,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,3,7,43,4,,,,,,,,,,,,511.30440186103806,511.30440186103806,511.30440186103806,511.30440186103806,511.30440186103806,511.30440186103806,511.30440186103806,511.30440186103806,511.30440186103806,511.30440186103806,a,0.4460163542535156,10,479,1,511.7715455710422,,513.2732297119219,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,3,8,44,7,,,,,,,,,,,,513.7735961070284,513.7735961070284,513.7735961070284,513.7735961070284,513.7735961070284,513.7735961070284,513.7735961070284,513.7735961070284,513.7735961070284,513.7735961070284,a,0.34102289588190615,1,480,1,514.1406885141041,,515.6423097290099,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,3,9,45,5,,,,,,,,,,,,516.1430850611068,516.1430850611068,516.1430850611068,516.1430850611068,516.1430850611068,516.1430850611068,516.1430850611068,516.1430850611068,516.1430850611068,516.1430850611068,l,0.43457400193437934,10,490,1,516.6102829989977,,518.1118101789616,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,3,10,46,11,,,,,,,,,,,,518.6125491939019,518.6125491939019,518.6125491939019,518.6125491939019,518.6125491939019,518.6125491939019,518.6125491939019,518.6125491939019,518.6125491939019,518.6125491939019,a,0.4078468510415405,1,491,1,519.0462791100144,,520.5478064820636,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,3,11,47,0,,,,,,,,,,,,521.0486004960258,521.0486004960258,521.0486004960258,521.0486004960258,521.0486004960258,521.0486004960258,521.0486004960258,521.0486004960258,521.0486004960258,521.0486004960258,l,0.3777650601696223,1,492,1,521.4489791409578,,522.9506831639446,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,0,0,2,,,,,,,,,,,,525.2531937689055,525.2531937689055,525.2531937689055,525.2531937689055,525.2531937689055,525.2531937689055,525.2531937689055,525.2531937689055,525.2531937689055,525.2531937689055,a,0.7185091581195593,10,502,2,526.0038561809342,527.5054418689106,527.5054418689106,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,1,1,11,,,,,,,,,,,,528.0061115850694,528.0061115850694,528.0061115850694,528.0061115850694,528.0061115850694,528.0061115850694,528.0061115850694,528.0061115850694,528.0061115850694,528.0061115850694,l,0.31822412903420627,1,503,2,528.3565595520195,,529.8581952210516,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,0,2,2,8,,,,,,,,,,,,530.3586911759339,530.3586911759339,530.3586911759339,530.3586911759339,530.3586911759339,530.3586911759339,530.3586911759339,530.3586911759339,530.3586911759339,530.3586911759339,a,0.28357354016043246,1,504,2,530.65899970592,532.1606643570121,532.1606643570121,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,3,3,7,,,,,,,,,,,,532.6609286048915,532.6609286048915,532.6609286048915,532.6609286048915,532.6609286048915,532.6609286048915,532.6609286048915,532.6609286048915,532.6609286048915,532.6609286048915,a,0.2852709221187979,1,505,2,532.978176390985,,534.4797758508939,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,0,4,4,5,,,,,,,,,,,,534.9804620489012,534.9804620489012,534.9804620489012,534.9804620489012,534.9804620489012,534.9804620489012,534.9804620489012,534.9804620489012,534.9804620489012,534.9804620489012,l,0.46535176201723516,1,506,2,535.4642904819921,,536.9659362048842,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,5,5,0,,,,,,,,,,,,537.466379124904,537.466379124904,537.466379124904,537.466379124904,537.466379124904,537.466379124904,537.466379124904,537.466379124904,537.466379124904,537.466379124904,a,1.118668460054323,1,507,2,538.6178368309047,,540.1192593791056,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,6,6,9,,,,,,,,,,,,540.6198860791046,540.6198860791046,540.6198860791046,540.6198860791046,540.6198860791046,540.6198860791046,540.6198860791046,540.6198860791046,540.6198860791046,540.6198860791046,a,2.386568982154131,10,517,2,543.0392723360565,,544.5410244120285,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,0,7,7,3,,,,,,,,,,,,545.0415055390913,545.0415055390913,545.0415055390913,545.0415055390913,545.0415055390913,545.0415055390913,545.0415055390913,545.0415055390913,545.0415055390913,545.0415055390913,a,0.4846799538936466,10,527,2,545.558949267026,,547.0604326510802,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,0,8,8,6,,,,,,,,,,,,547.560913851019,547.560913851019,547.560913851019,547.560913851019,547.560913851019,547.560913851019,547.560913851019,547.560913851019,547.560913851019,547.560913851019,a,0.3273754639085382,1,528,2,547.9114123710897,,549.4128670939244,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,0,9,9,4,,,,,,,,,,,,549.9136467820499,549.9136467820499,549.9136467820499,549.9136467820499,549.9136467820499,549.9136467820499,549.9136467820499,549.9136467820499,549.9136467820499,549.9136467820499,a,0.12399717513471842,1,529,2,550.0638114609756,,551.5655672859866,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,0,10,10,10,,,,,,,,,,,,552.0662045748904,552.0662045748904,552.0662045748904,552.0662045748904,552.0662045748904,552.0662045748904,552.0662045748904,552.0662045748904,552.0662045748904,552.0662045748904,a,0.3106684370432049,1,530,2,552.3997522320133,,553.9013004999142,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
