LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,target_resp_prac1.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,385.91779097518884,space,18.76176110212691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,4,4,2,,,,,,,,,,,,779.1501819391269,779.1501819391269,779.1501819391269,779.1501819391269,779.1501819391269,779.1501819391269,779.1501819391269,779.1501819391269,779.1501819391269,779.1501819391269,a,1.0022632780019194,10,659,2,780.1848309440538,,781.6862522091251,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,5,5,7,,,,,,,,,,,,782.1867475481704,782.1867475481704,782.1867475481704,782.1867475481704,782.1867475481704,782.1867475481704,782.1867475481704,782.1867475481704,782.1867475481704,782.1867475481704,a,1.1280375758651644,10,669,2,783.338070649188,,784.8398430380039,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,6,6,11,,,,,,,,,,,,785.340400199173,785.340400199173,785.340400199173,785.340400199173,785.340400199173,785.340400199173,785.340400199173,785.340400199173,785.340400199173,785.340400199173,a,1.3036322940606624,1,670,2,786.6754747880623,,788.1768359360285,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,0,7,7,5,,,,,,,,,,,,788.6776055751834,788.6776055751834,788.6776055751834,788.6776055751834,788.6776055751834,788.6776055751834,788.6776055751834,788.6776055751834,788.6776055751834,788.6776055751834,l,2.153088944964111,1,671,2,790.8632303231861,792.3649679590017,792.3649679590017,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,0,8,8,8,,,,,,,,,,,,792.8655622350052,792.8655622350052,792.8655622350052,792.8655622350052,792.8655622350052,792.8655622350052,792.8655622350052,792.8655622350052,792.8655622350052,792.8655622350052,a,1.4964454399887472,10,681,2,794.3836252680048,795.8853181630839,795.8853181630839,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,0,9,9,10,,,,,,,,,,,,796.3857657930348,796.3857657930348,796.3857657930348,796.3857657930348,796.3857657930348,796.3857657930348,796.3857657930348,796.3857657930348,796.3857657930348,796.3857657930348,a,0.8795392089523375,10,691,2,797.2868609731086,,798.788502446143,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,10,10,0,,,,,,,,,,,,799.289184394991,799.289184394991,799.289184394991,799.289184394991,799.289184394991,799.289184394991,799.289184394991,799.289184394991,799.289184394991,799.289184394991,a,1.396525789052248,1,692,2,800.7072571101598,,802.2089495540131,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,0,11,11,4,,,,,,,,,,,,802.7095172980335,802.7095172980335,802.7095172980335,802.7095172980335,802.7095172980335,802.7095172980335,802.7095172980335,802.7095172980335,802.7095172980335,802.7095172980335,a,1.5543128559365869,1,693,2,804.2947409250773,,805.7962000861298,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,0,12,8,,,,,,,,,,,,806.2969151129946,806.2969151129946,806.2969151129946,806.2969151129946,806.2969151129946,806.2969151129946,806.2969151129946,806.2969151129946,806.2969151129946,806.2969151129946,l,0.7348096289206296,1,694,2,807.0643036181573,808.5659786241595,808.5659786241595,809.066648760112,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,1,13,10,,,,,,,,,,,,809.066648760112,809.066648760112,809.066648760112,809.066648760112,809.066648760112,809.066648760112,809.066648760112,809.066648760112,809.066648760112,809.066648760112,l,0.8110664759296924,1,695,2,809.9010690650903,,811.4024334410205,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,2,14,11,,,,,,,,,,,,811.9029374402016,811.9029374402016,811.9029374402016,811.9029374402016,811.9029374402016,811.9029374402016,811.9029374402016,811.9029374402016,811.9029374402016,811.9029374402016,a,0.5953675128985196,1,696,2,812.5204249310773,,814.0223343151156,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,3,15,7,,,,,,,,,,,,814.5226758050267,814.5226758050267,814.5226758050267,814.5226758050267,814.5226758050267,814.5226758050267,814.5226758050267,814.5226758050267,814.5226758050267,814.5226758050267,l,0.5640221599023789,1,697,2,815.1065494541544,,816.6082926150411,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,4,16,3,,,,,,,,,,,,817.1086903701071,817.1086903701071,817.1086903701071,817.1086903701071,817.1086903701071,817.1086903701071,817.1086903701071,817.1086903701071,817.1086903701071,817.1086903701071,a,0.32957225595600903,1,698,2,817.4594351851847,818.9608481330797,818.9608481330797,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,5,17,2,,,,,,,,,,,,819.4614875051193,819.4614875051193,819.4614875051193,819.4614875051193,819.4614875051193,819.4614875051193,819.4614875051193,819.4614875051193,819.4614875051193,819.4614875051193,l,0.6538151358254254,1,699,2,820.1452749581076,,821.6470437590033,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,6,18,1,,,,,,,,,,,,822.1477141031064,822.1477141031064,822.1477141031064,822.1477141031064,822.1477141031064,822.1477141031064,822.1477141031064,822.1477141031064,822.1477141031064,822.1477141031064,l,0.31957135000266135,10,709,2,822.497947358992,,823.9996109551284,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,7,19,6,,,,,,,,,,,,824.5003653999884,824.5003653999884,824.5003653999884,824.5003653999884,824.5003653999884,824.5003653999884,824.5003653999884,824.5003653999884,824.5003653999884,824.5003653999884,a,0.4419374449644238,1,710,2,824.9679100192152,,826.4690550430678,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,8,20,5,,,,,,,,,,,,826.969869869994,826.969869869994,826.969869869994,826.969869869994,826.969869869994,826.969869869994,826.969869869994,826.969869869994,826.969869869994,826.969869869994,l,0.3125173000153154,1,711,2,827.3033133700956,,828.8051741442177,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,9,21,9,,,,,,,,,,,,829.3056497951038,829.3056497951038,829.3056497951038,829.3056497951038,829.3056497951038,829.3056497951038,829.3056497951038,829.3056497951038,829.3056497951038,829.3056497951038,a,0.620920113986358,1,712,2,829.9564759561326,,831.4578582760878,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,10,22,0,,,,,,,,,,,,831.9586178190075,831.9586178190075,831.9586178190075,831.9586178190075,831.9586178190075,831.9586178190075,831.9586178190075,831.9586178190075,831.9586178190075,831.9586178190075,l,0.6349951699376106,1,713,2,832.6258946009912,,834.1275324930903,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,11,23,4,,,,,,,,,,,,834.6280666391831,834.6280666391831,834.6280666391831,834.6280666391831,834.6280666391831,834.6280666391831,834.6280666391831,834.6280666391831,834.6280666391831,834.6280666391831,a,0.6322270969394594,1,714,2,835.2789015611634,,836.780401383061,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,0,24,8,,,,,,,,,,,,837.2810304651503,837.2810304651503,837.2810304651503,837.2810304651503,837.2810304651503,837.2810304651503,837.2810304651503,837.2810304651503,837.2810304651503,837.2810304651503,a,1.052174282958731,10,724,2,838.3655685600825,,839.867305988213,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,1,25,1,,,,,,,,,,,,840.367689778097,840.367689778097,840.367689778097,840.367689778097,840.367689778097,840.367689778097,840.367689778097,840.367689778097,840.367689778097,840.367689778097,l,1.0463274109642953,10,734,2,841.4355065010022,,842.9371942901053,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,2,26,2,,,,,,,,,,,,843.4379946151748,843.4379946151748,843.4379946151748,843.4379946151748,843.4379946151748,843.4379946151748,843.4379946151748,843.4379946151748,843.4379946151748,843.4379946151748,l,0.8447017699945718,1,735,2,844.305800764123,,845.8072622360196,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,3,27,5,,,,,,,,,,,,846.3077091800515,846.3077091800515,846.3077091800515,846.3077091800515,846.3077091800515,846.3077091800515,846.3077091800515,846.3077091800515,846.3077091800515,846.3077091800515,a,0.5411595399491489,10,745,2,846.8759646341205,848.3766043290962,848.3766043290962,848.877424514154,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,4,28,3,,,,,,,,,,,,848.877424514154,848.877424514154,848.877424514154,848.877424514154,848.877424514154,848.877424514154,848.877424514154,848.877424514154,848.877424514154,848.877424514154,l,0.7173851828556508,10,755,2,849.6113946461119,851.1130607340019,851.1130607340019,851.6137220610399,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,5,29,7,,,,,,,,,,,,851.6137220610399,851.6137220610399,851.6137220610399,851.6137220610399,851.6137220610399,851.6137220610399,851.6137220610399,851.6137220610399,851.6137220610399,851.6137220610399,a,0.6455456227995455,10,765,2,852.2809867090546,,853.782411595108,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,6,30,0,,,,,,,,,,,,854.2832633550279,854.2832633550279,854.2832633550279,854.2832633550279,854.2832633550279,854.2832633550279,854.2832633550279,854.2832633550279,854.2832633550279,854.2832633550279,a,0.9585163649171591,1,766,2,855.2680429450702,,856.7693631050643,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,7,31,4,,,,,,,,,,,,857.269693014212,857.269693014212,857.269693014212,857.269693014212,857.269693014212,857.269693014212,857.269693014212,857.269693014212,857.269693014212,857.269693014212,l,0.7520071261096746,10,776,2,858.0706926991697,,859.5724827980157,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,8,32,9,,,,,,,,,,,,860.0563864151482,860.0563864151482,860.0563864151482,860.0563864151482,860.0563864151482,860.0563864151482,860.0563864151482,860.0563864151482,860.0563864151482,860.0563864151482,a,0.9784199600107968,1,777,2,861.0577458990738,,862.5591036851984,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,9,33,6,,,,,,,,,,,,863.0594792140182,863.0594792140182,863.0594792140182,863.0594792140182,863.0594792140182,863.0594792140182,863.0594792140182,863.0594792140182,863.0594792140182,863.0594792140182,a,0.911868309834972,10,787,2,863.9944157230202,,865.4956830560695,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,10,34,10,,,,,,,,,,,,865.9962384351529,865.9962384351529,865.9962384351529,865.9962384351529,865.9962384351529,865.9962384351529,865.9962384351529,865.9962384351529,865.9962384351529,865.9962384351529,l,0.9349179889541119,1,788,2,866.9639373600949,,868.4654311260674,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,11,35,11,,,,,,,,,,,,868.9659428901505,868.9659428901505,868.9659428901505,868.9659428901505,868.9659428901505,868.9659428901505,868.9659428901505,868.9659428901505,868.9659428901505,868.9659428901505,l,0.8445173418149352,1,789,2,869.8336135600694,,871.33540068008,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,0,36,0,,,,,,,,,,,,871.8360015330836,871.8360015330836,871.8360015330836,871.8360015330836,871.8360015330836,871.8360015330836,871.8360015330836,871.8360015330836,871.8360015330836,871.8360015330836,l,2.2848914701025933,1,790,2,874.1384591381066,875.6401310681831,875.6401310681831,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,1,37,7,,,,,,,,,,,,876.1406368929893,876.1406368929893,876.1406368929893,876.1406368929893,876.1406368929893,876.1406368929893,876.1406368929893,876.1406368929893,876.1406368929893,876.1406368929893,a,0.7803815577644855,1,791,2,876.9415683781262,878.443291383097,878.443291383097,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,2,38,8,,,,,,,,,,,,878.9437739811838,878.9437739811838,878.9437739811838,878.9437739811838,878.9437739811838,878.9437739811838,878.9437739811838,878.9437739811838,878.9437739811838,878.9437739811838,a,1.6788120628334582,10,801,2,880.64610008616,,882.1472089712042,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,3,39,4,,,,,,,,,,,,882.6478511560708,882.6478511560708,882.6478511560708,882.6478511560708,882.6478511560708,882.6478511560708,882.6478511560708,882.6478511560708,882.6478511560708,882.6478511560708,a,0.9556281911209226,1,802,2,883.6328615262173,,885.1339900100138,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,4,40,11,,,,,,,,,,,,885.6344865881838,885.6344865881838,885.6344865881838,885.6344865881838,885.6344865881838,885.6344865881838,885.6344865881838,885.6344865881838,885.6344865881838,885.6344865881838,l,0.5926348259672523,10,812,2,886.268387174001,,887.7534820311703,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,5,41,6,,,,,,,,,,,,888.254060289124,888.254060289124,888.254060289124,888.254060289124,888.254060289124,888.254060289124,888.254060289124,888.254060289124,888.254060289124,888.254060289124,a,0.818513385951519,10,822,2,889.1048993701115,,890.6064366360661,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,6,42,5,,,,,,,,,,,,891.1071618529968,891.1071618529968,891.1071618529968,891.1071618529968,891.1071618529968,891.1071618529968,891.1071618529968,891.1071618529968,891.1071618529968,891.1071618529968,a,1.2044765469618142,1,823,2,892.3419637181796,,893.8433751030825,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,7,43,1,,,,,,,,,,,,894.3441053400747,894.3441053400747,894.3441053400747,894.3441053400747,894.3441053400747,894.3441053400747,894.3441053400747,894.3441053400747,894.3441053400747,894.3441053400747,l,0.8596125319600105,10,833,2,895.2291547839995,896.7299795390572,896.7299795390572,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,8,44,2,,,,,,,,,,,,897.2305051691364,897.2305051691364,897.2305051691364,897.2305051691364,897.2305051691364,897.2305051691364,897.2305051691364,897.2305051691364,897.2305051691364,897.2305051691364,l,0.8991805999539793,1,834,2,898.1485771250445,,899.649695695145,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,9,45,10,,,,,,,,,,,,900.1504265849944,900.1504265849944,900.1504265849944,900.1504265849944,900.1504265849944,900.1504265849944,900.1504265849944,900.1504265849944,900.1504265849944,900.1504265849944,a,0.7454278550576419,1,835,2,900.917876083171,,902.4195169850718,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,10,46,3,,,,,,,,,,,,902.9201165731065,902.9201165731065,902.9201165731065,902.9201165731065,902.9201165731065,902.9201165731065,902.9201165731065,902.9201165731065,902.9201165731065,902.9201165731065,a,1.3753226108383387,1,836,2,904.3217272751499,,905.8236046780366,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,11,47,9,,,,,,,,,,,,906.3239927859977,906.3239927859977,906.3239927859977,906.3239927859977,906.3239927859977,906.3239927859977,906.3239927859977,906.3239927859977,906.3239927859977,906.3239927859977,l,0.8516112978104502,10,846,2,907.2081755630206,,908.7097389551345,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,942.5638506112155,943.0643970451783,160,F,hexagon,0.0017740479670464993,936.5574317590799,938.0590891111642,938.0590891111642,938.0590891111642,941.0623170840554,941.0623170840554,941.0623170840554,941.0623170840554,0,0,None,0,941.0623170840554,942.5638506112155,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,948.0199494392145,,181,Y,triangle,0.008759347954764962,943.5649249730632,945.0665891531389,945.0665891531389,945.0665891531389,,,,,0,1,d,0,946.5181830050424,948.0199494392145,1.4192999450024217,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,953.842847425025,,125,U,star,0.001235433854162693,949.005429983139,950.5060587942135,950.5060587942135,950.5060587942135,,,,,1,1,d,0,952.3580560490955,,1.8087561768479645,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,958.8818227390293,,132,D,circle,0.0008969088084995747,954.8273966440465,956.3288145510014,956.3288145510014,956.3288145510014,,,,,1,0,d,0,957.3802164741792,958.8818227390293,1.024748324882239,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,963.4870335632004,,167,S,circle,0.0012389670591801405,959.8666847390123,961.3678469459992,961.3678469459992,961.3678469459992,,,,,1,0,f,0,961.9852416650392,,0.5992268829140812,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,969.660502065206,,139,B,star,0.0012226039543747902,964.4713663251605,965.9729258650914,965.9729258650914,965.9729258650914,,,,,1,0,d,0,968.1587430401705,,2.16006155195646,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,975.1999057491776,,146,H,hexagon,0.001040539937093854,970.6453698081896,972.1464122789912,972.1464122789912,972.1464122789912,,,,,1,0,d,0,973.6982217740733,,1.5205577411688864,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,979.738086195197,,174,W,triangle,0.0010762750171124935,976.1841788052116,977.6861386050005,977.6861386050005,977.6861386050005,,,,,1,0,f,0,978.2367235580459,979.738086195197,0.5255259808618575,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,984.9439794840291,,160,F,circle,0.0010620311368256807,980.7226715660654,982.2241468250286,982.2241468250286,982.2241468250286,,,,,1,0,f,0,983.4421730181202,,1.1858379270415753,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,989.7325061960146,,181,Y,triangle,0.001282932935282588,985.9282920740079,987.4300809130073,987.4300809130073,987.4300809130073,,,,,1,0,f,0,988.2307013731916,,0.7746430309489369,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
