LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,1,0,12,9,,,,177.56367566701374,177.56367566701374,177.56367566701374,177.56367566701374,177.56367566701374,177.56367566701374,177.56367566701374,177.56367566701374,177.56367566701374,177.56367566701374,a,0.3310498899954837,10,340,1,177.9141886490106,179.41595879901433,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,1,1,13,6,,,,179.9161463160126,179.9161463160126,179.9161463160126,179.9161463160126,179.9161463160126,179.9161463160126,179.9161463160126,179.9161463160126,179.9161463160126,179.9161463160126,a,0.2280997679918073,10,350,1,180.16637562200776,181.66812541001127,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,1,2,14,11,,,,182.16877321898937,182.16877321898937,182.16877321898937,182.16877321898937,182.16877321898937,182.16877321898937,182.16877321898937,182.16877321898937,182.16877321898937,182.16877321898937,a,0.2711188559769653,10,360,1,182.46904360200278,183.97115387499798,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,1,3,15,1,,,,184.47132961000898,184.47132961000898,184.47132961000898,184.47132961000898,184.47132961000898,184.47132961000898,184.47132961000898,184.47132961000898,184.47132961000898,184.47132961000898,a,0.18456089901155792,1,361,1,184.6879922930093,186.18959068899858,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,1,4,16,5,,,,186.69020351499785,186.69020351499785,186.69020351499785,186.69020351499785,186.69020351499785,186.69020351499785,186.69020351499785,186.69020351499785,186.69020351499785,186.69020351499785,a,0.2383803889970295,1,362,1,186.95586469199043,188.45872730700648,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,1,5,17,3,,,,188.95937932201196,188.95937932201196,188.95937932201196,188.95937932201196,188.95937932201196,188.95937932201196,188.95937932201196,188.95937932201196,188.95937932201196,188.95937932201196,a,0.2522353749955073,10,372,1,189.24306984001305,190.74467327501043,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,1,6,18,4,,,,191.24529856300796,191.24529856300796,191.24529856300796,191.24529856300796,191.24529856300796,191.24529856300796,191.24529856300796,191.24529856300796,191.24529856300796,191.24529856300796,a,0.34071032199426554,10,382,1,191.61236601500423,193.11381462900317,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,1,7,19,8,,,,193.61445374699542,193.61445374699542,193.61445374699542,193.61445374699542,193.61445374699542,193.61445374699542,193.61445374699542,193.61445374699542,193.61445374699542,193.61445374699542,l,0.6605214590090327,1,383,1,194.2999399699911,195.80023175300448,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,1,8,20,0,,,,196.3007393000007,196.3007393000007,196.3007393000007,196.3007393000007,196.3007393000007,196.3007393000007,196.3007393000007,196.3007393000007,196.3007393000007,196.3007393000007,l,0.7080060240114108,10,393,1,197.03653543099063,198.5366868340061,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,1,9,21,10,,,,199.03712625798653,199.03712625798653,199.03712625798653,199.03712625798653,199.03712625798653,199.03712625798653,199.03712625798653,199.03712625798653,199.03712625798653,199.03712625798653,l,0.48136907900334336,1,394,1,199.538860731991,201.03942947799806,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,1,10,22,7,,,,201.54007143698982,201.54007143698982,201.54007143698982,201.54007143698982,201.54007143698982,201.54007143698982,201.54007143698982,201.54007143698982,201.54007143698982,201.54007143698982,a,0.3737287299882155,10,404,1,201.94059722698876,203.44188463699538,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,1,11,23,2,,,,203.942583016993,203.942583016993,203.942583016993,203.942583016993,203.942583016993,203.942583016993,203.942583016993,203.942583016993,203.942583016993,203.942583016993,l,0.04098544499720447,1,405,1,204.01057961399783,205.51099339700886,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,2,0,24,7,,,,206.01155712699983,206.01155712699983,206.01155712699983,206.01155712699983,206.01155712699983,206.01155712699983,206.01155712699983,206.01155712699983,206.01155712699983,206.01155712699983,a,0.3799151790153701,10,415,1,206.41567747000954,207.9141090119956,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,2,1,25,1,,,,208.41430999699514,208.41430999699514,208.41430999699514,208.41430999699514,208.41430999699514,208.41430999699514,208.41430999699514,208.41430999699514,208.41430999699514,208.41430999699514,l,0.13661552901612595,10,425,1,208.581324719009,210.08294940998894,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,2,2,26,5,,,,210.5840508530091,210.5840508530091,210.5840508530091,210.5840508530091,210.5840508530091,210.5840508530091,210.5840508530091,210.5840508530091,210.5840508530091,210.5840508530091,a,0.3301797029853333,1,426,1,210.93455339298816,212.43541699499474,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,2,3,27,8,,,,212.9360688639863,212.9360688639863,212.9360688639863,212.9360688639863,212.9360688639863,212.9360688639863,212.9360688639863,212.9360688639863,212.9360688639863,212.9360688639863,a,0.050275349989533424,10,436,1,213.01004995999392,214.50450997799635,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,2,4,28,10,,,,215.00545874700765,215.00545874700765,215.00545874700765,215.00545874700765,215.00545874700765,215.00545874700765,215.00545874700765,215.00545874700765,215.00545874700765,215.00545874700765,l,0.1062144489842467,1,437,1,215.1404068839911,216.6403489059885,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,2,5,29,0,,,,217.1408031299943,217.1408031299943,217.1408031299943,217.1408031299943,217.1408031299943,217.1408031299943,217.1408031299943,217.1408031299943,217.1408031299943,217.1408031299943,l,0.208456747001037,10,447,1,217.3748853589932,218.87590025100508,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,2,6,30,4,,,,219.3770962250128,219.3770962250128,219.3770962250128,219.3770962250128,219.3770962250128,219.3770962250128,219.3770962250128,219.3770962250128,219.3770962250128,219.3770962250128,l,0.6510490319924429,1,448,1,220.06066187500255,221.5620109779993,221.5620109779993,222.0628954860149,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,2,7,31,3,,,,222.0628954860149,222.0628954860149,222.0628954860149,222.0628954860149,222.0628954860149,222.0628954860149,222.0628954860149,222.0628954860149,222.0628954860149,222.0628954860149,l,0.3038127079780679,10,458,1,222.3977568249975,223.89805476000765,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,2,8,32,11,,,,224.39867041099933,224.39867041099933,224.39867041099933,224.39867041099933,224.39867041099933,224.39867041099933,224.39867041099933,224.39867041099933,224.39867041099933,224.39867041099933,a,0.08426567999413237,1,459,1,224.5153482859896,226.01714571900084,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,2,9,33,9,,,,226.51757216401165,226.51757216401165,226.51757216401165,226.51757216401165,226.51757216401165,226.51757216401165,226.51757216401165,226.51757216401165,226.51757216401165,226.51757216401165,a,0.023091705021215603,1,460,1,226.5679605740006,228.06940490900888,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,2,10,34,2,,,,228.57004878800944,228.57004878800944,228.57004878800944,228.57004878800944,228.57004878800944,228.57004878800944,228.57004878800944,228.57004878800944,228.57004878800944,228.57004878800944,l,0.3898865999944974,1,461,1,228.98707637400366,230.4886250779964,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,2,11,35,6,,,,230.98940799300908,230.98940799300908,230.98940799300908,230.98940799300908,230.98940799300908,230.98940799300908,230.98940799300908,230.98940799300908,230.98940799300908,230.98940799300908,a,0.08544883798458613,10,471,1,231.10592096101027,232.60774595898692,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,3,0,36,4,,,,233.10809869601508,233.10809869601508,233.10809869601508,233.10809869601508,233.10809869601508,233.10809869601508,233.10809869601508,233.10809869601508,233.10809869601508,233.10809869601508,a,0.6102462660055608,10,481,1,233.7425577029935,235.24415703199338,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,3,1,37,0,,,,235.7448103989882,235.7448103989882,235.7448103989882,235.7448103989882,235.7448103989882,235.7448103989882,235.7448103989882,235.7448103989882,235.7448103989882,235.7448103989882,a,0.0003774479846470058,1,482,1,235.7631653599965,237.26282450198778,237.26282450198778,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,3,2,38,3,,,,237.76350595700205,237.76350595700205,237.76350595700205,237.76350595700205,237.76350595700205,237.76350595700205,237.76350595700205,237.76350595700205,237.76350595700205,237.76350595700205,a,0.18558088701684028,1,483,1,237.98020443500718,239.4817530589935,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,3,3,39,9,,,,239.98233337901183,239.98233337901183,239.98233337901183,239.98233337901183,239.98233337901183,239.98233337901183,239.98233337901183,239.98233337901183,239.98233337901183,239.98233337901183,l,1.330577632994391,10,493,1,241.3353810539993,242.83570070299902,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,3,4,40,11,,,,243.33604786000797,243.33604786000797,243.33604786000797,243.33604786000797,243.33604786000797,243.33604786000797,243.33604786000797,243.33604786000797,243.33604786000797,243.33604786000797,l,0.5533381570130587,10,503,1,243.92019469599472,245.42178218899062,245.42178218899062,245.92249550198903,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,3,5,41,1,,,,245.92249550198903,245.92249550198903,245.92249550198903,245.92249550198903,245.92249550198903,245.92249550198903,245.92249550198903,245.92249550198903,245.92249550198903,245.92249550198903,l,9.521481050003786,10,513,1,255.46645751100732,256.9680139780103,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,3,6,42,7,,,,257.46876879400224,257.46876879400224,257.46876879400224,257.46876879400224,257.46876879400224,257.46876879400224,257.46876879400224,257.46876879400224,257.46876879400224,257.46876879400224,l,0.12351834197761491,10,523,1,257.61864711000817,259.1203081989952,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,3,7,43,5,,,,259.62068550201366,259.62068550201366,259.62068550201366,259.62068550201366,259.62068550201366,259.62068550201366,259.62068550201366,259.62068550201366,259.62068550201366,259.62068550201366,a,0.5359287379833404,1,524,1,260.18851374299265,261.6896770960011,261.6896770960011,262.19048170698807,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,3,8,44,8,,,,262.19048170698807,262.19048170698807,262.19048170698807,262.19048170698807,262.19048170698807,262.19048170698807,262.19048170698807,262.19048170698807,262.19048170698807,262.19048170698807,l,0.03603377498802729,1,525,1,262.25738083801116,263.7585827290022,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,3,9,45,10,,,,264.25921313499566,264.25921313499566,264.25921313499566,264.25921313499566,264.25921313499566,264.25921313499566,264.25921313499566,264.25921313499566,264.25921313499566,264.25921313499566,a,0.9261586799984798,1,526,1,265.21224442499806,266.7120252320019,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,3,10,46,6,,,,267.21238398901187,267.21238398901187,267.21238398901187,267.21238398901187,267.21238398901187,267.21238398901187,267.21238398901187,267.21238398901187,267.21238398901187,267.21238398901187,a,0.26873744500335306,1,527,1,267.5127304060152,269.0143264369981,269.0143264369981,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,3,11,47,2,,,,269.51497808500426,269.51497808500426,269.51497808500426,269.51497808500426,269.51497808500426,269.51497808500426,269.51497808500426,269.51497808500426,269.51497808500426,269.51497808500426,a,0.17117118099122308,1,528,1,269.71625416900497,271.216869210999,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,0,0,0,,,,274.6202750589873,274.6202750589873,274.6202750589873,274.6202750589873,274.6202750589873,274.6202750589873,274.6202750589873,274.6202750589873,274.6202750589873,274.6202750589873,l,0.7827773909957614,10,538,2,275.42306010599714,276.92304000401055,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,1,1,7,,,,277.4236065479927,277.4236065479927,277.4236065479927,277.4236065479927,277.4236065479927,277.4236065479927,277.4236065479927,277.4236065479927,277.4236065479927,277.4236065479927,l,0.2618436820048373,10,548,2,277.7076559610141,279.2089169980027,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
,,,,,,,,,,,,,,,,,,,,,279.70812120399205,279.70812120399205,279.70812120399205,279.70812120399205,279.70812120399205,279.70812120399205,279.70812120399205,279.70812120399205,279.70812120399205,279.70812120399205,,,,,,,,,,,,,,,
