LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,6,18,7,,,,,,,,1022.7308981120004,1022.7308981120004,1022.7308981120004,1022.7308981120004,1022.7308981120004,1022.7308981120004,1022.7308981120004,1022.7308981120004,1022.7308981120004,1022.7308981120004,a,0.6265259239989973,1,546,2,1023.3816830340002,1024.8830702899995,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,7,19,5,,,,,,,,1025.383711429,1025.383711429,1025.383711429,1025.383711429,1025.383711429,1025.383711429,1025.383711429,1025.383711429,1025.383711429,1025.383711429,a,1.0140473169994948,10,556,2,1026.4180629000002,1027.9198060149993,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,8,20,10,,,,,,,,1028.4202794880002,1028.4202794880002,1028.4202794880002,1028.4202794880002,1028.4202794880002,1028.4202794880002,1028.4202794880002,1028.4202794880002,1028.4202794880002,1028.4202794880002,l,1.001783649000572,10,566,2,1029.455026751999,1030.956704021999,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,9,21,3,,,,,,,,1031.4573106339994,1031.4573106339994,1031.4573106339994,1031.4573106339994,1031.4573106339994,1031.4573106339994,1031.4573106339994,1031.4573106339994,1031.4573106339994,1031.4573106339994,l,2.019735830999707,1,567,2,1033.509565282,1035.0112532919993,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,10,22,0,,,,,,,,1035.5116452869988,1035.5116452869988,1035.5116452869988,1035.5116452869988,1035.5116452869988,1035.5116452869988,1035.5116452869988,1035.5116452869988,1035.5116452869988,1035.5116452869988,a,0.8774669270005688,1,568,2,1036.4127761830005,1037.91432471,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,11,23,1,,,,,,,,1038.415051431999,1038.415051431999,1038.415051431999,1038.415051431999,1038.415051431999,1038.415051431999,1038.415051431999,1038.415051431999,1038.415051431999,1038.415051431999,a,0.8786453680004342,10,578,2,1039.3157440630002,1040.8177071480004,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,0,24,11,,,,,,,,1041.3179512919996,1041.3179512919996,1041.3179512919996,1041.3179512919996,1041.3179512919996,1041.3179512919996,1041.3179512919996,1041.3179512919996,1041.3179512919996,1041.3179512919996,a,11.184155864999411,1,579,2,1052.530376494,1054.0322082169987,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,1,25,1,,,,,,,,1054.532491074,1054.532491074,1054.532491074,1054.532491074,1054.532491074,1054.532491074,1054.532491074,1054.532491074,1054.532491074,1054.532491074,a,3.186154630000601,10,589,2,1057.736326573,1059.2376354489988,1059.2376354489988,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,2,26,2,,,,,,,,1059.7383453129987,1059.7383453129987,1059.7383453129987,1059.7383453129987,1059.7383453129987,1059.7383453129987,1059.7383453129987,1059.7383453129987,1059.7383453129987,1059.7383453129987,a,1.6686689799989836,10,599,2,1061.4235191839998,1062.9253368869995,1062.9253368869995,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,3,27,4,,,,,,,,1063.425634633999,1063.425634633999,1063.425634633999,1063.425634633999,1063.425634633999,1063.425634633999,1063.425634633999,1063.425634633999,1063.425634633999,1063.425634633999,a,2.236421898998742,1,600,2,1065.694945273999,1067.1963761219995,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,4,28,5,,,,,,,,1067.6971121200004,1067.6971121200004,1067.6971121200004,1067.6971121200004,1067.6971121200004,1067.6971121200004,1067.6971121200004,1067.6971121200004,1067.6971121200004,1067.6971121200004,l,2.4861636650002765,1,601,2,1070.2000187969988,1071.701549907999,1071.701549907999,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,5,29,8,,,,,,,,1072.202035471999,1072.202035471999,1072.202035471999,1072.202035471999,1072.202035471999,1072.202035471999,1072.202035471999,1072.202035471999,1072.202035471999,1072.202035471999,l,0.6353139139991981,1,602,2,1072.8694265129998,1074.3710880130002,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,6,30,3,,,,,,,,1074.8717757269987,1074.8717757269987,1074.8717757269987,1074.8717757269987,1074.8717757269987,1074.8717757269987,1074.8717757269987,1074.8717757269987,1074.8717757269987,1074.8717757269987,l,0.3412301819989807,1,603,2,1075.2388397989998,1076.7404710480005,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,7,31,7,,,,,,,,1077.2410429169995,1077.2410429169995,1077.2410429169995,1077.2410429169995,1077.2410429169995,1077.2410429169995,1077.2410429169995,1077.2410429169995,1077.2410429169995,1077.2410429169995,l,0.7176525590002711,10,613,2,1077.9755206319987,1079.4768846449988,1079.4768846449988,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,8,32,0,,,,,,,,1079.9772156999989,1079.9772156999989,1079.9772156999989,1079.9772156999989,1079.9772156999989,1079.9772156999989,1079.9772156999989,1079.9772156999989,1079.9772156999989,1079.9772156999989,a,0.33398782999938703,1,614,2,1080.3281446829988,1081.8293505829988,1081.8293505829988,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,9,33,9,,,,,,,,1082.3298939249999,1082.3298939249999,1082.3298939249999,1082.3298939249999,1082.3298939249999,1082.3298939249999,1082.3298939249999,1082.3298939249999,1082.3298939249999,1082.3298939249999,a,0.6275136820004263,10,624,2,1082.9810214279987,1084.4824109050005,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,10,34,6,,,,,,,,1084.982751448999,1084.982751448999,1084.982751448999,1084.982751448999,1084.982751448999,1084.982751448999,1084.982751448999,1084.982751448999,1084.982751448999,1084.982751448999,a,0.36791025799902854,1,625,2,1085.3831621249992,1086.8850313129988,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,11,35,10,,,,,,,,1087.3853632150003,1087.3853632150003,1087.3853632150003,1087.3853632150003,1087.3853632150003,1087.3853632150003,1087.3853632150003,1087.3853632150003,1087.3853632150003,1087.3853632150003,a,0.6914137030016718,1,626,2,1088.1031096939987,1089.6045470850004,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,0,36,0,,,,,,,,1090.1052667629992,1090.1052667629992,1090.1052667629992,1090.1052667629992,1090.1052667629992,1090.1052667629992,1090.1052667629992,1090.1052667629992,1090.1052667629992,1090.1052667629992,l,0.40372142200067174,10,636,2,1090.538877511999,1092.0406257920004,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,1,37,6,,,,,,,,1092.541140198,1092.541140198,1092.541140198,1092.541140198,1092.541140198,1092.541140198,1092.541140198,1092.541140198,1092.541140198,1092.541140198,a,9.455787618999238,10,646,2,1102.018200523,1103.5198612189997,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,2,38,4,,,,,,,,1104.0203613679987,1104.0203613679987,1104.0203613679987,1104.0203613679987,1104.0203613679987,1104.0203613679987,1104.0203613679987,1104.0203613679987,1104.0203613679987,1104.0203613679987,a,1.2973652219989162,1,647,2,1105.3385599579997,1106.8401193070004,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,3,39,10,,,,,,,,1107.3409316489997,1107.3409316489997,1107.3409316489997,1107.3409316489997,1107.3409316489997,1107.3409316489997,1107.3409316489997,1107.3409316489997,1107.3409316489997,1107.3409316489997,a,0.842001248998713,1,648,2,1108.2084571569994,1109.7100989150003,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,4,40,1,,,,,,,,1110.210749468999,1110.210749468999,1110.210749468999,1110.210749468999,1110.210749468999,1110.210749468999,1110.210749468999,1110.210749468999,1110.210749468999,1110.210749468999,a,2.0360812449998775,1,649,2,1112.2796958849995,1113.7811948629987,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,5,41,9,,,,,,,,1114.2817918639994,1114.2817918639994,1114.2817918639994,1114.2817918639994,1114.2817918639994,1114.2817918639994,1114.2817918639994,1114.2817918639994,1114.2817918639994,1114.2817918639994,a,0.9484699519998685,1,650,2,1115.249726062999,1116.7511725040004,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,6,42,2,,,,,,,,1117.251931753999,1117.251931753999,1117.251931753999,1117.251931753999,1117.251931753999,1117.251931753999,1117.251931753999,1117.251931753999,1117.251931753999,1117.251931753999,l,1.6979279740007769,1,651,2,1118.970474889,1120.471986335,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,7,43,11,,,,,,,,1120.9724756100004,1120.9724756100004,1120.9724756100004,1120.9724756100004,1120.9724756100004,1120.9724756100004,1120.9724756100004,1120.9724756100004,1120.9724756100004,1120.9724756100004,a,6.400582188000044,10,661,2,1127.396522953999,1128.8981018550003,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,8,44,7,,,,,,,,1129.3986790719991,1129.3986790719991,1129.3986790719991,1129.3986790719991,1129.3986790719991,1129.3986790719991,1129.3986790719991,1129.3986790719991,1129.3986790719991,1129.3986790719991,a,2.0631227289995877,1,662,2,1131.5008884899999,1132.9857880380005,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,9,45,8,,,,,,,,1133.486359425,1133.486359425,1133.486359425,1133.486359425,1133.486359425,1133.486359425,1133.486359425,1133.486359425,1133.486359425,1133.486359425,a,5.103834993000419,1,663,2,1138.608801323,1140.1102590239989,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,10,46,3,,,,,,,,1140.6107845379993,1140.6107845379993,1140.6107845379993,1140.6107845379993,1140.6107845379993,1140.6107845379993,1140.6107845379993,1140.6107845379993,1140.6107845379993,1140.6107845379993,a,0.5005870780005353,1,664,2,1141.1279979769988,1142.6296375290003,1142.6296375290003,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,11,47,5,,,,,,,,1143.13019541,1143.13019541,1143.13019541,1143.13019541,1143.13019541,1143.13019541,1143.13019541,1143.13019541,1143.13019541,1143.13019541,a,0.643205336000392,10,674,2,1143.7978086179992,1145.2994252569988,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
