participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac1.rt,target_resp_prac2.keys,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,target_resp_prac2.rt,alt,task,condition,target_resp.keys,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,target_resp.rt,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5_text,Q5,xRes,yRes
297061,2022-11-15_22h04.47.402,vts_reward_expectancy_bt,2022.2.4,Win32,60.58403005,Chrome,1536,864,,,l,2.3394,1,309,1,1,8,20,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297061,2022-11-15_22h04.47.402,vts_reward_expectancy_bt,2022.2.4,Win32,60.58403005,Chrome,1536,864,,,a,0.4144,1,310,1,1,9,21,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297061,2022-11-15_22h04.47.402,vts_reward_expectancy_bt,2022.2.4,Win32,60.58403005,Chrome,1536,864,,,l,0.4109,10,320,1,1,10,22,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297061,2022-11-15_22h04.47.402,vts_reward_expectancy_bt,2022.2.4,Win32,60.58403005,Chrome,1536,864,,,a,0.6758,10,330,1,1,11,23,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297061,2022-11-15_22h04.47.402,vts_reward_expectancy_bt,2022.2.4,Win32,60.58403005,Chrome,1536,864,,,l,1.1417,1,331,1,2,0,24,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297061,2022-11-15_22h04.47.402,vts_reward_expectancy_bt,2022.2.4,Win32,60.58403005,Chrome,1536,864,,,l,2.0039,10,341,1,2,1,25,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297061,2022-11-15_22h04.47.402,vts_reward_expectancy_bt,2022.2.4,Win32,60.58403005,Chrome,1536,864,,,a,1.8298,10,351,1,2,2,26,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297061,2022-11-15_22h04.47.402,vts_reward_expectancy_bt,2022.2.4,Win32,60.58403005,Chrome,1536,864,,,a,1.0097,10,361,1,2,3,27,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297061,2022-11-15_22h04.47.402,vts_reward_expectancy_bt,2022.2.4,Win32,60.58403005,Chrome,1536,864,,,l,0.6475,10,371,1,2,4,28,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297061,2022-11-15_22h04.47.402,vts_reward_expectancy_bt,2022.2.4,Win32,60.58403005,Chrome,1536,864,,,l,0.5046,10,381,1,2,5,29,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
