LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,9,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.1825742039946,593.1825742039946,593.1825742039946,593.1825742039946,593.1825742039946,593.1825742039946,593.1825742039946,593.1825742039946,593.1825742039946,593.1825742039946,a,1.1162863720091991,1,64,0,594.3171328210155,595.8188903729897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.319463146996,596.319463146996,596.319463146996,596.319463146996,596.319463146996,596.319463146996,596.319463146996,596.319463146996,596.319463146996,596.319463146996,l,1.2971985089825466,10,74,0,597.637568687991,599.1391504459898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.6397644800018,599.6397644800018,599.6397644800018,599.6397644800018,599.6397644800018,599.6397644800018,599.6397644800018,599.6397644800018,599.6397644800018,599.6397644800018,l,1.4303575689846184,1,75,0,601.0916291059984,602.5932939889899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,0,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.0939618569973,603.0939618569973,603.0939618569973,603.0939618569973,603.0939618569973,603.0939618569973,603.0939618569973,603.0939618569973,603.0939618569973,603.0939618569973,l,0.9688542709918693,10,85,0,604.0950512720156,605.5962117600138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,1,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.0969118560024,606.0969118560024,606.0969118560024,606.0969118560024,606.0969118560024,606.0969118560024,606.0969118560024,606.0969118560024,606.0969118560024,606.0969118560024,a,1.2192614350060467,10,95,0,607.3482280549943,608.8497449540009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,2,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.3504421320104,609.3504421320104,609.3504421320104,609.3504421320104,609.3504421320104,609.3504421320104,609.3504421320104,609.3504421320104,609.3504421320104,609.3504421320104,l,0.7435676419991069,10,105,0,610.1179564869963,611.6197356730117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,3,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.1201880940062,612.1201880940062,612.1201880940062,612.1201880940062,612.1201880940062,612.1201880940062,612.1201880940062,612.1201880940062,612.1201880940062,612.1201880940062,l,1.9895330949802883,10,115,0,614.1389745099877,615.6407951959991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,4,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.1412727530114,616.1412727530114,616.1412727530114,616.1412727530114,616.1412727530114,616.1412727530114,616.1412727530114,616.1412727530114,616.1412727530114,616.1412727530114,a,1.0189533439988736,1,116,0,617.1925965330156,618.6940781509911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,5,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.1946016589936,619.1946016589936,619.1946016589936,619.1946016589936,619.1946016589936,619.1946016589936,619.1946016589936,619.1946016589936,619.1946016589936,619.1946016589936,a,1.4195981450029649,10,126,0,620.6464219019981,622.1481100429955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,6,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.6487371500116,622.6487371500116,622.6487371500116,622.6487371500116,622.6487371500116,622.6487371500116,622.6487371500116,622.6487371500116,622.6487371500116,622.6487371500116,a,2.2045220030122437,10,136,0,624.8842238450015,626.3862353500153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,7,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.8864943610097,626.8864943610097,626.8864943610097,626.8864943610097,626.8864943610097,626.8864943610097,626.8864943610097,626.8864943610097,626.8864943610097,626.8864943610097,a,1.5019097460026387,1,137,0,628.404744088999,629.9064287680085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,8,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.4069708799943,630.4069708799943,630.4069708799943,630.4069708799943,630.4069708799943,630.4069708799943,630.4069708799943,630.4069708799943,630.4069708799943,630.4069708799943,a,3.52756804600358,1,138,0,633.9612253170053,635.4626139079919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,9,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.9631912340119,635.9631912340119,635.9631912340119,635.9631912340119,635.9631912340119,635.9631912340119,635.9631912340119,635.9631912340119,635.9631912340119,635.9631912340119,l,1.6708797629980836,1,139,0,637.6653441280068,639.1668869240093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,10,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.6672885149892,639.6672885149892,639.6672885149892,639.6672885149892,639.6672885149892,639.6672885149892,639.6672885149892,639.6672885149892,639.6672885149892,639.6672885149892,l,1.2631592419929802,10,149,0,640.951960128994,642.4536042489926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,11,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.9541667620069,642.9541667620069,642.9541667620069,642.9541667620069,642.9541667620069,642.9541667620069,642.9541667620069,642.9541667620069,642.9541667620069,642.9541667620069,l,2.521853401995031,1,150,0,645.5069241599995,647.0086494029965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,0,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.5091210830142,647.5091210830142,647.5091210830142,647.5091210830142,647.5091210830142,647.5091210830142,647.5091210830142,647.5091210830142,647.5091210830142,647.5091210830142,l,1.521549083001446,10,160,0,649.0607837009884,650.5625738280069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,1,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.0630781250075,651.0630781250075,651.0630781250075,651.0630781250075,651.0630781250075,651.0630781250075,651.0630781250075,651.0630781250075,651.0630781250075,651.0630781250075,a,4.100012223992962,10,170,0,655.1842771870142,656.6863240730017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,2,26,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.1867293409887,657.1867293409887,657.1867293409887,657.1867293409887,657.1867293409887,657.1867293409887,657.1867293409887,657.1867293409887,657.1867293409887,657.1867293409887,a,1.057262868998805,10,180,0,658.2711895059911,659.7728699430008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,3,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.2736718830129,660.2736718830129,660.2736718830129,660.2736718830129,660.2736718830129,660.2736718830129,660.2736718830129,660.2736718830129,660.2736718830129,660.2736718830129,l,0.8521977430209517,10,190,0,661.1579272089875,662.6592999880086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,4,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.1599080339947,663.1599080339947,663.1599080339947,663.1599080339947,663.1599080339947,663.1599080339947,663.1599080339947,663.1599080339947,663.1599080339947,663.1599080339947,a,0.9803796409978531,10,200,0,664.1610257959983,665.6624112320133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,5,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.1636116320151,666.1636116320151,666.1636116320151,666.1636116320151,666.1636116320151,666.1636116320151,666.1636116320151,666.1636116320151,666.1636116320151,666.1636116320151,a,1.0927599599817768,10,210,0,667.2812104980112,668.7827099190035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,6,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.2835604590073,669.2835604590073,669.2835604590073,669.2835604590073,669.2835604590073,669.2835604590073,669.2835604590073,669.2835604590073,669.2835604590073,669.2835604590073,l,2.0787420039996505,10,220,0,671.3856960420089,672.8872532460082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,7,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.3880848500121,673.3880848500121,673.3880848500121,673.3880848500121,673.3880848500121,673.3880848500121,673.3880848500121,673.3880848500121,673.3880848500121,673.3880848500121,l,1.58581668898114,10,230,0,675.0062480159977,676.5079099799914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,8,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.0085970410146,677.0085970410146,677.0085970410146,677.0085970410146,677.0085970410146,677.0085970410146,677.0085970410146,677.0085970410146,677.0085970410146,677.0085970410146,l,1.296177149983123,1,231,0,678.3264922109956,679.828000989015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,9,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.3287143479974,680.3287143479974,680.3287143479974,680.3287143479974,680.3287143479974,680.3287143479974,680.3287143479974,680.3287143479974,680.3287143479974,680.3287143479974,l,2.014137969992589,10,241,0,682.364372357988,683.8659639940015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,10,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.3665223889984,684.3665223889984,684.3665223889984,684.3665223889984,684.3665223889984,684.3665223889984,684.3665223889984,684.3665223889984,684.3665223889984,684.3665223889984,a,1.97023500900832,1,242,0,686.3689099439944,687.8704466180061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,11,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.3709793880116,688.3709793880116,688.3709793880116,688.3709793880116,688.3709793880116,688.3709793880116,688.3709793880116,688.3709793880116,688.3709793880116,688.3709793880116,l,2.174717743007932,1,243,0,690.5733920219936,692.0750154540001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
