LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.2849805430014,582.2849805430014,582.2849805430014,582.2849805430014,582.2849805430014,582.2849805430014,582.2849805430014,582.2849805430014,582.2849805430014,582.2849805430014,a,2.4167399919824675,10,55,0,584.7205846170109,586.2223397880007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.722854149004,586.722854149004,586.722854149004,586.722854149004,586.722854149004,586.722854149004,586.722854149004,586.722854149004,586.722854149004,586.722854149004,l,1.858561266984907,10,65,0,588.6082589790021,590.1098173670034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.6103055770072,590.6103055770072,590.6103055770072,590.6103055770072,590.6103055770072,590.6103055770072,590.6103055770072,590.6103055770072,590.6103055770072,590.6103055770072,l,0.7316082489851397,10,75,0,591.3612852570077,592.862739602002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.3634085750091,593.3634085750091,593.3634085750091,593.3634085750091,593.3634085750091,593.3634085750091,593.3634085750091,593.3634085750091,593.3634085750091,593.3634085750091,a,1.497454618991469,1,76,0,594.8822498259979,596.3834146510053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.8840768079972,596.8840768079972,596.8840768079972,596.8840768079972,596.8840768079972,596.8840768079972,596.8840768079972,596.8840768079972,596.8840768079972,596.8840768079972,l,0.9685151259764098,10,86,0,597.8850982080039,599.3867965250101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,2,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.887285793011,599.887285793011,599.887285793011,599.887285793011,599.887285793011,599.887285793011,599.887285793011,599.887285793011,599.887285793011,599.887285793011,l,0.6778259729908314,1,87,0,600.5881635109981,602.0896644750028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,3,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.5903107409977,602.5903107409977,602.5903107409977,602.5903107409977,602.5903107409977,602.5903107409977,602.5903107409977,602.5903107409977,602.5903107409977,602.5903107409977,a,1.4789089619880542,1,88,0,604.0920004060026,605.5938121360086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,4,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.0941037099983,606.0941037099983,606.0941037099983,606.0941037099983,606.0941037099983,606.0941037099983,606.0941037099983,606.0941037099983,606.0941037099983,606.0941037099983,a,0.6636332439957187,10,98,0,606.7782666069979,608.2800831210043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,5,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.780491587997,608.780491587997,608.780491587997,608.780491587997,608.780491587997,608.780491587997,608.780491587997,608.780491587997,608.780491587997,608.780491587997,a,1.0021290189906722,1,99,0,609.814989104998,611.3167607799987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,6,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.8173219360033,611.8173219360033,611.8173219360033,611.8173219360033,611.8173219360033,611.8173219360033,611.8173219360033,611.8173219360033,611.8173219360033,611.8173219360033,l,1.1322388649859931,10,109,0,612.9684244110103,614.4704143690033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,7,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.9705365929985,614.9705365929985,614.9705365929985,614.9705365929985,614.9705365929985,614.9705365929985,614.9705365929985,614.9705365929985,614.9705365929985,614.9705365929985,l,0.7866102319821948,10,119,0,615.7882766179973,617.2898800800031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,8,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.7906506919971,617.7906506919971,617.7906506919971,617.7906506919971,617.7906506919971,617.7906506919971,617.7906506919971,617.7906506919971,617.7906506919971,617.7906506919971,a,0.7842245749925496,10,129,0,618.5912275260052,620.0930311850097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,9,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.5936107099988,620.5936107099988,620.5936107099988,620.5936107099988,620.5936107099988,620.5936107099988,620.5936107099988,620.5936107099988,620.5936107099988,620.5936107099988,l,1.7639303379983176,1,130,0,622.3789420969988,623.8805919450097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,10,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.3812162180111,624.3812162180111,624.3812162180111,624.3812162180111,624.3812162180111,624.3812162180111,624.3812162180111,624.3812162180111,624.3812162180111,624.3812162180111,l,2.04097808599181,1,131,0,626.4501180390071,627.9520143530099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,11,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.4521749300038,628.4521749300038,628.4521749300038,628.4521749300038,628.4521749300038,628.4521749300038,628.4521749300038,628.4521749300038,628.4521749300038,628.4521749300038,a,1.521382390987128,1,132,0,630.0037563090009,631.5054715930019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,0,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.0060906709987,632.0060906709987,632.0060906709987,632.0060906709987,632.0060906709987,632.0060906709987,632.0060906709987,632.0060906709987,632.0060906709987,632.0060906709987,l,1.0567782549769618,1,133,0,633.090551301997,634.592286174011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,1,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.0927570210042,635.0927570210042,635.0927570210042,635.0927570210042,635.0927570210042,635.0927570210042,635.0927570210042,635.0927570210042,635.0927570210042,635.0927570210042,a,2.488491863987292,10,143,0,637.6122760040016,639.1138976490038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,2,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.6145090850041,639.6145090850041,639.6145090850041,639.6145090850041,639.6145090850041,639.6145090850041,639.6145090850041,639.6145090850041,639.6145090850041,639.6145090850041,l,1.0404482839949196,10,153,0,640.6824885460082,642.1840204269974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,3,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.6849826960097,642.6849826960097,642.6849826960097,642.6849826960097,642.6849826960097,642.6849826960097,642.6849826960097,642.6849826960097,642.6849826960097,642.6849826960097,l,2.3696797029842855,10,163,0,645.0872172860109,646.5890057710058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,4,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.0894407960004,647.0894407960004,647.0894407960004,647.0894407960004,647.0894407960004,647.0894407960004,647.0894407960004,647.0894407960004,647.0894407960004,647.0894407960004,a,0.8850573789823102,10,173,0,648.0070824919967,649.5087590900075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,5,29,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.009235147998,650.009235147998,650.009235147998,650.009235147998,650.009235147998,650.009235147998,650.009235147998,650.009235147998,650.009235147998,650.009235147998,a,2.1166018649964826,1,174,0,652.1449446059996,653.6467250240094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,6,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.1472750760004,654.1472750760004,654.1472750760004,654.1472750760004,654.1472750760004,654.1472750760004,654.1472750760004,654.1472750760004,654.1472750760004,654.1472750760004,l,1.0675902729853988,1,175,0,655.2317365790077,656.7334880499984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,7,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.2339818290056,657.2339818290056,657.2339818290056,657.2339818290056,657.2339818290056,657.2339818290056,657.2339818290056,657.2339818290056,657.2339818290056,657.2339818290056,l,2.4757297949981876,1,176,0,659.7368392960052,661.2383378790109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,8,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.7389650890109,661.7389650890109,661.7389650890109,661.7389650890109,661.7389650890109,661.7389650890109,661.7389650890109,661.7389650890109,661.7389650890109,661.7389650890109,a,0.6987866769777611,1,177,0,662.4564249500108,663.9581754890096,663.9581754890096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,9,33,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.4585421740048,664.4585421740048,664.4585421740048,664.4585421740048,664.4585421740048,664.4585421740048,664.4585421740048,664.4585421740048,664.4585421740048,664.4585421740048,a,0.8518123619869584,1,178,0,665.3428156130103,666.8444448060036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,10,34,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.3451550850004,667.3451550850004,667.3451550850004,667.3451550850004,667.3451550850004,667.3451550850004,667.3451550850004,667.3451550850004,667.3451550850004,667.3451550850004,a,1.4760345349932322,1,179,0,668.846704992,670.3483043500019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,11,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.8488784640067,670.8488784640067,670.8488784640067,670.8488784640067,670.8488784640067,670.8488784640067,670.8488784640067,670.8488784640067,670.8488784640067,670.8488784640067,a,2.4761333289934555,1,180,0,673.3516391700105,674.8534155360103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
