LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,24,0,24,0,,,,,,,,,,,,,,,,1,1448,,,4059.09543575719,,,146,U,triangle,0.0002338821068406105,,,,,,,,1,0,,,,,,,,,,,,4056.0045134192333,4056.0045134192333,4056.0045134192333,4056.0045134192333,4057.4947621622123,4057.4947621622123,4057.4947621622123,4057.4947621622123,4057.5113749690354,4057.5113749690354,4057.5113749690354,4057.5113749690354,repeat,number,numRpt,d,0.06010173773393035,Lo,,,4,,,,,,,,,high,4057.58922858024,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,25,0,25,0,,,,,,,,,,,,,,,,10,1458,,,4063.2820577700622,,,125,F,star,0.0003850017674267292,,,,,,,,1,0,,,,,,,,,,,,4060.074208264239,4060.074208264239,4060.074208264239,4060.074208264239,4061.5627796002664,4061.5627796002664,4061.5627796002664,4061.5627796002664,4061.5792633001693,4061.5792633001693,4061.5792633001693,4061.5792633001693,repeat,number,numRpt,d,0.19917500345036387,Hi,,,4,,,,,,,,,high,4061.7902255561203,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,26,0,26,0,,,,,,,,,,,,,,,,0,1458,,,4067.3166037900373,,,132,W,circle,0.0015931562520563602,,,,,,,,0,0,,,,,,,,,,,,4064.2774069723673,4064.2774069723673,4064.2774069723673,4064.2774069723673,4065.769718100317,4065.769718100317,4065.769718100317,4065.769718100317,4065.784598467406,4065.784598467406,4065.784598467406,4065.784598467406,repeat,number,NA,f,0.02023007581010461,Hi,,,4,,,,,,,,,high,4065.8277827240527,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,27,0,27,0,,,,,,,,,,,,,,,,0,1458,,,4071.353387766052,,,139,H,hexagon,0.002124819904565811,,,,,,,,0,1,,,,,,,,,,,,4068.3135068062693,4068.3135068062693,4068.3135068062693,4068.3135068062693,4069.8028291622177,4069.8028291622177,4069.8028291622177,4069.8028291622177,4069.8193810069934,4069.8193810069934,4069.8193810069934,4069.8193810069934,repeat,number,NA,f,0.014217693824321032,Hi,,,4,,,,,,,,,high,4069.845535375178,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,28,0,28,0,,,,,,,,,,,,,,,,1,1459,,,4075.4400207120925,,,181,Y,star,0.01696975575760007,,,,,,,,1,1,,,,,,,,,,,,4072.3494859091006,4072.3494859091006,4072.3494859091006,4072.3494859091006,4073.82266671909,4073.82266671909,4073.82266671909,4073.82266671909,4073.856032877229,4073.856032877229,4073.856032877229,4073.856032877229,repeat,number,numRpt,f,0.06714483071118593,Hi,,,4,,,,,,,,,high,4073.9293166282587,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,29,0,29,0,,,,,,,,,,,,,,,,0,1459,,,4079.4931257953867,,,167,D,hexagon,0.007527630776166916,,,,,,,,0,0,,,,,,,,,,,,4076.437669822015,4076.437669822015,4076.437669822015,4076.437669822015,4077.9258540463634,4077.9258540463634,4077.9258540463634,4077.9258540463634,4077.9425225500017,4077.9425225500017,4077.9425225500017,4077.9425225500017,repeat,number,NA,d,0.025360836647450924,Hi,,,4,,,,,,,,,high,4078.0030691390857,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,30,0,30,0,,,,,,,,,,,,,,,,0,1459,,,4083.7132204892114,,,160,B,triangle,0.016881956718862057,,,,,,,,0,1,,,,,,,,,,,,4080.488858043216,4080.488858043216,4080.488858043216,4080.488858043216,4081.9642202220857,4081.9642202220857,4081.9642202220857,4081.9642202220857,4081.9944756929763,4081.9944756929763,4081.9944756929763,4081.9944756929763,repeat,number,NA,d,0.2292104745283723,Hi,,,4,,,,,,,,,high,4082.220638394356,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,31,0,31,0,,,,,,,,,,,,,,,,10,1469,,,4088.0832431442104,,,174,S,circle,0.002160430885851383,,,,,,,,1,1,,,,,,,,,,,,4084.708456435241,4084.708456435241,4084.708456435241,4084.708456435241,4086.208000640385,4086.208000640385,4086.208000640385,4086.208000640385,4086.2205508514307,4086.2205508514307,4086.2205508514307,4086.2205508514307,repeat,number,numRpt,f,0.3497039075009525,Hi,,,4,,,,,,,,,high,4086.5933096981607,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,0,1469,,,4105.545057845302,,,132,H,star,0.000695057213306427,,,,,,,,0,0,,,,,,,,,,,,4102.487859670073,4102.487859670073,4102.487859670073,4102.487859670073,4103.977995519992,4103.977995519992,4103.977995519992,4103.977995519992,4104.022162509151,4104.022162509151,4104.022162509151,4104.022162509151,repeat,number,NA,f,0.007292790804058313,Hi,,,5,,,,,,,space,1.4018124570138752,high,4104.037441214081,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,1,1470,,,4109.848373578396,,,174,F,hexagon,0.0058138081803917885,,,,,,,,1,1,,,,,,,,,,,,4106.541510179173,4106.541510179173,4106.541510179173,4106.541510179173,4108.0311087993905,4108.0311087993905,4108.0311087993905,4108.0311087993905,4108.047847525217,4108.047847525217,4108.047847525217,4108.047847525217,repeat,number,numRpt,f,0.2514591268263757,Lo,,,5,,,,,,,,,high,4108.339131341316,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,10,1480,,,4114.685372072272,,,167,S,triangle,0.006139572709798813,,,,,,,,1,0,,,,,,,,,,,,4110.844180439133,4110.844180439133,4110.844180439133,4110.844180439133,4112.332649188116,4112.332649188116,4112.332649188116,4112.332649188116,4112.3494883989915,4112.3494883989915,4112.3494883989915,4112.3494883989915,repeat,number,numRpt,f,0.8101076348684728,Lo,,,5,,,,,,,,,high,4113.197393488139,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,0,1480,,,4118.838753491174,,,139,W,circle,0.016667068004608154,,,,,,,,1,0,,,,,,,,,,,,4115.68104786519,4115.68104786519,4115.68104786519,4115.68104786519,4117.152967359405,4117.152967359405,4117.152967359405,4117.152967359405,4117.1862601493485,4117.1862601493485,4117.1862601493485,4117.1862601493485,repeat,number,numRpt,d,0.1640020338818431,Hi,,,5,,,,,,,,,high,4117.350179672241,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,0,1480,,,4122.9921865314245,,,181,Y,star,0.0019693179056048393,,,,,,,,1,0,,,,,,,,,,,,4119.845919222105,4119.845919222105,4119.845919222105,4119.845919222105,4121.3226888831705,4121.3226888831705,4121.3226888831705,4121.3226888831705,4121.356260832399,4121.356260832399,4121.356260832399,4121.356260832399,repeat,number,numRpt,f,0.1460563917644322,Hi,,,5,,,,,,,,,high,4121.500990523025,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,0,1480,,,4127.227016448043,,,125,B,circle,0.001854436006397009,,,,,,,,1,0,,,,,,,,,,,,4123.987225278281,4123.987225278281,4123.987225278281,4123.987225278281,4125.476368140429,4125.476368140429,4125.476368140429,4125.476368140429,4125.492947128136,4125.492947128136,4125.492947128136,4125.492947128136,repeat,number,numRpt,d,0.22288047662004828,Hi,,,5,,,,,,,,,high,4125.73775506299,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,1,1481,,,4131.263606450055,,,146,D,triangle,0.002465412952005863,,,,,,,,1,0,,,,,,,,,,,,4128.224237400107,4128.224237400107,4128.224237400107,4128.224237400107,4129.7127473209985,4129.7127473209985,4129.7127473209985,4129.7127473209985,4129.729507823009,4129.729507823009,4129.729507823009,4129.729507823009,repeat,number,numRpt,d,0.01412729686126113,Lo,,,5,,,,,,,,,high,4129.759558381047,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,7,0,7,0,,,,,,,,,,,,,,,,0,1481,,,4135.2833800744265,,,160,U,hexagon,0.016756293829530478,,,,,,,,0,0,,,,,,,,,,,,4132.259558738209,4132.259558738209,4132.259558738209,4132.259558738209,4133.73275938537,4133.73275938537,4133.73275938537,4133.73275938537,4133.797305978369,4133.797305978369,4133.797305978369,4133.797305978369,repeat,number,NA,d,0.010285929776728153,Lo,,,5,,,,,,,,,high,4133.797305978369,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,8,0,8,0,,,,,,,,,,,,,,,,1,1482,,,4139.67025065003,,,132,H,hexagon,0.016914966981858015,,,,,,,,1,1,,,,,,,,,,,,4136.278971599415,4136.278971599415,4136.278971599415,4136.278971599415,4137.754984920379,4137.754984920379,4137.754984920379,4137.754984920379,4137.785929986276,4137.785929986276,4137.785929986276,4137.785929986276,repeat,number,numRpt,d,0.3762566866353154,Lo,,,5,,,,,,,,,high,4138.166463915259,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,9,0,9,0,,,,,,,,,,,,,,,,0,1482,,,4143.773618633393,,,174,F,triangle,0.016677524894475937,,,,,,,,0,0,,,,,,,,,,,,4140.665649045259,4140.665649045259,4140.665649045259,4140.665649045259,4142.137607214972,4142.137607214972,4142.137607214972,4142.137607214972,4142.171292269137,4142.171292269137,4142.171292269137,4142.171292269137,repeat,number,NA,d,0.11096784984692931,Lo,,,5,,,,,,,,,high,4142.285643378273,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,10,0,10,0,,,,,,,,,,,,,,,,10,1492,,,4147.843375355005,,,167,S,circle,0.002110615372657776,,,,,,,,1,1,,,,,,,,,,,,4144.7685792571865,4144.7685792571865,4144.7685792571865,4144.7685792571865,4146.257695594337,4146.257695594337,4146.257695594337,4146.257695594337,4146.274481352419,4146.274481352419,4146.274481352419,4146.274481352419,switch,letter,lettSwt,k,0.06277459533885121,Hi,,,5,,,,,,,,,high,4146.35563057242,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,11,0,11,0,,,,,,,,,,,,,,,,0,1492,,,4152.261892320123,,,139,W,star,0.009441537782549858,,,,,,,,0,0,,,,,,,,,,,,4148.857496491168,4148.857496491168,4148.857496491168,4148.857496491168,4150.3412913531065,4150.3412913531065,4150.3412913531065,4150.3412913531065,4150.353643885348,4150.353643885348,4150.353643885348,4150.353643885348,repeat,letter,NA,j,0.37927875481545925,Hi,,,5,,,,,,,,,high,4150.759800788015,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,12,0,12,0,,,,,,,,,,,,,,,,0,1492,,,4156.266721204389,,,181,Y,hexagon,0.001962740905582905,,,,,,,,0,1,,,,,,,,,,,,4153.270261842292,4153.270261842292,4153.270261842292,4153.270261842292,4154.7313591092825,4154.7313591092825,4154.7313591092825,4154.7313591092825,,,,,switch,number,NA,d,0.015634854789823294,Hi,,,5,,,,,,,,,high,4154.777872361243,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,13,0,13,0,,,,,,,,,,,,,,,,0,1492,,,4160.360333610326,,,125,B,triangle,0.016905236057937145,,,,,,,,0,1,,,,,,,,,,,,4157.277639363427,4157.277639363427,4157.277639363427,4157.277639363427,4158.751180177089,4158.751180177089,4158.751180177089,4158.751180177089,4158.784631947987,4158.784631947987,4158.784631947987,4158.784631947987,switch,letter,NA,k,0.06932622287422419,Hi,,,5,,,,,,,,,high,4158.883215619251,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,14,0,14,0,,,,,,,,,,,,,,,,10,1502,,,4164.497382151429,,,146,D,star,0.0027966732159256935,,,,,,,,1,1,,,,,,,,,,,,4161.3492831252515,4161.3492831252515,4161.3492831252515,4161.3492831252515,4162.830672088079,4162.830672088079,4162.830672088079,4162.830672088079,4162.857499885373,4162.857499885373,4162.857499885373,4162.857499885373,switch,number,numSwt,d,0.12981355795636773,Hi,,,5,,,,,,,,,high,4163.003639430273,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,15,0,15,0,,,,,,,,,,,,,,,,10,1512,,,4168.541659781244,,,160,U,circle,0.002749471925199032,,,,,,,,1,0,,,,,,,,,,,,4165.485096922144,4165.485096922144,4165.485096922144,4165.485096922144,4166.9776433263905,4166.9776433263905,4166.9776433263905,4166.9776433263905,4166.992279098369,4166.992279098369,4166.992279098369,4166.992279098369,switch,letter,lettSwt,k,0.032631997019052505,Hi,,,5,,,,,,,,,high,4167.054721155204,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,16,0,16,0,,,,,,,,,,,,,,,,0,1512,,,4172.591973018367,,,181,F,triangle,0.0017726211808621883,,,,,,,,0,0,,,,,,,,,,,,4169.536842998117,4169.536842998117,4169.536842998117,4169.536842998117,4171.025631216355,4171.025631216355,4171.025631216355,4171.025631216355,4171.057166142389,4171.057166142389,4171.057166142389,4171.057166142389,repeat,letter,NA,k,0.0011835177429020405,Hi,,,5,,,,,,,,,high,4171.072308955248,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,17,0,17,0,,,,,,,,,,,,,,,,1,1513,,,4176.763024182059,,,146,Y,circle,0.0036831600591540337,,,,,,,,1,1,,,,,,,,,,,,4173.573611853179,4173.573611853179,4173.573611853179,4173.573611853179,4175.064572594129,4175.064572594129,4175.064572594129,4175.064572594129,4175.079597595148,4175.079597595148,4175.079597595148,4175.079597595148,repeat,letter,lettRpt,k,0.15811439603567123,Hi,,,5,,,,,,,,,high,4175.263241732027,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,18,0,18,0,,,,,,,,,,,,,,,,0,1513,,,4180.859374190215,,,139,H,hexagon,0.016852715983986855,,,,,,,,0,0,,,,,,,,,,,,4177.759281032253,4177.759281032253,4177.759281032253,4177.759281032253,4179.235059576109,4179.235059576109,4179.235059576109,4179.235059576109,4179.265919546131,4179.265919546131,4179.265919546131,4179.265919546131,repeat,letter,NA,k,0.07175186276435852,Hi,,,5,,,,,,,,,high,4179.350624356419,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,19,0,19,0,,,,,,,,,,,,,,,,1,1514,,,4184.919271226041,,,125,W,star,0.005479556042701006,,,,,,,,1,1,,,,,,,,,,,,4181.830889991019,4181.830889991019,4181.830889991019,4181.830889991019,4183.33515408216,4183.33515408216,4183.33515408216,4183.33515408216,4183.347551687155,4183.347551687155,4183.347551687155,4183.347551687155,repeat,letter,lettRpt,k,0.0443040388636291,Hi,,,5,,,,,,,,,high,4183.422482824419,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,20,0,20,0,,,,,,,,,,,,,,,,1,1515,,,4189.123254680075,,,174,U,circle,0.01525547495111823,,,,,,,,1,0,,,,,,,,,,,,4185.915653372183,4185.915653372183,4185.915653372183,4185.915653372183,4187.415131364018,4187.415131364018,4187.415131364018,4187.415131364018,4187.415131364018,4187.415131364018,4187.415131364018,4187.415131364018,repeat,letter,lettRpt,k,0.16075375583022833,Hi,,,5,,,,,,,,,high,4187.621765339281,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,21,0,21,0,,,,,,,,,,,,,,,,1,1516,,,4193.276202247012,,,132,S,hexagon,0.016905896831303835,,,,,,,,1,0,,,,,,,,,,,,4190.133450242225,4190.133450242225,4190.133450242225,4190.133450242225,4191.602555952035,4191.602555952035,4191.602555952035,4191.602555952035,4191.642936730292,4191.642936730292,4191.642936730292,4191.642936730292,repeat,letter,lettRpt,k,0.14743234682828188,Lo,,,5,,,,,,,,,high,4191.790069992188,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,22,0,22,0,,,,,,,,,,,,,,,,0,1516,,,4197.442013637163,,,167,D,star,0.0019880766049027443,,,,,,,,0,0,,,,,,,,,,,,4194.271391312126,4194.271391312126,4194.271391312126,4194.271391312126,4195.760497046169,4195.760497046169,4195.760497046169,4195.760497046169,4195.777084132191,4195.777084132191,4195.777084132191,4195.777084132191,repeat,letter,NA,k,0.11809033481404185,Lo,,,5,,,,,,,,,high,4195.925852993969,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,23,0,23,0,,,,,,,,,,,,,,,,0,1516,,,4201.531233721413,,,160,B,triangle,0.016667633783072233,,,,,,,,0,1,,,,,,,,,,,,4198.441095632967,4198.441095632967,4198.441095632967,4198.441095632967,4199.913674687967,4199.913674687967,4199.913674687967,4199.913674687967,4199.947329354007,4199.947329354007,4199.947329354007,4199.947329354007,repeat,letter,NA,k,0.07224852312356234,Lo,,,5,,,,,,,,,high,4200.031000548042,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,24,0,24,0,,,,,,,,,,,,,,,,0,1516,,,4205.5850195554085,,4206.084529801272,167,S,circle,0.0004375423304736614,,,,,,,,0,1,,,,,,,,,,,,4202.5107459262945,4202.5107459262945,4202.5107459262945,4202.5107459262945,4204.00065037515,4204.00065037515,4204.00065037515,4204.00065037515,4204.017216563225,4204.017216563225,4204.017216563225,4204.017216563225,switch,number,NA,d,0.057793677784502506,Lo,,,5,,,,,,,,,high,4204.101722395979,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,25,0,25,0,,,,,,,,,,,,,,,,1,1517,,,4209.904470728245,,,174,U,hexagon,0.00041916128247976303,,,,,,,,1,1,,,,,,,,,,,,4206.579954747111,4206.579954747111,4206.579954747111,4206.579954747111,4208.070367938373,4208.070367938373,4208.070367938373,4208.070367938373,4208.086943956092,4208.086943956092,4208.086943956092,4208.086943956092,switch,letter,lettSwt,k,0.25143283046782017,Lo,,,5,,,,,,,,,high,4208.3913564230315,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,26,0,26,0,,,,,,,,,,,,,,,,0,1517,,,4213.953823567368,,,132,F,star,0.009921155869960785,,,,,,,,0,0,,,,,,,,,,,,4210.899918837007,4210.899918837007,4210.899918837007,4210.899918837007,4212.410595909227,4212.410595909227,4212.410595909227,4212.410595909227,4212.425205941312,4212.425205941312,4212.425205941312,4212.425205941312,switch,number,NA,f,0.0065150074660778046,Lo,,,5,,,,,,,,,high,4212.463411317207,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
