LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,top_target_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253.4386297389865,1253.4386297389865,1253.4386297389865,1253.4386297389865,1253.4386297389865,1253.4386297389865,1253.4386297389865,1253.4386297389865,1253.4386297389865,1253.4386297389865,l,0.924365245969966,10,55,0,1254.3888837110717,,1255.8905477370135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256.390898186015,1256.390898186015,1256.390898186015,1256.390898186015,1256.390898186015,1256.390898186015,1256.390898186015,1256.390898186015,1256.390898186015,1256.390898186015,a,2.5168655259767547,10,65,0,1258.9260917709908,,1260.427367976983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,11,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260.9278991330648,1260.9278991330648,1260.9278991330648,1260.9278991330648,1260.9278991330648,1260.9278991330648,1260.9278991330648,1260.9278991330648,1260.9278991330648,1260.9278991330648,l,0.6905299399513751,1,66,0,1261.6453754639952,1263.1457429690054,1263.1457429690054,1263.6459450559923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.6459450559923,1263.6459450559923,1263.6459450559923,1263.6459450559923,1263.6459450559923,1263.6459450559923,1263.6459450559923,1263.6459450559923,1263.6459450559923,1263.6459450559923,l,0.762936508981511,1,67,0,1264.4287406280637,,1265.9317416420672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266.43218884198,1266.43218884198,1266.43218884198,1266.43218884198,1266.43218884198,1266.43218884198,1266.43218884198,1266.43218884198,1266.43218884198,1266.43218884198,l,0.8008432569913566,10,77,0,1267.2501604290446,1268.7492568310117,1268.7492568310117,1269.2491332270438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,2,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269.2491332270438,1269.2491332270438,1269.2491332270438,1269.2491332270438,1269.2491332270438,1269.2491332270438,1269.2491332270438,1269.2491332270438,1269.2491332270438,1269.2491332270438,l,0.7169039219152182,10,87,0,1269.9815168890636,,1271.484994342085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,3,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271.985243423027,1271.985243423027,1271.985243423027,1271.985243423027,1271.985243423027,1271.985243423027,1271.985243423027,1271.985243423027,1271.985243423027,1271.985243423027,a,0.5238850169116631,1,88,0,1272.5364824450808,1274.0364006700693,1274.0364006700693,1274.5364154760027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,4,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.5364154760027,1274.5364154760027,1274.5364154760027,1274.5364154760027,1274.5364154760027,1274.5364154760027,1274.5364154760027,1274.5364154760027,1274.5364154760027,1274.5364154760027,a,0.7855491769732907,10,98,0,1275.3398967559915,1276.8396348750684,1276.8396348750684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,5,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277.3402165060397,1277.3402165060397,1277.3402165060397,1277.3402165060397,1277.3402165060397,1277.3402165060397,1277.3402165060397,1277.3402165060397,1277.3402165060397,1277.3402165060397,l,0.45619204198010266,1,99,0,1277.8228807899868,1279.323761238018,1279.323761238018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,6,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279.8237391189905,1279.8237391189905,1279.8237391189905,1279.8237391189905,1279.8237391189905,1279.8237391189905,1279.8237391189905,1279.8237391189905,1279.8237391189905,1279.8237391189905,a,0.6277373560005799,1,100,0,1280.4757946060272,1281.976300762035,1281.976300762035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,7,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282.476505661034,1282.476505661034,1282.476505661034,1282.476505661034,1282.476505661034,1282.476505661034,1282.476505661034,1282.476505661034,1282.476505661034,1282.476505661034,a,0.618784058955498,1,101,0,1283.1268029720522,1284.6273067380534,1284.6273067380534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,8,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285.12919075205,1285.12919075205,1285.12919075205,1285.12919075205,1285.12919075205,1285.12919075205,1285.12919075205,1285.12919075205,1285.12919075205,1285.12919075205,l,0.8124804310500622,10,111,0,1285.963598672999,1287.4632803790737,1287.4632803790737,1287.9631352489814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,9,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287.9631352489814,1287.9631352489814,1287.9631352489814,1287.9631352489814,1287.9631352489814,1287.9631352489814,1287.9631352489814,1287.9631352489814,1287.9631352489814,1287.9631352489814,l,1.2646335870958865,1,112,0,1289.2481521030422,,1290.749307329068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,10,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291.2497414890677,1291.2497414890677,1291.2497414890677,1291.2497414890677,1291.2497414890677,1291.2497414890677,1291.2497414890677,1291.2497414890677,1291.2497414890677,1291.2497414890677,a,1.936978304060176,10,122,0,1293.21823180106,1294.7183034999762,1294.7183034999762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,11,23,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.2196992640384,1295.2196992640384,1295.2196992640384,1295.2196992640384,1295.2196992640384,1295.2196992640384,1295.2196992640384,1295.2196992640384,1295.2196992640384,1295.2196992640384,a,0.8254439280135557,10,132,0,1296.0700501489919,1297.5705499120522,1297.5705499120522,1298.0705368809868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,0,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.0705368809868,1298.0705368809868,1298.0705368809868,1298.0705368809868,1298.0705368809868,1298.0705368809868,1298.0705368809868,1298.0705368809868,1298.0705368809868,1298.0705368809868,l,2.2723100630100816,10,142,0,1300.3740809200099,1301.874420940061,1301.874420940061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,1,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.37470097607,1302.37470097607,1302.37470097607,1302.37470097607,1302.37470097607,1302.37470097607,1302.37470097607,1302.37470097607,1302.37470097607,1302.37470097607,a,0.8261308550136164,1,143,0,1303.225019045989,1304.7254075449891,1304.7254075449891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,2,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.2268189920578,1305.2268189920578,1305.2268189920578,1305.2268189920578,1305.2268189920578,1305.2268189920578,1305.2268189920578,1305.2268189920578,1305.2268189920578,1305.2268189920578,a,1.0787947939243168,10,153,0,1306.3281184349908,1307.8277427970897,1307.8277427970897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,3,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308.3279182009865,1308.3279182009865,1308.3279182009865,1308.3279182009865,1308.3279182009865,1308.3279182009865,1308.3279182009865,1308.3279182009865,1308.3279182009865,1308.3279182009865,l,0.913844891008921,1,154,0,1309.263211806072,,1310.7640604129992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,4,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311.2640659770695,1311.2640659770695,1311.2640659770695,1311.2640659770695,1311.2640659770695,1311.2640659770695,1311.2640659770695,1311.2640659770695,1311.2640659770695,1311.2640659770695,a,0.40786497795488685,10,164,0,1311.6992307460168,1313.19874055509,1313.19874055509,1313.6986463700887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,5,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313.6986463700887,1313.6986463700887,1313.6986463700887,1313.6986463700887,1313.6986463700887,1313.6986463700887,1313.6986463700887,1313.6986463700887,1313.6986463700887,1313.6986463700887,a,0.26832276198547333,1,165,0,1313.998744801036,,1315.5013451999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,6,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316.0015392100904,1316.0015392100904,1316.0015392100904,1316.0015392100904,1316.0015392100904,1316.0015392100904,1316.0015392100904,1316.0015392100904,1316.0015392100904,1316.0015392100904,l,0.2486869319109246,10,175,0,1316.2692294720327,1317.769029358984,1317.769029358984,1318.269360296079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,7,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318.269360296079,1318.269360296079,1318.269360296079,1318.269360296079,1318.269360296079,1318.269360296079,1318.269360296079,1318.269360296079,1318.269360296079,1318.269360296079,a,0.3209800060139969,10,185,0,1318.6197163170436,,1320.1209779040655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
