LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1462.845074,,160,D,hexagon,0.016685108,,,,,1,0,,,,,,,,,,,,1459.220784,1459.220784,1459.220784,1459.220784,1460.692257,1460.692257,1460.692257,1460.692257,1460.725709,1460.725709,1460.725709,1460.725709,,,,,repeat,number,numRpt,f,noRew,,0.611952019,,0,1461.331019,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1467.39838,,125,U,star,0.016578265,,,,,1,0,,,,,,,,,,,,1463.840789,1463.840789,1463.840789,1463.840789,1465.312375,1465.312375,1465.312375,1465.312375,1465.345867,1465.345867,1465.345867,1465.345867,,,,,switch,letter,lettSwt,k,noRew,,0.557970481,,0,1465.899173,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1471.985051,,174,H,triangle,0.001989571,,,,,1,0,,,,,,,,,,,,1468.394201,1468.394201,1468.394201,1468.394201,1469.882621,1469.882621,1469.882621,1469.882621,1469.899298,1469.899298,1469.899298,1469.899298,,,,,switch,number,numSwt,f,noRew,,0.578569063,,0,1470.485781,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1476.605233,,167,S,hexagon,0.001963442,,,,,1,0,,,,,,,,,,,,1472.980342,1472.980342,1472.980342,1472.980342,1474.469422,1474.469422,1474.469422,1474.469422,1474.486108,1474.486108,1474.486108,1474.486108,,,,,repeat,number,numRpt,f,noRew,,0.604147948,,0,1475.106169,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1481.040212,,160,Y,triangle,0.002075688,,,,,1,0,,,,,,,,,,,,1477.600696,1477.600696,1477.600696,1477.600696,1479.08947,1479.08947,1479.08947,1479.08947,1479.106211,1479.106211,1479.106211,1479.106211,,,,,switch,letter,lettSwt,k,noRew,,0.416996653,,0,1479.526478,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1485.643854,,174,B,circle,0.001705597,,,,,1,0,,,,,,,,,,,,1482.021114,1482.021114,1482.021114,1482.021114,1483.50971,1483.50971,1483.50971,1483.50971,1483.52615,1483.52615,1483.52615,1483.52615,,,,,repeat,letter,lettRpt,j,noRew,,0.586188563,,0,1484.141719,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1490.413827,,181,F,hexagon,0.016671399,,,,,1,0,,,,,,,,,,,,1486.63941,1486.63941,1486.63941,1486.63941,1488.112969,1488.112969,1488.112969,1488.112969,1488.146506,1488.146506,1488.146506,1488.146506,,,,,switch,number,numSwt,f,noRew,,0.753102102,,0,1488.899905,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1494.834076,,132,W,triangle,0.017167047,,,,,1,0,,,,,,,,,,,,1491.410431,1491.410431,1491.410431,1491.410431,1492.883408,1492.883408,1492.883408,1492.883408,1492.916638,1492.916638,1492.916638,1492.916638,,,,,switch,letter,lettSwt,k,noRew,,0.41580664,,0,1493.319882,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1499.437601,,181,W,triangle,0.016679537,,,,,1,0,,,,,,,,,,,,1495.829003,1495.829003,1495.829003,1495.829003,1497.303485,1497.303485,1497.303485,1497.303485,1497.336854,1497.336854,1497.336854,1497.336854,,,,,switch,number,numSwt,f,noRew,,0.5863399,,0,1497.923681,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1504.224533,,125,H,hexagon,0.016992008,,,,,1,0,,,,,,,,,,,,1500.434069,1500.434069,1500.434069,1500.434069,1501.907083,1501.907083,1501.907083,1501.907083,1501.940326,1501.940326,1501.940326,1501.940326,,,,,switch,letter,lettSwt,j,noRew,,0.775076422,,0,1502.710851,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1508.894614,1509.394783,160,D,triangle,0.016700603,,,,,1,0,,,,,,,,,,,,1505.220629,1505.220629,1505.220629,1505.220629,1506.693708,1506.693708,1506.693708,1506.693708,1506.727089,1506.727089,1506.727089,1506.727089,,,,,switch,number,numSwt,f,noRew,,0.668023345,,0,1507.394166,1508.894614,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1514.115062,1514.626593,167,F,star,0.013263655,,,,,1,0,,,,,,,,,,,,1509.907492,1509.907492,1509.907492,1509.907492,1511.380615,1511.380615,1511.380615,1511.380615,1511.41409,1511.41409,1511.41409,1511.41409,,,,,switch,letter,lettSwt,j,noRew,,1.201717676,,0,1512.614492,1514.115062,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,900,,,,1543.820197,,146,B,triangle,0.000898691,,,,,1,0,,,,,,,,,,,,1539.429226,1539.429226,1539.429226,1539.429226,1540.917284,1540.917284,1540.917284,1540.917284,1540.933928,1540.933928,1540.933928,1540.933928,,,,,switch,number,numSwt,d,Hi,,1.365920976,,0,,,space,4.650112373,high,1542.311147,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,10,910,,,,1548.490445,,139,H,hexagon,0.016759646,,,,,1,0,,,,,,,,,,,,1544.815998,1544.815998,1544.815998,1544.815998,1546.285744,1546.285744,1546.285744,1546.285744,1546.323451,1546.323451,1546.323451,1546.323451,,,,,repeat,number,numRpt,d,Lo,,0.65515467,,0,,,,,high,1546.98835,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,0,910,,,,1553.110507,,160,U,circle,0.013299498,,,,,1,0,,,,,,,,,,,,1549.486423,1549.486423,1549.486423,1549.486423,1550.974496,1550.974496,1550.974496,1550.974496,1550.990965,1550.990965,1550.990965,1550.990965,,,,,switch,letter,lettSwt,k,Hi,,0.601758651,,0,,,,,high,1551.597167,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,1,911,,,,1557.647363,,181,D,star,0.016761284,,,,,1,0,,,,,,,,,,,,1554.106507,1554.106507,1554.106507,1554.106507,1555.578081,1555.578081,1555.578081,1555.578081,1555.611324,1555.611324,1555.611324,1555.611324,,,,,repeat,letter,lettRpt,j,Lo,,0.542732371,,0,,,,,high,1556.148291,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,10,921,,,,1562.100657,,125,Y,circle,0.001904054,,,,,1,0,,,,,,,,,,,,1558.642975,1558.642975,1558.642975,1558.642975,1560.131588,1560.131588,1560.131588,1560.131588,1560.148097,1560.148097,1560.148097,1560.148097,,,,,switch,number,numSwt,d,Hi,,0.444586136,,0,,,,,high,1560.601744,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,1,922,,,,1566.803842,,167,S,star,0.00186335,,,,,1,0,,,,,,,,,,,,1563.096413,1563.096413,1563.096413,1563.096413,1564.584727,1564.584727,1564.584727,1564.584727,1564.601485,1564.601485,1564.601485,1564.601485,,,,,repeat,number,numRpt,f,Lo,,0.694107466,,0,,,,,high,1565.305215,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,0,922,,,,1571.424472,,174,W,triangle,0.001854989,,,,,1,0,,,,,,,,,,,,1567.799389,1567.799389,1567.799389,1567.799389,1569.288336,1569.288336,1569.288336,1569.288336,1569.305179,1569.305179,1569.305179,1569.305179,,,,,switch,letter,lettSwt,k,Hi,,0.602985455,,0,,,,,high,1569.926122,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,1,923,,,,1576.092761,,132,F,hexagon,0.002034561,,,,,1,0,,,,,,,,,,,,1572.419878,1572.419878,1572.419878,1572.419878,1573.908646,1573.908646,1573.908646,1573.908646,1573.92539,1573.92539,1573.92539,1573.92539,,,,,repeat,letter,lettRpt,j,Lo,,0.641204464,,0,,,,,high,1574.578826,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,1,924,,,,1580.562847,,146,B,star,0.002219218,,,,,1,0,,,,,,,,,,,,1577.073416,1577.073416,1577.073416,1577.073416,1578.562197,1578.562197,1578.562197,1578.562197,1578.57879,1578.57879,1578.57879,1578.57879,,,,,switch,number,numSwt,d,Lo,,0.464597561,,0,,,,,high,1579.049201,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,0,924,,,,1585.066204,,139,H,circle,0.016655401,,,,,0,0,,,,,,,,,,,,1581.558698,1581.558698,1581.558698,1581.558698,1583.032166,1583.032166,1583.032166,1583.032166,1583.065489,1583.065489,1583.065489,1583.065489,,,,,switch,letter,NA,k,Lo,,0.495437745,,0,,,,,high,1583.553639,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,1,925,,,,1589.886538,,160,U,hexagon,0.016779528,,,,,1,1,,,,,,,,,,,,1586.062502,1586.062502,1586.062502,1586.062502,1587.5358,1587.5358,1587.5358,1587.5358,1587.568993,1587.568993,1587.568993,1587.568993,,,,,switch,number,numSwt,f,Lo,,0.806157383,,0,,,,,high,1588.373073,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,10,935,,,,1594.423258,,181,D,triangle,0.016840967,,,,,1,0,,,,,,,,,,,,1590.883079,1590.883079,1590.883079,1590.883079,1592.35593,1592.35593,1592.35593,1592.35593,1592.389332,1592.389332,1592.389332,1592.389332,,,,,switch,letter,lettSwt,j,Hi,,0.532271163,,0,,,,,high,1592.90964,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,10,945,,,,1599.076704,1599.576956,125,Y,hexagon,0.016922135,,,,,1,0,,,,,,,,,,,,1595.419735,1595.419735,1595.419735,1595.419735,1596.89271,1596.89271,1596.89271,1596.89271,1596.926025,1596.926025,1596.926025,1596.926025,,,,,repeat,letter,lettRpt,k,Lo,,0.651892638,,0,,,,,high,1597.576962,1599.076704,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,10,955,,,,1603.647096,,167,S,circle,0.012808126,,,,,1,0,,,,,,,,,,,,1600.089289,1600.089289,1600.089289,1600.089289,1601.579471,1601.579471,1601.579471,1601.579471,1601.596361,1601.596361,1601.596361,1601.596361,,,,,switch,number,numSwt,f,Hi,,0.522073943,,0,,,,,high,1602.133099,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,1,956,,,,1608.217223,,174,W,star,0.016820248,,,,,1,0,,,,,,,,,,,,1604.643117,1604.643117,1604.643117,1604.643117,1606.114625,1606.114625,1606.114625,1606.114625,1606.147959,1606.147959,1606.147959,1606.147959,,,,,repeat,number,numRpt,f,Lo,,0.565576075,,0,,,,,high,1606.703546,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,10,966,,,,1612.770469,,132,F,triangle,0.017153353,,,,,1,0,,,,,,,,,,,,1609.213045,1609.213045,1609.213045,1609.213045,1610.684824,1610.684824,1610.684824,1610.684824,1610.718105,1610.718105,1610.718105,1610.718105,,,,,switch,letter,lettSwt,j,Hi,,0.552452541,,0,,,,,high,1611.271818,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,0,966,,,,1617.607471,,174,U,triangle,0.001862906,,,,,1,0,,,,,,,,,,,,1613.766258,1613.766258,1613.766258,1613.766258,1615.254773,1615.254773,1615.254773,1615.254773,1615.271454,1615.271454,1615.271454,1615.271454,,,,,repeat,letter,lettRpt,k,Hi,,0.819620159,,0,,,,,high,1616.109245,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,1,967,,,,1622.211065,,132,S,star,0.002123951,,,,,1,0,,,,,,,,,,,,1618.603373,1618.603373,1618.603373,1618.603373,1620.091779,1620.091779,1620.091779,1620.091779,1620.108419,1620.108419,1620.108419,1620.108419,,,,,switch,number,numSwt,d,Lo,,0.595100342,,0,,,,,high,1620.71204,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,1,968,,,,1627.331224,,125,F,hexagon,0.002065804,,,,,1,0,,,,,,,,,,,,1623.206524,1623.206524,1623.206524,1623.206524,1624.69509,1624.69509,1624.69509,1624.69509,1624.711768,1624.711768,1624.711768,1624.711768,,,,,switch,letter,lettSwt,j,Lo,,1.11087915,,0,,,,,high,1625.8323,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,10,978,,,,1631.968172,,160,W,circle,0.001649107,,,,,1,0,,,,,,,,,,,,1628.327129,1628.327129,1628.327129,1628.327129,1629.815458,1629.815458,1629.815458,1629.815458,1629.832052,1629.832052,1629.832052,1629.832052,,,,,repeat,letter,lettRpt,k,Hi,,0.626178019,,0,,,,,high,1630.469276,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,0,978,,,,1636.588355,1637.08848,167,Y,star,0.001888698,,,,,0,0,,,,,,,,,,,,1632.963978,1632.963978,1632.963978,1632.963978,1634.452439,1634.452439,1634.452439,1634.452439,1634.469105,1634.469105,1634.469105,1634.469105,,,,,switch,number,NA,d,Hi,,0.601674236,,0,,,,,high,1635.089243,1636.588355,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,0,978,,,,1641.42533,,146,B,triangle,0.014529835,,,,,1,1,,,,,,,,,,,,1637.600561,1637.600561,1637.600561,1637.600561,1639.089126,1639.089126,1639.089126,1639.089126,1639.105768,1639.105768,1639.105768,1639.105768,,,,,switch,letter,lettSwt,j,Hi,,0.803139483,,0,,,,,high,1639.926964,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,10,988,,,,1645.776888,,139,H,circle,0.00197208,,,,,1,0,,,,,,,,,,,,1642.420749,1642.420749,1642.420749,1642.420749,1643.909485,1643.909485,1643.909485,1643.909485,1643.925969,1643.925969,1643.925969,1643.925969,,,,,switch,number,numSwt,d,Hi,,0.324449701,,0,,,,,high,1644.26305,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,0,988,,,,1650.547165,,181,D,hexagon,0.016815236,,,,,0,0,,,,,,,,,,,,1646.77315,1646.77315,1646.77315,1646.77315,1648.24628,1648.24628,1648.24628,1648.24628,1648.279717,1648.279717,1648.279717,1648.279717,,,,,switch,letter,NA,k,Hi,,0.757919854,,0,,,,,high,1649.033725,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,1,989,,,,1655.750818,,146,F,star,0.01688462,,,,,1,1,,,,,,,,,,,,1651.543474,1651.543474,1651.543474,1651.543474,1653.01628,1653.01628,1653.01628,1653.01628,1653.049752,1653.049752,1653.049752,1653.049752,,,,,switch,number,numSwt,d,Lo,,1.185347149,,0,,,,,high,1654.236102,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,0,989,,,,1660.554376,,167,D,circle,0.013090518,,,,,0,0,,,,,,,,,,,,1656.746623,1656.746623,1656.746623,1656.746623,1658.23692,1658.23692,1658.23692,1658.23692,1658.253499,1658.253499,1658.253499,1658.253499,,,,,switch,letter,NA,k,Lo,,0.781048627,,0,,,,,high,1659.040886,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,1,990,,,,1665.141335,,132,B,hexagon,0.016956793,,,,,1,1,,,,,,,,,,,,1661.550719,1661.550719,1661.550719,1661.550719,1663.02388,1663.02388,1663.02388,1663.02388,1663.057163,1663.057163,1663.057163,1663.057163,,,,,switch,number,numSwt,d,Lo,,0.583567837,,0,,,,,high,1663.627538,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,0,990,,,,1670.0281,,139,W,triangle,0.01643495,,,,,1,0,,,,,,,,,,,,1666.136998,1666.136998,1666.136998,1666.136998,1667.610481,1667.610481,1667.610481,1667.610481,1667.643892,1667.643892,1667.643892,1667.643892,,,,,switch,letter,lettSwt,k,Hi,,0.880031061,,0,,,,,high,1668.515344,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,0,990,,,,1674.681693,1675.181818,160,U,circle,0.016728332,,,,,1,0,,,,,,,,,,,,1671.024218,1671.024218,1671.024218,1671.024218,1672.49751,1672.49751,1672.49751,1672.49751,1672.530876,1672.530876,1672.530876,1672.530876,,,,,switch,number,numSwt,f,Hi,,0.650562371,,0,,,,,high,1673.181717,1674.681693,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
