LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,vts_fback.stopped,fix.stopped,target_resp.rt,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,2088.9749841449957,,D,181,circle,0.0012960719905095175,,,,,1,0,,,,,,,,,,,2085.164998696986,2085.164998696986,2085.164998696986,2085.164998696986,2086.6726250939973,2086.6726250939973,2086.6726250939973,2086.6726250939973,2086.6726250939973,2086.6726250939973,2086.6726250939973,2086.6726250939973,,,,,repeat,number,numRpt,k,noRew,,,,0.7761506529932376,0,2087.4735201659932,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,2093.797500880988,,U,125,triangle,0.0018725459958659485,,,,,1,0,,,,,,,,,,,2089.9518613949913,2089.9518613949913,2089.9518613949913,2089.9518613949913,2091.4613817949867,2091.4613817949867,2091.4613817949867,2091.4613817949867,2091.4613817949867,2091.4613817949867,2091.4613817949867,2091.4613817949867,,,,,repeat,number,numRpt,j,noRew,,,,0.8020889050094411,0,2092.2954304079904,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,2098.2856787779892,,S,132,triangle,0.0012828259932575747,,,,,1,0,,,,,,,,,,,2094.7745231109875,2094.7745231109875,2094.7745231109875,2094.7745231109875,2096.283312362997,2096.283312362997,2096.283312362997,2096.283312362997,2096.283312362997,2096.283312362997,2096.283312362997,2096.283312362997,,,,,repeat,number,numRpt,j,noRew,,,,0.48201666900422424,0,2096.7837405789905,2098.2856787779892,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,2102.907078668999,,F,167,hexagon,0.000961484998697415,,,,,1,0,,,,,,,,,,,2099.2632474769925,2099.2632474769925,2099.2632474769925,2099.2632474769925,2100.771474860987,2100.771474860987,2100.771474860987,2100.771474860987,2100.771474860987,2100.771474860987,2100.771474860987,2100.771474860987,,,,,switch,letter,lettSwt,d,noRew,,,,0.6059381219965871,0,2101.4056280449877,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,2107.4789856709976,,F,160,star,0.0016071680001914501,,,,,1,0,,,,,,,,,,,2103.8835089019994,2103.8835089019994,2103.8835089019994,2103.8835089019994,2105.3933564319887,2105.3933564319887,2105.3933564319887,2105.3933564319887,2105.3933564319887,2105.3933564319887,2105.3933564319887,2105.3933564319887,,,,,repeat,letter,lettRpt,d,noRew,,,,0.5515190669975709,0,2105.9774028039974,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,2112.067290256993,,Y,146,triangle,0.0015095859998837113,,,,,1,0,,,,,,,,,,,2108.456982353993,2108.456982353993,2108.456982353993,2108.456982353993,2109.9649927749997,2109.9649927749997,2109.9649927749997,2109.9649927749997,2109.9649927749997,2109.9649927749997,2109.9649927749997,2109.9649927749997,,,,,switch,number,numSwt,j,noRew,,,,0.5695394249923993,0,2110.565547895996,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,2116.939442800998,,H,139,star,0.0014104010042501613,,,,,1,0,,,,,,,,,,,2113.0452740399924,2113.0452740399924,2113.0452740399924,2113.0452740399924,2114.553287224,2114.553287224,2114.553287224,2114.553287224,2114.553287224,2114.553287224,2114.553287224,2114.553287224,,,,,switch,letter,lettSwt,d,noRew,,,,0.8521446330123581,0,2115.437888106986,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,2121.5612047529867,,W,167,hexagon,0.0017510210018372163,,,,,1,0,,,,,,,,,,,2117.917331231991,2117.917331231991,2117.917331231991,2117.917331231991,2119.4254637319973,2119.4254637319973,2119.4254637319973,2119.4254637319973,2119.4254637319973,2119.4254637319973,2119.4254637319973,2119.4254637319973,,,,,repeat,letter,lettRpt,f,noRew,,,,0.6063413439987926,0,2120.0595869229874,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,2126.433141189991,,D,174,circle,0.0020124610018683597,,,,,1,0,,,,,,,,,,,2122.539928925995,2122.539928925995,2122.539928925995,2122.539928925995,2124.047188144992,2124.047188144992,2124.047188144992,2124.047188144992,2124.047188144992,2124.047188144992,2124.047188144992,2124.047188144992,,,,,switch,number,numSwt,k,noRew,,,,0.8664409490011167,0,2124.931532635994,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,2131.271853266997,,F,160,triangle,0.0009268110006814823,,,,,1,0,,,,,,,,,,,2127.4102295689954,2127.4102295689954,2127.4102295689954,2127.4102295689954,2128.919408644986,2128.919408644986,2128.919408644986,2128.919408644986,2128.919408644986,2128.919408644986,2128.919408644986,2128.919408644986,,,,,repeat,number,numRpt,k,noRew,,,,0.831500614003744,0,2129.7702231779986,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,2136.093830945989,,S,139,hexagon,0.0010383220069343224,,,,,1,0,,,,,,,,,,,2132.249700520988,2132.249700520988,2132.249700520988,2132.249700520988,2133.7579606419895,2133.7579606419895,2133.7579606419895,2133.7579606419895,2133.7579606419895,2133.7579606419895,2133.7579606419895,2133.7579606419895,,,,,switch,letter,lettSwt,f,noRew,,,,0.8073382459988352,0,2134.592218091988,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,2140.86566222299,,W,146,triangle,0.0017670779925538227,,,,,1,0,,,,,,,,,,,2137.071586634993,2137.071586634993,2137.071586634993,2137.071586634993,2138.579981813993,2138.579981813993,2138.579981813993,2138.579981813993,2138.579981813993,2138.579981813993,2138.579981813993,2138.579981813993,,,,,switch,number,numSwt,j,noRew,,,,0.7562031990091782,0,2139.364004332994,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,2145.621035441989,,F,174,triangle,0.0016372300015063956,,,,,1,0,,,,,,,,,,,2141.842849554989,2141.842849554989,2141.842849554989,2141.842849554989,2143.3519151739893,2143.3519151739893,2143.3519151739893,2143.3519151739893,2143.3519151739893,2143.3519151739893,2143.3519151739893,2143.3519151739893,,,,,repeat,number,numRpt,k,noRew,,,,0.74224793400208,0,2144.1192719239916,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,2150.326242062991,,Y,132,circle,0.0018898440030170605,,,,,1,0,,,,,,,,,,,2146.5991683819884,2146.5991683819884,2146.5991683819884,2146.5991683819884,2148.1071218159923,2148.1071218159923,2148.1071218159923,2148.1071218159923,2148.1071218159923,2148.1071218159923,2148.1071218159923,2148.1071218159923,,,,,repeat,number,numRpt,j,noRew,,,,0.6904310310055735,0,2148.8245017269946,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,2155.498519569999,,D,167,star,0.0019023240020032972,,,,,1,0,,,,,,,,,,,2151.304481031999,2151.304481031999,2151.304481031999,2151.304481031999,2152.8123014199955,2152.8123014199955,2152.8123014199955,2152.8123014199955,2152.8123014199955,2152.8123014199955,2152.8123014199955,2152.8123014199955,,,,,switch,letter,lettSwt,d,noRew,,,,1.160493146002409,0,2153.996922279999,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,2160.3706746489916,,U,125,circle,0.0016411340038757771,,,,,1,0,,,,,,,,,,,2156.475448102996,2156.475448102996,2156.475448102996,2156.475448102996,2157.984610514992,2157.984610514992,2157.984610514992,2157.984610514992,2157.984610514992,2157.984610514992,2157.984610514992,2157.984610514992,,,,,switch,number,numSwt,j,noRew,,,,0.8597867539938306,0,2158.869186574986,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,765,,,2219.0519751819957,,Y,146,triangle,0.0019794429972535,,,,,1,0,,,,,,,,,,,2214.908242398,2214.908242398,2214.908242398,2214.908242398,2216.4158146069967,2216.4158146069967,2216.4158146069967,2216.4158146069967,2216.4158146069967,2216.4158146069967,2216.4158146069967,2216.4158146069967,,,,,switch,letter,lettSwt,f,Hi,,,,1.1101349610107718,0,,,space,13.279003984993324,low,2217.5545058699936,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,1,766,,,2223.7070877359947,,W,174,circle,0.0016307210025843233,,,,,1,0,,,,,,,,,,,2220.0299282679916,2220.0299282679916,2220.0299282679916,2220.0299282679916,2221.5381161879923,2221.5381161879923,2221.5381161879923,2221.5381161879923,2221.5381161879923,2221.5381161879923,2221.5381161879923,2221.5381161879923,,,,,switch,number,numSwt,k,Hi,,,,0.6454602710000472,0,,,,,low,2222.2055869079923,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,1,767,,,2228.428939502992,,U,132,hexagon,0.0013348869979381561,,,,,1,0,,,,,,,,,,,2224.6842390269885,2224.6842390269885,2224.6842390269885,2224.6842390269885,2226.193232832986,2226.193232832986,2226.193232832986,2226.193232832986,2226.193232832986,2226.193232832986,2226.193232832986,2226.193232832986,,,,,switch,letter,lettSwt,f,Lo,,,,0.7175911759986775,0,,,,,low,2226.9231619519996,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,1,768,,,2233.0006850029895,,B,181,star,0.00136322999605909,,,,,1,0,,,,,,,,,,,2229.406699368992,2229.406699368992,2229.406699368992,2229.406699368992,2230.9151630419947,2230.9151630419947,2230.9151630419947,2230.9151630419947,2230.9151630419947,2230.9151630419947,2230.9151630419947,2230.9151630419947,,,,,repeat,letter,lettRpt,d,Lo,,,,0.5612276130123064,0,,,,,low,2231.4991523309873,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,0,768,,,2238.039782525986,,D,139,triangle,0.001652833991101943,,,,,1,0,,,,,,,,,,,2233.9785430679913,2233.9785430679913,2233.9785430679913,2233.9785430679913,2235.4869876319863,2235.4869876319863,2235.4869876319863,2235.4869876319863,2235.4869876319863,2235.4869876319863,2235.4869876319863,2235.4869876319863,,,,,repeat,letter,lettRpt,d,Hi,,,,1.028452208993258,0,,,,,low,2236.538123495993,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,1,769,,,2242.8782911309972,,S,167,hexagon,0.0017332790012005717,,,,,1,0,,,,,,,,,,,2239.016550563989,2239.016550563989,2239.016550563989,2239.016550563989,2240.525590666992,2240.525590666992,2240.525590666992,2240.525590666992,2240.525590666992,2240.525590666992,2240.525590666992,2240.525590666992,,,,,repeat,letter,lettRpt,f,Lo,,,,0.8277380150102545,0,,,,,low,2241.3767015949998,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,1,770,,,2247.3666637549904,,F,125,circle,0.0016591510066064075,,,,,1,0,,,,,,,,,,,2243.8561873989966,2243.8561873989966,2243.8561873989966,2243.8561873989966,2245.3647154469945,2245.3647154469945,2245.3647154469945,2245.3647154469945,2245.3647154469945,2245.3647154469945,2245.3647154469945,2245.3647154469945,,,,,switch,number,numSwt,j,Hi,,,,0.46779812598833814,0,,,,,low,2245.8651948669867,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,1,771,,,2251.971685836994,,H,160,star,0.0017204999894602224,,,,,1,0,,,,,,,,,,,2248.344247779998,2248.344247779998,2248.344247779998,2248.344247779998,2249.852636028998,2249.852636028998,2249.852636028998,2249.852636028998,2249.852636028998,2249.852636028998,2249.852636028998,2249.852636028998,,,,,switch,letter,lettSwt,d,Lo,,,,0.5918390870065195,0,,,,,low,2250.470041032997,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,1,772,,,2256.643622217991,,Y,146,triangle,0.0019127099949400872,,,,,1,0,,,,,,,,,,,2252.949498451999,2252.949498451999,2252.949498451999,2252.949498451999,2254.457843924989,2254.457843924989,2254.457843924989,2254.457843924989,2254.457843924989,2254.457843924989,2254.457843924989,2254.457843924989,,,,,switch,number,numSwt,j,Hi,,,,0.655912096000975,0,,,,,low,2255.141782044986,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,10,782,,,2261.1986244679865,,W,174,circle,0.0017610149952815846,,,,,1,0,,,,,,,,,,,2257.620265022997,2257.620265022997,2257.620265022997,2257.620265022997,2259.129772950997,2259.129772950997,2259.129772950997,2259.129772950997,2259.129772950997,2259.129772950997,2259.129772950997,2259.129772950997,,,,,repeat,number,numRpt,k,Hi,,,,0.5391024849959649,0,,,,,low,2259.696797812998,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,0,782,,,2265.803627202986,,U,132,hexagon,0.0016864040080690756,,,,,0,0,,,,,,,,,,,2262.175373150996,2262.175373150996,2262.175373150996,2262.175373150996,2263.6845313209924,2263.6845313209924,2263.6845313209924,2263.6845313209924,2263.6845313209924,2263.6845313209924,2263.6845313209924,2263.6845313209924,,,,,repeat,number,NA,k,Hi,,,,0.597765539001557,0,,,,,low,2264.3021560329944,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,10,792,,,2270.491974559991,,B,181,star,0.0014460669917752966,,,,,1,1,,,,,,,,,,,2266.7807589769945,2266.7807589769945,2266.7807589769945,2266.7807589769945,2268.289735819999,2268.289735819999,2268.289735819999,2268.289735819999,2268.289735819999,2268.289735819999,2268.289735819999,2268.289735819999,,,,,switch,letter,lettSwt,d,Lo,,,,0.6735164929996245,0,,,,,low,2268.9907403639954,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,10,802,,,2275.047089254993,,D,139,star,0.0014506309962598607,,,,,1,0,,,,,,,,,,,2271.4697899179882,2271.4697899179882,2271.4697899179882,2271.4697899179882,2272.978154422992,2272.978154422992,2272.978154422992,2272.978154422992,2272.978154422992,2272.978154422992,2272.978154422992,2272.978154422992,,,,,repeat,letter,lettRpt,d,Lo,,,,0.5394097770040389,0,,,,,low,2273.5453994879936,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,1,803,,,2279.7690405249887,,S,167,hexagon,0.001917753994348459,,,,,1,0,,,,,,,,,,,2276.0238763209927,2276.0238763209927,2276.0238763209927,2276.0238763209927,2277.5331543659995,2277.5331543659995,2277.5331543659995,2277.5331543659995,2277.5331543659995,2277.5331543659995,2277.5331543659995,2277.5331543659995,,,,,switch,number,numSwt,k,Lo,,,,0.7098905819875654,0,,,,,low,2278.2675268819876,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,10,813,,,2284.1738305769977,,F,125,triangle,0.0016632390033919364,,,,,1,0,,,,,,,,,,,2280.747106729992,2280.747106729992,2280.747106729992,2280.747106729992,2282.2551412399916,2282.2551412399916,2282.2551412399916,2282.2551412399916,2282.2551412399916,2282.2551412399916,2282.2551412399916,2282.2551412399916,,,,,repeat,number,numRpt,j,Hi,,,,0.39869731999351643,0,,,,,low,2282.672229562988,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,0,813,,,2289.079334929993,,H,160,circle,0.0009262620005756617,,,,,1,0,,,,,,,,,,,2285.151353606998,2285.151353606998,2285.151353606998,2285.151353606998,2286.659943737992,2286.659943737992,2286.659943737992,2286.659943737992,2286.659943737992,2286.659943737992,2286.659943737992,2286.659943737992,,,,,repeat,number,numRpt,k,Hi,,,,0.8997140040009981,0,,,,,low,2287.577851536,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,10,823,,,2293.5340413559898,,Y,146,hexagon,0.0008839380025165156,,,,,1,0,,,,,,,,,,,2290.057569356999,2290.057569356999,2290.057569356999,2290.057569356999,2291.565236836992,2291.565236836992,2291.565236836992,2291.565236836992,2291.565236836992,2291.565236836992,2291.565236836992,2291.565236836992,,,,,repeat,number,numRpt,j,Lo,,,,0.449500407994492,0,,,,,low,2292.032435738991,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,1,824,,,2298.1393391349993,,B,132,triangle,0.0009720600064611062,,,,,1,0,,,,,,,,,,,2294.5117904469953,2294.5117904469953,2294.5117904469953,2294.5117904469953,2296.020247548993,2296.020247548993,2296.020247548993,2296.020247548993,2296.020247548993,2296.020247548993,2296.020247548993,2296.020247548993,,,,,switch,letter,lettSwt,d,Hi,,,,0.585155674998532,0,,,,,low,2296.6377723149926,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,10,834,,,2302.493922315989,,H,125,circle,0.001336855988483876,,,,,1,0,,,,,,,,,,,2299.1166455929924,2299.1166455929924,2299.1166455929924,2299.1166455929924,2300.6253960249887,2300.6253960249887,2300.6253960249887,2300.6253960249887,2300.6253960249887,2300.6253960249887,2300.6253960249887,2300.6253960249887,,,,,switch,number,numSwt,j,Hi,,,,0.3433343679935206,0,,,,,low,2300.9924195889907,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,1,835,,,2307.0657924589905,,S,167,star,0.0018464830063749105,,,,,1,0,,,,,,,,,,,2303.4712078919983,2303.4712078919983,2303.4712078919983,2303.4712078919983,2304.980174596989,2304.980174596989,2304.980174596989,2304.980174596989,2304.980174596989,2304.980174596989,2304.980174596989,2304.980174596989,,,,,switch,letter,lettSwt,f,Lo,,,,0.5558488860115176,0,,,,,low,2305.5642318299942,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
