LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,vts_fback.stopped,fix.stopped,target_resp.rt,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.55401056597475,98.55401056597475,98.55401056597475,98.55401056597475,98.55401056597475,98.55401056597475,98.55401056597475,98.55401056597475,98.55401056597475,98.55401056597475,l,0.2868535270681605,1,46,0,98.87068242399255,100.37240831000963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,10,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.872904223972,100.872904223972,100.872904223972,100.872904223972,100.872904223972,100.872904223972,100.872904223972,100.872904223972,100.872904223972,100.872904223972,l,0.5201367550180294,1,47,0,101.42342427396215,102.92517767701065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,11,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.42583256197395,103.42583256197395,103.42583256197395,103.42583256197395,103.42583256197395,103.42583256197395,103.42583256197395,103.42583256197395,103.42583256197395,103.42583256197395,a,2.374859288043808,1,48,0,105.82843376899837,107.33003742899746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.83047016698401,107.83047016698401,107.83047016698401,107.83047016698401,107.83047016698401,107.83047016698401,107.83047016698401,107.83047016698401,107.83047016698401,107.83047016698401,l,0.36996206000912935,10,58,0,108.23097256699111,109.73290438996628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,1,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.23335194296669,110.23335194296669,110.23335194296669,110.23335194296669,110.23335194296669,110.23335194296669,110.23335194296669,110.23335194296669,110.23335194296669,110.23335194296669,a,0.24014637700747699,10,68,0,110.50017793901497,112.00193255598424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,2,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5024335019989,112.5024335019989,112.5024335019989,112.5024335019989,112.5024335019989,112.5024335019989,112.5024335019989,112.5024335019989,112.5024335019989,112.5024335019989,a,0.2677309109712951,10,78,0,112.80273787898477,114.30447971000103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,3,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.80533530097455,114.80533530097455,114.80533530097455,114.80533530097455,114.80533530097455,114.80533530097455,114.80533530097455,114.80533530097455,114.80533530097455,114.80533530097455,l,0.1805257410160266,10,88,0,115.00527297199005,116.50685897399671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,4,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.00727606797591,117.00727606797591,117.00727606797591,117.00727606797591,117.00727606797591,117.00727606797591,117.00727606797591,117.00727606797591,117.00727606797591,117.00727606797591,a,0.21784072200534865,10,98,0,117.25769603898516,118.75939414801542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,5,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.25982614798704,119.25982614798704,119.25982614798704,119.25982614798704,119.25982614798704,119.25982614798704,119.25982614798704,119.25982614798704,119.25982614798704,119.25982614798704,l,0.10958850698079914,1,99,0,119.3934104279615,120.8951263219933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,6,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.39552902698051,121.39552902698051,121.39552902698051,121.39552902698051,121.39552902698051,121.39552902698051,121.39552902698051,121.39552902698051,121.39552902698051,121.39552902698051,a,0.9188085659989156,1,100,0,122.34657196496846,123.84836148499744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,7,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.34908642398659,124.34908642398659,124.34908642398659,124.34908642398659,124.34908642398659,124.34908642398659,124.34908642398659,124.34908642398659,124.34908642398659,124.34908642398659,a,0.26065214100526646,1,101,0,124.63248762098374,126.13399439497152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,8,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.63457891496364,126.63457891496364,126.63457891496364,126.63457891496364,126.63457891496364,126.63457891496364,126.63457891496364,126.63457891496364,126.63457891496364,126.63457891496364,a,0.06288322899490595,1,102,0,126.71808547899127,128.21977146499557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,9,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.72024421597598,128.72024421597598,128.72024421597598,128.72024421597598,128.72024421597598,128.72024421597598,128.72024421597598,128.72024421597598,128.72024421597598,128.72024421597598,a,1.3687680250150152,10,112,0,130.12184088496724,131.6233874449972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,10,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.12422383698868,132.12422383698868,132.12422383698868,132.12422383698868,132.12422383698868,132.12422383698868,132.12422383698868,132.12422383698868,132.12422383698868,132.12422383698868,l,0.3504010150209069,1,113,0,132.49114908499178,133.9928095790092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,11,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.49328779499047,134.49328779499047,134.49328779499047,134.49328779499047,134.49328779499047,134.49328779499047,134.49328779499047,134.49328779499047,134.49328779499047,134.49328779499047,l,1.035747230052948,1,114,0,135.56125282600988,137.06277536496054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,0,24,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.56341701600468,137.56341701600468,137.56341701600468,137.56341701600468,137.56341701600468,137.56341701600468,137.56341701600468,137.56341701600468,137.56341701600468,137.56341701600468,l,1.8376321939867921,1,115,0,139.4320305759902,140.93372433097102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,1,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.4342565870029,141.4342565870029,141.4342565870029,141.4342565870029,141.4342565870029,141.4342565870029,141.4342565870029,141.4342565870029,141.4342565870029,141.4342565870029,a,4.455337644030806,10,125,0,145.92332328896737,147.42413539398694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,2,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.92470164998667,147.92470164998667,147.92470164998667,147.92470164998667,147.92470164998667,147.92470164998667,147.92470164998667,147.92470164998667,147.92470164998667,147.92470164998667,a,0.708549932052847,10,135,0,148.65884494798956,150.16062368499115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,3,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.66117193800164,150.66117193800164,150.66117193800164,150.66117193800164,150.66117193800164,150.66117193800164,150.66117193800164,150.66117193800164,150.66117193800164,150.66117193800164,a,1.5962176420143805,1,136,0,152.27967612998327,153.78142430901062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,4,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.2819137769984,154.2819137769984,154.2819137769984,154.2819137769984,154.2819137769984,154.2819137769984,154.2819137769984,154.2819137769984,154.2819137769984,154.2819137769984,l,1.6549306790111586,1,137,0,155.96727368299617,157.4687816259684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,5,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.9693160270108,157.9693160270108,157.9693160270108,157.9693160270108,157.9693160270108,157.9693160270108,157.9693160270108,157.9693160270108,157.9693160270108,157.9693160270108,a,4.7758451330591924,1,138,0,162.77445887896465,164.27622953196988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,6,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.77702050900552,164.77702050900552,164.77702050900552,164.77702050900552,164.77702050900552,164.77702050900552,164.77702050900552,164.77702050900552,164.77702050900552,164.77702050900552,a,1.0242910570232198,10,148,0,165.8280492759659,167.32960846397327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,7,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.83025366300717,167.83025366300717,167.83025366300717,167.83025366300717,167.83025366300717,167.83025366300717,167.83025366300717,167.83025366300717,167.83025366300717,167.83025366300717,l,0.5470112040056847,10,158,0,168.3975166939781,169.8991153970128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,8,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.39982821099693,170.39982821099693,170.39982821099693,170.39982821099693,170.39982821099693,170.39982821099693,170.39982821099693,170.39982821099693,170.39982821099693,170.39982821099693,l,0.7614682110724971,10,168,0,171.1838918759604,172.6855899579823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,9,33,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.18619181896793,173.18619181896793,173.18619181896793,173.18619181896793,173.18619181896793,173.18619181896793,173.18619181896793,173.18619181896793,173.18619181896793,173.18619181896793,a,1.3910561300581321,10,178,0,174.60425627900986,176.10589845100185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,10,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.60631895798724,176.60631895798724,176.60631895798724,176.60631895798724,176.60631895798724,176.60631895798724,176.60631895798724,176.60631895798724,176.60631895798724,176.60631895798724,a,1.9145992920384742,1,179,0,178.54179680498783,180.04347405099543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375,2022-12-01_14h04.43.957,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88073865394295,
