LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,10,1069,,,1341.7982462621294,,,W,139,triangle,0.01689475728198886,,,,,1,1,,,,,,,,,,,,1338.307339523919,1338.307339523919,1338.307339523919,1338.307339523919,1339.780699300114,1339.780699300114,1339.780699300114,1339.780699300114,1339.814114115201,1339.814114115201,1339.814114115201,1339.814114115201,repeat,number,numRpt,j,0.4836269221268594,Hi,,,,,,,0,,,,,high,1340.284375666175,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,10,1079,,,1346.3850390082225,,,S,181,circle,0.016527416184544563,,,,,1,0,,,,,,,,,,,,1342.7940678498708,1342.7940678498708,1342.7940678498708,1342.7940678498708,1344.2675041970797,1344.2675041970797,1344.2675041970797,1344.2675041970797,1344.3008069521748,1344.3008069521748,1344.3008069521748,1344.3008069521748,switch,letter,lettSwt,f,0.5758445747196674,Hi,,,,,,,0,,,,,high,1344.8710826179013,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,1,1080,,,1350.821776138153,,,U,160,hexagon,0.016939732246100903,,,,,1,0,,,,,,,,,,,,1347.381193513982,1347.381193513982,1347.381193513982,1347.381193513982,1348.854307115078,1348.854307115078,1348.854307115078,1348.854307115078,1348.8877394949086,1348.8877394949086,1348.8877394949086,1348.8877394949086,repeat,letter,lettRpt,f,0.4209484560415149,Lo,,,,,,,0,,,,,high,1349.3078576540574,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,10,1090,,,1355.458726148121,,,Y,132,circle,0.016820590011775494,,,,,1,0,,,,,,,,,,,,1351.817828339059,1351.817828339059,1351.817828339059,1351.817828339059,1353.2892491999082,1353.2892491999082,1353.2892491999082,1353.2892491999082,1353.3228026810102,1353.3228026810102,1353.3228026810102,1353.3228026810102,repeat,letter,lettRpt,f,0.6332980748265982,Hi,,,,,,,0,,,,,high,1353.9446820090525,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,10,1100,,,1359.9121030392125,,1360.4121094392613,H,167,triangle,0.016778816934674978,,,,,1,0,,,,,,,,,,,,1356.4545743288472,1356.4545743288472,1356.4545743288472,1356.4545743288472,1357.9261122979224,1357.9261122979224,1357.9261122979224,1357.9261122979224,1357.9596108971164,1357.9596108971164,1357.9596108971164,1357.9596108971164,switch,number,numSwt,k,0.45161043107509613,Hi,,,,,,,0,,,,,high,1358.410578740295,1359.9121030392125,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,0,1100,,,1364.548960082233,,,D,174,star,0.014947319868952036,,,,,0,0,,,,,,,,,,,,1360.9242212669924,1360.9242212669924,1360.9242212669924,1360.9242212669924,1362.396242234856,1362.396242234856,1362.396242234856,1362.396242234856,1362.4297362500802,1362.4297362500802,1362.4297362500802,1362.4297362500802,switch,letter,NA,f,0.6271563488990068,Hi,,,,,,,0,,,,,high,1363.049726055935,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,10,1110,,,1369.1190955969505,,,B,181,triangle,0.0020981389097869396,,,,,1,1,,,,,,,,,,,,1365.5443196180277,1365.5443196180277,1365.5443196180277,1365.5443196180277,1367.0330155771226,1367.0330155771226,1367.0330155771226,1367.0330155771226,1367.0497343330644,1367.0497343330644,1367.0497343330644,1367.0497343330644,switch,number,numSwt,k,0.5593222086317837,Hi,,,,,,,0,,,,,high,1367.619983302895,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,1,1111,,,1373.6373066250235,,,F,125,star,0.0019887080416083336,,,,,1,0,,,,,,,,,,,,1370.1146331680939,1370.1146331680939,1370.1146331680939,1370.1146331680939,1371.6034201281145,1371.6034201281145,1371.6034201281145,1371.6034201281145,1371.6199100362137,1371.6199100362137,1371.6199100362137,1371.6199100362137,repeat,number,numRpt,j,0.5002340395003557,Lo,,,,,,,0,,,,,high,1372.1236097970977,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,10,1121,,,1378.1741301300935,,,S,146,circle,0.0015895161777734756,,,,,1,0,,,,,,,,,,,,1374.6181355952285,1374.6181355952285,1374.6181355952285,1374.6181355952285,1376.1069063679315,1376.1069063679315,1376.1069063679315,1376.1069063679315,1376.1235236292705,1376.1235236292705,1376.1235236292705,1376.1235236292705,switch,letter,lettSwt,f,0.5189906633459032,Hi,,,,,,,0,,,,,high,1376.6601064302959,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,1,1122,,,1382.8275844291784,,,W,139,hexagon,0.014253927860409021,,,,,1,0,,,,,,,,,,,,1379.1694780988619,1379.1694780988619,1379.1694780988619,1379.1694780988619,1380.6435768948868,1380.6435768948868,1380.6435768948868,1380.6435768948868,1380.6769129242748,1380.6769129242748,1380.6769129242748,1380.6769129242748,repeat,letter,lettRpt,f,0.6401889408007264,Lo,,,,,,,0,,,,,high,1381.3137317388318,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,10,1132,,,1405.7283475440927,,,B,174,circle,0.016918023116886616,,,,,1,0,,,,,,,,,,,,1402.2875357498415,1402.2875357498415,1402.2875357498415,1402.2875357498415,1403.7611652859487,1403.7611652859487,1403.7611652859487,1403.7611652859487,1403.7941920841113,1403.7941920841113,1403.7941920841113,1403.7941920841113,repeat,letter,lettRpt,d,0.4280110211111605,Hi,,,,,,,1,,,space,1.3815729240886867,high,1404.2141893371008,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,1,1133,,,1410.2485365332104,,,D,181,hexagon,0.0005145990289747715,,,,,1,0,,,,,,,,,,,,1406.7078647981398,1406.7078647981398,1406.7078647981398,1406.7078647981398,1408.195906034205,1408.195906034205,1408.195906034205,1408.195906034205,1408.2126615629531,1408.2126615629531,1408.2126615629531,1408.2126615629531,switch,number,numSwt,k,0.5055474117398262,Lo,,,,,,,1,,,,,high,1408.7343968781643,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,10,1143,,,1414.8521388880908,,,F,125,star,0.0023469189181923866,,,,,1,0,,,,,,,,,,,,1411.241718320176,1411.241718320176,1411.241718320176,1411.241718320176,1412.7329169879667,1412.7329169879667,1412.7329169879667,1412.7329169879667,1412.7496669529937,1412.7496669529937,1412.7496669529937,1412.7496669529937,switch,letter,lettSwt,d,0.5923409136012197,Lo,,,,,,,1,,,,,high,1413.353089318145,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,1,1144,,,1419.321950757876,,,W,139,triangle,0.0020573539659380913,,,,,1,0,,,,,,,,,,,,1415.8479779199697,1415.8479779199697,1415.8479779199697,1415.8479779199697,1417.3364741238765,1417.3364741238765,1417.3364741238765,1417.3364741238765,1417.3530334071256,1417.3530334071256,1417.3530334071256,1417.3530334071256,switch,number,numSwt,j,0.4545607715845108,Hi,,,,,,,1,,,,,high,1417.8229368468747,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,1,1145,,,1423.7922251089476,,,Y,132,circle,0.0019097961485385895,,,,,1,0,,,,,,,,,,,,1420.3173624882475,1420.3173624882475,1420.3173624882475,1420.3173624882475,1421.8062956812792,1421.8062956812792,1421.8062956812792,1421.8062956812792,1421.8230372178368,1421.8230372178368,1421.8230372178368,1421.8230372178368,switch,letter,lettSwt,f,0.463199894875288,Hi,,,,,,,1,,,,,high,1422.2928885449655,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,0,1145,,,1428.3270769529045,,,U,160,triangle,0.00192241370677948,,,,,1,0,,,,,,,,,,,,1424.7874714150093,1424.7874714150093,1424.7874714150093,1424.7874714150093,1426.2764347991906,1426.2764347991906,1426.2764347991906,1426.2764347991906,1426.2929800208658,1426.2929800208658,1426.2929800208658,1426.2929800208658,switch,number,numSwt,k,0.503891043830663,Hi,,,,,,,1,,,,,high,1426.8134034639224,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,1,1146,,,1432.830687127076,,,H,146,hexagon,0.002352394163608551,,,,,1,0,,,,,,,,,,,,1429.3075529420748,1429.3075529420748,1429.3075529420748,1429.3075529420748,1430.7965613910928,1430.7965613910928,1430.7965613910928,1430.7965613910928,1430.8133264612406,1430.8133264612406,1430.8133264612406,1430.8133264612406,repeat,number,numRpt,j,0.48459004051983356,Lo,,,,,,,1,,,,,high,1431.3161352858879,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,1,1147,,,1437.2839887938462,,,S,167,star,0.013541129417717457,,,,,1,0,,,,,,,,,,,,1433.8272270569578,1433.8272270569578,1433.8272270569578,1433.8272270569578,1435.3000866090879,1435.3000866090879,1435.3000866090879,1435.3000866090879,1435.3335822401568,1435.3335822401568,1435.3335822401568,1435.3335822401568,switch,letter,lettSwt,f,0.44800550770014524,Lo,,,,,,,1,,,,,high,1435.770554673858,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,10,1157,,,1441.704314623028,,,B,174,circle,0.01678515924140811,,,,,1,0,,,,,,,,,,,,1438.2801390280947,1438.2801390280947,1438.2801390280947,1438.2801390280947,1439.753571080044,1439.753571080044,1439.753571080044,1439.753571080044,1439.7869181591086,1439.7869181591086,1439.7869181591086,1439.7869181591086,repeat,letter,lettRpt,d,0.4037579116411507,Hi,,,,,,,1,,,,,high,1440.190088198986,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,1,1158,,,1446.2079650280066,,,D,181,hexagon,0.01669354783371091,,,,,1,0,,,,,,,,,,,,1442.700597316958,1442.700597316958,1442.700597316958,1442.700597316958,1444.1735339509323,1444.1735339509323,1444.1735339509323,1444.1735339509323,1444.2068973979913,1444.2068973979913,1444.2068973979913,1444.2068973979913,switch,number,numSwt,k,0.4847796061076224,Lo,,,,,,,1,,,,,high,1444.6933624749072,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,1,1159,,,1450.7276156852022,,,F,125,star,0.013733075000345707,,,,,1,0,,,,,,,,,,,,1447.2039490928873,1447.2039490928873,1447.2039490928873,1447.2039490928873,1448.691795099061,1448.691795099061,1448.691795099061,1448.691795099061,1448.70612192899,1448.70612192899,1448.70612192899,1448.70612192899,switch,letter,lettSwt,d,0.4998504649847746,Lo,,,,,,,1,,,,,high,1449.213956956286,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,0,1159,,,1455.1479874411598,,1455.648107809946,W,139,triangle,0.01702207513153553,,,,,0,0,,,,,,,,,,,,1451.7234985502437,1451.7234985502437,1451.7234985502437,1451.7234985502437,1453.194999391213,1453.194999391213,1453.194999391213,1453.194999391213,1453.2287259711884,1453.2287259711884,1453.2287259711884,1453.2287259711884,switch,number,NA,k,0.4182537696324289,Lo,,,,,,,1,,,,,high,1453.6486947750673,1455.1479874411598,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,1,1160,,,1459.6010308950208,,,Y,132,hexagon,-0.0009681591764092445,,,,,1,1,,,,,,,,,,,,1456.1555217951536,1456.1555217951536,1456.1555217951536,1456.1555217951536,1457.6488634580746,1457.6488634580746,1457.6488634580746,1457.6488634580746,1457.6654384420253,1457.6654384420253,1457.6654384420253,1457.6654384420253,repeat,number,numRpt,j,0.430618051905185,Lo,,,,,,,1,,,,,high,1458.1022793822922,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,10,1170,,,1464.1047248081304,,,U,160,triangle,0.0024262508377432823,,,,,1,0,,,,,,,,,,,,1460.596900945995,1460.596900945995,1460.596900945995,1460.596900945995,1462.0853707338683,1462.0853707338683,1462.0853707338683,1462.0853707338683,1462.102170221042,1462.102170221042,1462.102170221042,1462.102170221042,repeat,number,numRpt,k,0.49525117315351963,Hi,,,,,,,1,,,,,high,1462.605502082035,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,1,1171,,,1468.606269073207,,,H,146,star,0.0019560959190130234,,,,,1,0,,,,,,,,,,,,1465.100381760858,1465.100381760858,1465.100381760858,1465.100381760858,1466.5889339712448,1466.5889339712448,1466.5889339712448,1466.5889339712448,1466.6056336751208,1466.6056336751208,1466.6056336751208,1466.6056336751208,switch,letter,lettSwt,d,0.4681673957966268,Lo,,,,,,,1,,,,,high,1467.0915249171667,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,0,1171,,,1473.2600962440483,,,S,167,circle,0.015622131992131472,,,,,1,0,,,,,,,,,,,,1469.6039200238883,1469.6039200238883,1469.6039200238883,1469.6039200238883,1471.0757417459972,1471.0757417459972,1471.0757417459972,1471.0757417459972,1471.1091035162099,1471.1091035162099,1471.1091035162099,1471.1091035162099,repeat,letter,lettRpt,f,0.6396228116936982,Hi,,,,,,,1,,,,,high,1471.7464989251457,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,0,1171,,,1477.8135490901768,,,Y,139,circle,0.009366868063807487,,,,,1,0,,,,,,,,,,,,1474.2429616362788,1474.2429616362788,1474.2429616362788,1474.2429616362788,1475.7293298970908,1475.7293298970908,1475.7293298970908,1475.7293298970908,1475.7459829691797,1475.7459829691797,1475.7459829691797,1475.7459829691797,repeat,letter,lettRpt,f,0.5425180289894342,Hi,,,,,,,1,,,,,high,1476.2996777212247,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,0,1171,,,1482.1835237871855,,,S,167,hexagon,0.016669719945639372,,,,,0,0,,,,,,,,,,,,1478.8098569060676,1478.8098569060676,1478.8098569060676,1478.8098569060676,1480.2828504201025,1480.2828504201025,1480.2828504201025,1480.2828504201025,1480.3160359710455,1480.3160359710455,1480.3160359710455,1480.3160359710455,switch,number,NA,j,0.3654149095527828,Hi,,,,,,,1,,,,,high,1480.6696581309661,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,0,1171,,,1486.7203879910521,,,H,160,triangle,0.01688094064593315,,,,,1,1,,,,,,,,,,,,1483.1797563638538,1483.1797563638538,1483.1797563638538,1483.1797563638538,1484.6528417342342,1484.6528417342342,1484.6528417342342,1484.6528417342342,1484.6861626682803,1484.6861626682803,1484.6861626682803,1484.6861626682803,repeat,number,numRpt,k,0.5296979090198874,Hi,,,,,,,1,,,,,high,1485.2069925428368,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,1,1172,,,1491.1569738159887,,,W,125,star,0.016756421886384487,,,,,1,0,,,,,,,,,,,,1487.7165119168349,1487.7165119168349,1487.7165119168349,1487.7165119168349,1489.1895087119192,1489.1895087119192,1489.1895087119192,1489.1895087119192,1489.2228857749142,1489.2228857749142,1489.2228857749142,1489.2228857749142,switch,letter,lettSwt,f,0.4260619510896504,Lo,,,,,,,1,,,,,high,1489.642940714024,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,10,1182,,,1495.5604974338785,,,B,174,triangle,0.016828638035804033,,,,,1,0,,,,,,,,,,,,1492.1532120229676,1492.1532120229676,1492.1532120229676,1492.1532120229676,1493.6247097868472,1493.6247097868472,1493.6247097868472,1493.6247097868472,1493.6579510038719,1493.6579510038719,1493.6579510038719,1493.6579510038719,switch,number,numSwt,k,0.3889904688112438,Hi,,,,,,,1,,,,,high,1494.0467907539569,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,1,1183,,,1499.9804974752478,,,U,181,hexagon,0.016625292133539915,,,,,1,0,,,,,,,,,,,,1496.5564027088694,1496.5564027088694,1496.5564027088694,1496.5564027088694,1498.0278873331845,1498.0278873331845,1498.0278873331845,1498.0278873331845,1498.0614874861203,1498.0614874861203,1498.0614874861203,1498.0614874861203,repeat,number,numRpt,k,0.42971897777169943,Lo,,,,,,,1,,,,,high,1498.4815627881326,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,0,1183,,,1504.433887434192,,,D,146,circle,0.0023591560311615467,,,,,0,0,,,,,,,,,,,,1500.9762950851582,1500.9762950851582,1500.9762950851582,1500.9762950851582,1502.4647246990353,1502.4647246990353,1502.4647246990353,1502.4647246990353,1502.481234611012,1502.481234611012,1502.481234611012,1502.481234611012,switch,letter,NA,f,0.43738479213789105,Lo,,,,,,,1,,,,,high,1502.93533845013,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,10,1193,,,1509.0041687269695,,,F,132,star,0.0019914470613002777,,,,,1,1,,,,,,,,,,,,1505.4298108359799,1505.4298108359799,1505.4298108359799,1505.4298108359799,1506.9179924512282,1506.9179924512282,1506.9179924512282,1506.9179924512282,1506.9347106129862,1506.9347106129862,1506.9347106129862,1506.9347106129862,repeat,letter,lettRpt,d,0.562662897631526,Lo,,,,,,,1,,,,,high,1507.5055730449967,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,1,1194,,,1513.4891732041724,,,B,139,star,0.0015752003528177738,,,,,1,0,,,,,,,,,,,,1509.999203929212,1509.999203929212,1509.999203929212,1509.999203929212,1511.4883101368323,1511.4883101368323,1511.4883101368323,1511.4883101368323,1511.5050062490627,1511.5050062490627,1511.5050062490627,1511.5050062490627,repeat,letter,lettRpt,d,0.4595397808589041,Lo,,,,,,,1,,,,,high,1511.9752209181897,,,,,,,,,,,,,,,,,11285,2022-11-30_10h22.22.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87891501713894,
