LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,,1582.7612930140167,,F,125,hexagon,0.0013925080129411072,,,,,,,,,1,0,,,,,,,,,,,,1578.806900798023,1578.806900798023,1578.806900798023,1578.806900798023,1580.308471744007,1580.308471744007,1580.308471744007,1580.308471744007,1580.308471744007,1580.308471744007,1580.308471744007,1580.308471744007,switch,number,numSwt,j,0.9230844619742129,noRew,,,0,1581.2597986390174,1582.7612930140167,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,,1587.5499705779948,,H,146,triangle,0.0012608550023287535,,,,,,,,,1,0,,,,,,,,,,,,1583.7456235900172,1583.7456235900172,1583.7456235900172,1583.7456235900172,1585.2473051560228,1585.2473051560228,1585.2473051560228,1585.2473051560228,1585.2473051560228,1585.2473051560228,1585.2473051560228,1585.2473051560228,switch,letter,lettSwt,d,0.7754996849689633,noRew,,,0,1586.0485574180202,1587.5499705779948,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,,1592.1882869690016,,B,139,triangle,0.0011306929809506983,,,,,,,,,1,0,,,,,,,,,,,,1588.534459565999,1588.534459565999,1588.534459565999,1588.534459565999,1590.035848450003,1590.035848450003,1590.035848450003,1590.035848450003,1590.035848450003,1590.035848450003,1590.035848450003,1590.035848450003,switch,number,numSwt,j,0.6241639519867022,noRew,,,0,1590.6869789150078,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,,1597.0603112649987,,W,167,hexagon,0.0013997280038893223,,,,,,,,,1,0,,,,,,,,,,,,1593.1729527440039,1593.1729527440039,1593.1729527440039,1593.1729527440039,1594.6744485390082,1594.6744485390082,1594.6744485390082,1594.6744485390082,1594.6744485390082,1594.6744485390082,1594.6744485390082,1594.6744485390082,switch,letter,lettSwt,f,0.8573104509850964,noRew,,,0,1595.5591908390052,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,820,,,,1635.536097594013,,S,139,hexagon,0.0016868209931999445,,,,,,,,,1,0,,,,,,,,,,,,1630.9646296460123,1630.9646296460123,1630.9646296460123,1630.9646296460123,1632.466064000997,1632.466064000997,1632.466064000997,1632.466064000997,1632.466064000997,1632.466064000997,1632.466064000997,1632.466064000997,repeat,letter,lettRpt,f,1.5428236269799527,Lo,,,0,,,space,8.031412813958013,low,1634.051272619021,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,0,820,,,,1640.5749615990208,,H,146,star,0.000977035000687465,,,,,,,,,1,0,,,,,,,,,,,,1636.5206451530103,1636.5206451530103,1636.5206451530103,1636.5206451530103,1638.0220863030117,1638.0220863030117,1638.0220863030117,1638.0220863030117,1638.0220863030117,1638.0220863030117,1638.0220863030117,1638.0220863030117,repeat,letter,lettRpt,d,1.0044901179790031,Hi,,,0,,,,,low,1639.0735999839962,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,10,830,,,,1645.1299382300058,,Y,132,triangle,0.016603441996267065,,,,,,,,,1,0,,,,,,,,,,,,1641.5596407040139,1641.5596407040139,1641.5596407040139,1641.5596407040139,1643.0444407479954,1643.0444407479954,1643.0444407479954,1643.0444407479954,1643.0612641590124,1643.0612641590124,1643.0612641590124,1643.0612641590124,repeat,letter,lettRpt,f,0.5509198549843859,Lo,,,0,,,,,low,1643.6285113990016,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,10,840,,,,1649.6018412330013,,D,174,circle,0.0005448480078484863,,,,,,,,,1,0,,,,,,,,,,,,1646.0978425200155,1646.0978425200155,1646.0978425200155,1646.0978425200155,1647.5995467799949,1647.5995467799949,1647.5995467799949,1647.5995467799949,1647.5995467799949,1647.5995467799949,1647.5995467799949,1647.5995467799949,switch,number,numSwt,k,0.4730711959709879,Hi,,,0,,,,,low,1648.1006976659992,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,10,850,,,,1654.0733609830204,,W,167,hexagon,0.001367535995086655,,,,,,,,,1,0,,,,,,,,,,,,1650.586059705005,1650.586059705005,1650.586059705005,1650.586059705005,1652.0876572350098,1652.0876572350098,1652.0876572350098,1652.0876572350098,1652.0876572350098,1652.0876572350098,1652.0876572350098,1652.0876572350098,repeat,number,numRpt,k,0.45137510396307334,Lo,,,0,,,,,low,1652.571568971005,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,10,860,,,,1658.7284326980007,,U,160,circle,0.0010106400004588068,,,,,,,,,1,0,,,,,,,,,,,,1655.0578681490151,1655.0578681490151,1655.0578681490151,1655.0578681490151,1656.5593869709992,1656.5593869709992,1656.5593869709992,1656.5593869709992,1656.5593869709992,1656.5593869709992,1656.5593869709992,1656.5593869709992,switch,letter,lettSwt,f,0.6362076599907596,Hi,,,0,,,,,low,1657.2267769860046,1658.7284326980007,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,1,861,,,,1663.3669412250165,,F,125,triangle,0.0009378200047649443,,,,,,,,,1,0,,,,,,,,,,,,1659.7128793980228,1659.7128793980228,1659.7128793980228,1659.7128793980228,1661.2147201750195,1661.2147201750195,1661.2147201750195,1661.2147201750195,1661.2147201750195,1661.2147201750195,1661.2147201750195,1661.2147201750195,repeat,letter,lettRpt,d,0.6181475969788153,Lo,,,0,,,,,low,1661.8653413639986,1663.3669412250165,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,10,871,,,,1667.8884976980044,,B,181,star,0.0010970009898301214,,,,,,,,,1,0,,,,,,,,,,,,1664.3514990300173,1664.3514990300173,1664.3514990300173,1664.3514990300173,1665.8531945700233,1665.8531945700233,1665.8531945700233,1665.8531945700233,1665.8531945700233,1665.8531945700233,1665.8531945700233,1665.8531945700233,repeat,letter,lettRpt,d,0.5127705819904804,Hi,,,0,,,,,low,1666.403693522996,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,10,881,,,,1672.3769236500084,,S,139,circle,0.0011835570039693266,,,,,,,,,1,0,,,,,,,,,,,,1668.8729828649957,1668.8729828649957,1668.8729828649957,1668.8729828649957,1670.3748496850021,1670.3748496850021,1670.3748496850021,1670.3748496850021,1670.3748496850021,1670.3748496850021,1670.3748496850021,1670.3748496850021,repeat,letter,lettRpt,f,0.4689567379828077,Hi,,,0,,,,,low,1670.8752312379947,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,10,891,,,,1676.798422510008,,H,146,triangle,0.001192992989672348,,,,,,,,,1,0,,,,,,,,,,,,1673.3612577890162,1673.3612577890162,1673.3612577890162,1673.3612577890162,1674.8628713329963,1674.8628713329963,1674.8628713329963,1674.8628713329963,1674.8628713329963,1674.8628713329963,1674.8628713329963,1674.8628713329963,switch,number,numSwt,j,0.4134687049954664,Lo,,,0,,,,,low,1675.2972994180163,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,0,891,,,,1681.2532437760092,,Y,132,hexagon,0.0013184900162741542,,,,,,,,,0,0,,,,,,,,,,,,1677.782845239999,1677.782845239999,1677.782845239999,1677.782845239999,1679.2845856500207,1679.2845856500207,1679.2845856500207,1679.2845856500207,1679.2845856500207,1679.2845856500207,1679.2845856500207,1679.2845856500207,repeat,number,NA,k,0.43608390097506344,Lo,,,0,,,,,low,1679.7516554830072,1681.2532437760092,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,10,901,,,,1685.825037149014,,D,174,star,0.0006863900052849203,,,,,,,,,1,1,,,,,,,,,,,,1682.2378074980224,1682.2378074980224,1682.2378074980224,1682.2378074980224,1683.7392789260193,1683.7392789260193,1683.7392789260193,1683.7392789260193,1683.7392789260193,1683.7392789260193,1683.7392789260193,1683.7392789260193,repeat,number,numRpt,k,0.5595262429560535,Hi,,,0,,,,,low,1684.3401446540083,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,10,911,,,,1690.3131977450103,,W,167,hexagon,0.0013804539921693504,,,,,,,,,1,0,,,,,,,,,,,,1686.8095432130212,1686.8095432130212,1686.8095432130212,1686.8095432130212,1688.3110535200103,1688.3110535200103,1688.3110535200103,1688.3110535200103,1688.3110535200103,1688.3110535200103,1688.3110535200103,1688.3110535200103,repeat,number,numRpt,k,0.47682730699307285,Lo,,,0,,,,,low,1688.812228484021,1690.3131977450103,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,1,912,,,,1694.9182769780164,,U,160,star,0.0010657199891284108,,,,,,,,,1,0,,,,,,,,,,,,1691.2977521700086,1691.2977521700086,1691.2977521700086,1691.2977521700086,1692.7993061440066,1692.7993061440066,1692.7993061440066,1692.7993061440066,1692.7993061440066,1692.7993061440066,1692.7993061440066,1692.7993061440066,switch,letter,lettSwt,f,0.5909388789732475,Hi,,,0,,,,,low,1693.4333749240031,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,10,922,,,,1699.4567076550156,,F,125,triangle,0.0012463790189940482,,,,,,,,,1,0,,,,,,,,,,,,1695.9025856929948,1695.9025856929948,1695.9025856929948,1695.9025856929948,1697.404486946005,1697.404486946005,1697.404486946005,1697.404486946005,1697.404486946005,1697.404486946005,1697.404486946005,1697.404486946005,switch,number,numSwt,j,0.5316613819741178,Lo,,,0,,,,,low,1697.9718413160008,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,1,923,,,,1703.8449604760099,,B,181,circle,0.0011931799817830324,,,,,,,,,1,0,,,,,,,,,,,,1700.4410237400152,1700.4410237400152,1700.4410237400152,1700.4410237400152,1701.9428806480137,1701.9428806480137,1701.9428806480137,1701.9428806480137,1701.9428806480137,1701.9428806480137,1701.9428806480137,1701.9428806480137,switch,letter,lettSwt,d,0.35771981097059324,Hi,,,0,,,,,low,1702.3431366489967,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,1,924,,,,1708.249809099012,,S,125,triangle,0.0011200600129086524,,,,,,,,,1,0,,,,,,,,,,,,1704.8127954860101,1704.8127954860101,1704.8127954860101,1704.8127954860101,1706.314419589995,1706.314419589995,1706.314419589995,1706.314419589995,1706.314419589995,1706.314419589995,1706.314419589995,1706.314419589995,switch,number,numSwt,j,0.4079038740019314,Lo,,,0,,,,,low,1706.748847011011,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,1,925,,,,1712.7548276339949,,D,146,hexagon,0.001247508975211531,,,,,,,,,1,0,,,,,,,,,,,,1709.2340644700162,1709.2340644700162,1709.2340644700162,1709.2340644700162,1710.7357294300164,1710.7357294300164,1710.7357294300164,1710.7357294300164,1710.7357294300164,1710.7357294300164,1710.7357294300164,1710.7357294300164,switch,letter,lettSwt,d,0.4997502029873431,Lo,,,0,,,,,low,1711.2536099510035,1712.7548276339949,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,10,935,,,,1717.3265172940155,,Y,132,star,0.0011155150132253766,,,,,,,,,1,0,,,,,,,,,,,,1713.7392501010036,1713.7392501010036,1713.7392501010036,1713.7392501010036,1715.2406850290135,1715.2406850290135,1715.2406850290135,1715.2406850290135,1715.2406850290135,1715.2406850290135,1715.2406850290135,1715.2406850290135,switch,number,numSwt,j,0.539901740005007,Hi,,,0,,,,,low,1715.8248671680049,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,1,936,,,,1721.7813259310205,,B,181,circle,0.0010980250081047416,,,,,,,,,1,0,,,,,,,,,,,,1718.294245260011,1718.294245260011,1718.294245260011,1718.294245260011,1719.7958103900019,1719.7958103900019,1719.7958103900019,1719.7958103900019,1719.7958103900019,1719.7958103900019,1719.7958103900019,1719.7958103900019,switch,letter,lettSwt,d,0.46058458997868,Hi,,,0,,,,,low,1720.2962486059987,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,0,936,,,,1726.8202021300094,,H,174,circle,0.0013205000141169876,,,,,,,,,0,0,,,,,,,,,,,,1722.7658560840064,1722.7658560840064,1722.7658560840064,1722.7658560840064,1724.2673688560026,1724.2673688560026,1724.2673688560026,1724.2673688560026,1724.2673688560026,1724.2673688560026,1724.2673688560026,1724.2673688560026,switch,number,NA,j,1.0086737079836894,Hi,,,0,,,,,low,1725.3185580249992,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,1,937,,,,1731.4919430610025,,U,160,hexagon,0.0011519870022311807,,,,,,,,,1,1,,,,,,,,,,,,1727.7880095230066,1727.7880095230066,1727.7880095230066,1727.7880095230066,1729.289672154002,1729.289672154002,1729.289672154002,1729.289672154002,1729.289672154002,1729.289672154002,1729.289672154002,1729.289672154002,switch,letter,lettSwt,f,0.6769689189677592,Lo,,,0,,,,,low,1730.0071459299943,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,0,937,,,,1736.4475931299967,,F,139,star,0.0011736939777620137,,,,,,,,,1,0,,,,,,,,,,,,1732.4764842790028,1732.4764842790028,1732.4764842790028,1732.4764842790028,1733.97808120001,1733.97808120001,1733.97808120001,1733.97808120001,1733.97808120001,1733.97808120001,1733.97808120001,1733.97808120001,switch,number,numSwt,j,0.939223832974676,Hi,,,0,,,,,low,1734.9625563360169,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,10,947,,,,1740.969184296002,,W,167,triangle,0.0013705450110137463,,,,,,,,,1,0,,,,,,,,,,,,1737.431988515018,1737.431988515018,1737.431988515018,1737.431988515018,1738.933445024013,1738.933445024013,1738.933445024013,1738.933445024013,1738.933445024013,1738.933445024013,1738.933445024013,1738.933445024013,repeat,number,numRpt,k,0.5073737819620874,Lo,,,0,,,,,low,1739.4841010310047,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,0,947,,,,1745.8913348610222,1746.3917927290022,Y,125,triangle,0.0011003820109181106,,,,,,,,,0,0,,,,,,,,,,,,1741.9534397080133,1741.9534397080133,1741.9534397080133,1741.9534397080133,1743.4551278010185,1743.4551278010185,1743.4551278010185,1743.4551278010185,1743.4551278010185,1743.4551278010185,1743.4551278010185,1743.4551278010185,repeat,number,NA,k,0.9021804559743032,Lo,,,0,,,,,low,1744.3895979110093,1745.8913348610222,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,10,957,,,,1750.5129333590157,,H,181,hexagon,0.0010215660149697214,,,,,,,,,1,1,,,,,,,,,,,,1746.8756111550028,1746.8756111550028,1746.8756111550028,1746.8756111550028,1748.3773337650055,1748.3773337650055,1748.3773337650055,1748.3773337650055,1748.3773337650055,1748.3773337650055,1748.3773337650055,1748.3773337650055,repeat,number,numRpt,k,0.6150289599609096,Lo,,,0,,,,,low,1749.02808762301,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,10,967,,,,1754.9680765640223,1755.468531429011,B,160,star,0.0011351860011927783,,,,,,,,,1,0,,,,,,,,,,,,1751.4976266990125,1751.4976266990125,1751.4976266990125,1751.4976266990125,1752.9990809250157,1752.9990809250157,1752.9990809250157,1752.9990809250157,1752.9990809250157,1752.9990809250157,1752.9990809250157,1752.9990809250157,repeat,number,numRpt,k,0.4363351849897299,Hi,,,0,,,,,low,1753.4664136430074,1754.9680765640223,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,0,967,,,,1759.706644765014,,D,174,circle,0.0009803879947867244,,,,,,,,,1,0,,,,,,,,,,,,1755.9525154360163,1755.9525154360163,1755.9525154360163,1755.9525154360163,1757.454059503012,1757.454059503012,1757.454059503012,1757.454059503012,1757.454059503012,1757.454059503012,1757.454059503012,1757.454059503012,repeat,number,numRpt,k,0.7298525089863688,Hi,,,0,,,,,low,1758.2215456679987,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,10,977,,,,1764.3784627350105,,S,139,triangle,0.0011172329832334071,,,,,,,,,1,0,,,,,,,,,,,,1760.6909122090146,1760.6909122090146,1760.6909122090146,1760.6909122090146,1762.192741699022,1762.192741699022,1762.192741699022,1762.192741699022,1762.192741699022,1762.192741699022,1762.192741699022,1762.192741699022,switch,letter,lettSwt,f,0.6504173509601969,Lo,,,0,,,,,low,1762.876741907996,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,10,987,,,,1768.7999248410051,,W,146,circle,0.0008759670017752796,,,,,,,,,1,0,,,,,,,,,,,,1765.3461034710053,1765.3461034710053,1765.3461034710053,1765.3461034710053,1766.8476892430044,1766.8476892430044,1766.8476892430044,1766.8476892430044,1766.8476892430044,1766.8476892430044,1766.8476892430044,1766.8476892430044,switch,number,numSwt,j,0.42651388398371637,Hi,,,0,,,,,low,1767.2991213200148,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,1,988,,,,1773.338253549009,,U,167,hexagon,0.0013818849984090775,,,,,,,,,1,0,,,,,,,,,,,,1769.7841049639974,1769.7841049639974,1769.7841049639974,1769.7841049639974,1771.285816610005,1771.285816610005,1771.285816610005,1771.285816610005,1771.285816610005,1771.285816610005,1771.285816610005,1771.285816610005,switch,letter,lettSwt,f,0.5233788010082208,Lo,,,0,,,,,low,1771.8531761330087,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
