LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.5608643209562,760.5608643209562,760.5608643209562,760.5608643209562,760.5608643209562,760.5608643209562,760.5608643209562,760.5608643209562,760.5608643209562,760.5608643209562,l,1.5305678301956505,1,64,0,762.1123025149573,,763.6142001019325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.1144548829179,764.1144548829179,764.1144548829179,764.1144548829179,764.1144548829179,764.1144548829179,764.1144548829179,764.1144548829179,764.1144548829179,764.1144548829179,a,4.851300660055131,10,74,0,768.9864815198816,,770.4882831450086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.9888797169551,770.9888797169551,770.9888797169551,770.9888797169551,770.9888797169551,770.9888797169551,770.9888797169551,770.9888797169551,770.9888797169551,770.9888797169551,l,2.016319575253874,10,84,0,773.0246025209781,,774.5262000048533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,0,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.0267429109663,775.0267429109663,775.0267429109663,775.0267429109663,775.0267429109663,775.0267429109663,775.0267429109663,775.0267429109663,775.0267429109663,775.0267429109663,l,1.0264442320913076,10,94,0,776.0777737549506,,777.5794607009739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.0802516399417,778.0802516399417,778.0802516399417,778.0802516399417,778.0802516399417,778.0802516399417,778.0802516399417,778.0802516399417,778.0802516399417,778.0802516399417,l,1.235549934208393,1,95,0,779.3480219878256,,780.8497580718249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.350371772889,781.350371772889,781.350371772889,781.350371772889,781.350371772889,781.350371772889,781.350371772889,781.350371772889,781.350371772889,781.350371772889,a,3.5796579991001636,1,96,0,784.9543122600298,,786.4558745180257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,3,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.9564674808644,786.9564674808644,786.9564674808644,786.9564674808644,786.9564674808644,786.9564674808644,786.9564674808644,786.9564674808644,786.9564674808644,786.9564674808644,l,1.7995378950145096,10,106,0,788.7749613400083,,790.2768647009507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,4,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.7772762849927,790.7772762849927,790.7772762849927,790.7772762849927,790.7772762849927,790.7772762849927,790.7772762849927,790.7772762849927,790.7772762849927,790.7772762849927,a,2.86186712118797,10,116,0,793.6639364550356,,795.1654208209366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,5,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.6661802530289,795.6661802530289,795.6661802530289,795.6661802530289,795.6661802530289,795.6661802530289,795.6661802530289,795.6661802530289,795.6661802530289,795.6661802530289,a,1.1555151562206447,10,126,0,796.8507109659258,,798.3523244759999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,6,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.852835516911,798.852835516911,798.852835516911,798.852835516911,798.852835516911,798.852835516911,798.852835516911,798.852835516911,798.852835516911,798.852835516911,l,1.6029912801459432,1,127,0,800.4880748479627,,801.9896088149399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,7,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.4901878410019,802.4901878410019,802.4901878410019,802.4901878410019,802.4901878410019,802.4901878410019,802.4901878410019,802.4901878410019,802.4901878410019,802.4901878410019,l,1.7931398779619485,10,137,0,804.308804241009,,805.8106302360538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,8,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.3110512748826,806.3110512748826,806.3110512748826,806.3110512748826,806.3110512748826,806.3110512748826,806.3110512748826,806.3110512748826,806.3110512748826,806.3110512748826,a,1.0527032192330807,10,147,0,807.395680680871,,808.8974672430195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,9,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.398027892923,809.398027892923,809.398027892923,809.398027892923,809.398027892923,809.398027892923,809.398027892923,809.398027892923,809.398027892923,809.398027892923,a,2.41051286412403,1,148,0,811.8337604580447,,813.3355036820285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,10,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.8362198260147,813.8362198260147,813.8362198260147,813.8362198260147,813.8362198260147,813.8362198260147,813.8362198260147,813.8362198260147,813.8362198260147,813.8362198260147,a,1.966773675987497,10,158,0,815.8217133099679,,817.3232636149041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,11,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.8239406750072,817.8239406750072,817.8239406750072,817.8239406750072,817.8239406750072,817.8239406750072,817.8239406750072,817.8239406750072,817.8239406750072,817.8239406750072,l,2.421970359282568,10,168,0,820.2763251508586,821.7781020498369,821.7781020498369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,0,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.2788999918848,822.2788999918848,822.2788999918848,822.2788999918848,822.2788999918848,822.2788999918848,822.2788999918848,822.2788999918848,822.2788999918848,822.2788999918848,a,1.6023786191362888,10,178,0,823.9139383798465,,825.4154962978791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,1,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.9162927409634,825.9162927409634,825.9162927409634,825.9162927409634,825.9162927409634,825.9162927409634,825.9162927409634,825.9162927409634,825.9162927409634,825.9162927409634,l,1.552843684097752,10,188,0,827.5013911579736,,829.0028437699657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,2,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.5035749329254,829.5035749329254,829.5035749329254,829.5035749329254,829.5035749329254,829.5035749329254,829.5035749329254,829.5035749329254,829.5035749329254,829.5035749329254,a,1.6688749361783266,10,198,0,831.1884985079523,832.69031807594,832.69031807594,833.1906015579589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,3,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.1906015579589,833.1906015579589,833.1906015579589,833.1906015579589,833.1906015579589,833.1906015579589,833.1906015579589,833.1906015579589,833.1906015579589,833.1906015579589,l,1.0857270592823625,10,208,0,834.3085290219169,,835.8102608129848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,4,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.3109681799542,836.3109681799542,836.3109681799542,836.3109681799542,836.3109681799542,836.3109681799542,836.3109681799542,836.3109681799542,836.3109681799542,836.3109681799542,l,2.9043366950936615,1,209,0,839.2475318708457,,840.7492658130359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,5,29,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.2499244799837,841.2499244799837,841.2499244799837,841.2499244799837,841.2499244799837,841.2499244799837,841.2499244799837,841.2499244799837,841.2499244799837,841.2499244799837,a,3.154271724168211,1,210,0,844.4366765348241,,845.938264506869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,6,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.4386002018582,846.4386002018582,846.4386002018582,846.4386002018582,846.4386002018582,846.4386002018582,846.4386002018582,846.4386002018582,846.4386002018582,846.4386002018582,a,2.194314927328378,10,220,0,848.6577535928227,,850.1595054969657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,7,31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.6602469419595,850.6602469419595,850.6602469419595,850.6602469419595,850.6602469419595,850.6602469419595,850.6602469419595,850.6602469419595,850.6602469419595,850.6602469419595,l,1.0682324301451445,1,221,0,851.761350082932,,853.262900677044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,8,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.7636692880187,853.7636692880187,853.7636692880187,853.7636692880187,853.7636692880187,853.7636692880187,853.7636692880187,853.7636692880187,853.7636692880187,853.7636692880187,a,2.810922230128199,1,222,0,856.5999363479204,858.101597441826,858.101597441826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,9,33,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.60220518196,858.60220518196,858.60220518196,858.60220518196,858.60220518196,858.60220518196,858.60220518196,858.60220518196,858.60220518196,858.60220518196,a,1.5396611341275275,1,223,0,860.1704978570342,,861.672098153038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,10,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.1728005618788,862.1728005618788,862.1728005618788,862.1728005618788,862.1728005618788,862.1728005618788,862.1728005618788,862.1728005618788,862.1728005618788,862.1728005618788,l,2.941279468126595,1,224,0,865.1427623019554,,866.644406687934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
