LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,prac_fback_text.stopped,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,fix.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.47030080796685,104.47030080796685,104.47030080796685,104.47030080796685,104.47030080796685,104.47030080796685,104.47030080796685,104.47030080796685,104.47030080796685,104.47030080796685,l,1.159124972182326,10,64,0,105.65491135395132,107.15644446399529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.65712448593695,107.65712448593695,107.65712448593695,107.65712448593695,107.65712448593695,107.65712448593695,107.65712448593695,107.65712448593695,107.65712448593695,107.65712448593695,l,1.370323863113299,1,65,0,109.05840122094378,110.56026487995405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,11,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.06074290291872,111.06074290291872,111.06074290291872,111.06074290291872,111.06074290291872,111.06074290291872,111.06074290291872,111.06074290291872,111.06074290291872,111.06074290291872,a,0.8863013450754806,1,66,0,111.97830605495255,113.48022445093375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,0,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.9806309309788,113.9806309309788,113.9806309309788,113.9806309309788,113.9806309309788,113.9806309309788,113.9806309309788,113.9806309309788,113.9806309309788,113.9806309309788,l,1.1275683981366456,1,67,0,115.1319115809165,116.6336912579136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,1,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.13403485098388,117.13403485098388,117.13403485098388,117.13403485098388,117.13403485098388,117.13403485098388,117.13403485098388,117.13403485098388,117.13403485098388,117.13403485098388,a,1.261112495092675,10,77,0,118.41897361597512,119.92051948490553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,2,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.42108737397939,120.42108737397939,120.42108737397939,120.42108737397939,120.42108737397939,120.42108737397939,120.42108737397939,120.42108737397939,120.42108737397939,120.42108737397939,a,1.278570393100381,1,78,0,121.72242250398267,123.22423944494221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,3,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.72491619794164,123.72491619794164,123.72491619794164,123.72491619794164,123.72491619794164,123.72491619794164,123.72491619794164,123.72491619794164,123.72491619794164,123.72491619794164,a,0.5680568719981238,10,88,0,124.3253358489601,125.82723201089539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,4,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.32748768094461,126.32748768094461,126.32748768094461,126.32748768094461,126.32748768094461,126.32748768094461,126.32748768094461,126.32748768094461,126.32748768094461,126.32748768094461,l,1.7557970790658146,10,98,0,128.1128190458985,129.61449478997383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,5,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.11513985996135,130.11513985996135,130.11513985996135,130.11513985996135,130.11513985996135,130.11513985996135,130.11513985996135,130.11513985996135,130.11513985996135,130.11513985996135,l,1.241522157099098,10,108,0,131.38318796595559,132.88487080298364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,6,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.38545514596626,133.38545514596626,133.38545514596626,133.38545514596626,133.38545514596626,133.38545514596626,133.38545514596626,133.38545514596626,133.38545514596626,133.38545514596626,a,0.9150031231110916,10,118,0,134.31993763288483,135.82133943296503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,7,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.32201195589732,136.32201195589732,136.32201195589732,136.32201195589732,136.32201195589732,136.32201195589732,136.32201195589732,136.32201195589732,136.32201195589732,136.32201195589732,l,0.9697053751442581,10,128,0,137.3231756829191,138.82496308290865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,8,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.32530941499863,139.32530941499863,139.32530941499863,139.32530941499863,139.32530941499863,139.32530941499863,139.32530941499863,139.32530941499863,139.32530941499863,139.32530941499863,a,0.7583203541580588,10,138,0,140.10948363889474,141.6110431929119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,9,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.1116476599127,142.1116476599127,142.1116476599127,142.1116476599127,142.1116476599127,142.1116476599127,142.1116476599127,142.1116476599127,142.1116476599127,142.1116476599127,a,1.1086943660629913,1,139,0,143.2461729629431,144.74783932592254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,10,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.24851760093588,145.24851760093588,145.24851760093588,145.24851760093588,145.24851760093588,145.24851760093588,145.24851760093588,145.24851760093588,145.24851760093588,145.24851760093588,l,1.5632720370776951,1,140,0,146.83372700598557,148.3351906129392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,11,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.83590074593667,148.83590074593667,148.83590074593667,148.83590074593667,148.83590074593667,148.83590074593667,148.83590074593667,148.83590074593667,148.83590074593667,148.83590074593667,l,1.0490390449995175,10,150,0,149.90347148897126,151.40522265294567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,0,24,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.90594624099322,151.90594624099322,151.90594624099322,151.90594624099322,151.90594624099322,151.90594624099322,151.90594624099322,151.90594624099322,151.90594624099322,151.90594624099322,l,0.9459067489951849,10,160,0,152.87338924896903,154.37511919089593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,1,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.8756574789295,154.8756574789295,154.8756574789295,154.8756574789295,154.8756574789295,154.8756574789295,154.8756574789295,154.8756574789295,154.8756574789295,154.8756574789295,a,1.4718011780641973,10,170,0,156.3773064299021,157.87901141797192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,2,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.3794904339593,158.3794904339593,158.3794904339593,158.3794904339593,158.3794904339593,158.3794904339593,158.3794904339593,158.3794904339593,158.3794904339593,158.3794904339593,a,0.8650739591103047,10,180,0,159.26409343990963,160.76571645890363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,3,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.26619466894772,161.26619466894772,161.26619466894772,161.26619466894772,161.26619466894772,161.26619466894772,161.26619466894772,161.26619466894772,161.26619466894772,161.26619466894772,l,0.7529153131181374,10,190,0,162.05028505297378,163.55212365998887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,4,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.05249859497417,164.05249859497417,164.05249859497417,164.05249859497417,164.05249859497417,164.05249859497417,164.05249859497417,164.05249859497417,164.05249859497417,164.05249859497417,a,2.3761988220503554,10,200,0,166.4552123809699,167.95684471994173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,5,29,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.45756831089966,168.45756831089966,168.45756831089966,168.45756831089966,168.45756831089966,168.45756831089966,168.45756831089966,168.45756831089966,168.45756831089966,168.45756831089966,l,1.8598652181681246,1,201,0,170.34284818789456,171.8446602029726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,6,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.345079428982,172.345079428982,172.345079428982,172.345079428982,172.345079428982,172.345079428982,172.345079428982,172.345079428982,172.345079428982,172.345079428982,l,1.25238291407004,10,211,0,173.62976098491345,175.13142321491614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,7,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.6318500849884,175.6318500849884,175.6318500849884,175.6318500849884,175.6318500849884,175.6318500849884,175.6318500849884,175.6318500849884,175.6318500849884,175.6318500849884,a,1.068366160034202,1,212,0,176.71655695291702,178.21841678489,178.21841678489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,8,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.7189022549428,178.7189022549428,178.7189022549428,178.7189022549428,178.7189022549428,178.7189022549428,178.7189022549428,178.7189022549428,178.7189022549428,178.7189022549428,l,1.5416038651019335,1,213,0,180.28720637294464,181.78879733989015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,9,33,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.2892589198891,182.2892589198891,182.2892589198891,182.2892589198891,182.2892589198891,182.2892589198891,182.2892589198891,182.2892589198891,182.2892589198891,182.2892589198891,a,1.178608906106092,10,223,0,183.49059006094467,184.99213619495276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,10,34,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.49296875088476,185.49296875088476,185.49296875088476,185.49296875088476,185.49296875088476,185.49296875088476,185.49296875088476,185.49296875088476,185.49296875088476,185.49296875088476,l,1.2463197940960526,10,233,0,186.7608414409915,188.26258121989667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29032,2022-11-02_10h24.58.904,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.96677914269869,
