LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,prac_fback_text.stopped,top_target_prac2.stopped,tgt_fix_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,fix.stopped,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,vts_fback.stopped,target_resp.rt,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,1,943,,,2108.6945831749763,,S,181,hexagon,0.0020248120126780123,,,,,1,0,,,,,,,,,,,,,,,,,2104.650700728991,2104.650700728991,2104.650700728991,2104.650700728991,2106.158453611977,2106.158453611977,2106.158453611977,2106.158453611977,2106.158453611977,2106.158453611977,2106.158453611977,2106.158453611977,,,,,repeat,number,numRpt,k,Lo,,,1.0066158930130769,1,,,,,low,2107.192982662993,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,1,944,,,2114.2342068259895,,D,132,star,0.0017761249910108745,,,,,1,0,,,,,,,,,,,,,,,,,2109.672018204001,2109.672018204001,2109.672018204001,2109.672018204001,2111.180565260991,2111.180565260991,2111.180565260991,2111.180565260991,2111.180565260991,2111.180565260991,2111.180565260991,2111.180565260991,,,,,switch,letter,lettSwt,d,Lo,,,1.5199826560274232,1,,,,,low,2112.7327776629827,2114.2342068259895,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,0,944,,,2119.923833078996,,U,174,circle,0.0013439809845294803,,,,,1,0,,,,,,,,,,,,,,,,,2115.2121900519996,2115.2121900519996,2115.2121900519996,2115.2121900519996,2116.7199668589747,2116.7199668589747,2116.7199668589747,2116.7199668589747,2116.7199668589747,2116.7199668589747,2116.7199668589747,2116.7199668589747,,,,,switch,number,numSwt,k,Hi,,,1.6854595470358618,1,,,,,low,2118.422569481976,2119.923833078996,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,1,945,,,2125.229358067998,,B,139,star,0.0007045810052659363,,,,,1,0,,,,,,,,,,,,,,,,,2120.9013895749813,2120.9013895749813,2120.9013895749813,2120.9013895749813,2122.4095138849807,2122.4095138849807,2122.4095138849807,2122.4095138849807,2122.4095138849807,2122.4095138849807,2122.4095138849807,2122.4095138849807,,,,,switch,letter,lettSwt,d,Lo,,,1.293113917025039,1,,,,,low,2123.7276920099976,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,10,955,,,2130.018065351993,,W,125,circle,0.0017643800238147378,,,,,1,0,,,,,,,,,,,,,,,,,2126.2069261869765,2126.2069261869765,2126.2069261869765,2126.2069261869765,2127.7155230929784,2127.7155230929784,2127.7155230929784,2127.7155230929784,2127.7155230929784,2127.7155230929784,2127.7155230929784,2127.7155230929784,,,,,repeat,letter,lettRpt,f,Hi,,,0.7789121580426581,1,,,,,low,2128.5163856729923,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,1,956,,,2135.6908338700014,,F,146,hexagon,0.001446604001102969,,,,,1,0,,,,,,,,,,,,,,,,,2130.99555278098,2130.99555278098,2130.99555278098,2130.99555278098,2132.5046646379924,2132.5046646379924,2132.5046646379924,2132.5046646379924,2132.5046646379924,2132.5046646379924,2132.5046646379924,2132.5046646379924,,,,,repeat,letter,lettRpt,d,Lo,,,1.6607570180203766,1,,,,,low,2134.189417558984,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,0,956,,,2140.8966704549966,,Y,167,triangle,0.0014279790048021823,,,,,1,0,,,,,,,,,,,,,,,,,2136.668479791988,2136.668479791988,2136.668479791988,2136.668479791988,2138.176908194,2138.176908194,2138.176908194,2138.176908194,2138.176908194,2138.176908194,2138.176908194,2138.176908194,,,,,switch,number,numSwt,k,Hi,,,1.1866388890193775,1,,,,,low,2139.394925053988,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,10,966,,,2145.8023040029802,,H,160,star,0.0016523829835932702,,,,,1,0,,,,,,,,,,,,,,,,,2141.874324774981,2141.874324774981,2141.874324774981,2141.874324774981,2143.382788103976,2143.382788103976,2143.382788103976,2143.382788103976,2143.382788103976,2143.382788103976,2143.382788103976,2143.382788103976,,,,,switch,letter,lettSwt,d,Lo,,,0.8854952480178326,1,,,,,low,2144.3004359649785,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,1,967,,,2150.9577642059885,,S,181,hexagon,0.0016702419961802661,,,,,1,0,,,,,,,,,,,,,,,,,2146.7795817989972,2146.7795817989972,2146.7795817989972,2146.7795817989972,2148.2884136509965,2148.2884136509965,2148.2884136509965,2148.2884136509965,2148.2884136509965,2148.2884136509965,2148.2884136509965,2148.2884136509965,,,,,switch,number,numSwt,k,Lo,,,1.1434585100214463,1,,,,,low,2149.456472803984,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,0,967,,,2155.879856871994,,D,132,circle,0.0016483310027979314,,,,,1,0,,,,,,,,,,,,,,,,,2151.9353841260017,2151.9353841260017,2151.9353841260017,2151.9353841260017,2153.443818756001,2153.443818756001,2153.443818756001,2153.443818756001,2153.443818756001,2153.443818756001,2153.443818756001,2153.443818756001,,,,,repeat,number,numRpt,j,Hi,,,0.9165430830034893,1,,,,,low,2154.3787363180018,2155.879856871994,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,1,968,,,2160.618407255999,,U,174,triangle,0.0006389189802575856,,,,,1,0,,,,,,,,,,,,,,,,,2156.85723924599,2156.85723924599,2156.85723924599,2156.85723924599,2158.366383757995,2158.366383757995,2158.366383757995,2158.366383757995,2158.366383757995,2158.366383757995,2158.366383757995,2158.366383757995,,,,,repeat,number,numRpt,k,Hi,,,0.718638867023401,1,,,,,low,2159.1167614869773,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,0,968,,,2165.8245231339824,,B,139,circle,0.0014766759995836765,,,,,1,0,,,,,,,,,,,,,,,,,2161.5957676729886,2161.5957676729886,2161.5957676729886,2161.5957676729886,2163.104613036994,2163.104613036994,2163.104613036994,2163.104613036994,2163.104613036994,2163.104613036994,2163.104613036994,2163.104613036994,,,,,switch,letter,lettSwt,d,Hi,,,1.1898656310222577,1,,,,,low,2164.3225748349796,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,1,969,,,2171.580563059979,,W,125,hexagon,0.0016649139870423824,,,,,1,0,,,,,,,,,,,,,,,,,2166.801795373991,2166.801795373991,2166.801795373991,2166.801795373991,2168.310644632991,2168.310644632991,2168.310644632991,2168.310644632991,2168.310644632991,2168.310644632991,2168.310644632991,2168.310644632991,,,,,repeat,letter,lettRpt,f,Lo,,,1.744274923024932,1,,,,,low,2170.0791659399983,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,10,979,,,2176.7195194259984,,F,146,star,0.001537737000035122,,,,,1,0,,,,,,,,,,,,,,,,,2172.5569142789755,2172.5569142789755,2172.5569142789755,2172.5569142789755,2174.0665901699977,2174.0665901699977,2174.0665901699977,2174.0665901699977,2174.0665901699977,2174.0665901699977,2174.0665901699977,2174.0665901699977,,,,,repeat,letter,lettRpt,d,Lo,,,1.1197075500094797,1,,,,,low,2175.2180389979912,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,0,979,,,2181.8923423789965,,Y,167,triangle,0.0017604980093892664,,,,,1,0,,,,,,,,,,,,,,,,,2177.6964272299956,2177.6964272299956,2177.6964272299956,2177.6964272299956,2179.2058232179843,2179.2058232179843,2179.2058232179843,2179.2058232179843,2179.2058232179843,2179.2058232179843,2179.2058232179843,2179.2058232179843,,,,,switch,number,numSwt,k,Hi,,,1.1530117490328848,1,,,,,low,2180.3902432149916,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,0,979,,,2186.9474277739937,,W,181,triangle,0.0013859120081178844,,,,,1,0,,,,,,,,,,,,,,,,,2182.8692825789913,2182.8692825789913,2182.8692825789913,2182.8692825789913,2184.3779582679854,2184.3779582679854,2184.3779582679854,2184.3779582679854,2184.3779582679854,2184.3779582679854,2184.3779582679854,2184.3779582679854,,,,,repeat,number,numRpt,k,Hi,,,1.0449489960155915,1,,,,,low,2185.445920761995,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,10,989,,,2192.0030312559975,,D,174,circle,0.001432329008821398,,,,,1,0,,,,,,,,,,,,,,,,,2187.9248304950015,2187.9248304950015,2187.9248304950015,2187.9248304950015,2189.4335821159766,2189.4335821159766,2189.4335821159766,2189.4335821159766,2189.4335821159766,2189.4335821159766,2189.4335821159766,2189.4335821159766,,,,,switch,letter,lettSwt,d,Hi,,,1.0395208620175254,1,,,,,low,2190.501440197986,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,10,999,,,2197.5758711769886,,U,139,hexagon,0.001640568021684885,,,,,1,0,,,,,,,,,,,,,,,,,2192.9807236529887,2192.9807236529887,2192.9807236529887,2192.9807236529887,2194.489417816978,2194.489417816978,2194.489417816978,2194.489417816978,2194.489417816978,2194.489417816978,2194.489417816978,2194.489417816978,,,,,switch,number,numSwt,j,Lo,,,1.5533827670151368,1,,,,,low,2196.074231697974,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,10,1009,,,2203.34875213998,,S,167,star,0.0017092520138248801,,,,,1,0,,,,,,,,,,,,,,,,,2198.5527908639924,2198.5527908639924,2198.5527908639924,2198.5527908639924,2200.0620604809956,2200.0620604809956,2200.0620604809956,2200.0620604809956,2200.0620604809956,2200.0620604809956,2200.0620604809956,2200.0620604809956,,,,,repeat,number,numRpt,k,Lo,,,1.7637306920078117,1,,,,,low,2201.8472627539886,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,0,1009,,,2208.971658253984,,Y,146,triangle,0.001753523014485836,,,,,1,0,,,,,,,,,,,,,,,,,2204.3268509499903,2204.3268509499903,2204.3268509499903,2204.3268509499903,2205.8348506869806,2205.8348506869806,2205.8348506869806,2205.8348506869806,2205.8348506869806,2205.8348506869806,2205.8348506869806,2205.8348506869806,,,,,repeat,number,numRpt,j,Hi,,,1.616516534035327,1,,,,,low,2207.470213411987,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,1,1010,,,2213.72686931098,,H,125,star,0.0010708140034694225,,,,,1,0,,,,,,,,,,,,,,,,,2209.948961821996,2209.948961821996,2209.948961821996,2209.948961821996,2211.457652271987,2211.457652271987,2211.457652271987,2211.457652271987,2211.457652271987,2211.457652271987,2211.457652271987,2211.457652271987,,,,,switch,letter,lettSwt,d,Lo,,,0.739644457004033,1,,,,,low,2212.2252899869927,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,1,1011,,,2218.6492114259745,,B,160,hexagon,0.0017612710071261972,,,,,1,0,,,,,,,,,,,,,,,,,2214.7036422379897,2214.7036422379897,2214.7036422379897,2214.7036422379897,2216.2129181439814,2216.2129181439814,2216.2129181439814,2216.2129181439814,2216.2129181439814,2216.2129181439814,2216.2129181439814,2216.2129181439814,,,,,repeat,letter,lettRpt,d,Lo,,,0.9022597550356295,1,,,,,low,2217.1475449369755,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,0,1011,,,2223.671075848979,,F,132,circle,0.0019371270027477294,,,,,1,0,,,,,,,,,,,,,,,,,2219.6268405599985,2219.6268405599985,2219.6268405599985,2219.6268405599985,2221.1353619549773,2221.1353619549773,2221.1353619549773,2221.1353619549773,2221.1353619549773,2221.1353619549773,2221.1353619549773,2221.1353619549773,,,,,repeat,letter,lettRpt,d,Hi,,,1.0089008240029216,1,,,,,low,2222.169728066976,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,0,1011,,,2229.277624192997,,D,160,triangle,0.0017768520046956837,,,,,1,0,,,,,,,,,,,,,,,,,2224.6485513849766,2224.6485513849766,2224.6485513849766,2224.6485513849766,2226.157397449977,2226.157397449977,2226.157397449977,2226.157397449977,2226.157397449977,2226.157397449977,2226.157397449977,2226.157397449977,,,,,repeat,letter,lettRpt,d,Hi,,,1.600129394006217,1,,,,,low,2227.776102859003,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,,,,,,,,,,,1,1012,,,2234.282952996,,B,181,star,0.0009821759886108339,,,,,1,0,,,,,,,,,,,,,,,,,2230.2550609239843,2230.2550609239843,2230.2550609239843,2230.2550609239843,2231.76390930498,2231.76390930498,2231.76390930498,2231.76390930498,2231.76390930498,2231.76390930498,2231.76390930498,2231.76390930498,,,,,repeat,letter,lettRpt,d,Lo,,,0.9901061130221933,1,,,,,low,2232.781633509003,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,26,0,26,0,,,,,,,,,,,,,,,,1,1013,,,2238.904810414999,,H,167,hexagon,0.0016352300008293241,,,,,1,0,,,,,,,,,,,,,,,,,2235.260604024981,2235.260604024981,2235.260604024981,2235.260604024981,2236.7689403900004,2236.7689403900004,2236.7689403900004,2236.7689403900004,2236.7689403900004,2236.7689403900004,2236.7689403900004,2236.7689403900004,,,,,switch,number,numSwt,k,Lo,,,0.6061754130350892,1,,,,,low,2237.40318759199,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,27,0,27,0,,,,,,,,,,,,,,,,1,1014,,,2243.5267283209832,,Y,174,circle,0.0015542710025329143,,,,,1,0,,,,,,,,,,,,,,,,,2239.882407934987,2239.882407934987,2239.882407934987,2239.882407934987,2241.391235622985,2241.391235622985,2241.391235622985,2241.391235622985,2241.391235622985,2241.391235622985,2241.391235622985,2241.391235622985,,,,,repeat,number,numRpt,k,Hi,,,0.6082831200037617,1,,,,,low,2242.0248971019755,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,28,0,28,0,,,,,,,,,,,,,,,,10,1024,,,2248.2818807549775,,U,125,hexagon,0.0015681369986850768,,,,,1,0,,,,,,,,,,,,,,,,,2244.5042846259894,2244.5042846259894,2244.5042846259894,2244.5042846259894,2246.0128484909947,2246.0128484909947,2246.0128484909947,2246.0128484909947,2246.0128484909947,2246.0128484909947,2246.0128484909947,2246.0128484909947,,,,,repeat,number,numRpt,j,Lo,,,0.7360228190082125,1,,,,,low,2246.7801386159845,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,29,0,29,0,,,,,,,,,,,,,,,,0,1024,,,2253.1538667409914,,W,146,triangle,0.0016819349839352071,,,,,1,0,,,,,,,,,,,,,,,,,2249.258348039002,2249.258348039002,2249.258348039002,2249.258348039002,2250.7678566349787,2250.7678566349787,2250.7678566349787,2250.7678566349787,2250.7678566349787,2250.7678566349787,2250.7678566349787,2250.7678566349787,,,,,repeat,number,numRpt,j,Hi,,,0.8524704730371013,1,,,,,low,2251.6521527879813,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,30,0,30,0,,,,,,,,,,,,,,,,1,1025,,,2258.4599673439807,,S,132,star,0.0016061360074672848,,,,,1,0,,,,,,,,,,,,,,,,,2254.1312621879915,2254.1312621879915,2254.1312621879915,2254.1312621879915,2255.6400259340007,2255.6400259340007,2255.6400259340007,2255.6400259340007,2255.6400259340007,2255.6400259340007,2255.6400259340007,2255.6400259340007,,,,,repeat,number,numRpt,j,Lo,,,1.2907623600040097,1,,,,,low,2256.9581510429853,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,31,0,31,0,,,,,,,,,,,,,,,,10,1035,,,2263.448592234985,,F,139,circle,0.0016262930002994835,,,,,1,0,,,,,,,,,,,,,,,,,2259.4374539199925,2259.4374539199925,2259.4374539199925,2259.4374539199925,2260.945827210002,2260.945827210002,2260.945827210002,2260.945827210002,2260.945827210002,2260.945827210002,2260.945827210002,2260.945827210002,,,,,switch,letter,lettSwt,d,Hi,,,0.968528780998895,1,,,,,low,2261.9469567609776,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,10,1045,,,2322.230142283981,,B,139,hexagon,0.0022369610087480396,,,,,1,0,,,,,,,,,,,,,,,,,2318.3025506279955,2318.3025506279955,2318.3025506279955,2318.3025506279955,2319.810875768977,2319.810875768977,2319.810875768977,2319.810875768977,2319.810875768977,2319.810875768977,2319.810875768977,2319.810875768977,,,,,switch,number,numSwt,j,Lo,,,0.8854273210163228,2,,,space,3.048821920994669,low,2320.728426905989,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,0,1045,,,2327.1187988210004,,H,174,triangle,0.001286304002860561,,,,,1,0,,,,,,,,,,,,,,,,,2323.20815293098,2323.20815293098,2323.20815293098,2323.20815293098,2324.716098226985,2324.716098226985,2324.716098226985,2324.716098226985,2324.716098226985,2324.716098226985,2324.716098226985,2324.716098226985,,,,,repeat,number,numRpt,k,Hi,,,0.8739254750253167,2,,,,,low,2325.6172353609873,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,1,1046,,,2331.8574337719765,,U,132,circle,0.0015836310049053282,,,,,1,0,,,,,,,,,,,,,,,,,2328.096175108978,2328.096175108978,2328.096175108978,2328.096175108978,2329.604864046996,2329.604864046996,2329.604864046996,2329.604864046996,2329.604864046996,2329.604864046996,2329.604864046996,2329.604864046996,,,,,switch,letter,lettSwt,f,Hi,,,0.7232699040032458,2,,,,,low,2330.355878894974,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,1,1047,,,2336.362346885988,,F,181,star,0.0016590519808232784,,,,,1,0,,,,,,,,,,,,,,,,,2332.834871703002,2332.834871703002,2332.834871703002,2332.834871703002,2334.3436268089863,2334.3436268089863,2334.3436268089863,2334.3436268089863,2334.3436268089863,2334.3436268089863,2334.3436268089863,2334.3436268089863,,,,,repeat,letter,lettRpt,d,Lo,,,0.49455890903482214,2,,,,,low,2334.8607704640017,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
