LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,trainBlock,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,fix.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,prac_fback_text.stopped,fix.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,tgt_fix_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,points_trial,points_cumul,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,125,D,triangle,0.001388143,,,,,1,0,,,,,756.9684457,,,,,,,,,,,,,,,,,753.2580192,753.2580192,753.2580192,753.2580192,754.7659472,754.7659472,754.7659472,754.7659472,754.7659472,754.7659472,754.7659472,754.7659472,repeat,number,numRpt,d,0.681749665,Lo,1,793,,0,,,,,low,755.46684,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,132,U,star,0.001132492,,,,,1,0,,,,,761.6402456,,,,,,,,,,,,,,,,,757.9538206,757.9538206,757.9538206,757.9538206,759.4543837,759.4543837,759.4543837,759.4543837,759.4543837,759.4543837,759.4543837,759.4543837,repeat,number,numRpt,d,0.656868719,Lo,10,803,,0,,,,,low,760.1384249,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,139,H,circle,0.001498079,,,,,1,0,,,,,766.5122767,,,,,,,,,,,,,,,,,762.6179012,762.6179012,762.6179012,762.6179012,764.1266203,764.1266203,764.1266203,764.1266203,764.1266203,764.1266203,764.1266203,764.1266203,repeat,number,numRpt,d,0.864979091,Hi,10,813,,0,,,,,low,765.0106882,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,146,B,hexagon,0.001121654,,,,,1,0,,,,,771.0003956,,,,,,,,,,,,,,,,,767.4907026,767.4907026,767.4907026,767.4907026,768.9982103,768.9982103,768.9982103,768.9982103,768.9982103,768.9982103,768.9982103,768.9982103,switch,letter,lettSwt,j,0.481246646,Hi,10,823,,0,,,,,low,769.4987357,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,181,Y,star,0.001296535,,,,,1,0,,,,,775.7390057,,,,,,,,,,,,,,,,,771.9783704,771.9783704,771.9783704,771.9783704,773.4864734,773.4864734,773.4864734,773.4864734,773.4864734,773.4864734,773.4864734,773.4864734,switch,number,numSwt,f,0.728641001,Lo,1,824,,0,,,,,low,774.2374304,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,174,W,triangle,0.001578375,,,,,1,0,,,,,780.5777984,,,,,,,,,,,,,,,,,776.7168053,776.7168053,776.7168053,776.7168053,778.2253414,778.2253414,778.2253414,778.2253414,778.2253414,778.2253414,778.2253414,778.2253414,repeat,number,numRpt,f,0.830777809,Lo,1,825,,0,,,,,low,779.0761347,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,160,F,hexagon,0.001332171,,,,,1,0,,,,,785.1995922,,,,,,,,,,,,,,,,,781.5557864,781.5557864,781.5557864,781.5557864,783.0638517,783.0638517,783.0638517,783.0638517,783.0638517,783.0638517,783.0638517,783.0638517,repeat,number,numRpt,f,0.607325638,Hi,1,826,,0,,,,,low,783.6979209,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,167,S,star,0.001660129,,,,,1,0,,,,,789.8546111,,,,,,,,,,,,,,,,,786.1776613,786.1776613,786.1776613,786.1776613,787.6855939,787.6855939,787.6855939,787.6855939,787.6855939,787.6855939,787.6855939,787.6855939,repeat,number,numRpt,f,0.641851522,Lo,1,827,,0,,,,,low,788.3530975,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,125,D,circle,0.00167221,,,,,1,0,,,,,794.4262886,,,,,,,,,,,,,,,,,790.8336814,790.8336814,790.8336814,790.8336814,792.3406558,792.3406558,792.3406558,792.3406558,792.3406558,792.3406558,792.3406558,792.3406558,switch,letter,lettSwt,j,0.555668572,Hi,10,837,,0,,,,,low,792.9246773,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,132,U,triangle,0.001512575,,,,,1,0,,,,,799.5487686,,,,,,,,,,,,,,,,,795.4040885,795.4040885,795.4040885,795.4040885,796.9123146,796.9123146,796.9123146,796.9123146,796.9123146,796.9123146,796.9123146,796.9123146,switch,number,numSwt,d,1.11159923,Lo,1,838,,0,,,,,low,798.046914,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,139,H,triangle,0.001620595,,,,,1,0,,,,,804.5541322,,,,,,,,,,,,,,,,,800.5263299,800.5263299,800.5263299,800.5263299,802.0346602,802.0346602,802.0346602,802.0346602,802.0346602,802.0346602,802.0346602,802.0346602,switch,letter,lettSwt,j,0.989442833,Lo,1,839,,0,,,,,low,803.0524664,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,146,B,hexagon,0.001568376,,,,,0,0,,,,,809.3760725,,,,,,,,,,,,,,,,,805.5318878,805.5318878,805.5318878,805.5318878,807.0403237,807.0403237,807.0403237,807.0403237,807.0403237,807.0403237,807.0403237,807.0403237,switch,number,NA,f,0.80762251,Lo,0,839,,0,,,,,low,807.874383,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,181,Y,circle,0.001765144,,,,,1,1,,,,,815.0824832,,,,,,,,,,,,,,,,,810.3541521,810.3541521,810.3541521,810.3541521,811.86226,811.86226,811.86226,811.86226,811.86226,811.86226,811.86226,811.86226,repeat,number,numRpt,f,1.690258813,Hi,0,839,,0,,,,,low,813.5808061,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,174,W,star,0.00175511,,,,,1,0,,,,,819.6042837,,,,,,,,,,,,,,,,,816.0602534,816.0602534,816.0602534,816.0602534,817.568425,817.568425,817.568425,817.568425,817.568425,817.568425,817.568425,817.568425,repeat,number,numRpt,f,0.511683508,Lo,1,840,,0,,,,,low,818.1026926,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,167,H,circle,0.001680875,,,,,1,0,,,,,824.4426911,,,,,,,,,,,,,,,,,820.5820682,820.5820682,820.5820682,820.5820682,822.0903758,822.0903758,822.0903758,822.0903758,822.0903758,822.0903758,822.0903758,822.0903758,switch,letter,lettSwt,j,0.822908685,Hi,0,840,,0,,,,,low,822.9412501,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,181,B,triangle,0.001796593,,,,,1,0,,,,,828.964484,,,,,,,,,,,,,,,,,825.4216852,825.4216852,825.4216852,825.4216852,826.9289405,826.9289405,826.9289405,826.9289405,826.9289405,826.9289405,826.9289405,826.9289405,switch,number,numSwt,f,0.502601719,Lo,10,850,,0,,,,,low,827.4627215,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,139,F,hexagon,0.001568563,,,,,1,0,,,,,833.5199234,,,,,,,,,,,,,,,,,829.9426734,829.9426734,829.9426734,829.9426734,831.4506752,831.4506752,831.4506752,831.4506752,831.4506752,831.4506752,831.4506752,831.4506752,repeat,number,numRpt,d,0.54070058,Hi,1,851,,0,,,,,low,832.0178667,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,132,W,star,0.001464419,,,,,1,0,,,,,838.1246337,,,,,,,,,,,,,,,,,834.498667,834.498667,834.498667,834.498667,836.0058736,836.0058736,836.0058736,836.0058736,836.0058736,836.0058736,836.0058736,836.0058736,switch,letter,lettSwt,k,0.593246084,Lo,10,861,,0,,,,,low,836.6230599,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,146,Y,triangle,0.001568298,,,,,1,0,,,,,842.6628674,,,,,,,,,,,,,,,,,839.102449,839.102449,839.102449,839.102449,840.6110011,840.6110011,840.6110011,840.6110011,840.6110011,840.6110011,840.6110011,840.6110011,repeat,letter,lettRpt,k,0.53396646,Lo,1,862,,0,,,,,low,841.1612951,842.6628674,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,174,D,circle,0.000861883,,,,,1,0,,,,,847.4850065,,,,,,,,,,,,,,,,,843.6482418,843.6482418,843.6482418,843.6482418,845.1489833,845.1489833,845.1489833,845.1489833,845.1489833,845.1489833,845.1489833,845.1489833,switch,number,numSwt,f,0.810702025,Hi,0,862,,0,,,,,low,845.9832665,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,160,U,star,0.002049376,,,,,1,0,,,,,852.1901853,,,,,,,,,,,,,,,,,848.4630524,848.4630524,848.4630524,848.4630524,849.9710587,849.9710587,849.9710587,849.9710587,849.9710587,849.9710587,849.9710587,849.9710587,repeat,number,numRpt,f,0.692024493,Lo,10,872,,0,,,,,low,850.6884255,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,125,S,hexagon,0.001283265,,,,,1,0,,,,,856.9119661,,,,,,,,,,,,,,,,,853.1681357,853.1681357,853.1681357,853.1681357,854.6761243,854.6761243,854.6761243,854.6761243,854.6761243,854.6761243,854.6761243,854.6761243,repeat,number,numRpt,d,0.707336658,Hi,1,873,,0,,,,,low,855.4101476,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,132,D,triangle,0.001616994,,,,,1,0,,,,,861.9508573,,,,,,,,,,,,,,,,,857.8899525,857.8899525,857.8899525,857.8899525,859.3981871,859.3981871,859.3981871,859.3981871,859.3981871,859.3981871,859.3981871,859.3981871,repeat,number,numRpt,d,1.018728251,Lo,1,874,,0,,,,,low,860.4494372,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,146,Y,star,0.001730105,,,,,1,0,,,,,867.4733917,,,,,,,,,,,,,,,,,862.929031,862.929031,862.929031,862.929031,864.4367856,864.4367856,864.4367856,864.4367856,864.4367856,864.4367856,864.4367856,864.4367856,repeat,number,numRpt,d,1.514878938,Lo,1,875,,0,,,,,low,865.9717322,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,125,W,circle,0.001686755,,,,,1,0,,,,,872.1286744,,,,,,,,,,,,,,,,,868.4516905,868.4516905,868.4516905,868.4516905,869.9596981,869.9596981,869.9596981,869.9596981,869.9596981,869.9596981,869.9596981,869.9596981,repeat,number,numRpt,d,0.648248964,Hi,1,876,,0,,,,,low,870.6271006,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,174,H,hexagon,0.001023355,,,,,1,0,,,,,877.0173686,,,,,,,,,,,,,,,,,873.1069203,873.1069203,873.1069203,873.1069203,874.6148884,874.6148884,874.6148884,874.6148884,874.6148884,874.6148884,874.6148884,874.6148884,repeat,number,numRpt,f,0.872502991,Hi,10,886,,0,,,,,low,875.5157674,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,181,B,star,0.00134947,,,,,1,0,,,,,881.6893089,,,,,,,,,,,,,,,,,877.9953068,877.9953068,877.9953068,877.9953068,879.503466,879.503466,879.503466,879.503466,879.503466,879.503466,879.503466,879.503466,repeat,number,numRpt,f,0.656396115,Lo,1,887,,0,,,,,low,880.1876485,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,139,S,triangle,0.00151573,,,,,1,0,,,,,886.6447728,,,,,,,,,,,,,,,,,882.6682175,882.6682175,882.6682175,882.6682175,884.1756847,884.1756847,884.1756847,884.1756847,884.1756847,884.1756847,884.1756847,884.1756847,switch,letter,lettSwt,k,0.943490707,Lo,1,888,,0,,,,,low,885.1432257,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,167,U,hexagon,0.001406006,,,,,1,0,,,,,891.3335314,,,,,,,,,,,,,,,,,887.6221943,887.6221943,887.6221943,887.6221943,889.1309712,889.1309712,889.1309712,889.1309712,889.1309712,889.1309712,889.1309712,889.1309712,switch,number,numSwt,f,0.676738449,Hi,1,889,,0,,,,,low,889.8316339,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,160,F,circle,0.00136795,,,,,1,0,,,,,895.9552429,,,,,,,,,,,,,,,,,892.3109478,892.3109478,892.3109478,892.3109478,893.8192902,893.8192902,893.8192902,893.8192902,893.8192902,893.8192902,893.8192902,893.8192902,repeat,number,numRpt,f,0.604743677,Hi,10,899,,0,,,,,low,894.4534982,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,167,D,star,0.001637968,,,,,1,0,,,,,919.5645419,,,,,,,,,,,,,,,,,915.0854088,915.0854088,915.0854088,915.0854088,916.5944437,916.5944437,916.5944437,916.5944437,916.5944437,916.5944437,916.5944437,916.5944437,switch,letter,lettSwt,j,1.436974552,Lo,1,900,,1,,,space,11.05604094,low,918.0628496,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,132,W,triangle,0.001412798,,,,,1,0,,,,,924.4032052,,,,,,,,,,,,,,,,,920.5420474,920.5420474,920.5420474,920.5420474,922.05072,922.05072,922.05072,922.05072,922.05072,922.05072,922.05072,922.05072,repeat,letter,lettRpt,k,0.821275213,Lo,1,901,,1,,,,,low,922.901471,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,160,U,hexagon,0.001813336,,,,,1,0,,,,,929.2584769,,,,,,,,,,,,,,,,,925.3797339,925.3797339,925.3797339,925.3797339,926.8893562,926.8893562,926.8893562,926.8893562,926.8893562,926.8893562,926.8893562,926.8893562,repeat,letter,lettRpt,k,0.846895746,Hi,0,901,,1,,,,,low,927.7568483,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,174,H,circle,0.001655337,,,,,1,0,,,,,934.0970551,,,,,,,,,,,,,,,,,930.2372652,930.2372652,930.2372652,930.2372652,931.7445053,931.7445053,931.7445053,931.7445053,931.7445053,931.7445053,931.7445053,931.7445053,repeat,letter,lettRpt,j,0.830631139,Hi,0,901,,1,,,,,low,932.5955542,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,181,B,triangle,0.001276685,,,,,1,0,,,,,938.7022011,,,,,,,,,,,,,,,,,935.0746742,935.0746742,935.0746742,935.0746742,936.5833119,936.5833119,936.5833119,936.5833119,936.5833119,936.5833119,936.5833119,936.5833119,switch,number,numSwt,f,0.584744822,Lo,10,911,,1,,,,,low,937.2004448,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,146,S,star,0.001622263,,,,,1,0,,,,,943.3407952,,,,,,,,,,,,,,,,,939.6800574,939.6800574,939.6800574,939.6800574,941.1882348,941.1882348,941.1882348,941.1882348,941.1882348,941.1882348,941.1882348,941.1882348,repeat,number,numRpt,d,0.627185007,Lo,1,912,,1,,,,,low,941.8389919,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,139,Y,hexagon,0.001536777,,,,,1,0,,,,,947.9794906,,,,,,,,,,,,,,,,,944.3186285,944.3186285,944.3186285,944.3186285,945.8267658,945.8267658,945.8267658,945.8267658,945.8267658,945.8267658,945.8267658,945.8267658,repeat,number,numRpt,d,0.621367585,Hi,10,922,,1,,,,,low,946.477603,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,125,F,circle,0.001281605,,,,,1,0,,,,,952.6842134,,,,,,,,,,,,,,,,,948.9567119,948.9567119,948.9567119,948.9567119,950.4651423,950.4651423,950.4651423,950.4651423,950.4651423,950.4651423,950.4651423,950.4651423,repeat,number,numRpt,d,0.686103076,Hi,0,922,,1,,,,,low,951.1827557,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,167,D,hexagon,0.001657799,,,,,1,0,,,,,957.4398221,,,,,,,,,,,,,,,,,953.6607958,953.6607958,953.6607958,953.6607958,955.1704047,955.1704047,955.1704047,955.1704047,955.1704047,955.1704047,955.1704047,955.1704047,repeat,number,numRpt,f,0.74097877,Hi,0,922,,1,,,,,low,955.9378098,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,132,W,circle,0.00159488,,,,,0,0,,,,,962.0949112,,,,,,,,,,,,,,,,,958.4167758,958.4167758,958.4167758,958.4167758,959.9256718,959.9256718,959.9256718,959.9256718,959.9256718,959.9256718,959.9256718,959.9256718,repeat,number,NA,f,0.642554257,Hi,0,922,,1,,,,,low,960.5930771,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,160,U,star,0.001625687,,,,,1,1,,,,,966.8164167,,,,,,,,,,,,,,,,,963.0732003,963.0732003,963.0732003,963.0732003,964.5807058,964.5807058,964.5807058,964.5807058,964.5807058,964.5807058,964.5807058,964.5807058,repeat,number,numRpt,f,0.70620063,Lo,1,923,,1,,,,,low,965.3149038,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
