LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1386.2425421110238,,,F,181,circle,0.009010131994727999,,,,,,,,,1,0,,,,,,,,,,,,1382.363357587019,1382.363357587019,1382.363357587019,1382.363357587019,1383.8732028020022,1383.8732028020022,1383.8732028020022,1383.8732028020022,1383.8732028020022,1383.8732028020022,1383.8732028020022,1383.8732028020022,switch,number,numSwt,k,0.8355367469775956,noRew,,0,1384.7405717200018,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1390.8474432680232,,,D,160,hexagon,0.0015666539839003235,,,,,,,,,1,0,,,,,,,,,,,,1387.219741109002,1387.219741109002,1387.219741109002,1387.219741109002,1388.7285391520127,1388.7285391520127,1388.7285391520127,1388.7285391520127,1388.7285391520127,1388.7285391520127,1388.7285391520127,1388.7285391520127,repeat,number,numRpt,k,0.5907094400026836,noRew,,0,1389.3457772470138,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1395.4690738600038,,,W,167,circle,0.00185892399167642,,,,,,,,,1,0,,,,,,,,,,,,1391.8250965940242,1391.8250965940242,1391.8250965940242,1391.8250965940242,1393.3335526770097,1393.3335526770097,1393.3335526770097,1393.3335526770097,1393.3335526770097,1393.3335526770097,1393.3335526770097,1393.3335526770097,repeat,number,numRpt,k,0.6091627069981769,noRew,,0,1393.9674129830091,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1400.2243326980097,,,W,174,star,0.0015770309837535024,,,,,,,,,1,0,,,,,,,,,,,,1396.4454050480272,1396.4454050480272,1396.4454050480272,1396.4454050480272,1397.9551523310074,1397.9551523310074,1397.9551523310074,1397.9551523310074,1397.9551523310074,1397.9551523310074,1397.9551523310074,1397.9551523310074,repeat,number,numRpt,k,0.7353590619750321,noRew,,0,1398.7226780130004,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1404.8126832050039,,,B,146,triangle,0.0018038800044450909,,,,,,,,,1,0,,,,,,,,,,,,1401.201452739013,1401.201452739013,1401.201452739013,1401.201452739013,1402.710373414011,1402.710373414011,1402.710373414011,1402.710373414011,1402.710373414011,1402.710373414011,1402.710373414011,1402.710373414011,switch,letter,lettSwt,d,0.5819022270152345,noRew,,0,1403.3110933130083,1404.8126832050039,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1409.7516046730161,,,Y,181,triangle,0.0005609329964499921,,,,,,,,,1,0,,,,,,,,,,,,1405.7902636240178,1405.7902636240178,1405.7902636240178,1405.7902636240178,1407.2988668700273,1407.2988668700273,1407.2988668700273,1407.2988668700273,1407.2988668700273,1407.2988668700273,1407.2988668700273,1407.2988668700273,repeat,letter,lettRpt,f,0.9319501190038864,noRew,,0,1408.2500272400212,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1414.690142402018,,,U,125,star,0.0011976480018347502,,,,,,,,,1,0,,,,,,,,,,,,1410.7290275470004,1410.7290275470004,1410.7290275470004,1410.7290275470004,1412.2376168750052,1412.2376168750052,1412.2376168750052,1412.2376168750052,1412.2376168750052,1412.2376168750052,1412.2376168750052,1412.2376168750052,repeat,letter,lettRpt,f,0.9326136639865581,noRew,,0,1413.1887447500194,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1420.0630266000226,,,H,160,star,0.0012923280009999871,,,,,,,,,1,0,,,,,,,,,,,,1415.6679197050107,1415.6679197050107,1415.6679197050107,1415.6679197050107,1417.1763688170176,1417.1763688170176,1417.1763688170176,1417.1763688170176,1417.1763688170176,1417.1763688170176,1417.1763688170176,1417.1763688170176,repeat,letter,lettRpt,d,1.359978879976552,noRew,,0,1418.5612540620205,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1425.4522877340205,,,F,146,hexagon,0.0015824519796296954,,,,,,,,,1,0,,,,,,,,,,,,1421.0406922289985,1421.0406922289985,1421.0406922289985,1421.0406922289985,1422.5492044840066,1422.5492044840066,1422.5492044840066,1422.5492044840066,1422.5492044840066,1422.5492044840066,1422.5492044840066,1422.5492044840066,switch,number,numSwt,j,1.3758362109947484,noRew,,0,1423.9509912270005,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1430.1074620140134,,,B,132,star,0.0017023899999912828,,,,,,,,,1,0,,,,,,,,,,,,1426.4296203890117,1426.4296203890117,1426.4296203890117,1426.4296203890117,1427.9384318710072,1427.9384318710072,1427.9384318710072,1427.9384318710072,1427.9384318710072,1427.9384318710072,1427.9384318710072,1427.9384318710072,switch,letter,lettSwt,d,0.6352984769910108,noRew,,0,1428.6059073210054,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1435.0461276650021,,,D,139,hexagon,0.0016855070134624839,,,,,,,,,1,0,,,,,,,,,,,,1431.0850321020116,1431.0850321020116,1431.0850321020116,1431.0850321020116,1432.5935837680008,1432.5935837680008,1432.5935837680008,1432.5935837680008,1432.5935837680008,1432.5935837680008,1432.5935837680008,1432.5935837680008,switch,number,numSwt,j,0.9187712629791349,noRew,,0,1433.544613302016,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,838,,,1471.5530311070033,,,W,125,hexagon,0.002087238011881709,,,,,,,,,1,0,,,,,,,,,,,,1467.1757630400243,1467.1757630400243,1467.1757630400243,1467.1757630400243,1468.6833289840142,1468.6833289840142,1468.6833289840142,1468.6833289840142,1468.6833289840142,1468.6833289840142,1468.6833289840142,1468.6833289840142,repeat,number,numRpt,j,1.345366894005565,Lo,,0,,,,,,,space,8.684654329001205,high,1470.0529174170224,1471.5530311070033,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,0,838,,,1477.4095214990084,,,B,160,triangle,0.000962827994953841,,,,,,,,,1,0,,,,,,,,,,,,1472.5297688000137,1472.5297688000137,1472.5297688000137,1472.5297688000137,1474.0391870460007,1474.0391870460007,1474.0391870460007,1474.0391870460007,1474.0391870460007,1474.0391870460007,1474.0391870460007,1474.0391870460007,switch,letter,lettSwt,d,1.840672881982755,Hi,,0,,,,,,,,,high,1475.9120809400047,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,1,839,,,1482.3317152800155,,,S,146,star,0.0017219049914274365,,,,,,,,,1,0,,,,,,,,,,,,1478.387044848001,1478.387044848001,1478.387044848001,1478.387044848001,1479.8957997530233,1479.8957997530233,1479.8957997530233,1479.8957997530233,1479.8957997530233,1479.8957997530233,1479.8957997530233,1479.8957997530233,switch,number,numSwt,j,0.9108426099992357,Lo,,0,,,,,,,,,high,1480.8301502430113,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,1,840,,,1487.3706722990028,,,D,181,circle,0.001381587004289031,,,,,,,,,1,0,,,,,,,,,,,,1483.3090437390201,1483.3090437390201,1483.3090437390201,1483.3090437390201,1484.8178327190108,1484.8178327190108,1484.8178327190108,1484.8178327190108,1484.8178327190108,1484.8178327190108,1484.8178327190108,1484.8178327190108,switch,letter,lettSwt,d,1.0188854570151307,Hi,,0,,,,,,,,,high,1485.8688314770116,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,0,840,,,1492.759773444006,,,F,167,circle,0.001535980001790449,,,,,,,,,1,0,,,,,,,,,,,,1488.347363264009,1488.347363264009,1488.347363264009,1488.347363264009,1489.856754043023,1489.856754043023,1489.856754043023,1489.856754043023,1489.856754043023,1489.856754043023,1489.856754043023,1489.856754043023,repeat,letter,lettRpt,d,1.3691404839919414,Hi,,0,,,,,,,,,high,1491.2580914570135,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,10,850,,,1497.581838892016,,,Y,132,triangle,0.001646732009248808,,,,,,,,,1,0,,,,,,,,,,,,1493.7377931040246,1493.7377931040246,1493.7377931040246,1493.7377931040246,1495.2458275930258,1495.2458275930258,1495.2458275930258,1495.2458275930258,1495.2458275930258,1495.2458275930258,1495.2458275930258,1495.2458275930258,switch,number,numSwt,j,0.8183175660087727,Hi,,0,,,,,,,,,high,1496.0806880160235,1497.581838892016,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,1,851,,,1502.6038167480147,,,H,174,hexagon,0.0004766890197061002,,,,,,,,,1,0,,,,,,,,,,,,1498.5582992450218,1498.5582992450218,1498.5582992450218,1498.5582992450218,1500.0677463110187,1500.0677463110187,1500.0677463110187,1500.0677463110187,1500.0677463110187,1500.0677463110187,1500.0677463110187,1500.0677463110187,repeat,number,numRpt,k,1.0130192969809286,Lo,,0,,,,,,,,,high,1501.1025314490253,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,1,852,,,1507.3926025380206,,,U,139,star,0.001427245995728299,,,,,,,,,1,0,,,,,,,,,,,,1503.5824743720004,1503.5824743720004,1503.5824743720004,1503.5824743720004,1505.0901303270075,1505.0901303270075,1505.0901303270075,1505.0901303270075,1505.0901303270075,1505.0901303270075,1505.0901303270075,1505.0901303270075,repeat,number,numRpt,j,0.7845096479868516,Lo,,0,,,,,,,,,high,1505.8908309160033,1507.3926025380206,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,1,853,,,1511.9643362530041,,,W,125,hexagon,0.0008189369982574135,,,,,,,,,1,0,,,,,,,,,,,,1508.3702014260052,1508.3702014260052,1508.3702014260052,1508.3702014260052,1509.8790515270084,1509.8790515270084,1509.8790515270084,1509.8790515270084,1509.8790515270084,1509.8790515270084,1509.8790515270084,1509.8790515270084,repeat,number,numRpt,j,0.5612175959977321,Lo,,0,,,,,,,,,high,1510.4626336500223,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,0,853,,,1516.9197923200263,,,B,160,triangle,0.0017337909957859665,,,,,,,,,1,0,,,,,,,,,,,,1512.9420738769986,1512.9420738769986,1512.9420738769986,1512.9420738769986,1514.4504001000023,1514.4504001000023,1514.4504001000023,1514.4504001000023,1514.4504001000023,1514.4504001000023,1514.4504001000023,1514.4504001000023,repeat,number,numRpt,k,0.9397980249777902,Hi,,0,,,,,,,,,high,1515.4184524250159,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,1,854,,,1521.5415296300198,,,S,146,star,0.0016637080116197467,,,,,,,,,1,0,,,,,,,,,,,,1517.8976050610072,1517.8976050610072,1517.8976050610072,1517.8976050610072,1519.4058279210003,1519.4058279210003,1519.4058279210003,1519.4058279210003,1519.4058279210003,1519.4058279210003,1519.4058279210003,1519.4058279210003,switch,letter,lettSwt,f,0.6091522850038018,Lo,,0,,,,,,,,,high,1520.0399714520026,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,10,864,,,1526.230023236014,,,D,181,circle,0.001729686016915366,,,,,,,,,1,0,,,,,,,,,,,,1522.5185495240148,1522.5185495240148,1522.5185495240148,1522.5185495240148,1524.0275868430035,1524.0275868430035,1524.0275868430035,1524.0275868430035,1524.0275868430035,1524.0275868430035,1524.0275868430035,1524.0275868430035,repeat,letter,lettRpt,d,0.6774378459958825,Hi,,0,,,,,,,,,high,1524.7286181439995,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,0,864,,,1531.4858288340038,,,F,167,circle,0.0015244089881889522,,,,,,,,,1,0,,,,,,,,,,,,1527.207085129019,1527.207085129019,1527.207085129019,1527.207085129019,1528.7164760200249,1528.7164760200249,1528.7164760200249,1528.7164760200249,1528.7164760200249,1528.7164760200249,1528.7164760200249,1528.7164760200249,repeat,letter,lettRpt,d,1.2427218549710233,Hi,,0,,,,,,,,,high,1529.9844498250168,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,1,865,,,1536.3413197420014,,,Y,132,hexagon,0.0014751009875908494,,,,,,,,,1,0,,,,,,,,,,,,1532.4625552830112,1532.4625552830112,1532.4625552830112,1532.4625552830112,1533.97199051801,1533.97199051801,1533.97199051801,1533.97199051801,1533.97199051801,1533.97199051801,1533.97199051801,1533.97199051801,repeat,letter,lettRpt,f,0.8365767530049197,Lo,,0,,,,,,,,,high,1534.839679354016,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,10,875,,,1541.0797577430203,,,H,174,triangle,0.0017805519746616483,,,,,,,,,1,0,,,,,,,,,,,,1537.3187470560079,1537.3187470560079,1537.3187470560079,1537.3187470560079,1538.8273683310254,1538.8273683310254,1538.8273683310254,1538.8273683310254,1538.8273683310254,1538.8273683310254,1538.8273683310254,1538.8273683310254,repeat,letter,lettRpt,d,0.7183884009718895,Hi,,0,,,,,,,,,high,1539.5783211010275,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,1,876,,,1545.6682262570248,,,U,139,star,0.0015743969997856766,,,,,,,,,1,0,,,,,,,,,,,,1542.0584077930253,1542.0584077930253,1542.0584077930253,1542.0584077930253,1543.5658833990165,1543.5658833990165,1543.5658833990165,1543.5658833990165,1543.5658833990165,1543.5658833990165,1543.5658833990165,1543.5658833990165,switch,number,numSwt,j,0.5684114389878232,Lo,,0,,,,,,,,,high,1544.1664261350234,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,10,886,,,1550.2218085430213,,1550.7224802350102,B,132,circle,0.0016937999753281474,,,,,,,,,1,0,,,,,,,,,,,,1546.6454287900124,1546.6454287900124,1546.6454287900124,1546.6454287900124,1548.1542640230036,1548.1542640230036,1548.1542640230036,1548.1542640230036,1548.1542640230036,1548.1542640230036,1548.1542640230036,1548.1542640230036,repeat,number,numRpt,j,0.5364378649974242,Hi,,0,,,,,,,,,high,1548.721877177013,1550.2218085430213,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,10,896,,,1554.92827028202,,,F,174,hexagon,0.0004939769860357046,,,,,,,,,1,0,,,,,,,,,,,,1551.1999692220124,1551.1999692220124,1551.1999692220124,1551.1999692220124,1552.7093988630222,1552.7093988630222,1552.7093988630222,1552.7093988630222,1552.7093988630222,1552.7093988630222,1552.7093988630222,1552.7093988630222,repeat,number,numRpt,k,0.6851649140007794,Lo,,0,,,,,,,,,high,1553.426854142017,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,10,906,,,1559.7005279820005,,,H,167,triangle,0.0015282249951269478,,,,,,,,,1,0,,,,,,,,,,,,1555.9060867270164,1555.9060867270164,1555.9060867270164,1555.9060867270164,1557.41464717302,1557.41464717302,1557.41464717302,1557.41464717302,1557.41464717302,1557.41464717302,1557.41464717302,1557.41464717302,switch,letter,lettSwt,d,0.7605821439938154,Hi,,0,,,,,,,,,high,1558.198778474005,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,10,916,,,1564.5556964770076,,,D,139,star,0.0016404250054620206,,,,,,,,,1,0,,,,,,,,,,,,1560.6800827690167,1560.6800827690167,1560.6800827690167,1560.6800827690167,1562.1864260660077,1562.1864260660077,1562.1864260660077,1562.1864260660077,1562.1864260660077,1562.1864260660077,1562.1864260660077,1562.1864260660077,switch,number,numSwt,j,0.8388173640123568,Lo,,0,,,,,,,,,high,1563.0540960020153,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,0,916,,,1570.228688247007,,,U,146,circle,0.0017435280024074018,,,,,,,,,1,0,,,,,,,,,,,,1565.533486512024,1565.533486512024,1565.533486512024,1565.533486512024,1567.0418069190055,1567.0418069190055,1567.0418069190055,1567.0418069190055,1567.0418069190055,1567.0418069190055,1567.0418069190055,1567.0418069190055,repeat,number,numRpt,j,1.6641693150158972,Hi,,0,,,,,,,,,high,1568.7271700499987,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,1,917,,,1574.8838088430057,,,W,181,hexagon,0.0017072019982151687,,,,,,,,,1,0,,,,,,,,,,,,1571.2054895230103,1571.2054895230103,1571.2054895230103,1571.2054895230103,1572.714873513003,1572.714873513003,1572.714873513003,1572.714873513003,1572.714873513003,1572.714873513003,1572.714873513003,1572.714873513003,repeat,number,numRpt,k,0.6368941459804773,Lo,,0,,,,,,,,,high,1573.3821274610236,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,1,918,,,1579.7556422290218,,,S,125,star,0.0013428370002657175,,,,,,,,,1,0,,,,,,,,,,,,1575.8613565960259,1575.8613565960259,1575.8613565960259,1575.8613565960259,1577.3698273260088,1577.3698273260088,1577.3698273260088,1577.3698273260088,1577.3698273260088,1577.3698273260088,1577.3698273260088,1577.3698273260088,repeat,number,numRpt,j,0.8652324249851517,Lo,,0,,,,,,,,,high,1578.2541452870064,1579.7556422290218,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,0,918,,,1585.2455457730102,,,Y,160,triangle,0.0008912429912015796,,,,,,,,,1,0,,,,,,,,,,,,1580.7323753960081,1580.7323753960081,1580.7323753960081,1580.7323753960081,1582.2418988330173,1582.2418988330173,1582.2418988330173,1582.2418988330173,1582.2418988330173,1582.2418988330173,1582.2418988330173,1582.2418988330173,switch,letter,lettSwt,f,1.4839978420059197,Hi,,0,,,,,,,,,high,1583.744382082019,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
