LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,tgt_fix_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.47388315800345,106.47388315800345,106.47388315800345,106.47388315800345,106.47388315800345,106.47388315800345,106.47388315800345,106.47388315800345,106.47388315800345,106.47388315800345,a,0.6254913149750791,10,37,0,107.12452967200079,108.62626957701286,108.62626957701286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.12698294699658,109.12698294699658,109.12698294699658,109.12698294699658,109.12698294699658,109.12698294699658,109.12698294699658,109.12698294699658,109.12698294699658,109.12698294699658,a,0.5247450189781375,10,47,0,109.67750690801768,,111.17914699201356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,11,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.67988061899086,111.67988061899086,111.67988061899086,111.67988061899086,111.67988061899086,111.67988061899086,111.67988061899086,111.67988061899086,111.67988061899086,111.67988061899086,a,0.2787835029885173,10,57,0,111.98003879201133,,113.48158793500625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.98242092001601,113.98242092001601,113.98242092001601,113.98242092001601,113.98242092001601,113.98242092001601,113.98242092001601,113.98242092001601,113.98242092001601,113.98242092001601,l,0.337743465002859,10,67,0,114.34921561399824,,115.85106895701028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,1,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.35141617400222,116.35141617400222,116.35141617400222,116.35141617400222,116.35141617400222,116.35141617400222,116.35141617400222,116.35141617400222,116.35141617400222,116.35141617400222,a,0.6250936030119192,1,68,0,117.00215197500074,,118.50392402999569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.00444122499903,119.00444122499903,119.00444122499903,119.00444122499903,119.00444122499903,119.00444122499903,119.00444122499903,119.00444122499903,119.00444122499903,119.00444122499903,l,0.5026932909968309,1,69,0,119.53837081199163,,121.03994603801402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,3,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.54053860000568,121.54053860000568,121.54053860000568,121.54053860000568,121.54053860000568,121.54053860000568,121.54053860000568,121.54053860000568,121.54053860000568,121.54053860000568,a,0.3181985849805642,1,70,0,121.89090959401801,,123.39277449200745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,4,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.89317924901843,123.89317924901843,123.89317924901843,123.89317924901843,123.89317924901843,123.89317924901843,123.89317924901843,123.89317924901843,123.89317924901843,123.89317924901843,a,0.5757652479805984,1,71,0,124.49398560301051,,125.99539763500798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,5,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.49620507701184,126.49620507701184,126.49620507701184,126.49620507701184,126.49620507701184,126.49620507701184,126.49620507701184,126.49620507701184,126.49620507701184,126.49620507701184,a,0.5609502629959024,1,72,0,127.07998983899597,,128.58176030000322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,6,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.08232456000405,129.08232456000405,129.08232456000405,129.08232456000405,129.08232456000405,129.08232456000405,129.08232456000405,129.08232456000405,129.08232456000405,129.08232456000405,a,0.31595209197257645,1,73,0,129.4158824670012,130.91768510299153,130.91768510299153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,7,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.41822638799204,131.41822638799204,131.41822638799204,131.41822638799204,131.41822638799204,131.41822638799204,131.41822638799204,131.41822638799204,131.41822638799204,131.41822638799204,a,0.24174153999774717,10,83,0,131.68493730999762,,133.1867067090061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,8,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.68718494698987,133.68718494698987,133.68718494698987,133.68718494698987,133.68718494698987,133.68718494698987,133.68718494698987,133.68718494698987,133.68718494698987,133.68718494698987,l,1.7192936309729703,10,93,0,135.43918942299206,,136.94107470300514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,9,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.44138244001078,137.44138244001078,137.44138244001078,137.44138244001078,137.44138244001078,137.44138244001078,137.44138244001078,137.44138244001078,137.44138244001078,137.44138244001078,a,0.5624204469786491,1,94,0,138.02534408000065,,139.52717973900144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,10,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.02781197801232,140.02781197801232,140.02781197801232,140.02781197801232,140.02781197801232,140.02781197801232,140.02781197801232,140.02781197801232,140.02781197801232,140.02781197801232,a,1.115453954989789,1,95,0,141.16237004299182,,142.66396066901507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,11,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.16443521899055,143.16443521899055,143.16443521899055,143.16443521899055,143.16443521899055,143.16443521899055,143.16443521899055,143.16443521899055,143.16443521899055,143.16443521899055,a,2.1196815019648056,10,105,0,145.3167902250134,,146.8183816029923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,0,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.3189143470081,147.3189143470081,147.3189143470081,147.3189143470081,147.3189143470081,147.3189143470081,147.3189143470081,147.3189143470081,147.3189143470081,147.3189143470081,l,0.9795129039848689,1,106,0,148.3202440669993,,149.82172270299634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,1,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.32231635900098,150.32231635900098,150.32231635900098,150.32231635900098,150.32231635900098,150.32231635900098,150.32231635900098,150.32231635900098,150.32231635900098,150.32231635900098,a,1.059423724975204,1,107,0,151.40674642901286,,152.90849068199168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,2,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.40907925801002,153.40907925801002,153.40907925801002,153.40907925801002,153.40907925801002,153.40907925801002,153.40907925801002,153.40907925801002,153.40907925801002,153.40907925801002,a,0.8294027539668605,10,117,0,154.25994350700057,,155.76179146199138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,3,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.2621216980042,156.2621216980042,156.2621216980042,156.2621216980042,156.2621216980042,156.2621216980042,156.2621216980042,156.2621216980042,156.2621216980042,156.2621216980042,l,0.6668976249929983,1,118,0,156.94619526801398,158.44787568901666,158.44787568901666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,4,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.94833567499882,158.94833567499882,158.94833567499882,158.94833567499882,158.94833567499882,158.94833567499882,158.94833567499882,158.94833567499882,158.94833567499882,158.94833567499882,a,0.29640532098710537,1,119,0,159.26537831799942,,160.7670366789971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,5,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.2677590700041,161.2677590700041,161.2677590700041,161.2677590700041,161.2677590700041,161.2677590700041,161.2677590700041,161.2677590700041,161.2677590700041,161.2677590700041,a,0.3290223029907793,10,129,0,161.61838944201008,,163.11974182000267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,6,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.62026261500432,163.62026261500432,163.62026261500432,163.62026261500432,163.62026261500432,163.62026261500432,163.62026261500432,163.62026261500432,163.62026261500432,163.62026261500432,a,0.23734096097177826,10,139,0,163.88740418999805,,165.38908715700381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,7,31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.88941542201792,165.88941542201792,165.88941542201792,165.88941542201792,165.88941542201792,165.88941542201792,165.88941542201792,165.88941542201792,165.88941542201792,165.88941542201792,a,0.2522296810057014,1,140,0,166.17320771201048,,167.67482223801198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,8,32,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.17554873399786,168.17554873399786,168.17554873399786,168.17554873399786,168.17554873399786,168.17554873399786,168.17554873399786,168.17554873399786,168.17554873399786,168.17554873399786,a,0.22736530797556043,10,150,0,168.4256294099905,,169.92742680199444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,9,33,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.4277781599958,170.4277781599958,170.4277781599958,170.4277781599958,170.4277781599958,170.4277781599958,170.4277781599958,170.4277781599958,170.4277781599958,170.4277781599958,a,0.3042290919984225,1,151,0,170.76165312700323,,172.26321951500722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
