LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.11497686291113,85.11497686291113,85.11497686291113,85.11497686291113,85.11497686291113,85.11497686291113,85.11497686291113,85.11497686291113,85.11497686291113,85.11497686291113,a,0.8435619040392339,10,46,0,85.9830023329705,87.48413426685147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.98450639285147,87.98450639285147,87.98450639285147,87.98450639285147,87.98450639285147,87.98450639285147,87.98450639285147,87.98450639285147,87.98450639285147,87.98450639285147,l,0.8206880730576813,10,56,0,88.83472378598526,90.33514449093491,90.33514449093491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,11,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.83538423990831,90.83538423990831,90.83538423990831,90.83538423990831,90.83538423990831,90.83538423990831,90.83538423990831,90.83538423990831,90.83538423990831,90.83538423990831,l,0.8608329410199076,10,66,0,91.71922566788271,93.22152775898576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,0,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.72175007802434,93.72175007802434,93.72175007802434,93.72175007802434,93.72175007802434,93.72175007802434,93.72175007802434,93.72175007802434,93.72175007802434,93.72175007802434,a,0.7757541202008724,10,76,0,94.52197260200046,96.02261150884442,96.02261150884442,96.52254560985602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,1,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.52254560985602,96.52254560985602,96.52254560985602,96.52254560985602,96.52254560985602,96.52254560985602,96.52254560985602,96.52254560985602,96.52254560985602,96.52254560985602,a,0.5524033100809902,10,86,0,97.09161094599403,98.59195506991819,98.59195506991819,99.09225265402347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,2,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.09225265402347,99.09225265402347,99.09225265402347,99.09225265402347,99.09225265402347,99.09225265402347,99.09225265402347,99.09225265402347,99.09225265402347,99.09225265402347,l,0.6938882018439472,10,96,0,99.8089933260344,101.30967875290662,101.30967875290662,101.80977180204354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,3,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.80977180204354,101.80977180204354,101.80977180204354,101.80977180204354,101.80977180204354,101.80977180204354,101.80977180204354,101.80977180204354,101.80977180204354,101.80977180204354,a,0.7213806840591133,1,97,0,102.56296588201076,104.06247487198561,104.06247487198561,104.56261319783516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,4,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.56261319783516,104.56261319783516,104.56261319783516,104.56261319783516,104.56261319783516,104.56261319783516,104.56261319783516,104.56261319783516,104.56261319783516,104.56261319783516,a,0.938459716970101,1,98,0,105.52959159994498,107.0319919118192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,5,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.53200762998313,107.53200762998313,107.53200762998313,107.53200762998313,107.53200762998313,107.53200762998313,107.53200762998313,107.53200762998313,107.53200762998313,107.53200762998313,a,0.5571624161675572,10,108,0,108.1171145469416,109.61628069984727,109.61628069984727,110.11640093498863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,6,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.11640093498863,110.11640093498863,110.11640093498863,110.11640093498863,110.11640093498863,110.11640093498863,110.11640093498863,110.11640093498863,110.11640093498863,110.11640093498863,l,0.6269769289065152,10,118,0,110.76683177286759,112.26895962795243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,7,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.76921251183376,112.76921251183376,112.76921251183376,112.76921251183376,112.76921251183376,112.76921251183376,112.76921251183376,112.76921251183376,112.76921251183376,112.76921251183376,a,0.6303642319981009,10,128,0,113.41956068994477,114.91994748194702,114.91994748194702,115.42018729192205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,8,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.42018729192205,115.42018729192205,115.42018729192205,115.42018729192205,115.42018729192205,115.42018729192205,115.42018729192205,115.42018729192205,115.42018729192205,115.42018729192205,l,0.7235095489304513,1,129,0,116.17191011784598,117.67272699694149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,9,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.17306796903722,118.17306796903722,118.17306796903722,118.17306796903722,118.17306796903722,118.17306796903722,118.17306796903722,118.17306796903722,118.17306796903722,118.17306796903722,l,1.2002987961750478,10,139,0,119.39161949092522,120.89076807093807,120.89076807093807,121.39082963601686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,10,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.39082963601686,121.39082963601686,121.39082963601686,121.39082963601686,121.39082963601686,121.39082963601686,121.39082963601686,121.39082963601686,121.39082963601686,121.39082963601686,l,0.8292096951045096,10,149,0,122.24305008002557,123.74355702195317,123.74355702195317,124.24367650598288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,11,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.24367650598288,124.24367650598288,124.24367650598288,124.24367650598288,124.24367650598288,124.24367650598288,124.24367650598288,124.24367650598288,124.24367650598288,124.24367650598288,l,1.1479782578535378,10,159,0,125.41076800390147,126.91350555093959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.41328069195151,127.41328069195151,127.41328069195151,127.41328069195151,127.41328069195151,127.41328069195151,127.41328069195151,127.41328069195151,127.41328069195151,127.41328069195151,l,1.8381606880575418,10,169,0,129.2805922019761,130.7812794840429,130.7812794840429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,1,25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.2813264268916,131.2813264268916,131.2813264268916,131.2813264268916,131.2813264268916,131.2813264268916,131.2813264268916,131.2813264268916,131.2813264268916,131.2813264268916,l,0.7148015899583697,1,170,0,132.01855778484605,133.53401038283482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,2,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.03414843883365,134.03414843883365,134.03414843883365,134.03414843883365,134.03414843883365,134.03414843883365,134.03414843883365,134.03414843883365,134.03414843883365,134.03414843883365,a,0.8311118041165173,1,171,0,134.88445258582942,136.38525281986222,136.38525281986222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,3,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.8825734539423,136.8825734539423,136.8825734539423,136.8825734539423,136.8825734539423,136.8825734539423,136.8825734539423,136.8825734539423,136.8825734539423,136.8825734539423,l,0.5816880359780043,1,172,0,137.4873234059196,138.9880243728403,138.9880243728403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,4,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.48797729983926,139.48797729983926,139.48797729983926,139.48797729983926,139.48797729983926,139.48797729983926,139.48797729983926,139.48797729983926,139.48797729983926,139.48797729983926,a,0.6080742091871798,1,173,0,140.12155164103024,141.62242894689552,141.62242894689552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,5,29,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.12420059600845,142.12420059600845,142.12420059600845,142.12420059600845,142.12420059600845,142.12420059600845,142.12420059600845,142.12420059600845,142.12420059600845,142.12420059600845,a,0.9870936591178179,1,174,0,143.14120332384482,144.64181896392256,144.64181896392256,145.1417533669155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,6,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.1417533669155,145.1417533669155,145.1417533669155,145.1417533669155,145.1417533669155,145.1417533669155,145.1417533669155,145.1417533669155,145.1417533669155,145.1417533669155,l,0.6695526079274714,1,175,0,145.8422716849018,147.3444540030323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,7,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.84472841094248,147.84472841094248,147.84472841094248,147.84472841094248,147.84472841094248,147.84472841094248,147.84472841094248,147.84472841094248,147.84472841094248,147.84472841094248,a,0.7682880868669599,10,185,0,148.64515271503478,150.1453158899676,150.1453158899676,150.6457059448585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,8,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.6457059448585,150.6457059448585,150.6457059448585,150.6457059448585,150.6457059448585,150.6457059448585,150.6457059448585,150.6457059448585,150.6457059448585,150.6457059448585,a,1.2417101170867682,10,195,0,151.90743532404304,153.41550449491479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,9,33,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.9156263959594,153.9156263959594,153.9156263959594,153.9156263959594,153.9156263959594,153.9156263959594,153.9156263959594,153.9156263959594,153.9156263959594,153.9156263959594,l,0.6268541440367699,10,205,0,154.56582058384083,156.06625524000265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
