LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,tgt_fix_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,prac_fback_text.stopped,fix.stopped,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,vts_fback.stopped,target_resp.rt,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5102573770273,92.5102573770273,92.5102573770273,92.5102573770273,92.5102573770273,92.5102573770273,92.5102573770273,92.5102573770273,92.5102573770273,92.5102573770273,l,0.7361462900007609,10,46,0,93.27768726201612,94.77941980501055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.28005046301405,95.28005046301405,95.28005046301405,95.28005046301405,95.28005046301405,95.28005046301405,95.28005046301405,95.28005046301405,95.28005046301405,95.28005046301405,a,0.6007324929814786,10,56,0,95.91409782500705,97.4156870910083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,11,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.91627863401663,97.91627863401663,97.91627863401663,97.91627863401663,97.91627863401663,97.91627863401663,97.91627863401663,97.91627863401663,97.91627863401663,97.91627863401663,a,0.5968426519830246,10,66,0,98.53361441401648,100.03534452902386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,0,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.53569584302022,100.53569584302022,100.53569584302022,100.53569584302022,100.53569584302022,100.53569584302022,100.53569584302022,100.53569584302022,100.53569584302022,100.53569584302022,l,0.5992566899803933,10,76,0,101.15311626601033,102.6547321070102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.15534230900812,103.15534230900812,103.15534230900812,103.15534230900812,103.15534230900812,103.15534230900812,103.15534230900812,103.15534230900812,103.15534230900812,103.15534230900812,a,0.9833734939747956,10,86,0,104.15643952900427,105.65808178301086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,2,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.15864123601932,106.15864123601932,106.15864123601932,106.15864123601932,106.15864123601932,106.15864123601932,106.15864123601932,106.15864123601932,106.15864123601932,106.15864123601932,l,0.4875393279653508,10,96,0,106.6758889730263,108.17767085702508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,3,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.67824395900243,108.67824395900243,108.67824395900243,108.67824395900243,108.67824395900243,108.67824395900243,108.67824395900243,108.67824395900243,108.67824395900243,108.67824395900243,l,0.4213068369717803,1,97,0,109.12847557201167,110.63016979201348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,4,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.1306586819992,111.1306586819992,111.1306586819992,111.1306586819992,111.1306586819992,111.1306586819992,111.1306586819992,111.1306586819992,111.1306586819992,111.1306586819992,l,0.8035650599922519,10,107,0,111.96506411602604,113.46661491901614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,5,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.96715427201707,113.96715427201707,113.96715427201707,113.96715427201707,113.96715427201707,113.96715427201707,113.96715427201707,113.96715427201707,113.96715427201707,113.96715427201707,a,0.6785407149873208,10,117,0,114.66792539000744,116.16969991300721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,6,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.67018838902004,116.67018838902004,116.67018838902004,116.67018838902004,116.67018838902004,116.67018838902004,116.67018838902004,116.67018838902004,116.67018838902004,116.67018838902004,l,0.5298358569853008,1,118,0,117.22049027201138,118.72252293501515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,7,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.2229699800082,119.2229699800082,119.2229699800082,119.2229699800082,119.2229699800082,119.2229699800082,119.2229699800082,119.2229699800082,119.2229699800082,119.2229699800082,l,0.3274778879713267,1,119,0,119.57341695402283,121.07514328500838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,8,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.57581325501087,121.57581325501087,121.57581325501087,121.57581325501087,121.57581325501087,121.57581325501087,121.57581325501087,121.57581325501087,121.57581325501087,121.57581325501087,a,0.5290635099809151,10,129,0,122.1262178470206,123.6279964170244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,9,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.12851825301186,124.12851825301186,124.12851825301186,124.12851825301186,124.12851825301186,124.12851825301186,124.12851825301186,124.12851825301186,124.12851825301186,124.12851825301186,l,0.7776630719890818,10,139,0,124.92934426001739,126.43107469801907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,10,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.93150394401164,126.93150394401164,126.93150394401164,126.93150394401164,126.93150394401164,126.93150394401164,126.93150394401164,126.93150394401164,126.93150394401164,126.93150394401164,l,0.8664534749696031,10,149,0,127.8159049230162,129.3175939640205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,11,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.81797748000827,129.81797748000827,129.81797748000827,129.81797748000827,129.81797748000827,129.81797748000827,129.81797748000827,129.81797748000827,129.81797748000827,129.81797748000827,a,0.6014227349660359,10,159,0,130.45225639201817,131.95372970300377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,0,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.4544325710158,132.4544325710158,132.4544325710158,132.4544325710158,132.4544325710158,132.4544325710158,132.4544325710158,132.4544325710158,132.4544325710158,132.4544325710158,a,0.6636231489828788,10,169,0,133.13837171302293,134.6400516310241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,1,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.1405601670267,135.1405601670267,135.1405601670267,135.1405601670267,135.1405601670267,135.1405601670267,135.1405601670267,135.1405601670267,135.1405601670267,135.1405601670267,l,0.8241585739888251,10,179,0,135.99151819502003,137.49328194500413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,2,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.99378444900503,137.99378444900503,137.99378444900503,137.99378444900503,137.99378444900503,137.99378444900503,137.99378444900503,137.99378444900503,137.99378444900503,137.99378444900503,a,0.8410592069849372,1,180,0,138.86127030901844,140.36325776402373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,3,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.86377879002248,140.86377879002248,140.86377879002248,140.86377879002248,140.86377879002248,140.86377879002248,140.86377879002248,140.86377879002248,140.86377879002248,140.86377879002248,l,0.6491127249901183,1,181,0,141.5310131770093,143.03251898201415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,4,28,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.53332620000583,143.53332620000583,143.53332620000583,143.53332620000583,143.53332620000583,143.53332620000583,143.53332620000583,143.53332620000583,143.53332620000583,143.53332620000583,a,0.7014381299668457,1,182,0,144.26725442701718,145.7690167890105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,5,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.26946467501693,146.26946467501693,146.26946467501693,146.26946467501693,146.26946467501693,146.26946467501693,146.26946467501693,146.26946467501693,146.26946467501693,146.26946467501693,l,0.9578604679845739,10,192,0,147.25408989502466,148.75572008200106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,6,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.25634022601298,149.25634022601298,149.25634022601298,149.25634022601298,149.25634022601298,149.25634022601298,149.25634022601298,149.25634022601298,149.25634022601298,149.25634022601298,l,0.8734967419877648,1,193,0,150.15717573600705,151.65893456499907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,7,31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.15935268701287,152.15935268701287,152.15935268701287,152.15935268701287,152.15935268701287,152.15935268701287,152.15935268701287,152.15935268701287,152.15935268701287,152.15935268701287,a,0.5582239330105949,1,194,0,152.74349471900496,154.24501745801535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,8,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.74560198900872,154.74560198900872,154.74560198900872,154.74560198900872,154.74560198900872,154.74560198900872,154.74560198900872,154.74560198900872,154.74560198900872,154.74560198900872,a,0.7278437429922633,10,204,0,155.49629378001555,156.99808429300901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,9,33,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.49858244601637,157.49858244601637,157.49858244601637,157.49858244601637,157.49858244601637,157.49858244601637,157.49858244601637,157.49858244601637,157.49858244601637,157.49858244601637,l,0.6524466769769788,1,205,0,158.18271561901201,159.68429174501216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
