LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,0,840,,,1315.166587240994,D,181,star,0.0016343159950338304,,,,,,,,,1,0,,,,,,,,,,,,,1311.174544308,1311.174544308,1311.174544308,1311.174544308,1312.6806728089869,1312.6806728089869,1312.6806728089869,1312.6806728089869,1312.6806728089869,1312.6806728089869,1312.6806728089869,1312.6806728089869,switch,number,numSwt,k,0.9549494710227009,Hi,,0,,,,,low,1313.665857768996,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,1,841,,,1319.838412801997,Y,125,triangle,0.001566727994941175,,,,,,,,,1,0,,,,,,,,,,,,,1316.1448104839947,1316.1448104839947,1316.1448104839947,1316.1448104839947,1317.652766219995,1317.652766219995,1317.652766219995,1317.652766219995,1317.652766219995,1317.652766219995,1317.652766219995,1317.652766219995,repeat,number,numRpt,j,0.6543097990070237,Lo,,0,,,,,low,1318.3373291839962,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,1,842,,,1324.6270251459937,W,160,triangle,0.0015836419916013256,,,,,,,,,1,0,,,,,,,,,,,,,1320.8176807069976,1320.8176807069976,1320.8176807069976,1320.8176807069976,1322.324544816991,1322.324544816991,1322.324544816991,1322.324544816991,1322.324544816991,1322.324544816991,1322.324544816991,1322.324544816991,repeat,number,numRpt,k,0.7742859240097459,Lo,,0,,,,,low,1323.1255437129876,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,0,842,,,1329.8495076499967,B,167,circle,0.0014658559957752004,,,,,,,,,1,0,,,,,,,,,,,,,1325.6068239279994,1325.6068239279994,1325.6068239279994,1325.6068239279994,1327.1131408449874,1327.1131408449874,1327.1131408449874,1327.1131408449874,1327.1131408449874,1327.1131408449874,1327.1131408449874,1327.1131408449874,switch,letter,lettSwt,d,1.2101427750167204,Hi,,0,,,,,low,1328.3489537089918,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,10,852,,,1334.4546359249944,F,174,star,0.0015794819919392467,,,,,,,,,1,0,,,,,,,,,,,,,1330.8310509570001,1330.8310509570001,1330.8310509570001,1330.8310509570001,1332.3356675039977,1332.3356675039977,1332.3356675039977,1332.3356675039977,1332.3356675039977,1332.3356675039977,1332.3356675039977,1332.3356675039977,repeat,letter,lettRpt,d,0.5874204700230621,Hi,,0,,,,,low,1332.953385996996,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,10,862,,,1339.1265346349974,U,132,hexagon,0.0015157849993556738,,,,,,,,,1,0,,,,,,,,,,,,,1335.4339050879935,1335.4339050879935,1335.4339050879935,1335.4339050879935,1336.9405889379996,1336.9405889379996,1336.9405889379996,1336.9405889379996,1336.9405889379996,1336.9405889379996,1336.9405889379996,1336.9405889379996,switch,number,numSwt,j,0.654383544009761,Lo,,0,,,,,low,1337.6248542499961,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,0,862,,,1344.1650949739997,S,146,star,0.0016548610001336783,,,,,,,,,1,0,,,,,,,,,,,,,1340.1056247149972,1340.1056247149972,1340.1056247149972,1340.1056247149972,1341.6122792159877,1341.6122792159877,1341.6122792159877,1341.6122792159877,1341.6122792159877,1341.6122792159877,1341.6122792159877,1341.6122792159877,repeat,number,numRpt,j,1.0231756480206968,Hi,,0,,,,,low,1342.6644058459933,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,1,863,,,1348.8703923889989,H,139,circle,0.001866520004114136,,,,,,,,,1,0,,,,,,,,,,,,,1345.1444970909943,1345.1444970909943,1345.1444970909943,1345.1444970909943,1346.651317314987,1346.651317314987,1346.651317314987,1346.651317314987,1346.651317314987,1346.651317314987,1346.651317314987,1346.651317314987,switch,letter,lettSwt,d,0.6951766210113419,Hi,,0,,,,,low,1347.3691604989872,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,1,864,,,1353.5423933189886,D,181,triangle,0.0015651319990865886,,,,,,,,,1,0,,,,,,,,,,,,,1349.848694840999,1349.848694840999,1349.848694840999,1349.848694840999,1351.3565196199925,1351.3565196199925,1351.3565196199925,1351.3565196199925,1351.3565196199925,1351.3565196199925,1351.3565196199925,1351.3565196199925,switch,number,numSwt,k,0.6628011150169186,Lo,,0,,,,,low,1352.0406419639912,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,1,865,,,1358.130489681993,Y,125,hexagon,0.0017619579884922132,,,,,,,,,1,0,,,,,,,,,,,,,1354.5206966499973,1354.5206966499973,1354.5206966499973,1354.5206966499973,1356.0282423899916,1356.0282423899916,1356.0282423899916,1356.0282423899916,1356.0282423899916,1356.0282423899916,1356.0282423899916,1356.0282423899916,switch,letter,lettSwt,f,0.5836464460153366,Lo,,0,,,,,low,1356.6288541719987,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,1,866,,,1362.7690557299939,F,146,hexagon,0.001452794997021556,,,,,,,,,1,0,,,,,,,,,,,,,1359.110720230994,1359.110720230994,1359.110720230994,1359.110720230994,1360.6168478549953,1360.6168478549953,1360.6168478549953,1360.6168478549953,1360.6168478549953,1360.6168478549953,1360.6168478549953,1360.6168478549953,switch,number,numSwt,j,0.6257937950140331,Lo,,0,,,,,low,1361.2674754009931,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,10,876,,,1367.3242442759947,U,174,circle,0.0014521470002364367,,,,,,,,,1,0,,,,,,,,,,,,,1363.7478932039958,1363.7478932039958,1363.7478932039958,1363.7478932039958,1365.2552439149877,1365.2552439149877,1365.2552439149877,1365.2552439149877,1365.2552439149877,1365.2552439149877,1365.2552439149877,1365.2552439149877,switch,letter,lettSwt,f,0.5406633860111469,Hi,,0,,,,,low,1365.8231693790003,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,1,877,,,1371.8625289539923,D,181,triangle,0.0016074520099209622,,,,,,,,,1,0,,,,,,,,,,,,,1368.3054815729993,1368.3054815729993,1368.3054815729993,1368.3054815729993,1369.8103142609907,1369.8103142609907,1369.8103142609907,1369.8103142609907,1369.8103142609907,1369.8103142609907,1369.8103142609907,1369.8103142609907,switch,number,numSwt,k,0.5205003840092104,Lo,,0,,,,,low,1370.3612107849913,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,10,887,,,1376.6176172509877,H,167,star,0.0016193150077015162,,,,,,,,,1,0,,,,,,,,,,,,,1372.8409217799926,1372.8409217799926,1372.8409217799926,1372.8409217799926,1374.3485751699918,1374.3485751699918,1374.3485751699918,1374.3485751699918,1374.3485751699918,1374.3485751699918,1374.3485751699918,1374.3485751699918,switch,letter,lettSwt,d,0.7509789170144359,Hi,,0,,,,,low,1375.1167158619937,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,1,888,,,1381.3229496619897,B,125,star,0.0011561319988686591,,,,,,,,,1,0,,,,,,,,,,,,,1377.5969633149944,1377.5969633149944,1377.5969633149944,1377.5969633149944,1379.1037313399866,1379.1037313399866,1379.1037313399866,1379.1037313399866,1379.1037313399866,1379.1037313399866,1379.1037313399866,1379.1037313399866,switch,number,numSwt,j,0.6999203020095592,Hi,,0,,,,,low,1379.8216543269955,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,1,889,,,1386.0782377669966,W,139,circle,0.001523553000879474,,,,,,,,,1,0,,,,,,,,,,,,,1382.3018693289923,1382.3018693289923,1382.3018693289923,1382.3018693289923,1383.8091772289918,1383.8091772289918,1383.8091772289918,1383.8091772289918,1383.8091772289918,1383.8091772289918,1383.8091772289918,1383.8091772289918,switch,letter,lettSwt,f,0.7459280060138553,Hi,,0,,,,,low,1384.5767271179939,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,1,890,,,1390.7667118809914,Y,160,hexagon,0.0016270329942926764,,,,,,,,,1,0,,,,,,,,,,,,,1387.0583359549928,1387.0583359549928,1387.0583359549928,1387.0583359549928,1388.5641965579998,1388.5641965579998,1388.5641965579998,1388.5641965579998,1388.5641965579998,1388.5641965579998,1388.5641965579998,1388.5641965579998,switch,number,numSwt,k,0.6702953130152309,Lo,,0,,,,,low,1389.2653330019966,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,1,891,,,1395.5886618209915,S,132,triangle,0.001665894000325352,,,,,,,,,1,0,,,,,,,,,,,,,1391.7458812869882,1391.7458812869882,1391.7458812869882,1391.7458812869882,1393.2529993169883,1393.2529993169883,1393.2529993169883,1393.2529993169883,1393.2529993169883,1393.2529993169883,1393.2529993169883,1393.2529993169883,switch,letter,lettSwt,f,0.8061239050002769,Lo,,0,,,,,low,1394.087133847992,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,10,901,,,1400.1768992569996,Y,160,triangle,0.0014587579935323447,,,,,,,,,1,0,,,,,,,,,,,,,1396.5687328259955,1396.5687328259955,1396.5687328259955,1396.5687328259955,1398.0745134449971,1398.0745134449971,1398.0745134449971,1398.0745134449971,1398.0745134449971,1398.0745134449971,1398.0745134449971,1398.0745134449971,switch,number,numSwt,k,0.5681590820167912,Lo,,0,,,,,low,1398.6752582479967,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,1,902,,,1404.9322942169965,H,132,circle,0.0016024369979277253,,,,,,,,,1,0,,,,,,,,,,,,,1401.15626083799,1401.15626083799,1401.15626083799,1401.15626083799,1402.6630000959995,1402.6630000959995,1402.6630000959995,1402.6630000959995,1402.6630000959995,1402.6630000959995,1402.6630000959995,1402.6630000959995,switch,letter,lettSwt,d,0.7488103510113433,Hi,,0,,,,,low,1403.431052394997,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,0,902,,,1409.87100413999,U,146,star,0.0017910480091813952,,,,,,,,,0,0,,,,,,,,,,,,,1405.9124060609902,1405.9124060609902,1405.9124060609902,1405.9124060609902,1407.418520207997,1407.418520207997,1407.418520207997,1407.418520207997,1407.418520207997,1407.418520207997,1407.418520207997,1407.418520207997,switch,number,NA,k,0.9280886500055203,Hi,,0,,,,,low,1408.3701452449895,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,10,912,,,1414.7097804469959,D,125,hexagon,0.001923182004247792,,,,,,,,,1,1,,,,,,,,,,,,,1410.8525088959868,1410.8525088959868,1410.8525088959868,1410.8525088959868,1412.3571771529969,1412.3571771529969,1412.3571771529969,1412.3571771529969,1412.3571771529969,1412.3571771529969,1412.3571771529969,1412.3571771529969,repeat,number,numRpt,j,0.8299177550070453,Lo,,0,,,,,low,1413.208461970993,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,10,922,,,1419.565009783997,B,181,hexagon,0.001567775005241856,,,,,,,,,1,0,,,,,,,,,,,,,1415.688795998998,1415.688795998998,1415.688795998998,1415.688795998998,1417.1957706289977,1417.1957706289977,1417.1957706289977,1417.1957706289977,1417.1957706289977,1417.1957706289977,1417.1957706289977,1417.1957706289977,repeat,number,numRpt,k,0.8475767500058282,Lo,,0,,,,,low,1418.0633190689987,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,10,932,,,1424.33700829999,S,174,star,0.0015849850024096668,,,,,,,,,1,0,,,,,,,,,,,,,1420.5444401669956,1420.5444401669956,1420.5444401669956,1420.5444401669956,1422.0511166249926,1422.0511166249926,1422.0511166249926,1422.0511166249926,1422.0511166249926,1422.0511166249926,1422.0511166249926,1422.0511166249926,switch,letter,lettSwt,f,0.7527263070078334,Hi,,0,,,,,low,1422.8354756789922,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,1,933,,,1429.2590770440002,F,139,triangle,0.0014613380044465885,,,,,,,,,1,0,,,,,,,,,,,,,1425.316628332992,1425.316628332992,1425.316628332992,1425.316628332992,1426.8231195099943,1426.8231195099943,1426.8231195099943,1426.8231195099943,1426.8231195099943,1426.8231195099943,1426.8231195099943,1426.8231195099943,switch,number,numSwt,j,0.9167355140089057,Lo,,0,,,,,low,1427.7582143159962,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,1,934,,,1433.8641878189956,W,167,circle,0.0013560329971369356,,,,,,,,,1,0,,,,,,,,,,,,,1430.2403484149982,1430.2403484149982,1430.2403484149982,1430.2403484149982,1431.7450136739935,1431.7450136739935,1431.7450136739935,1431.7450136739935,1431.7450136739935,1431.7450136739935,1431.7450136739935,1431.7450136739935,switch,letter,lettSwt,f,0.5857380340166856,Hi,,0,,,,,low,1432.3624437109975,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,0,934,,,1453.5859714909893,F,139,star,0.0016571820015087724,,,,,,,,,1,0,,,,,,,,,,,,,1449.6766871799919,1449.6766871799919,1449.6766871799919,1449.6766871799919,1451.183480282998,1451.183480282998,1451.183480282998,1451.183480282998,1451.183480282998,1451.183480282998,1451.183480282998,1451.183480282998,switch,number,numSwt,j,0.8840234000090277,Hi,,1,,,space,3.604745743010426,low,1452.0848913559894,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,1,935,,,1458.291082590993,H,160,triangle,0.0012045899929944426,,,,,,,,,1,0,,,,,,,,,,,,,1454.5656145379908,1454.5656145379908,1454.5656145379908,1454.5656145379908,1456.072007579991,1456.072007579991,1456.072007579991,1456.072007579991,1456.072007579991,1456.072007579991,1456.072007579991,1456.072007579991,switch,letter,lettSwt,d,0.6904882720118621,Lo,,1,,,,,low,1456.7899818669976,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,1,936,,,1463.07984808099,W,174,hexagon,0.0016533419984625652,,,,,,,,,1,0,,,,,,,,,,,,,1459.272297752992,1459.272297752992,1459.272297752992,1459.272297752992,1460.777384162997,1460.777384162997,1460.777384162997,1460.777384162997,1460.777384162997,1460.777384162997,1460.777384162997,1460.777384162997,switch,number,numSwt,k,0.7699520460009808,Lo,,1,,,,,low,1461.5783752959978,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,1,937,,,1467.7014204219886,S,167,circle,0.0015151699917623773,,,,,,,,,1,0,,,,,,,,,,,,,1464.059133990988,1464.059133990988,1464.059133990988,1464.059133990988,1465.5657170959894,1465.5657170959894,1465.5657170959894,1465.5657170959894,1465.5657170959894,1465.5657170959894,1465.5657170959894,1465.5657170959894,switch,letter,lettSwt,f,0.6131948320107767,Hi,,1,,,,,low,1466.1998546339892,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,1,938,,,1472.3232920789887,D,132,triangle,0.0016597170033492148,,,,,,,,,1,0,,,,,,,,,,,,,1468.6806585779996,1468.6806585779996,1468.6806585779996,1468.6806585779996,1470.1876426699891,1470.1876426699891,1470.1876426699891,1470.1876426699891,1470.1876426699891,1470.1876426699891,1470.1876426699891,1470.1876426699891,switch,number,numSwt,j,0.6075582120101899,Lo,,1,,,,,low,1470.8217917250004,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,1,939,,,1477.0286051179864,B,146,hexagon,0.0014414420002140105,,,,,,,,,1,0,,,,,,,,,,,,,1473.3025375789875,1473.3025375789875,1473.3025375789875,1473.3025375789875,1474.8093197549897,1474.8093197549897,1474.8093197549897,1474.8093197549897,1474.8093197549897,1474.8093197549897,1474.8093197549897,1474.8093197549897,switch,letter,lettSwt,d,0.6982819240074605,Lo,,1,,,,,low,1475.5270073579886,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,0,939,,,1481.9838740369887,U,125,circle,0.0014842780074104667,,,,,,,,,1,0,,,,,,,,,,,,,1478.0087453749875,1478.0087453749875,1478.0087453749875,1478.0087453749875,1479.514630752994,1479.514630752994,1479.514630752994,1479.514630752994,1479.514630752994,1479.514630752994,1479.514630752994,1479.514630752994,switch,number,numSwt,j,0.9443188550067134,Hi,,1,,,,,low,1480.4837840969994,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,1,940,,,1486.5724150149908,Y,181,star,0.0015900919970590621,,,,,,,,,1,0,,,,,,,,,,,,,1482.9637836659967,1482.9637836659967,1482.9637836659967,1482.9637836659967,1484.4700352569926,1484.4700352569926,1484.4700352569926,1484.4700352569926,1484.4700352569926,1484.4700352569926,1484.4700352569926,1484.4700352569926,repeat,number,numRpt,k,0.5730037409957731,Hi,,1,,,,,low,1485.0713057009998,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,1,941,,,1491.2609827979904,F,139,star,0.0018633710133144632,,,,,,,,,1,0,,,,,,,,,,,,,1487.5516129419993,1487.5516129419993,1487.5516129419993,1487.5516129419993,1489.058379258,1489.058379258,1489.058379258,1489.058379258,1489.058379258,1489.058379258,1489.058379258,1489.058379258,repeat,number,numRpt,j,0.673728588008089,Hi,,1,,,,,low,1489.7592801979918,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
