LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.97198606701568,92.97198606701568,92.97198606701568,92.97198606701568,92.97198606701568,92.97198606701568,92.97198606701568,92.97198606701568,92.97198606701568,92.97198606701568,l,1.3619364942424,1,46,0,94.35622224025428,95.85677991900593,95.85677991900593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,10,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.35768576990813,96.35768576990813,96.35768576990813,96.35768576990813,96.35768576990813,96.35768576990813,96.35768576990813,96.35768576990813,96.35768576990813,96.35768576990813,a,1.4640106637962162,1,47,0,97.84226489020512,99.34305468806997,99.34305468806997,99.84318243293092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.84318243293092,99.84318243293092,99.84318243293092,99.84318243293092,99.84318243293092,99.84318243293092,99.84318243293092,99.84318243293092,99.84318243293092,99.84318243293092,l,1.1057083052583039,10,57,0,100.97771770693362,102.47929805703461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,0,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.97941485606134,102.97941485606134,102.97941485606134,102.97941485606134,102.97941485606134,102.97941485606134,102.97941485606134,102.97941485606134,102.97941485606134,102.97941485606134,l,2.930914693046361,10,67,0,105.9302721330896,107.4332938180305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,1,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.93326272722334,107.93326272722334,107.93326272722334,107.93326272722334,107.93326272722334,107.93326272722334,107.93326272722334,107.93326272722334,107.93326272722334,107.93326272722334,a,3.44586982158944,10,77,0,111.4022716442123,112.90241732588038,112.90241732588038,113.4026806531474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,2,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.4026806531474,113.4026806531474,113.4026806531474,113.4026806531474,113.4026806531474,113.4026806531474,113.4026806531474,113.4026806531474,113.4026806531474,113.4026806531474,a,1.1711505772545934,1,78,0,114.60489016119391,116.10375216696411,116.10375216696411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,3,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.60668668802828,116.60668668802828,116.60668668802828,116.60668668802828,116.60668668802828,116.60668668802828,116.60668668802828,116.60668668802828,116.60668668802828,116.60668668802828,a,1.4892069171182811,10,88,0,118.12469775322825,119.6232481598854,119.6232481598854,120.12359336810187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,4,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.12359336810187,120.12359336810187,120.12359336810187,120.12359336810187,120.12359336810187,120.12359336810187,120.12359336810187,120.12359336810187,120.12359336810187,120.12359336810187,a,0.9303040010854602,1,89,0,121.07508663414046,122.57752823503688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,5,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.07767934026197,123.07767934026197,123.07767934026197,123.07767934026197,123.07767934026197,123.07767934026197,123.07767934026197,123.07767934026197,123.07767934026197,123.07767934026197,l,0.4970435961149633,1,90,0,123.59443846903741,125.09474720805883,125.09474720805883,125.5949175870046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,6,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.5949175870046,125.5949175870046,125.5949175870046,125.5949175870046,125.5949175870046,125.5949175870046,125.5949175870046,125.5949175870046,125.5949175870046,125.5949175870046,a,0.5899375290609896,1,91,0,126.21082933526486,127.71428058622405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,7,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.21437856927514,128.21437856927514,128.21437856927514,128.21437856927514,128.21437856927514,128.21437856927514,128.21437856927514,128.21437856927514,128.21437856927514,128.21437856927514,l,0.3555056690238416,10,101,0,128.59852934023365,130.09840251225978,130.09840251225978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,8,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.59871812397614,130.59871812397614,130.59871812397614,130.59871812397614,130.59871812397614,130.59871812397614,130.59871812397614,130.59871812397614,130.59871812397614,130.59871812397614,l,0.28778033424168825,10,111,0,130.9152271412313,132.41691915411502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,9,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.91702952887863,132.91702952887863,132.91702952887863,132.91702952887863,132.91702952887863,132.91702952887863,132.91702952887863,132.91702952887863,132.91702952887863,132.91702952887863,a,0.48960764799267054,10,121,0,133.43491738010198,134.93537651887164,134.93537651887164,135.43580274796113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,10,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.43580274796113,135.43580274796113,135.43580274796113,135.43580274796113,135.43580274796113,135.43580274796113,135.43580274796113,135.43580274796113,135.43580274796113,135.43580274796113,a,0.5590664218179882,1,122,0,136.01991949696094,137.52128320885822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,11,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.02172657614574,138.02172657614574,138.02172657614574,138.02172657614574,138.02172657614574,138.02172657614574,138.02172657614574,138.02172657614574,138.02172657614574,138.02172657614574,l,0.6848044469952583,10,132,0,138.73765130527318,140.23823546804488,140.23823546804488,140.73835545405746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.73835545405746,140.73835545405746,140.73835545405746,140.73835545405746,140.73835545405746,140.73835545405746,140.73835545405746,140.73835545405746,140.73835545405746,140.73835545405746,a,0.5667772968299687,1,133,0,141.33152448711917,142.84187866887078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,1,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.34209716692567,143.34209716692567,143.34209716692567,143.34209716692567,143.34209716692567,143.34209716692567,143.34209716692567,143.34209716692567,143.34209716692567,143.34209716692567,l,0.31365456664934754,10,143,0,143.67624029703438,145.17627875786275,145.17627875786275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,2,26,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.69280202826485,145.69280202826485,145.69280202826485,145.69280202826485,145.69280202826485,145.69280202826485,145.69280202826485,145.69280202826485,145.69280202826485,145.69280202826485,l,0.3599877869710326,1,144,0,146.07766963122413,147.5779810049571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,3,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.07813749322668,148.07813749322668,148.07813749322668,148.07813749322668,148.07813749322668,148.07813749322668,148.07813749322668,148.07813749322668,148.07813749322668,148.07813749322668,l,0.5623595998622477,10,154,0,148.66424777219072,150.16278609028086,,150.66305202804506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,4,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.66305202804506,150.66305202804506,150.66305202804506,150.66305202804506,150.66305202804506,150.66305202804506,150.66305202804506,150.66305202804506,150.66305202804506,150.66305202804506,l,0.43055726354941726,10,164,0,151.1131824660115,152.61589353112504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,5,29,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.1160691510886,153.1160691510886,153.1160691510886,153.1160691510886,153.1160691510886,153.1160691510886,153.1160691510886,153.1160691510886,153.1160691510886,153.1160691510886,a,0.27156236208975315,10,174,0,153.4160994058475,154.91675370326266,154.91675370326266,155.4170458628796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,6,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.4170458628796,155.4170458628796,155.4170458628796,155.4170458628796,155.4170458628796,155.4170458628796,155.4170458628796,155.4170458628796,155.4170458628796,155.4170458628796,l,0.4118256336078048,1,175,0,155.85122775100172,157.35269518615678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,7,31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.85285858018324,157.85285858018324,157.85285858018324,157.85285858018324,157.85285858018324,157.85285858018324,157.85285858018324,157.85285858018324,157.85285858018324,157.85285858018324,a,0.19274291768670082,1,176,0,158.06971376715228,159.5700724781491,159.5700724781491,160.07003273023292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,8,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.07003273023292,160.07003273023292,160.07003273023292,160.07003273023292,160.07003273023292,160.07003273023292,160.07003273023292,160.07003273023292,160.07003273023292,160.07003273023292,l,0.20292172813788056,1,177,0,160.30368588818237,161.80505480896682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,9,33,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.30528028216213,162.30528028216213,162.30528028216213,162.30528028216213,162.30528028216213,162.30528028216213,162.30528028216213,162.30528028216213,162.30528028216213,162.30528028216213,l,0.2401169277727604,1,178,0,162.5730992523022,164.07378413015977,164.07378413015977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
