LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,982,,,1953.2740477469924,,,B,139,hexagon,0.001879438990727067,,,,,1,0,,,,,,,,,,,,1949.6980232099886,1949.6980232099886,1949.6980232099886,1949.6980232099886,1951.205068131996,1951.205068131996,1951.205068131996,1951.205068131996,1951.205068131996,1951.205068131996,1951.205068131996,1951.205068131996,switch,letter,lettSwt,d,0.5437272100243717,Hi,,,0,,,,,,,space,7.312286483036587,high,1951.772386911005,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,1,983,,,1959.0971988370002,,,Y,160,star,0.0015987709921319038,,,,,1,0,,,,,,,,,,,,1954.2508796729962,1954.2508796729962,1954.2508796729962,1954.2508796729962,1955.760160478996,1955.760160478996,1955.760160478996,1955.760160478996,1955.760160478996,1955.760160478996,1955.760160478996,1955.760160478996,switch,number,numSwt,k,1.8053972480411176,Lo,,,0,,,,,,,,,high,1957.5954657479888,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,0,983,,,1963.9523877339961,,,F,174,triangle,0.0014205939951352775,,,,,1,0,,,,,,,,,,,,1960.074847951997,1960.074847951997,1960.074847951997,1960.074847951997,1961.5832787049876,1961.5832787049876,1961.5832787049876,1961.5832787049876,1961.5832787049876,1961.5832787049876,1961.5832787049876,1961.5832787049876,switch,letter,lettSwt,d,0.8419709340087138,Hi,,,0,,,,,,,,,high,1962.4544720589765,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,1,984,,,1969.675729732,,,S,125,circle,0.0015967049985192716,,,,,1,0,,,,,,,,,,,,1964.9301730389998,1964.9301730389998,1964.9301730389998,1964.9301730389998,1966.4389657909924,1966.4389657909924,1966.4389657909924,1966.4389657909924,1966.4389657909924,1966.4389657909924,1966.4389657909924,1966.4389657909924,switch,number,numSwt,j,1.702914616005728,Lo,,,0,,,,,,,,,high,1968.1740722499962,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,0,984,,,1974.897962182993,,,H,132,triangle,0.0015826279995962977,,,,,1,0,,,,,,,,,,,,1970.652537721995,1970.652537721995,1970.652537721995,1970.652537721995,1972.1615702379786,1972.1615702379786,1972.1615702379786,1972.1615702379786,1972.1615702379786,1972.1615702379786,1972.1615702379786,1972.1615702379786,repeat,number,numRpt,j,1.2104783570102882,Hi,,,0,,,,,,,,,high,1973.3964623859792,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,1,985,,,1979.6196352129919,,,D,167,hexagon,0.0015703760145697743,,,,,1,0,,,,,,,,,,,,1975.8762236629846,1975.8762236629846,1975.8762236629846,1975.8762236629846,1977.3839068060042,1977.3839068060042,1977.3839068060042,1977.3839068060042,1977.3839068060042,1977.3839068060042,1977.3839068060042,1977.3839068060042,switch,letter,lettSwt,d,0.7020862489880528,Hi,,,0,,,,,,,,,high,1978.1180847740034,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,1,986,,,1984.3252373919822,,,W,181,circle,0.0015161519986577332,,,,,1,0,,,,,,,,,,,,1980.596467759984,1980.596467759984,1980.596467759984,1980.596467759984,1982.1062629699882,1982.1062629699882,1982.1062629699882,1982.1062629699882,1982.1062629699882,1982.1062629699882,1982.1062629699882,1982.1062629699882,repeat,letter,lettRpt,f,0.6848893880087417,Lo,,,0,,,,,,,,,high,1982.8235286719864,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,1,987,,,1989.4639771869988,,,U,146,star,0.0014610209909733385,,,,,1,0,,,,,,,,,,,,1985.3027852149971,1985.3027852149971,1985.3027852149971,1985.3027852149971,1986.8111117319786,1986.8111117319786,1986.8111117319786,1986.8111117319786,1986.8111117319786,1986.8111117319786,1986.8111117319786,1986.8111117319786,switch,number,numSwt,j,1.119176795007661,Lo,,,0,,,,,,,,,high,1987.9622914649954,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,10,997,,,1994.002259475994,,,B,139,triangle,0.0016046330274548382,,,,,1,0,,,,,,,,,,,,1990.440669823991,1990.440669823991,1990.440669823991,1990.440669823991,1991.950383821997,1991.950383821997,1991.950383821997,1991.950383821997,1991.950383821997,1991.950383821997,1991.950383821997,1991.950383821997,switch,letter,lettSwt,d,0.524584135011537,Hi,,,0,,,,,,,,,high,1992.5006680039805,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,10,1007,,,1998.7575893930043,,,Y,160,hexagon,0.001772382005583495,,,,,1,0,,,,,,,,,,,,1994.98075417598,1994.98075417598,1994.98075417598,1994.98075417598,1996.4883569679805,1996.4883569679805,1996.4883569679805,1996.4883569679805,1996.4883569679805,1996.4883569679805,1996.4883569679805,1996.4883569679805,repeat,letter,lettRpt,f,0.7356276109931059,Hi,,,0,,,,,,,,,high,1997.2558263609826,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,1,1008,,,2003.4125404039805,,,F,174,circle,0.0014978019753471017,,,,,1,0,,,,,,,,,,,,1999.7356704349804,1999.7356704349804,1999.7356704349804,1999.7356704349804,2001.2436228729784,2001.2436228729784,2001.2436228729784,2001.2436228729784,2001.2436228729784,2001.2436228729784,2001.2436228729784,2001.2436228729784,switch,number,numSwt,k,0.6483355270174798,Lo,,,0,,,,,,,,,high,2001.910922059993,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,1,1009,,,2008.2013626679836,,,S,125,star,0.0011088640021625906,,,,,1,0,,,,,,,,,,,,2004.3913352169911,2004.3913352169911,2004.3913352169911,2004.3913352169911,2005.8990080639778,2005.8990080639778,2005.8990080639778,2005.8990080639778,2005.8990080639778,2005.8990080639778,2005.8990080639778,2005.8990080639778,repeat,number,numRpt,j,0.7748210540157743,Lo,,,0,,,,,,,,,high,2006.699628906994,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,10,1019,,,2012.889965757,,,H,132,triangle,0.0015201929782051593,,,,,1,0,,,,,,,,,,,,2009.1780618369812,2009.1780618369812,2009.1780618369812,2009.1780618369812,2010.687379487994,2010.687379487994,2010.687379487994,2010.687379487994,2010.687379487994,2010.687379487994,2010.687379487994,2010.687379487994,switch,letter,lettSwt,d,0.6687492380151525,Hi,,,0,,,,,,,,,high,2011.3881796219794,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,1,1020,,,2017.4948294950009,,,D,167,star,0.001468575996113941,,,,,1,0,,,,,,,,,,,,2013.866693871998,2013.866693871998,2013.866693871998,2013.866693871998,2015.3757965519908,2015.3757965519908,2015.3757965519908,2015.3757965519908,2015.3757965519908,2015.3757965519908,2015.3757965519908,2015.3757965519908,switch,number,numSwt,k,0.5898498260066845,Lo,,,0,,,,,,,,,high,2015.993156268989,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,10,1030,,,2022.350361951976,,,W,181,hexagon,0.0015934749972075224,,,,,1,0,,,,,,,,,,,,2018.4719954140019,2018.4719954140019,2018.4719954140019,2018.4719954140019,2019.9812249499955,2019.9812249499955,2019.9812249499955,2019.9812249499955,2019.9812249499955,2019.9812249499955,2019.9812249499955,2019.9812249499955,repeat,number,numRpt,k,0.8444934980070684,Hi,,,0,,,,,,,,,high,2020.8486764179834,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,1,1031,,,2027.172310738999,,,U,146,circle,0.001481393992435187,,,,,1,0,,,,,,,,,,,,2023.3276355859998,2023.3276355859998,2023.3276355859998,2023.3276355859998,2024.8363645729842,2024.8363645729842,2024.8363645729842,2024.8363645729842,2024.8363645729842,2024.8363645729842,2024.8363645729842,2024.8363645729842,repeat,number,numRpt,j,0.8061121690261643,Lo,,,0,,,,,,,,,high,2025.670573344978,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,10,1041,,,2031.843941154977,,,F,132,star,0.0017420780204702169,,,,,1,0,,,,,,,,,,,,2028.149899223994,2028.149899223994,2028.149899223994,2028.149899223994,2029.6583930979832,2029.6583930979832,2029.6583930979832,2029.6583930979832,2029.6583930979832,2029.6583930979832,2029.6583930979832,2029.6583930979832,repeat,number,numRpt,j,0.6633600320201367,Lo,,,0,,,,,,,,,high,2030.342359415983,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,1,1042,,,2036.582521431992,,,S,160,circle,0.001661704998696223,,,,,1,0,,,,,,,,,,,,2032.8210379599768,2032.8210379599768,2032.8210379599768,2032.8210379599768,2034.330113775999,2034.330113775999,2034.330113775999,2034.330113775999,2034.330113775999,2034.330113775999,2034.330113775999,2034.330113775999,switch,letter,lettSwt,f,0.7189536690129898,Lo,,,0,,,,,,,,,high,2035.0810760329769,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,10,1052,,,2041.1375926109904,,,Y,167,hexagon,0.001417871011653915,,,,,1,0,,,,,,,,,,,,2037.5594030319771,2037.5594030319771,2037.5594030319771,2037.5594030319771,2039.0686381759879,2039.0686381759879,2039.0686381759879,2039.0686381759879,2039.0686381759879,2039.0686381759879,2039.0686381759879,2039.0686381759879,repeat,letter,lettRpt,f,0.5356780140136834,Hi,,,0,,,,,,,,,high,2039.635993259988,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,10,1062,,,2045.7259278359998,,,B,181,triangle,0.001657937013078481,,,,,1,0,,,,,,,,,,,,2042.1156996139907,2042.1156996139907,2042.1156996139907,2042.1156996139907,2043.6236844149826,2043.6236844149826,2043.6236844149826,2043.6236844149826,2043.6236844149826,2043.6236844149826,2043.6236844149826,2043.6236844149826,repeat,letter,lettRpt,d,0.5814175730047282,Hi,,,0,,,,,,,,,high,2044.2243626349955,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,1,1063,,,2050.347677951999,,,H,146,circle,0.0010551809973549098,,,,,1,0,,,,,,,,,,,,2046.7026405129873,2046.7026405129873,2046.7026405129873,2046.7026405129873,2048.2121242699795,2048.2121242699795,2048.2121242699795,2048.2121242699795,2048.2121242699795,2048.2121242699795,2048.2121242699795,2048.2121242699795,repeat,letter,lettRpt,d,0.6177523250225931,Lo,,,0,,,,,,,,,high,2048.84621565399,2050.347677951999,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,10,1073,,,2055.0197374539857,,,U,174,hexagon,0.0007642800046596676,,,,,1,0,,,,,,,,,,,,2051.3330257479975,2051.3330257479975,2051.3330257479975,2051.3330257479975,2052.8338374239975,2052.8338374239975,2052.8338374239975,2052.8338374239975,2052.8338374239975,2052.8338374239975,2052.8338374239975,2052.8338374239975,switch,number,numSwt,k,0.6636505709902849,Hi,,,0,,,,,,,,,high,2053.5180699009798,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,0,1073,,,2059.908774401003,,,W,139,star,0.0013258990074973553,,,,,0,0,,,,,,,,,,,,2055.996811781981,2055.996811781981,2055.996811781981,2055.996811781981,2057.5063082319975,2057.5063082319975,2057.5063082319975,2057.5063082319975,2057.5063082319975,2057.5063082319975,2057.5063082319975,2057.5063082319975,repeat,number,NA,k,0.8726051780104171,Hi,,,0,,,,,,,,,high,2058.4067817689793,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,0,1073,,,2064.830618295993,,,D,125,triangle,0.0014425069966819137,,,,,1,1,,,,,,,,,,,,2060.885935155995,2060.885935155995,2060.885935155995,2060.885935155995,2062.394472254993,2062.394472254993,2062.394472254993,2062.394472254993,2062.394472254993,2062.394472254993,2062.394472254993,2062.394472254993,switch,letter,lettSwt,d,0.9021208390186075,Hi,,,0,,,,,,,,,high,2063.329035916977,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,0,1073,,,2069.9026139719936,,,S,139,hexagon,0.001365039002848789,,,,,1,0,,,,,,,,,,,,2065.8081778409833,2065.8081778409833,2065.8081778409833,2065.8081778409833,2067.3165220869996,2067.3165220869996,2067.3165220869996,2067.3165220869996,2067.3165220869996,2067.3165220869996,2067.3165220869996,2067.3165220869996,repeat,letter,lettRpt,f,1.0653629390290007,Hi,,,0,,,,,,,,,high,2068.4010174699943,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,1,1074,,,2074.6579449150013,,,U,146,triangle,0.0011255400022491813,,,,,1,0,,,,,,,,,,,,2070.8806225559965,2070.8806225559965,2070.8806225559965,2070.8806225559965,2072.388562999986,2072.388562999986,2072.388562999986,2072.388562999986,2072.388562999986,2072.388562999986,2072.388562999986,2072.388562999986,repeat,letter,lettRpt,f,0.7395950159989297,Hi,,,0,,,,,,,,,high,2073.1563421509927,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,1,1075,,,2079.2965112209786,,,B,125,circle,0.0017009819857776165,,,,,1,0,,,,,,,,,,,,2075.635583755997,2075.635583755997,2075.635583755997,2075.635583755997,2077.144057292986,2077.144057292986,2077.144057292986,2077.144057292986,2077.144057292986,2077.144057292986,2077.144057292986,2077.144057292986,repeat,letter,lettRpt,d,0.6312512370059267,Lo,,,0,,,,,,,,,high,2077.794741634978,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,1,1076,,,2084.685654378991,,,D,132,star,0.0010583499970380217,,,,,1,0,,,,,,,,,,,,2080.274476143997,2080.274476143997,2080.274476143997,2080.274476143997,2081.7825239899976,2081.7825239899976,2081.7825239899976,2081.7825239899976,2081.7825239899976,2081.7825239899976,2081.7825239899976,2081.7825239899976,repeat,letter,lettRpt,d,1.3821992680022959,Lo,,,0,,,,,,,,,high,2083.183895676979,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,10,1086,,,2089.3741799209965,,,F,160,triangle,0.0014455199998337775,,,,,1,0,,,,,,,,,,,,2085.6630012349924,2085.6630012349924,2085.6630012349924,2085.6630012349924,2087.171901184978,2087.171901184978,2087.171901184978,2087.171901184978,2087.171901184978,2087.171901184978,2087.171901184978,2087.171901184978,repeat,letter,lettRpt,d,0.6725494260026608,Hi,,,0,,,,,,,,,high,2087.8728304919787,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,1,1087,,,2094.0628092059924,,,H,174,star,0.0014979200204834342,,,,,1,0,,,,,,,,,,,,2090.3514925329946,2090.3514925329946,2090.3514925329946,2090.3514925329946,2091.8601992039767,2091.8601992039767,2091.8601992039767,2091.8601992039767,2091.8601992039767,2091.8601992039767,2091.8601992039767,2091.8601992039767,repeat,letter,lettRpt,d,0.6752164009958506,Lo,,,0,,,,,,,,,high,2092.560982770985,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,1,1088,,,2099.034808772005,,,Y,167,circle,0.0014962839777581394,,,,,1,0,,,,,,,,,,,,2095.0408988099953,2095.0408988099953,2095.0408988099953,2095.0408988099953,2096.548813550995,2096.548813550995,2096.548813550995,2096.548813550995,2096.548813550995,2096.548813550995,2096.548813550995,2096.548813550995,repeat,letter,lettRpt,f,0.9596821810409892,Lo,,,0,,,,,,,,,high,2097.5332436149765,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,10,1098,,,2103.573290048982,,,W,181,hexagon,0.0016705449961591512,,,,,1,0,,,,,,,,,,,,2100.0117292319774,2100.0117292319774,2100.0117292319774,2100.0117292319774,2101.5209530619904,2101.5209530619904,2101.5209530619904,2101.5209530619904,2101.5209530619904,2101.5209530619904,2101.5209530619904,2101.5209530619904,switch,number,numSwt,k,0.5345086240267847,Hi,,,0,,,,,,,,,high,2102.0716123819875,2103.573290048982,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,0,1098,,,2124.7464940929785,,,Y,125,hexagon,0.002036425983533263,,,,,1,0,,,,,,,,,,,,2120.501029728999,2120.501029728999,2120.501029728999,2120.501029728999,2122.010190348985,2122.010190348985,2122.010190348985,2122.010190348985,2122.010190348985,2122.010190348985,2122.010190348985,2122.010190348985,switch,letter,lettSwt,f,1.206126013014,Hi,,,1,,,,,,,space,1.341469646024052,high,2123.244870511,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,10,1108,,,2129.568459158996,,,U,167,circle,0.001211344002513215,,,,,1,0,,,,,,,,,,,,2125.7244860649807,2125.7244860649807,2125.7244860649807,2125.7244860649807,2127.2326997909986,2127.2326997909986,2127.2326997909986,2127.2326997909986,2127.2326997909986,2127.2326997909986,2127.2326997909986,2127.2326997909986,repeat,letter,lettRpt,f,0.8096215650148224,Lo,,,1,,,,,,,,,high,2128.06703559999,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,10,1118,,,2134.290355571982,,,F,139,star,0.0016028899990487844,,,,,1,0,,,,,,,,,,,,2130.5470319140004,2130.5470319140004,2130.5470319140004,2130.5470319140004,2132.0547836920014,2132.0547836920014,2132.0547836920014,2132.0547836920014,2132.0547836920014,2132.0547836920014,2132.0547836920014,2132.0547836920014,repeat,letter,lettRpt,d,0.7117313300259411,Lo,,,1,,,,,,,,,high,2132.788728480984,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
