LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,2,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052.0083763770526,1052.0083763770526,1052.0083763770526,1052.0083763770526,1052.0083763770526,1052.0083763770526,1052.0083763770526,1052.0083763770526,1052.0083763770526,1052.0083763770526,a,2.1438365399371833,10,96,0,1054.1777353680227,1055.6791640820447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,3,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056.179931582068,1056.179931582068,1056.179931582068,1056.179931582068,1056.179931582068,1056.179931582068,1056.179931582068,1056.179931582068,1056.179931582068,1056.179931582068,l,3.011173350038007,10,106,0,1059.2165200180607,1060.7180709850509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,4,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.218620312051,1061.218620312051,1061.218620312051,1061.218620312051,1061.218620312051,1061.218620312051,1061.218620312051,1061.218620312051,1061.218620312051,1061.218620312051,a,1.9334511138731614,1,107,0,1063.1708790049888,1064.672387222061,1064.672387222061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,5,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065.173102571047,1065.173102571047,1065.173102571047,1065.173102571047,1065.173102571047,1065.173102571047,1065.173102571047,1065.173102571047,1065.173102571047,1065.173102571047,a,1.3422527549555525,10,117,0,1066.5409841700457,1068.0429631570587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,6,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.543361457996,1068.543361457996,1068.543361457996,1068.543361457996,1068.543361457996,1068.543361457996,1068.543361457996,1068.543361457996,1068.543361457996,1068.543361457996,l,3.65517831989564,1,118,0,1072.2307377370307,1073.7325191349955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,7,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074.2330563269788,1074.2330563269788,1074.2330563269788,1074.2330563269788,1074.2330563269788,1074.2330563269788,1074.2330563269788,1074.2330563269788,1074.2330563269788,1074.2330563269788,l,9.41771510685794,1,119,0,1083.6769031180302,1085.1783132679993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,8,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085.6789595810696,1085.6789595810696,1085.6789595810696,1085.6789595810696,1085.6789595810696,1085.6789595810696,1085.6789595810696,1085.6789595810696,1085.6789595810696,1085.6789595810696,a,1.4359338349895552,1,120,0,1087.147149919998,1088.6490523060784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,9,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.1493384880014,1089.1493384880014,1089.1493384880014,1089.1493384880014,1089.1493384880014,1089.1493384880014,1089.1493384880014,1089.1493384880014,1089.1493384880014,1089.1493384880014,l,1.5334573748987168,1,121,0,1090.701322715031,1092.202762571047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,10,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.7034368950408,1092.7034368950408,1092.7034368950408,1092.7034368950408,1092.7034368950408,1092.7034368950408,1092.7034368950408,1092.7034368950408,1092.7034368950408,1092.7034368950408,l,0.8472417569719255,1,122,0,1093.5709970049793,1095.0726305510616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,11,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095.573135041981,1095.573135041981,1095.573135041981,1095.573135041981,1095.573135041981,1095.573135041981,1095.573135041981,1095.573135041981,1095.573135041981,1095.573135041981,a,1.8700811689486727,1,123,0,1097.4752790260827,1098.9770311859902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,0,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.4773639619816,1099.4773639619816,1099.4773639619816,1099.4773639619816,1099.4773639619816,1099.4773639619816,1099.4773639619816,1099.4773639619816,1099.4773639619816,1099.4773639619816,a,1.0372060448862612,1,124,0,1100.5452152980724,1102.0471424850402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,1,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.5477845279966,1102.5477845279966,1102.5477845279966,1102.5477845279966,1102.5477845279966,1102.5477845279966,1102.5477845279966,1102.5477845279966,1102.5477845279966,1102.5477845279966,l,2.164051881991327,10,134,0,1104.733309542993,1106.2349736529868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106.7354565360583,1106.7354565360583,1106.7354565360583,1106.7354565360583,1106.7354565360583,1106.7354565360583,1106.7354565360583,1106.7354565360583,1106.7354565360583,1106.7354565360583,l,1.845937693840824,10,144,0,1108.6041721720248,1110.1059446880827,1110.1059446880827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,3,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.6064296200639,1110.6064296200639,1110.6064296200639,1110.6064296200639,1110.6064296200639,1110.6064296200639,1110.6064296200639,1110.6064296200639,1110.6064296200639,1110.6064296200639,a,1.3519357899203897,10,154,0,1111.9747481860686,1113.4763950570486,1113.4763950570486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,4,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.9767758860253,1113.9767758860253,1113.9767758860253,1113.9767758860253,1113.9767758860253,1113.9767758860253,1113.9767758860253,1113.9767758860253,1113.9767758860253,1113.9767758860253,l,2.053313851938583,1,155,0,1116.0623994510388,1117.5641055080341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,5,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118.0649220930645,1118.0649220930645,1118.0649220930645,1118.0649220930645,1118.0649220930645,1118.0649220930645,1118.0649220930645,1118.0649220930645,1118.0649220930645,1118.0649220930645,a,1.9931575298542157,10,165,0,1120.08364616998,1121.5851809650194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,6,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.085943127051,1122.085943127051,1122.085943127051,1122.085943127051,1122.085943127051,1122.085943127051,1122.085943127051,1122.085943127051,1122.085943127051,1122.085943127051,a,1.7420389929320663,1,166,0,1123.8544586000498,1125.3561471879948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,7,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.8566765630385,1125.8566765630385,1125.8566765630385,1125.8566765630385,1125.8566765630385,1125.8566765630385,1125.8566765630385,1125.8566765630385,1125.8566765630385,1125.8566765630385,a,2.2562946119578555,1,167,0,1128.1424522050656,1129.644198531052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,8,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.144581397064,1130.144581397064,1130.144581397064,1130.144581397064,1130.144581397064,1130.144581397064,1130.144581397064,1130.144581397064,1130.144581397064,1130.144581397064,l,2.23355006496422,1,168,0,1132.397352782078,1133.898810210987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
