LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,0,982,,,1429.0374594410096,Y,132,star,0.0013601370010292158,,,,,,,,,1,0,,,,,,,,,,,,,1425.3275046420022,1425.3275046420022,1425.3275046420022,1425.3275046420022,1426.8350781650079,1426.8350781650079,1426.8350781650079,1426.8350781650079,1426.8350781650079,1426.8350781650079,1426.8350781650079,1426.8350781650079,repeat,number,numRpt,j,0.6799919240002055,Hi,,1,,,,low,1427.5374018440052,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,10,992,,,1434.0097309310077,U,146,triangle,0.001299722003750503,,,,,,,,,1,0,,,,,,,,,,,,,1430.0167426240077,1430.0167426240077,1430.0167426240077,1430.0167426240077,1431.5235678010067,1431.5235678010067,1431.5235678010067,1431.5235678010067,1431.5235678010067,1431.5235678010067,1431.5235678010067,1431.5235678010067,switch,letter,lettSwt,f,0.9515125189936953,Lo,,1,,,,low,1432.508261932002,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,10,1002,,,1438.981832067002,S,174,circle,0.0014387509872904047,,,,,,,,,1,0,,,,,,,,,,,,,1434.9888629680063,1434.9888629680063,1434.9888629680063,1434.9888629680063,1436.4959480310063,1436.4959480310063,1436.4959480310063,1436.4959480310063,1436.4959480310063,1436.4959480310063,1436.4959480310063,1436.4959480310063,repeat,letter,lettRpt,f,0.9560765370115405,Lo,,1,,,,low,1437.480331535,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,10,1012,,,1443.4366948550014,W,139,hexagon,0.0014156590041238815,,,,,,,,,1,0,,,,,,,,,,,,,1439.9610319160129,1439.9610319160129,1439.9610319160129,1439.9610319160129,1441.4680223320029,1441.4680223320029,1441.4680223320029,1441.4680223320029,1441.4680223320029,1441.4680223320029,1441.4680223320029,1441.4680223320029,switch,number,numSwt,j,0.447604417000548,Hi,,1,,,,low,1441.9349637200066,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,0,1012,,,1448.1085862450127,D,181,hexagon,0.0013377230061450973,,,,,,,,,1,0,,,,,,,,,,,,,1444.4148412430077,1444.4148412430077,1444.4148412430077,1444.4148412430077,1445.9227398310031,1445.9227398310031,1445.9227398310031,1445.9227398310031,1445.9227398310031,1445.9227398310031,1445.9227398310031,1445.9227398310031,repeat,number,numRpt,k,0.6649914250010625,Hi,,1,,,,low,1446.608136669005,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,1,1013,,,1452.9471926910046,H,167,triangle,0.0015229749988066033,,,,,,,,,1,0,,,,,,,,,,,,,1449.0878823370003,1449.0878823370003,1449.0878823370003,1449.0878823370003,1450.5945660750003,1450.5945660750003,1450.5945660750003,1450.5945660750003,1450.5945660750003,1450.5945660750003,1450.5945660750003,1450.5945660750003,switch,letter,lettSwt,d,0.8243405130051542,Lo,,1,,,,low,1451.4461487010121,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,1,1014,,,1457.5523201550095,B,125,circle,0.0016458400059491396,,,,,,,,,1,0,,,,,,,,,,,,,1453.9268572300061,1453.9268572300061,1453.9268572300061,1453.9268572300061,1455.4333157240035,1455.4333157240035,1455.4333157240035,1455.4333157240035,1455.4333157240035,1455.4333157240035,1455.4333157240035,1455.4333157240035,repeat,letter,lettRpt,d,0.5851828750019195,Lo,,1,,,,low,1456.0506527950056,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,10,1024,,,1462.123996142007,F,160,star,0.0013720170099986717,,,,,,,,,1,0,,,,,,,,,,,,,1458.530588270005,1458.530588270005,1458.530588270005,1458.530588270005,1460.038396176009,1460.038396176009,1460.038396176009,1460.038396176009,1460.038396176009,1460.038396176009,1460.038396176009,1460.038396176009,switch,number,numSwt,k,0.5657946770079434,Hi,,1,,,,low,1460.623043204003,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,1,1025,,,1466.812642416,U,139,triangle,0.0015057739947224036,,,,,,,,,1,0,,,,,,,,,,,,,1463.102187773009,1463.102187773009,1463.102187773009,1463.102187773009,1464.6101939960063,1464.6101939960063,1464.6101939960063,1464.6101939960063,1464.6101939960063,1464.6101939960063,1464.6101939960063,1464.6101939960063,repeat,number,numRpt,j,0.6818227240000851,Lo,,1,,,,low,1465.3113046310027,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,0,1025,,,1471.5010921870125,F,146,hexagon,0.0015533370024058968,,,,,,,,,1,0,,,,,,,,,,,,,1467.7907445370074,1467.7907445370074,1467.7907445370074,1467.7907445370074,1469.2985776060086,1469.2985776060086,1469.2985776060086,1469.2985776060086,1469.2985776060086,1469.2985776060086,1469.2985776060086,1469.2985776060086,repeat,number,numRpt,j,0.6729196109954501,Hi,,1,,,,low,1470.0008892620099,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,10,1035,,,1476.0227313840005,D,125,star,0.0013876700104447082,,,,,,,,,1,0,,,,,,,,,,,,,1472.480465441011,1472.480465441011,1472.480465441011,1472.480465441011,1473.9870881430106,1473.9870881430106,1473.9870881430106,1473.9870881430106,1473.9870881430106,1473.9870881430106,1473.9870881430106,1473.9870881430106,repeat,number,numRpt,j,0.5039508499903604,Hi,,1,,,,low,1474.5220138540026,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,1,1036,,,1480.6610834300081,S,181,circle,0.001610382998478599,,,,,,,,,1,0,,,,,,,,,,,,,1477.0014812640002,1477.0014812640002,1477.0014812640002,1477.0014812640002,1478.5086965430091,1478.5086965430091,1478.5086965430091,1478.5086965430091,1478.5086965430091,1478.5086965430091,1478.5086965430091,1478.5086965430091,repeat,number,numRpt,k,0.622942793997936,Lo,,1,,,,low,1479.1600135270128,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,0,1036,,,1485.6666532050003,W,132,hexagon,0.0017036210047081113,,,,,,,,,1,0,,,,,,,,,,,,,1481.6424961950106,1481.6424961950106,1481.6424961950106,1481.6424961950106,1483.1472262150055,1483.1472262150055,1483.1472262150055,1483.1472262150055,1483.1472262150055,1483.1472262150055,1483.1472262150055,1483.1472262150055,switch,letter,lettSwt,f,1.0007121110102162,Hi,,1,,,,low,1484.1665819830087,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,1,1037,,,1490.1551878870087,H,167,star,0.0012961960019310936,,,,,,,,,1,0,,,,,,,,,,,,,1486.6458292580064,1486.6458292580064,1486.6458292580064,1486.6458292580064,1488.1526664850098,1488.1526664850098,1488.1526664850098,1488.1526664850098,1488.1526664850098,1488.1526664850098,1488.1526664850098,1488.1526664850098,switch,number,numSwt,k,0.4832986920082476,Hi,,1,,,,low,1488.654312128012,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,1,1038,,,1495.1271521060116,Y,174,circle,0.0014319679903564975,,,,,,,,,1,0,,,,,,,,,,,,,1491.1340223880106,1491.1340223880106,1491.1340223880106,1491.1340223880106,1492.6411076510121,1492.6411076510121,1492.6411076510121,1492.6411076510121,1492.6411076510121,1492.6411076510121,1492.6411076510121,1492.6411076510121,switch,letter,lettSwt,f,0.9623368389875395,Lo,,1,,,,low,1493.6256278210058,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,10,1048,,,1499.7489489990112,B,160,triangle,0.001754822995280847,,,,,,,,,1,0,,,,,,,,,,,,,1496.1084068820055,1496.1084068820055,1496.1084068820055,1496.1084068820055,1497.613200471009,1497.613200471009,1497.613200471009,1497.613200471009,1497.613200471009,1497.613200471009,1497.613200471009,1497.613200471009,switch,number,numSwt,k,0.6140893270057859,Lo,,1,,,,low,1498.2479499900073,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,1,1049,,,1504.3372780430072,D,146,circle,0.0016251839988399297,,,,,,,,,1,0,,,,,,,,,,,,,1500.7281325150107,1500.7281325150107,1500.7281325150107,1500.7281325150107,1502.2350366800092,1502.2350366800092,1502.2350366800092,1502.2350366800092,1502.2350366800092,1502.2350366800092,1502.2350366800092,1502.2350366800092,repeat,number,numRpt,j,0.5766356499952963,Lo,,1,,,,low,1502.836311787003,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,,,,,,,,,,,0,1049,,,1508.9923996480065,U,132,hexagon,0.0012779020034940913,,,,,,,,,1,0,,,,,,,,,,,,,1505.3152806620055,1505.3152806620055,1505.3152806620055,1505.3152806620055,1506.8233006790106,1506.8233006790106,1506.8233006790106,1506.8233006790106,1506.8233006790106,1506.8233006790106,1506.8233006790106,1506.8233006790106,repeat,number,numRpt,j,0.6352195259969449,Hi,,1,,,,low,1507.4906775130075,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,26,0,26,0,,,,,,,,,,,,,,,,1,1050,,,1514.0312123420008,H,174,triangle,0.0013144090044079348,,,,,,,,,1,0,,,,,,,,,,,,,1509.9724346670118,1509.9724346670118,1509.9724346670118,1509.9724346670118,1511.4784762650088,1511.4784762650088,1511.4784762650088,1511.4784762650088,1511.4784762650088,1511.4784762650088,1511.4784762650088,1511.4784762650088,repeat,number,numRpt,k,1.0200753979879664,Lo,,1,,,,low,1512.5302048640006,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,27,0,27,0,,,,,,,,,,,,,,,,0,1050,,,1518.803190549006,W,167,star,0.0016302040021400899,,,,,,,,,1,0,,,,,,,,,,,,,1515.0106452980108,1515.0106452980108,1515.0106452980108,1515.0106452980108,1516.517200716,1516.517200716,1516.517200716,1516.517200716,1516.517200716,1516.517200716,1516.517200716,1516.517200716,switch,letter,lettSwt,f,0.7664965139993001,Hi,,1,,,,low,1517.302437242004,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,28,0,28,0,,,,,,,,,,,,,,,,10,1060,,,1523.3749295770103,B,139,hexagon,0.0012599680048879236,,,,,,,,,1,0,,,,,,,,,,,,,1519.7825837660057,1519.7825837660057,1519.7825837660057,1519.7825837660057,1521.289475589001,1521.289475589001,1521.289475589001,1521.289475589001,1521.289475589001,1521.289475589001,1521.289475589001,1521.289475589001,switch,number,numSwt,j,0.562211633005063,Hi,,1,,,,low,1521.873989536005,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,29,0,29,0,,,,,,,,,,,,,,,,1,1061,,,1528.2802946750016,F,181,circle,0.0017242809990420938,,,,,,,,,1,0,,,,,,,,,,,,,1524.3562213910045,1524.3562213910045,1524.3562213910045,1524.3562213910045,1525.860989909008,1525.860989909008,1525.860989909008,1525.860989909008,1525.860989909008,1525.860989909008,1525.860989909008,1525.860989909008,switch,letter,lettSwt,d,0.8865545599983307,Lo,,1,,,,low,1526.7793148280034,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,30,0,30,0,,,,,,,,,,,,,,,,10,1071,,,1532.7687381300057,Y,125,star,0.0016064460069173947,,,,,,,,,1,0,,,,,,,,,,,,,1529.260268146012,1529.260268146012,1529.260268146012,1529.260268146012,1530.7663252740022,1530.7663252740022,1530.7663252740022,1530.7663252740022,1530.7663252740022,1530.7663252740022,1530.7663252740022,1530.7663252740022,switch,number,numSwt,j,0.46826270400197245,Hi,,1,,,,low,1531.2669078640029,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,31,0,31,0,,,,,,,,,,,,,,,,10,1081,,,1537.3069159610022,S,160,triangle,0.0015245739923557267,,,,,,,,,1,0,,,,,,,,,,,,,1533.7486456020124,1533.7486456020124,1533.7486456020124,1533.7486456020124,1535.2546898960136,1535.2546898960136,1535.2546898960136,1535.2546898960136,1535.2546898960136,1535.2546898960136,1535.2546898960136,1535.2546898960136,switch,letter,lettSwt,f,0.5330822839896427,Lo,,1,,,,low,1535.8053276680002,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,1,1082,,,1548.2022701250098,H,132,triangle,0.0017237279971595854,,,,,,,,,1,0,,,,,,,,,,,,,1544.5285107970121,1544.5285107970121,1544.5285107970121,1544.5285107970121,1546.0332668620104,1546.0332668620104,1546.0332668620104,1546.0332668620104,1546.0332668620104,1546.0332668620104,1546.0332668620104,1546.0332668620104,switch,number,numSwt,j,0.6343282689922489,Lo,,2,,space,2.051045621992671,low,1546.7003777450009,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,0,1082,,,1552.8740652950073,Y,167,circle,0.0015776049986016005,,,,,,,,,0,0,,,,,,,,,,,,,1549.1805873240082,1549.1805873240082,1549.1805873240082,1549.1805873240082,1550.6884319960081,1550.6884319960081,1550.6884319960081,1550.6884319960081,1550.6884319960081,1550.6884319960081,1550.6884319960081,1550.6884319960081,repeat,number,NA,j,0.6586918609973509,Lo,,2,,,,low,1551.373367637003,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,0,1082,,,1557.1788378430065,D,174,star,0.001399778004270047,,,,,,,,,0,1,,,,,,,,,,,,,1553.8532706370024,1553.8532706370024,1553.8532706370024,1553.8532706370024,1555.3600625140098,1555.3600625140098,1555.3600625140098,1555.3600625140098,1555.3600625140098,1555.3600625140098,1555.3600625140098,1555.3600625140098,repeat,number,NA,j,0.2995455979980761,Lo,,2,,,,low,1555.681144828006,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,0,1082,,,1562.117611501002,S,160,hexagon,0.0015270040021277964,,,,,,,,,1,1,,,,,,,,,,,,,1558.1601604610041,1558.1601604610041,1558.1601604610041,1558.1601604610041,1559.6650394490134,1559.6650394490134,1559.6650394490134,1559.6650394490134,1559.6650394490134,1559.6650394490134,1559.6650394490134,1559.6650394490134,repeat,number,numRpt,k,0.922705988996313,Hi,,2,,,,low,1560.6175430200092,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,10,1092,,,1566.7394045020046,U,125,triangle,0.0017934739880729467,,,,,,,,,1,0,,,,,,,,,,,,,1563.099101150001,1563.099101150001,1563.099101150001,1563.099101150001,1564.6037581730052,1564.6037581730052,1564.6037581730052,1564.6037581730052,1564.6037581730052,1564.6037581730052,1564.6037581730052,1564.6037581730052,repeat,number,numRpt,j,0.6161244420072762,Lo,,2,,,,low,1565.2390945040097,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,10,1102,,,1571.2277553270105,W,146,circle,0.001111018005758524,,,,,,,,,1,0,,,,,,,,,,,,,1567.7193815980136,1567.7193815980136,1567.7193815980136,1567.7193815980136,1569.2255674820044,1569.2255674820044,1569.2255674820044,1569.2255674820044,1569.2255674820044,1569.2255674820044,1569.2255674820044,1569.2255674820044,switch,letter,lettSwt,f,0.48244712699670345,Lo,,2,,,,low,1569.7264107780065,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,0,1102,,,1575.8493940450135,F,139,star,0.0010256449895678088,,,,,,,,,1,0,,,,,,,,,,,,,1572.2076207860082,1572.2076207860082,1572.2076207860082,1572.2076207860082,1573.7139177690115,1573.7139177690115,1573.7139177690115,1573.7139177690115,1573.7139177690115,1573.7139177690115,1573.7139177690115,1573.7139177690115,switch,number,numSwt,j,0.6099912640056573,Hi,,2,,,,low,1574.3486615240108,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,7,0,7,0,,,,,,,,,,,,,,,,0,1102,,,1580.4544547260011,B,181,hexagon,0.0014425179979298264,,,,,,,,,0,0,,,,,,,,,,,,,1576.8307296120038,1576.8307296120038,1576.8307296120038,1576.8307296120038,1578.3354982790042,1578.3354982790042,1578.3354982790042,1578.3354982790042,1578.3354982790042,1578.3354982790042,1578.3354982790042,1578.3354982790042,switch,letter,NA,f,0.5953863910108339,Hi,,2,,,,low,1578.954312700007,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,8,0,8,0,,,,,,,,,,,,,,,,0,1102,,,1585.0764176200028,H,132,star,0.001655403000768274,,,,,,,,,1,1,,,,,,,,,,,,,1581.4324671060022,1581.4324671060022,1581.4324671060022,1581.4324671060022,1582.940836601003,1582.940836601003,1582.940836601003,1582.940836601003,1582.940836601003,1582.940836601003,1582.940836601003,1582.940836601003,repeat,letter,lettRpt,d,0.6061184019927168,Hi,,2,,,,low,1583.5754406320048,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,9,0,9,0,,,,,,,,,,,,,,,,1,1103,,,1589.7981315610086,Y,167,circle,0.0015107590006664395,,,,,,,,,1,0,,,,,,,,,,,,,1586.0559717900032,1586.0559717900032,1586.0559717900032,1586.0559717900032,1587.56234559101,1587.56234559101,1587.56234559101,1587.56234559101,1587.56234559101,1587.56234559101,1587.56234559101,1587.56234559101,switch,number,numSwt,k,0.7131394150055712,Lo,,2,,,,low,1588.2976995390054,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,10,0,10,0,,,,,,,,,,,,,,,,10,1113,,,1594.369101979013,D,174,hexagon,0.001737079001031816,,,,,,,,,1,0,,,,,,,,,,,,,1590.777426908011,1590.777426908011,1590.777426908011,1590.777426908011,1592.2842091750063,1592.2842091750063,1592.2842091750063,1592.2842091750063,1592.2842091750063,1592.2842091750063,1592.2842091750063,1592.2842091750063,repeat,number,numRpt,k,0.5589667329913937,Hi,,2,,,,low,1592.8696076230117,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
