LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,fix.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,13,0,13,0,,,,,,,,,,,,,,,,1,1568,,,,2194.3210031369235,125,W,circle,0.0010906440438702703,,,,,1,0,,,,,,,,,,,,2190.8672550049378,2190.8672550049378,2190.8672550049378,2190.8672550049378,2192.368851783918,2192.368851783918,2192.368851783918,2192.368851783918,2192.368851783918,2192.368851783918,2192.368851783918,2192.368851783918,switch,letter,lettSwt,k,0.4206118071451783,Lo,,,,5,,,,,high,2192.8359822039492,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,14,0,14,0,,,,,,,,,,,,,,,,1,1569,,,,2198.809134226991,160,S,star,0.0011466509895399213,,,,,1,0,,,,,,,,,,,,2195.305313798948,2195.305313798948,2195.305313798948,2195.305313798948,2196.8070979790064,2196.8070979790064,2196.8070979790064,2196.8070979790064,2196.8070979790064,2196.8070979790064,2196.8070979790064,2196.8070979790064,switch,number,numSwt,f,0.47315774799790233,Lo,,,,5,,,,,high,2197.324282962014,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,15,0,15,0,,,,,,,,,,,,,,,,1,1570,,,,2203.2306462069973,132,F,hexagon,0.0013947190018370748,,,,,1,0,,,,,,,,,,,,2199.793606768013,2199.793606768013,2199.793606768013,2199.793606768013,2201.2952596549876,2201.2952596549876,2201.2952596549876,2201.2952596549876,2201.2952596549876,2201.2952596549876,2201.2952596549876,2201.2952596549876,switch,letter,lettSwt,j,0.4067360231420025,Hi,,,,5,,,,,high,2201.7458829670213,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,16,0,16,0,,,,,,,,,,,,,,,,10,1580,,,,2207.719108877005,167,D,circle,0.0013328350614756346,,,,,1,0,,,,,,,,,,,,2204.2152202019934,2204.2152202019934,2204.2152202019934,2204.2152202019934,2205.7168261619518,2205.7168261619518,2205.7168261619518,2205.7168261619518,2205.7168261619518,2205.7168261619518,2205.7168261619518,2205.7168261619518,repeat,letter,lettRpt,j,0.46189142402727157,Lo,,,,5,,,,,high,2206.2175302680116,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,17,0,17,0,,,,,,,,,,,,,,,,10,1590,,,,2212.2405195399188,181,F,star,0.0011926130391657352,,,,,1,0,,,,,,,,,,,,2208.686758362921,2208.686758362921,2208.686758362921,2208.686758362921,2210.1884719569935,2210.1884719569935,2210.1884719569935,2210.1884719569935,2210.1884719569935,2210.1884719569935,2210.1884719569935,2210.1884719569935,switch,number,numSwt,f,0.5015852320939302,Lo,,,,5,,,,,high,2210.739051337936,2212.2405195399188,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,18,0,18,0,,,,,,,,,,,,,,,,0,1590,,,,2216.9125762289623,174,S,triangle,0.0008161209989339113,,,,,1,0,,,,,,,,,,,,2213.225241838023,2213.225241838023,2213.225241838023,2213.225241838023,2214.7266460639657,2214.7266460639657,2214.7266460639657,2214.7266460639657,2214.7266460639657,2214.7266460639657,2214.7266460639657,2214.7266460639657,repeat,number,numRpt,f,0.6542138430522755,Hi,,,,5,,,,,high,2215.4275974580087,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,19,0,19,0,,,,,,,,,,,,,,,,0,1590,,,,2221.5009910520166,139,Y,hexagon,0.0014161650324240327,,,,,0,0,,,,,,,,,,,,2217.8969367999816,2217.8969367999816,2217.8969367999816,2217.8969367999816,2219.3984812030103,2219.3984812030103,2219.3984812030103,2219.3984812030103,2219.3984812030103,2219.3984812030103,2219.3984812030103,2219.3984812030103,switch,letter,NA,j,0.5743733691051602,Hi,,,,5,,,,,high,2220.016100729932,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,20,0,20,0,,,,,,,,,,,,,,,,0,1590,,,,2226.222819454968,146,B,hexagon,0.0013663650024682283,,,,,1,1,,,,,,,,,,,,2222.4852262199856,2222.4852262199856,2222.4852262199856,2222.4852262199856,2223.986922199023,2223.986922199023,2223.986922199023,2223.986922199023,2223.986922199023,2223.986922199023,2223.986922199023,2223.986922199023,switch,number,numSwt,d,0.6879089730791748,Hi,,,,5,,,,,high,2224.720973007963,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,21,0,21,0,,,,,,,,,,,,,,,,0,1590,,,,2230.8279515879694,160,U,triangle,0.0009181599598377943,,,,,1,0,,,,,,,,,,,,2227.1903812439414,2227.1903812439414,2227.1903812439414,2227.1903812439414,2228.6920249999966,2228.6920249999966,2228.6920249999966,2228.6920249999966,2228.6920249999966,2228.6920249999966,2228.6920249999966,2228.6920249999966,repeat,number,numRpt,f,0.5847909231670201,Hi,,,,5,,,,,high,2229.3259997789282,2230.8279515879694,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,22,0,22,0,,,,,,,,,,,,,,,,1,1591,,,,2235.4164267550223,125,W,circle,0.0011898980010300875,,,,,1,0,,,,,,,,,,,,2231.8123554089107,2231.8123554089107,2231.8123554089107,2231.8123554089107,2233.31400735199,2233.31400735199,2233.31400735199,2233.31400735199,2233.31400735199,2233.31400735199,2233.31400735199,2233.31400735199,switch,letter,lettSwt,k,0.5524957091547549,Lo,,,,5,,,,,high,2233.9146332850214,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,23,0,23,0,,,,,,,,,,,,,,,,1,1592,,,,2240.021280447021,132,H,star,0.0012093819677829742,,,,,1,0,,,,,,,,,,,,2236.400649548974,2236.400649548974,2236.400649548974,2236.400649548974,2237.902150398004,2237.902150398004,2237.902150398004,2237.902150398004,2237.902150398004,2237.902150398004,2237.902150398004,2237.902150398004,switch,number,numSwt,d,0.5685111210914329,Lo,,,,5,,,,,high,2238.5196822870057,2240.021280447021,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,24,0,24,0,,,,,,,,,,,,,,,,1,1593,,,,2244.576177367009,125,B,triangle,0.0007741980953142047,,,,,1,0,,,,,,,,,,,,2241.0057012329344,2241.0057012329344,2241.0057012329344,2241.0057012329344,2242.5075977849774,2242.5075977849774,2242.5075977849774,2242.5075977849774,2242.5075977849774,2242.5075977849774,2242.5075977849774,2242.5075977849774,repeat,number,numRpt,d,0.517893125070259,Hi,,,,5,,,,,high,2243.074625476962,2244.576177367009,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,25,0,25,0,,,,,,,,,,,,,,,,1,1594,,,,2249.0647145399125,174,W,circle,0.0010157560463994741,,,,,1,0,,,,,,,,,,,,2245.5606941889273,2245.5606941889273,2245.5606941889273,2245.5606941889273,2247.062268421985,2247.062268421985,2247.062268421985,2247.062268421985,2247.062268421985,2247.062268421985,2247.062268421985,2247.062268421985,switch,letter,lettSwt,k,0.45190695603378117,Lo,,,,5,,,,,high,2247.563005446922,2249.0647145399125,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,26,0,26,0,,,,,,,,,,,,,,,,10,1604,,,,2253.5862567139557,132,D,hexagon,0.0012813579523935914,,,,,1,0,,,,,,,,,,,,2250.0490410589846,2250.0490410589846,2250.0490410589846,2250.0490410589846,2251.550831542001,2251.550831542001,2251.550831542001,2251.550831542001,2251.550831542001,2251.550831542001,2251.550831542001,2251.550831542001,repeat,letter,lettRpt,j,0.48520173714496195,Hi,,,,5,,,,,high,2252.084616496926,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,27,0,27,0,,,,,,,,,,,,,,,,10,1614,,,,2258.0746046889108,146,U,star,0.0009696949273347855,,,,,1,0,,,,,,,,,,,,2254.5707090519136,2254.5707090519136,2254.5707090519136,2254.5707090519136,2256.0724920619978,2256.0724920619978,2256.0724920619978,2256.0724920619978,2256.0724920619978,2256.0724920619978,2256.0724920619978,2256.0724920619978,switch,number,numSwt,d,0.4526147540891543,Lo,,,,5,,,,,high,2256.572963971994,2258.0746046889108,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,28,0,28,0,,,,,,,,,,,,,,,,0,1614,,,,2263.530588231981,181,S,triangle,0.0010523359524086118,,,,,1,0,,,,,,,,,,,,2259.0592174369376,2259.0592174369376,2259.0592174369376,2259.0592174369376,2260.560646352009,2260.560646352009,2260.560646352009,2260.560646352009,2260.560646352009,2260.560646352009,2260.560646352009,2260.560646352009,repeat,number,numRpt,f,1.4348603120306507,Hi,,,,5,,,,,high,2262.0291498749284,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,29,0,29,0,,,,,,,,,,,,,,,,10,1624,,,,2268.2692200149177,167,F,circle,0.0007083159871399403,,,,,1,0,,,,,,,,,,,,2264.4985356240068,2264.4985356240068,2264.4985356240068,2264.4985356240068,2265.99999007897,2265.99999007897,2265.99999007897,2265.99999007897,2265.99999007897,2265.99999007897,2265.99999007897,2265.99999007897,repeat,number,numRpt,f,0.718439634074457,Lo,,,,5,,,,,high,2266.767454707995,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,30,0,30,0,,,,,,,,,,,,,,,,10,1634,,,,2272.8075059429975,139,H,hexagon,0.0012944339541718364,,,,,1,0,,,,,,,,,,,,2269.25344978692,2269.25344978692,2269.25344978692,2269.25344978692,2270.7551935439697,2270.7551935439697,2270.7551935439697,2270.7551935439697,2270.7551935439697,2270.7551935439697,2270.7551935439697,2270.7551935439697,repeat,number,numRpt,d,0.5092894120607525,Hi,,,,5,,,,,high,2271.3059940820094,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,31,0,31,0,,,,,,,,,,,,,,,,1,1635,,,,2277.2789882189827,160,Y,star,0.0009193660225719213,,,,,1,0,,,,,,,,,,,,2273.7753774169832,2273.7753774169832,2273.7753774169832,2273.7753774169832,2275.2767895950237,2275.2767895950237,2275.2767895950237,2275.2767895950237,2275.2767895950237,2275.2767895950237,2275.2767895950237,2275.2767895950237,repeat,number,numRpt,f,0.4669623550726101,Lo,,,,5,,,,,high,2275.777517611976,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,0,1635,,,,2359.7368044139585,146,H,circle,0.0016381191089749336,,,,,0,0,,,,,,,,,,,,2356.2664410530124,2356.2664410530124,2356.2664410530124,2356.2664410530124,2357.7678472549887,2357.7678472549887,2357.7678472549887,2357.7678472549887,2357.7678472549887,2357.7678472549887,2357.7678472549887,2357.7678472549887,repeat,number,NA,f,0.4321907820412889,Lo,,,,6,,,space,0.4189719051355496,high,2358.234836395015,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,10,1645,,,,2364.2415838389425,139,Y,hexagon,0.0009573949500918388,,,,,1,1,,,,,,,,,,,,2360.7046106189955,2360.7046106189955,2360.7046106189955,2360.7046106189955,2362.2060038850177,2362.2060038850177,2362.2060038850177,2362.2060038850177,2362.2060038850177,2362.2060038850177,2362.2060038850177,2362.2060038850177,repeat,number,numRpt,d,0.5048150650691241,Hi,,,,6,,,,,high,2362.756822666968,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,10,1655,,,,2368.7633310019737,132,D,triangle,0.0013975269393995404,,,,,1,0,,,,,,,,,,,,2365.226232184912,2365.226232184912,2365.226232184912,2365.226232184912,2366.727884049993,2366.727884049993,2366.727884049993,2366.727884049993,2366.727884049993,2366.727884049993,2366.727884049993,2366.727884049993,repeat,number,numRpt,d,0.48444228107109666,Hi,,,,6,,,,,high,2367.261669124011,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,1,1656,,,,2373.285040713963,174,S,star,0.001332640997134149,,,,,1,0,,,,,,,,,,,,2369.747749489965,2369.747749489965,2369.747749489965,2369.747749489965,2371.2494997769827,2371.2494997769827,2371.2494997769827,2371.2494997769827,2371.2494997769827,2371.2494997769827,2371.2494997769827,2371.2494997769827,switch,letter,lettSwt,k,0.5079165151109919,Lo,,,,6,,,,,high,2371.8003936669556,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,1,1657,,,,2377.9567323119845,125,F,star,0.0011942549608647823,,,,,1,0,,,,,,,,,,,,2374.269513029023,2374.269513029023,2374.269513029023,2374.269513029023,2375.770909936982,2375.770909936982,2375.770909936982,2375.770909936982,2375.770909936982,2375.770909936982,2375.770909936982,2375.770909936982,repeat,letter,lettRpt,j,0.6433772611198947,Lo,,,,6,,,,,high,2376.4551370439585,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,0,1657,,,,2382.545263877022,181,B,triangle,0.0011143010342493653,,,,,1,0,,,,,,,,,,,,2378.9245846900158,2378.9245846900158,2378.9245846900158,2378.9245846900158,2380.4262918089516,2380.4262918089516,2380.4262918089516,2380.4262918089516,2380.4262918089516,2380.4262918089516,2380.4262918089516,2380.4262918089516,switch,number,numSwt,f,0.5682616150006652,Hi,,,,6,,,,,high,2381.043831249932,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,0,1657,,,,2387.0668102579657,160,W,hexagon,0.0015154979191720486,,,,,1,0,,,,,,,,,,,,2383.5297472029924,2383.5297472029924,2383.5297472029924,2383.5297472029924,2385.03125358792,2385.03125358792,2385.03125358792,2385.03125358792,2385.03125358792,2385.03125358792,2385.03125358792,2385.03125358792,switch,letter,lettSwt,k,0.48518616904038936,Hi,,,,6,,,,,high,2385.5653001390165,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,7,0,7,0,,,,,,,,,,,,,,,,1,1658,,,,2391.938952951925,167,U,circle,0.0011010350426658988,,,,,1,0,,,,,,,,,,,,2388.0513132240158,2388.0513132240158,2388.0513132240158,2388.0513132240158,2389.5528025699314,2389.5528025699314,2389.5528025699314,2389.5528025699314,2389.5528025699314,2389.5528025699314,2389.5528025699314,2389.5528025699314,repeat,letter,lettRpt,k,0.835130084073171,Lo,,,,6,,,,,high,2390.4371758319903,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,8,0,8,0,,,,,,,,,,,,,,,,0,1658,,,,2396.5941786649637,146,H,triangle,0.0013469470432028174,,,,,1,0,,,,,,,,,,,,2392.923474903917,2392.923474903917,2392.923474903917,2392.923474903917,2394.424849733943,2394.424849733943,2394.424849733943,2394.424849733943,2394.424849733943,2394.424849733943,2394.424849733943,2394.424849733943,switch,number,numSwt,d,0.6435065231053159,Hi,,,,6,,,,,high,2395.109385563992,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,9,0,9,0,,,,,,,,,,,,,,,,10,1668,,,,2401.0489810979925,139,Y,hexagon,0.0014645050978288054,,,,,1,0,,,,,,,,,,,,2397.5786068049492,2397.5786068049492,2397.5786068049492,2397.5786068049492,2399.0803170480067,2399.0803170480067,2399.0803170480067,2399.0803170480067,2399.0803170480067,2399.0803170480067,2399.0803170480067,2399.0803170480067,repeat,number,numRpt,d,0.4431695000967011,Hi,,,,6,,,,,high,2399.5641863020137,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,10,0,10,0,,,,,,,,,,,,,,,,1,1669,,,,2405.537319802912,132,D,circle,0.001328750979155302,,,,,1,0,,,,,,,,,,,,2402.033329868922,2402.033329868922,2402.033329868922,2402.033329868922,2403.5351950399345,2403.5351950399345,2403.5351950399345,2403.5351950399345,2403.5351950399345,2403.5351950399345,2403.5351950399345,2403.5351950399345,switch,letter,lettSwt,j,0.4562126200180501,Lo,,,,6,,,,,high,2404.035546729923,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,11,0,11,0,,,,,,,,,,,,,,,,1,1670,,,,2409.9587179819355,174,S,star,0.0010101560037583113,,,,,1,0,,,,,,,,,,,,2406.5049622399965,2406.5049622399965,2406.5049622399965,2406.5049622399965,2408.0068120500073,2408.0068120500073,2408.0068120500073,2408.0068120500073,2408.0068120500073,2408.0068120500073,2408.0068120500073,2408.0068120500073,switch,number,numSwt,f,0.4273642480839044,Lo,,,,6,,,,,high,2408.4739848040044,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,12,0,12,0,,,,,,,,,,,,,,,,10,1680,,,,2414.580410282011,125,F,star,0.00108626508153975,,,,,1,0,,,,,,,,,,,,2410.943393218913,2410.943393218913,2410.943393218913,2410.943393218913,2412.4448963620234,2412.4448963620234,2412.4448963620234,2412.4448963620234,2412.4448963620234,2412.4448963620234,2412.4448963620234,2412.4448963620234,switch,letter,lettSwt,j,0.613601086079143,Lo,,,,6,,,,,high,2413.0958320139907,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,13,0,13,0,,,,,,,,,,,,,,,,10,1690,,,,2419.052062677918,181,B,hexagon,0.001046010060235858,,,,,1,0,,,,,,,,,,,,2415.5648614369566,2415.5648614369566,2415.5648614369566,2415.5648614369566,2417.066716357018,2417.066716357018,2417.066716357018,2417.066716357018,2417.066716357018,2417.066716357018,2417.066716357018,2417.066716357018,switch,number,numSwt,f,0.4580149920657277,Hi,,,,6,,,,,high,2417.5671498589218,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,14,0,14,0,,,,,,,,,,,,,,,,1,1691,,,,2423.6907210469944,160,W,circle,0.001203807070851326,,,,,1,0,,,,,,,,,,,,2420.036844388931,2420.036844388931,2420.036844388931,2420.036844388931,2421.53836952697,2421.53836952697,2421.53836952697,2421.53836952697,2421.53836952697,2421.53836952697,2421.53836952697,2421.53836952697,switch,letter,lettSwt,k,0.6012973780743778,Lo,,,,6,,,,,high,2422.1891546939733,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,15,0,15,0,,,,,,,,,,,,,,,,10,1701,,,,2428.162083491916,167,U,triangle,0.001340106944553554,,,,,1,0,,,,,,,,,,,,2424.6749955639243,2424.6749955639243,2424.6749955639243,2424.6749955639243,2426.1765748349717,2426.1765748349717,2426.1765748349717,2426.1765748349717,2426.1765748349717,2426.1765748349717,2426.1765748349717,2426.1765748349717,switch,number,numSwt,f,0.4613322060322389,Hi,,,,6,,,,,high,2426.6772770949174,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,16,0,16,0,,,,,,,,,,,,,,,,1,1702,,,,2432.700776439975,139,D,star,0.0011151189683005214,,,,,1,0,,,,,,,,,,,,2429.1465855889255,2429.1465855889255,2429.1465855889255,2429.1465855889255,2430.6482724589296,2430.6482724589296,2430.6482724589296,2430.6482724589296,2430.6482724589296,2430.6482724589296,2430.6482724589296,2430.6482724589296,switch,letter,lettSwt,j,0.5017913171323016,Lo,,,,6,,,,,high,2431.199162543984,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
