LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,tgt_fix_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,fix.stopped,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,vts_fback.stopped,target_resp.rt,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,18,0,18,0,,,,,,,,,,,,,,,,10,1278,,,2343.15389393401,,181,F,hexagon,0.00022115299361757934,,,,,1,1,,,,,,,,,,,,,,,,,2339.4609025479876,2339.4609025479876,2339.4609025479876,2339.4609025479876,2340.9687036149844,2340.9687036149844,2340.9687036149844,2340.9687036149844,2340.9687036149844,2340.9687036149844,2340.9687036149844,2340.9687036149844,,,,,repeat,number,numRpt,f,Hi,,,0.6394663719984237,4,,,,,high,2341.6521330520045,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,19,0,19,0,,,,,,,,,,,,,,,,1,1279,,,2347.859977943008,,125,B,star,0.001534182025352493,,,,,1,0,,,,,,,,,,,,,,,,,2344.116508842999,2344.116508842999,2344.116508842999,2344.116508842999,2345.6237761029915,2345.6237761029915,2345.6237761029915,2345.6237761029915,2345.6237761029915,2345.6237761029915,2345.6237761029915,2345.6237761029915,,,,,repeat,number,numRpt,d,Lo,,,0.7090449040115345,4,,,,,high,2346.3591436779825,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,20,0,20,0,,,,,,,,,,,,,,,,1,1280,,,2352.4814733050007,,132,S,circle,0.0020911640021950006,,,,,1,0,,,,,,,,,,,,,,,,,2348.839680064004,2348.839680064004,2348.839680064004,2348.839680064004,2350.3457422459906,2350.3457422459906,2350.3457422459906,2350.3457422459906,2350.3457422459906,2350.3457422459906,2350.3457422459906,2350.3457422459906,,,,,repeat,number,numRpt,d,Lo,,,0.6103181240032427,4,,,,,high,2350.980035919987,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,21,0,21,0,,,,,,,,,,,,,,,,1,1281,,,2357.1365077369846,,174,Y,star,0.0017649540095590055,,,,,1,0,,,,,,,,,,,,,,,,,2353.4610799619986,2353.4610799619986,2353.4610799619986,2353.4610799619986,2354.9673555280024,2354.9673555280024,2354.9673555280024,2354.9673555280024,2354.9673555280024,2354.9673555280024,2354.9673555280024,2354.9673555280024,,,,,repeat,number,numRpt,f,Lo,,,0.6356183649913874,4,,,,,high,2355.634945839003,2357.1365077369846,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,22,0,22,0,,,,,,,,,,,,,,,,0,1281,,,2361.941665574006,,160,H,hexagon,0.0013551849988289177,,,,,0,0,,,,,,,,,,,,,,,,,2358.116015720996,2358.116015720996,2358.116015720996,2358.116015720996,2359.622502755985,2359.622502755985,2359.622502755985,2359.622502755985,2359.622502755985,2359.622502755985,2359.622502755985,2359.622502755985,,,,,repeat,number,NA,d,Lo,,,0.7846397779940162,4,,,,,high,2360.440248472005,2361.941665574006,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,23,0,23,0,,,,,,,,,,,,,,,,0,1281,,,2366.780049494002,,146,U,triangle,0.000516316998982802,,,,,1,1,,,,,,,,,,,,,,,,,2362.923368422984,2362.923368422984,2362.923368422984,2362.923368422984,2364.427851062006,2364.427851062006,2364.427851062006,2364.427851062006,2364.427851062006,2364.427851062006,2364.427851062006,2364.427851062006,,,,,repeat,number,numRpt,d,Hi,,,0.82708264599205,4,,,,,high,2365.282115620008,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,24,0,24,0,,,,,,,,,,,,,,,,10,1291,,,2371.802578155999,,139,W,star,0.0013381149910856038,,,,,1,0,,,,,,,,,,,,,,,,2372.303156438982,2367.759633145004,2367.759633145004,2367.759633145004,2367.759633145004,2369.2658500570105,2369.2658500570105,2369.2658500570105,2369.2658500570105,2369.2658500570105,2369.2658500570105,2369.2658500570105,2369.2658500570105,,,,,repeat,number,numRpt,d,Lo,,,1.008207699022023,4,,,,,high,2370.3023285969975,2371.802578155999,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,25,0,25,0,,,,,,,,,,,,,,,,1,1292,,,2376.6250896280108,,181,H,circle,0.0014379159838426858,,,,,1,0,,,,,,,,,,,,,,,,,2372.7840461799933,2372.7840461799933,2372.7840461799933,2372.7840461799933,2374.288808398007,2374.288808398007,2374.288808398007,2374.288808398007,2374.288808398007,2374.288808398007,2374.288808398007,2374.288808398007,,,,,repeat,number,numRpt,f,Lo,,,0.8113860440207645,4,,,,,high,2375.124373455008,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,26,0,26,0,,,,,,,,,,,,,,,,0,1292,,,2381.3299745630065,,167,S,hexagon,0.0022370450024027377,,,,,0,0,,,,,,,,,,,,,,,,,2377.606402342004,2377.606402342004,2377.606402342004,2377.606402342004,2379.1102010429895,2379.1102010429895,2379.1102010429895,2379.1102010429895,2379.1102010429895,2379.1102010429895,2379.1102010429895,2379.1102010429895,,,,,repeat,number,NA,d,Lo,,,0.6921289800084196,4,,,,,high,2379.8310406369856,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,27,0,27,0,,,,,,,,,,,,,,,,10,1302,,,2386.00102746801,,132,F,triangle,0.0015569180250167847,,,,,1,1,,,,,,,,,,,,,,,,,2382.309607984993,2382.309607984993,2382.309607984993,2382.309607984993,2383.8160351770057,2383.8160351770057,2383.8160351770057,2383.8160351770057,2383.8160351770057,2383.8160351770057,2383.8160351770057,2383.8160351770057,,,,,repeat,number,numRpt,d,Hi,,,0.655065011989791,4,,,,,high,2384.5028093919973,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,28,0,28,0,,,,,,,,,,,,,,,,10,1312,,,2390.6906523509824,,125,U,star,0.0014583709998987615,,,,,1,0,,,,,,,,,,,,,,,,,2386.981212054001,2386.981212054001,2386.981212054001,2386.981212054001,2388.487150359986,2388.487150359986,2388.487150359986,2388.487150359986,2388.487150359986,2388.487150359986,2388.487150359986,2388.487150359986,,,,,switch,letter,lettSwt,k,Lo,,,0.6746896030090284,4,,,,,high,2389.1896377250087,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,29,0,29,0,,,,,,,,,,,,,,,,10,1322,,,2395.3111339570023,,174,D,triangle,0.0015080599987413734,,,,,1,0,,,,,,,,,,,,,,,,,2391.6703714279865,2391.6703714279865,2391.6703714279865,2391.6703714279865,2393.175509154011,2393.175509154011,2393.175509154011,2393.175509154011,2393.175509154011,2393.175509154011,2393.175509154011,2393.175509154011,,,,,repeat,letter,lettRpt,j,Hi,,,0.6111009229789488,4,,,,,high,2393.80997118901,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,30,0,30,0,,,,,,,,,,,,,,,,1,1323,,,2399.832809149986,,146,B,circle,0.0015348090091720223,,,,,1,0,,,,,,,,,,,,,,,,,2396.2921057649946,2396.2921057649946,2396.2921057649946,2396.2921057649946,2397.7973944800033,2397.7973944800033,2397.7973944800033,2397.7973944800033,2397.7973944800033,2397.7973944800033,2397.7973944800033,2397.7973944800033,,,,,repeat,letter,lettRpt,j,Lo,,,0.5108086520049255,4,,,,,high,2398.3346526729874,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,31,0,31,0,,,,,,,,,,,,,,,,1,1324,,,2404.4552698519838,,160,Y,hexagon,0.001175811979919672,,,,,1,0,,,,,,,,,,,,,,,,2404.956194080005,2400.8137707219867,2400.8137707219867,2400.8137707219867,2400.8137707219867,2402.3200602309953,2402.3200602309953,2402.3200602309953,2402.3200602309953,2402.3200602309953,2402.3200602309953,2402.3200602309953,2402.3200602309953,,,,,repeat,letter,lettRpt,k,Hi,,,0.6015609510068316,4,,,,,high,2402.953523545002,2404.4552698519838,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,1,1325,,,2414.1996305240027,,146,Y,circle,0.0014795850147493184,,,,,1,0,,,,,,,,,,,,,,,,,2409.856459486007,2409.856459486007,2409.856459486007,2409.856459486007,2411.3632174259983,2411.3632174259983,2411.3632174259983,2411.3632174259983,2411.3632174259983,2411.3632174259983,2411.3632174259983,2411.3632174259983,,,,,repeat,letter,lettRpt,k,Lo,,,1.301899031008361,5,,,space,0.6342209319991525,high,2412.6979422429868,2414.1996305240027,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,0,1325,,,2419.238358222996,,139,B,hexagon,0.0007642910059075803,,,,,1,0,,,,,,,,,,,,,,,,,2415.179265123006,2415.179265123006,2415.179265123006,2415.179265123006,2416.685625024984,2416.685625024984,2416.685625024984,2416.685625024984,2416.685625024984,2416.685625024984,2416.685625024984,2416.685625024984,,,,,repeat,letter,lettRpt,j,Hi,,,1.0192291359999217,5,,,,,high,2417.7366077429906,2419.238358222996,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,1,1326,,,2423.9935358100047,,181,S,star,0.0016207940061576664,,,,,1,0,,,,,,,,,,,,,,,,,2420.218357283011,2420.218357283011,2420.218357283011,2420.218357283011,2421.7243934359867,2421.7243934359867,2421.7243934359867,2421.7243934359867,2421.7243934359867,2421.7243934359867,2421.7243934359867,2421.7243934359867,,,,,repeat,letter,lettRpt,k,Lo,,,0.7398751800064929,5,,,,,high,2422.4933549900015,2423.9935358100047,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,10,1336,,,2428.597958516999,,167,W,triangle,0.0012629340053535998,,,,,1,0,,,,,,,,,,,,,,,,2429.099076726008,2424.9729925709835,2424.9729925709835,2424.9729925709835,2424.9729925709835,2426.479670058994,2426.479670058994,2426.479670058994,2426.479670058994,2426.479670058994,2426.479670058994,2426.479670058994,2426.479670058994,,,,,repeat,letter,lettRpt,k,Hi,,,0.5860924439912196,5,,,,,high,2427.0962335460063,2428.597958516999,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,1,1337,,,2434.455145590997,,160,F,circle,0.001188102993182838,,,,,1,0,,,,,,,,,,,,,,,,2434.9557375079894,2429.580622645997,2429.580622645997,2429.580622645997,2429.580622645997,2431.0842345280107,2431.0842345280107,2431.0842345280107,2431.0842345280107,2431.0842345280107,2431.0842345280107,2431.0842345280107,2431.0842345280107,,,,,switch,number,numSwt,f,Lo,,,1.8427220169978682,5,,,,,high,2432.9553984800004,2434.455145590997,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,0,1337,,,2439.2431879210053,,132,D,hexagon,0.0013511090073734522,,,,,0,0,,,,,,,,,,,,,,,,,2435.434754268994,2435.434754268994,2435.434754268994,2435.434754268994,2436.9412453469995,2436.9412453469995,2436.9412453469995,2436.9412453469995,2436.9412453469995,2436.9412453469995,2436.9412453469995,2436.9412453469995,,,,,switch,letter,NA,k,Lo,,,0.755995654995786,5,,,,,high,2437.728738934995,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,1,1338,,,2444.6325098059897,,174,H,star,0.0013459489855449647,,,,,1,1,,,,,,,,,,,,,,,,,2440.208335145988,2440.208335145988,2440.208335145988,2440.208335145988,2441.713050300983,2441.713050300983,2441.713050300983,2441.713050300983,2441.713050300983,2441.713050300983,2441.713050300983,2441.713050300983,,,,,switch,number,numSwt,f,Lo,,,1.394408822990954,5,,,,,high,2443.132750126999,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,7,0,7,0,,,,,,,,,,,,,,,,0,1338,,,2449.838107677002,,125,U,triangle,0.0013168799923732877,,,,,1,0,,,,,,,,,,,,,,,,2450.3385844029835,2445.6123181500006,2445.6123181500006,2445.6123181500006,2445.6123181500006,2447.1184715729905,2447.1184715729905,2447.1184715729905,2447.1184715729905,2447.1184715729905,2447.1184715729905,2447.1184715729905,2447.1184715729905,,,,,repeat,number,numRpt,d,Hi,,,1.1870830210100394,5,,,,,high,2448.336590678984,2449.838107677002,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,8,0,8,0,,,,,,,,,,,,,,,,0,1338,,,2454.676810058998,,146,Y,triangle,0.0004898959887214005,,,,,1,0,,,,,,,,,,,,,,,,,2450.818821247987,2450.818821247987,2450.818821247987,2450.818821247987,2452.324045401998,2452.324045401998,2452.324045401998,2452.324045401998,2452.324045401998,2452.324045401998,2452.324045401998,2452.324045401998,,,,,switch,letter,lettSwt,k,Hi,,,0.8304240859870333,5,,,,,high,2453.1766918950016,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,9,0,9,0,,,,,,,,,,,,,,,,1,1339,,,2459.3317373009922,,139,B,star,0.0014209829969331622,,,,,1,0,,,,,,,,,,,,,,,,,2455.658726652997,2455.658726652997,2455.658726652997,2455.658726652997,2457.1627677259967,2457.1627677259967,2457.1627677259967,2457.1627677259967,2457.1627677259967,2457.1627677259967,2457.1627677259967,2457.1627677259967,,,,,repeat,letter,lettRpt,j,Lo,,,0.6373541979992297,5,,,,,high,2457.832336661988,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,10,0,10,0,,,,,,,,,,,,,,,,0,1339,,,2464.0217046010075,,181,S,hexagon,0.0019973000162281096,,,,,1,0,,,,,,,,,,,,,,,,,2460.3125676380005,2460.3125676380005,2460.3125676380005,2460.3125676380005,2461.818016859994,2461.818016859994,2461.818016859994,2461.818016859994,2461.818016859994,2461.818016859994,2461.818016859994,2461.818016859994,,,,,repeat,letter,lettRpt,k,Hi,,,0.6740086560021155,5,,,,,high,2462.522127114993,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,11,0,11,0,,,,,,,,,,,,,,,,0,1339,,,2469.092388418998,,167,W,circle,0.0015607709938194603,,,,,0,0,,,,,,,,,,,,,,,,,2465.0006607589894,2465.0006607589894,2465.0006607589894,2465.0006607589894,2466.506305065006,2466.506305065006,2466.506305065006,2466.506305065006,2466.506305065006,2466.506305065006,2466.506305065006,2466.506305065006,,,,,repeat,letter,NA,j,Hi,,,1.059674210002413,5,,,,,high,2467.594219592982,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,12,0,12,0,,,,,,,,,,,,,,,,10,1349,,,2473.6474686099973,,160,F,hexagon,0.001537282980279997,,,,,1,1,,,,,,,,,,,,,,,,,2470.072442875011,2470.072442875011,2470.072442875011,2470.072442875011,2471.578899757995,2471.578899757995,2471.578899757995,2471.578899757995,2471.578899757995,2471.578899757995,2471.578899757995,2471.578899757995,,,,,repeat,letter,lettRpt,j,Hi,,,0.5434291450073943,5,,,,,high,2472.14952369401,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,13,0,13,0,,,,,,,,,,,,,,,,1,1350,,,2478.2367979800038,,132,D,star,0.00111322698649019,,,,,1,0,,,,,,,,,,,,,,,,2478.7373969379987,2474.6277868780016,2474.6277868780016,2474.6277868780016,2474.6277868780016,2476.1337396200106,2476.1337396200106,2476.1337396200106,2476.1337396200106,2476.1337396200106,2476.1337396200106,2476.1337396200106,2476.1337396200106,,,,,repeat,letter,lettRpt,j,Lo,,,0.5686275489861146,5,,,,,high,2476.7351154049975,2478.2367979800038,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,14,0,14,0,,,,,,,,,,,,,,,,0,1350,,,2482.9245199750003,,174,H,triangle,0.0009178989857900888,,,,,1,0,,,,,,,,,,,,,,,,,2479.218638992985,2479.218638992985,2479.218638992985,2479.218638992985,2480.722933577985,2480.722933577985,2480.722933577985,2480.722933577985,2480.722933577985,2480.722933577985,2480.722933577985,2480.722933577985,,,,,repeat,letter,lettRpt,j,Hi,,,0.6803675219998695,5,,,,,high,2481.4257009440043,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,15,0,15,0,,,,,,,,,,,,,,,,10,1360,,,2487.5803461569885,,125,U,circle,0.0015472079976461828,,,,,1,0,,,,,,,,,,,,,,,,,2483.904182289989,2483.904182289989,2483.904182289989,2483.904182289989,2485.411235660984,2485.411235660984,2485.411235660984,2485.411235660984,2485.411235660984,2485.411235660984,2485.411235660984,2485.411235660984,,,,,repeat,letter,lettRpt,k,Lo,,,0.6402447409927845,5,,,,,high,2486.0800794810057,2487.5803461569885,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,16,0,16,0,,,,,,,,,,,,,,,,1,1361,,,2492.18463158299,,167,B,circle,0.0021994739945512265,,,,,1,0,,,,,,,,,,,,,,,,,2488.560278891993,2488.560278891993,2488.560278891993,2488.560278891993,2490.0665765169833,2490.0665765169833,2490.0665765169833,2490.0665765169833,2490.0665765169833,2490.0665765169833,2490.0665765169833,2490.0665765169833,,,,,repeat,letter,lettRpt,j,Lo,,,0.5859348000085447,5,,,,,high,2490.6832173629955,2492.18463158299,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,17,0,17,0,,,,,,,,,,,,,,,,1,1362,,,2496.7066324400075,,132,U,hexagon,0.0007227050082292408,,,,,1,0,,,,,,,,,,,,,,,,,2493.1657466139877,2493.1657466139877,2493.1657466139877,2493.1657466139877,2494.6705848219863,2494.6705848219863,2494.6705848219863,2494.6705848219863,2494.6705848219863,2494.6705848219863,2494.6705848219863,2494.6705848219863,,,,,repeat,letter,lettRpt,k,Hi,,,0.5143481909763068,5,,,,,high,2495.20567308701,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,18,0,18,0,,,,,,,,,,,,,,,,10,1372,,,2501.195529571007,,160,Y,triangle,0.0015142729971557856,,,,,1,0,,,,,,,,,,,,,,,,,2497.687489156,2497.687489156,2497.687489156,2497.687489156,2499.192599195987,2499.192599195987,2499.192599195987,2499.192599195987,2499.192599195987,2499.192599195987,2499.192599195987,2499.192599195987,,,,,switch,number,numSwt,f,Hi,,,0.4821400639775675,5,,,,,high,2499.69530865,2501.195529571007,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,19,0,19,0,,,,,,,,,,,,,,,,1,1373,,,2505.7837839479907,,125,F,star,0.0014439389924518764,,,,,1,0,,,,,,,,,,,,,,,,,2502.1749691489968,2502.1749691489968,2502.1749691489968,2502.1749691489968,2503.6814979990013,2503.6814979990013,2503.6814979990013,2503.6814979990013,2503.6814979990013,2503.6814979990013,2503.6814979990013,2503.6814979990013,,,,,repeat,number,numRpt,d,Lo,,,0.5835240129963495,5,,,,,high,2504.2833890799957,2505.7837839479907,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,20,0,20,0,,,,,,,,,,,,,,,,1,1374,,,2510.4550593890017,,174,D,star,0.0022644129930995405,,,,,1,0,,,,,,,,,,,,,,,,,2506.76370662899,2506.76370662899,2506.76370662899,2506.76370662899,2508.2698390430014,2508.2698390430014,2508.2698390430014,2508.2698390430014,2508.2698390430014,2508.2698390430014,2508.2698390430014,2508.2698390430014,,,,,repeat,number,numRpt,f,Lo,,,0.6639477659773547,5,,,,,high,2508.9556552709837,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,21,0,21,0,,,,,,,,,,,,,,,,10,1384,,,2515.077416299988,,146,S,triangle,0.0015687090053688735,,,,,1,0,,,,,,,,,,,,,,,,,2511.435503580986,2511.435503580986,2511.435503580986,2511.435503580986,2512.942203052982,2512.942203052982,2512.942203052982,2512.942203052982,2512.942203052982,2512.942203052982,2512.942203052982,2512.942203052982,,,,,repeat,number,numRpt,d,Hi,,,0.6158843160083052,5,,,,,high,2513.577774759993,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
