LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,10,1030,,,1765.9222836669942,,,167,D,triangle,0.015496380990953185,,,,,1,0,,,,,,,,,,,,1762.446552311987,1762.446552311987,1762.446552311987,1762.446552311987,1763.9211985689908,1763.9211985689908,1763.9211985689908,1763.9211985689908,1763.953679814993,1763.953679814993,1763.953679814993,1763.953679814993,repeat,letter,lettRpt,j,0.4622964710142696,Hi,,,1,,,,,high,1764.4074261949863,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,1,1031,,,1770.5411127009866,,,125,W,star,0.017374742004903965,,,,,1,0,,,,,,,,,,,,1766.9171220849967,1766.9171220849967,1766.9171220849967,1766.9171220849967,1768.3901476889878,1768.3901476889878,1768.3901476889878,1768.3901476889878,1768.42473281399,1768.42473281399,1768.42473281399,1768.42473281399,repeat,letter,lettRpt,k,0.6171895040024538,Lo,,,1,,,,,high,1769.028070342989,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,0,1031,,,1774.894254696992,,,139,Y,triangle,0.016859238996403292,,,,,0,0,,,,,,,,,,,,1771.5375545119896,1771.5375545119896,1771.5375545119896,1771.5375545119896,1773.0099769719964,1773.0099769719964,1773.0099769719964,1773.0099769719964,1773.0421898659988,1773.0421898659988,1773.0421898659988,1773.0421898659988,repeat,letter,NA,j,0.34101377801562194,Lo,,,1,,,,,high,1773.3817737289937,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,0,1031,,,1779.3477898189885,,,181,F,star,0.018052482992061414,,,,,0,1,,,,,,,,,,,,1775.8912200059858,1775.8912200059858,1775.8912200059858,1775.8912200059858,1777.362174214999,1777.362174214999,1777.362174214999,1777.362174214999,1777.395824375999,1777.395824375999,1777.395824375999,1777.395824375999,repeat,letter,NA,k,0.46101594701758586,Lo,,,1,,,,,high,1777.8490353819943,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,1,1032,,,1783.9348023699858,,,132,H,circle,0.002298592997249216,,,,,1,1,,,,,,,,,,,,1780.3443436079979,1780.3443436079979,1780.3443436079979,1780.3443436079979,1781.832868928992,1781.832868928992,1781.832868928992,1781.832868928992,1781.849388592993,1781.849388592993,1781.849388592993,1781.849388592993,repeat,letter,lettRpt,j,0.5821200180071173,Lo,,,1,,,,,high,1782.4366594569874,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,0,1032,,,1788.571942153998,,,146,U,hexagon,0.002217382992967032,,,,,1,0,,,,,,,,,,,,1784.9305395859992,1784.9305395859992,1784.9305395859992,1784.9305395859992,1786.4186359489977,1786.4186359489977,1786.4186359489977,1786.4186359489977,1786.4359844179999,1786.4359844179999,1786.4359844179999,1786.4359844179999,repeat,letter,lettRpt,k,0.6284919540048577,Hi,,,1,,,,,high,1787.0748082889913,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,10,1042,,,1793.145458080995,,,160,H,triangle,0.0012917380081489682,,,,,1,0,,,,,,,,,,,,1789.5676348409906,1789.5676348409906,1789.5676348409906,1789.5676348409906,1791.0565301239985,1791.0565301239985,1791.0565301239985,1791.0565301239985,1791.072713947986,1791.072713947986,1791.072713947986,1791.072713947986,repeat,letter,lettRpt,j,0.5507078600057866,Hi,,,1,,,,,high,1791.6430042569991,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,1,1043,,,1797.7098374380002,,,181,D,star,0.014954747006413527,,,,,1,0,,,,,,,,,,,,1794.1537806139968,1794.1537806139968,1794.1537806139968,1794.1537806139968,1795.626100687994,1795.626100687994,1795.626100687994,1795.626100687994,1795.659563380992,1795.659563380992,1795.659563380992,1795.659563380992,repeat,letter,lettRpt,j,0.5490388980106218,Lo,,,1,,,,,high,1796.1970668389986,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,10,1053,,,1802.2974956029939,,,174,U,hexagon,0.002794195999740623,,,,,1,0,,,,,,,,,,,,1798.690847905993,1798.690847905993,1798.690847905993,1798.690847905993,1800.17916462,1800.17916462,1800.17916462,1800.17916462,1800.1963814239862,1800.1963814239862,1800.1963814239862,1800.1963814239862,repeat,letter,lettRpt,k,0.5727995020133676,Hi,,,1,,,,,high,1800.7843776309892,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,1,1054,,,1806.9178027109883,,,146,F,circle,0.015322364997700788,,,,,1,0,,,,,,,,,,,,1803.292843806994,1803.292843806994,1803.292843806994,1803.292843806994,1804.766189350994,1804.766189350994,1804.766189350994,1804.766189350994,1804.7999668229895,1804.7999668229895,1804.7999668229895,1804.7999668229895,switch,number,numSwt,d,0.6010299490153557,Lo,,,1,,,,,high,1805.403105415986,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,10,1064,,,1811.8370542229968,,,139,B,circle,0.012134925011196174,,,,,1,0,,,,,,,,,,,,1807.9128247749904,1807.9128247749904,1807.9128247749904,1807.9128247749904,1809.403287461988,1809.403287461988,1809.403287461988,1809.403287461988,1809.4204818029975,1809.4204818029975,1809.4204818029975,1809.4204818029975,repeat,number,numRpt,d,0.8997719070030143,Lo,,,1,,,,,high,1810.3245132439915,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,10,1074,,,1816.44147053099,,,132,Y,triangle,0.01777746000152547,,,,,1,0,,,,,,,,,,,,1812.8337702329882,1812.8337702329882,1812.8337702329882,1812.8337702329882,1814.3077720489964,1814.3077720489964,1814.3077720489964,1814.3077720489964,1814.340256446987,1814.340256446987,1814.340256446987,1814.340256446987,repeat,number,numRpt,d,0.5873059680161532,Hi,,,1,,,,,high,1814.9268910819956,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,10,1084,,,1821.077346206992,,,125,S,star,0.015859149003517814,,,,,1,0,,,,,,,,,,,,1817.4365794609912,1817.4365794609912,1817.4365794609912,1817.4365794609912,1818.9113495159982,1818.9113495159982,1818.9113495159982,1818.9113495159982,1818.9438323059876,1818.9438323059876,1818.9438323059876,1818.9438323059876,repeat,number,numRpt,d,0.6242666530160932,Lo,,,1,,,,,high,1819.5650890929974,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,10,1094,,,1825.7318266279908,,,167,W,hexagon,0.017505212003015913,,,,,1,0,,,,,,,,,,,,1822.0742957269977,1822.0742957269977,1822.0742957269977,1822.0742957269977,1823.5473736759886,1823.5473736759886,1823.5473736759886,1823.5473736759886,1823.5809743029968,1823.5809743029968,1823.5809743029968,1823.5809743029968,repeat,number,numRpt,f,0.6359278810123214,Hi,,,1,,,,,high,1824.2172606899985,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,10,1104,,,1830.3690956489882,,,125,U,star,0.01626644299540203,,,,,1,0,,,,,,,,,,,,1826.726640569992,1826.726640569992,1826.726640569992,1826.726640569992,1828.2009623509948,1828.2009623509948,1828.2009623509948,1828.2009623509948,1828.2345495249901,1828.2345495249901,1828.2345495249901,1828.2345495249901,repeat,number,numRpt,d,0.6228089870128315,Lo,,,1,,,,,high,1828.854282781991,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,,,,,,,,,,,0,1104,,,1835.0879166999948,,,160,S,triangle,0.016476912001962774,,,,,1,0,,,,,,,,,,,,1831.3638223089947,1831.3638223089947,1831.3638223089947,1831.3638223089947,1832.8356292219978,1832.8356292219978,1832.8356292219978,1832.8356292219978,1832.869177933986,1832.869177933986,1832.869177933986,1832.869177933986,repeat,number,numRpt,f,0.7158856890164316,Hi,,,1,,,,,high,1833.575378946989,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,26,0,26,0,,,,,,,,,,,,,,,,1,1105,,,1839.9260426789988,,,167,D,circle,0.018000062002101913,,,,,1,0,,,,,,,,,,,,1836.084819421987,1836.084819421987,1836.084819421987,1836.084819421987,1837.5559178969997,1837.5559178969997,1837.5559178969997,1837.5559178969997,1837.5894841679983,1837.5894841679983,1837.5894841679983,1837.5894841679983,repeat,number,numRpt,f,0.8193018610036233,Lo,,,1,,,,,high,1838.4108865019953,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,27,0,27,0,,,,,,,,,,,,,,,,10,1115,,,1844.461993883,,,181,B,hexagon,0.01248102099634707,,,,,1,0,,,,,,,,,,,,1840.9211091119942,1840.9211091119942,1840.9211091119942,1840.9211091119942,1842.4099840579875,1842.4099840579875,1842.4099840579875,1842.4099840579875,1842.4266816299933,1842.4266816299933,1842.4266816299933,1842.4266816299933,repeat,number,numRpt,f,0.5258018330059713,Hi,,,1,,,,,high,1842.9638167550002,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,28,0,28,0,,,,,,,,,,,,,,,,10,1125,,,1849.0483552279911,,,132,Y,hexagon,0.0010159360099351034,,,,,1,0,,,,,,,,,,,,1845.4571138129977,1845.4571138129977,1845.4571138129977,1845.4571138129977,1846.9459974329948,1846.9459974329948,1846.9459974329948,1846.9459974329948,1846.9629851469945,1846.9629851469945,1846.9629851469945,1846.9629851469945,repeat,number,numRpt,d,0.5811392010218697,Hi,,,1,,,,,high,1847.549621189988,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,29,0,29,0,,,,,,,,,,,,,,,,1,1126,,,1853.8519884159905,,,146,F,star,0.0019835210114251822,,,,,1,0,,,,,,,,,,,,1850.0450154529972,1850.0450154529972,1850.0450154529972,1850.0450154529972,1851.533393930993,1851.533393930993,1851.533393930993,1851.533393930993,1851.5499958689907,1851.5499958689907,1851.5499958689907,1851.5499958689907,repeat,number,numRpt,d,0.7937387760030106,Lo,,,1,,,,,high,1852.3536305119924,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,30,0,30,0,,,,,,,,,,,,,,,,0,1126,,,1858.6063826409954,,,174,H,triangle,0.002529919001972303,,,,,1,0,,,,,,,,,,,,1854.8480104179907,1854.8480104179907,1854.8480104179907,1854.8480104179907,1856.3372703719942,1856.3372703719942,1856.3372703719942,1856.3372703719942,1856.3538485629979,1856.3538485629979,1856.3538485629979,1856.3538485629979,repeat,number,numRpt,f,0.7184592920093564,Hi,,,1,,,,,high,1857.091045825,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,31,0,31,0,,,,,,,,,,,,,,,,1,1127,,,1863.209849204999,,,139,W,circle,0.015091602006577887,,,,,1,0,,,,,,,,,,,,1859.6014147109963,1859.6014147109963,1859.6014147109963,1859.6014147109963,1861.0733978029893,1861.0733978029893,1861.0733978029893,1861.0733978029893,1861.1069950909878,1861.1069950909878,1861.1069950909878,1861.1069950909878,repeat,number,numRpt,d,0.6141052520106314,Lo,,,1,,,,,high,1861.7108426949999,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,0,1127,,,1876.517397202988,,,125,D,hexagon,0.01766679600405041,,,,,1,0,,,,,,,,,,,,1872.6440616779873,1872.6440616779873,1872.6440616779873,1872.6440616779873,1874.116624819988,1874.116624819988,1874.116624819988,1874.116624819988,1874.1512403109955,1874.1512403109955,1874.1512403109955,1874.1512403109955,repeat,number,numRpt,d,0.8665725120081333,Hi,,,2,,,space,3.705985769018298,high,1875.0055181419884,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,0,1127,,,1881.2057318070001,,,174,W,triangle,0.017353087998344563,,,,,1,0,,,,,,,,,,,,1877.5144120059995,1877.5144120059995,1877.5144120059995,1877.5144120059995,1878.9873848179996,1878.9873848179996,1878.9873848179996,1878.9873848179996,1879.0211678349879,1879.0211678349879,1879.0211678349879,1879.0211678349879,repeat,number,numRpt,f,0.6762043420167174,Hi,,,2,,,,,high,1879.6908751629962,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,1,1128,,,1885.7593661739957,,,139,Y,circle,0.0162220929923933,,,,,1,0,,,,,,,,,,,,1882.2004870779929,1882.2004870779929,1882.2004870779929,1882.2004870779929,1883.673710293995,1883.673710293995,1883.673710293995,1883.673710293995,1883.7085437289934,1883.7085437289934,1883.7085437289934,1883.7085437289934,repeat,number,numRpt,d,0.5419425510190194,Lo,,,2,,,,,high,1884.244408470986,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,1,1129,,,1890.4456588289904,,,167,H,star,0.01697891400544904,,,,,1,0,,,,,,,,,,,,1886.7535457819904,1886.7535457819904,1886.7535457819904,1886.7535457819904,1888.2292798209965,1888.2292798209965,1888.2292798209965,1888.2292798209965,1888.2619130499952,1888.2619130499952,1888.2619130499952,1888.2619130499952,repeat,number,numRpt,f,0.6746094890113454,Lo,,,2,,,,,high,1888.931041828997,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,0,1129,,,1895.331771156998,,,146,S,hexagon,0.015392278990475461,,,,,1,0,,,,,,,,,,,,1891.4411193689884,1891.4411193689884,1891.4411193689884,1891.4411193689884,1892.9124505329964,1892.9124505329964,1892.9124505329964,1892.9124505329964,1892.946259843986,1892.946259843986,1892.946259843986,1892.946259843986,repeat,number,numRpt,d,0.8711389600066468,Hi,,,2,,,,,high,1893.8194502989936,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,1,1130,,,1900.9019998799922,,,132,U,star,0.017799195004045032,,,,,1,0,,,,,,,,,,,,1896.3282929499983,1896.3282929499983,1896.3282929499983,1896.3282929499983,1897.7995591189974,1897.7995591189974,1897.7995591189974,1897.7995591189974,1897.8332436409983,1897.8332436409983,1897.8332436409983,1897.8332436409983,repeat,number,numRpt,d,1.5604110830026912,Lo,,,2,,,,,high,1899.3894271079917,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,0,1130,,,1906.274089765997,,,160,F,triangle,0.0004875209997408092,,,,,1,0,,,,,,,,,,,,1901.8817361789988,1901.8817361789988,1901.8817361789988,1901.8817361789988,1903.3717826029897,1903.3717826029897,1903.3717826029897,1903.3717826029897,1903.3891134169971,1903.3891134169971,1903.3891134169971,1903.3891134169971,repeat,number,numRpt,f,1.3632052020111587,Hi,,,2,,,,,high,1904.760385703994,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,7,0,7,0,,,,,,,,,,,,,,,,10,1140,,,1911.0602275389974,,,181,B,circle,0.01629331600270234,,,,,1,0,,,,,,,,,,,,1907.2684848149947,1907.2684848149947,1907.2684848149947,1907.2684848149947,1908.7418443689967,1908.7418443689967,1908.7418443689967,1908.7418443689967,1908.776710370992,1908.776710370992,1908.776710370992,1908.776710370992,repeat,number,numRpt,f,0.7702500140148913,Lo,,,2,,,,,high,1909.5475010139926,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,8,0,8,0,,,,,,,,,,,,,,,,10,1150,,,1915.6140037089936,,,125,D,circle,0.015523367997957394,,,,,1,0,,,,,,,,,,,,1912.055744843994,1912.055744843994,1912.055744843994,1912.055744843994,1913.530128967992,1913.530128967992,1913.530128967992,1913.530128967992,1913.5629401999904,1913.5629401999904,1913.5629401999904,1913.5629401999904,repeat,number,numRpt,d,0.5491203070123447,Lo,,,2,,,,,high,1914.099268765989,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,9,0,9,0,,,,,,,,,,,,,,,,10,1160,,,1920.034250642988,,,174,W,hexagon,0.015844072011532262,,,,,1,0,,,,,,,,,,,,1916.6087503419985,1916.6087503419985,1916.6087503419985,1916.6087503419985,1918.080678911996,1918.080678911996,1918.080678911996,1918.080678911996,1918.1145017949893,1918.1145017949893,1918.1145017949893,1918.1145017949893,repeat,number,numRpt,f,0.4151187260140432,Hi,,,2,,,,,high,1918.5201123399893,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,10,0,10,0,,,,,,,,,,,,,,,,1,1161,,,1924.6032689789863,,,139,Y,triangle,0.01725587699911557,,,,,1,0,,,,,,,,,,,,1921.0289669409976,1921.0289669409976,1921.0289669409976,1921.0289669409976,1922.5010004359938,1922.5010004359938,1922.5010004359938,1922.5010004359938,1922.5347176749929,1922.5347176749929,1922.5347176749929,1922.5347176749929,repeat,number,numRpt,d,0.5709197770192986,Hi,,,2,,,,,high,1923.1052816619922,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,11,0,11,0,,,,,,,,,,,,,,,,1,1162,,,1929.056680493988,,,167,H,star,0.0026287529908586293,,,,,1,0,,,,,,,,,,,,1925.5993627489952,1925.5993627489952,1925.5993627489952,1925.5993627489952,1927.0883707209869,1927.0883707209869,1927.0883707209869,1927.0883707209869,1927.1047422709962,1927.1047422709962,1927.1047422709962,1927.1047422709962,repeat,number,numRpt,f,0.4466144640027778,Lo,,,2,,,,,high,1927.55812422499,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,12,0,12,0,,,,,,,,,,,,,,,,1,1163,,,1933.4274622839876,,,146,S,triangle,0.0024662840005476028,,,,,1,0,,,,,,,,,,,,1930.052982313995,1930.052982313995,1930.052982313995,1930.052982313995,1931.5414895209979,1931.5414895209979,1931.5414895209979,1931.5414895209979,1931.5579989619873,1931.5579989619873,1931.5579989619873,1931.5579989619873,repeat,number,numRpt,d,0.35428323200903833,Hi,,,2,,,,,high,1931.9279372169985,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
