LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.2155600120022,1413.2155600120022,1413.2155600120022,1413.2155600120022,1413.2155600120022,1413.2155600120022,1413.2155600120022,1413.2155600120022,1413.2155600120022,1413.2155600120022,l,1.3395788689958863,1,523,2,1414.583824116009,,1416.0855146730028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416.5861353910004,1416.5861353910004,1416.5861353910004,1416.5861353910004,1416.5861353910004,1416.5861353910004,1416.5861353910004,1416.5861353910004,1416.5861353910004,1416.5861353910004,l,2.51442843300174,10,533,2,1419.1222817210073,,1420.624147280003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421.1245673700178,1421.1245673700178,1421.1245673700178,1421.1245673700178,1421.1245673700178,1421.1245673700178,1421.1245673700178,1421.1245673700178,1421.1245673700178,1421.1245673700178,l,3.9960013430099934,10,543,2,1425.1455149870017,1426.6470692510193,1426.6470692510193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427.1477466250071,1427.1477466250071,1427.1477466250071,1427.1477466250071,1427.1477466250071,1427.1477466250071,1427.1477466250071,1427.1477466250071,1427.1477466250071,1427.1477466250071,l,4.463731378986267,10,553,2,1431.6360931680247,,1433.1378366550198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,7,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433.638008585025,1433.638008585025,1433.638008585025,1433.638008585025,1433.638008585025,1433.638008585025,1433.638008585025,1433.638008585025,1433.638008585025,1433.638008585025,l,1.405295643984573,1,554,2,1435.0732666859985,,1436.5748166929989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437.0753670660197,1437.0753670660197,1437.0753670660197,1437.0753670660197,1437.0753670660197,1437.0753670660197,1437.0753670660197,1437.0753670660197,1437.0753670660197,1437.0753670660197,a,1.2644039439910557,10,564,2,1438.3600331070193,1439.861936530011,1439.861936530011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.362248682999,1440.362248682999,1440.362248682999,1440.362248682999,1440.362248682999,1440.362248682999,1440.362248682999,1440.362248682999,1440.362248682999,1440.362248682999,l,1.8595300180022605,10,574,2,1442.2476230449975,,1443.7494874810218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,0,10,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444.2500244020193,1444.2500244020193,1444.2500244020193,1444.2500244020193,1444.2500244020193,1444.2500244020193,1444.2500244020193,1444.2500244020193,1444.2500244020193,1444.2500244020193,l,2.9208802210050635,1,575,2,1447.203225723002,,1448.7049854580255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449.2053356080141,1449.2053356080141,1449.2053356080141,1449.2053356080141,1449.2053356080141,1449.2053356080141,1449.2053356080141,1449.2053356080141,1449.2053356080141,1449.2053356080141,a,1.4540623629873153,1,576,2,1450.690256168018,,1452.1921334000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,0,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452.692588136997,1452.692588136997,1452.692588136997,1452.692588136997,1452.692588136997,1452.692588136997,1452.692588136997,1452.692588136997,1452.692588136997,1452.692588136997,a,4.232753363001393,1,577,2,1456.9488729910227,,1458.4490055020142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,1,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458.949710581015,1458.949710581015,1458.949710581015,1458.949710581015,1458.949710581015,1458.949710581015,1458.949710581015,1458.949710581015,1458.949710581015,1458.949710581015,l,2.622530458989786,1,578,2,1461.602536241,,1463.104083578015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,2,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1463.6046335510036,1463.6046335510036,1463.6046335510036,1463.6046335510036,1463.6046335510036,1463.6046335510036,1463.6046335510036,1463.6046335510036,1463.6046335510036,1463.6046335510036,l,3.08761675801361,10,588,2,1466.724770394998,,1468.2263951630157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,3,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1468.7270072460233,1468.7270072460233,1468.7270072460233,1468.7270072460233,1468.7270072460233,1468.7270072460233,1468.7270072460233,1468.7270072460233,1468.7270072460233,1468.7270072460233,a,1.4635278309870046,1,589,2,1470.2119515119994,,1471.713704327005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,4,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.2142090560228,1472.2142090560228,1472.2142090560228,1472.2142090560228,1472.2142090560228,1472.2142090560228,1472.2142090560228,1472.2142090560228,1472.2142090560228,1472.2142090560228,a,1.3291183950204868,1,590,2,1473.5655808760202,,1475.067257798015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,5,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475.5677794470103,1475.5677794470103,1475.5677794470103,1475.5677794470103,1475.5677794470103,1475.5677794470103,1475.5677794470103,1475.5677794470103,1475.5677794470103,1475.5677794470103,a,1.3522207970090676,1,591,2,1476.9528375049995,,1478.4542646160116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,6,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1478.9549006970192,1478.9549006970192,1478.9549006970192,1478.9549006970192,1478.9549006970192,1478.9549006970192,1478.9549006970192,1478.9549006970192,1478.9549006970192,1478.9549006970192,a,1.4284003850189038,10,601,2,1480.4066102460201,,1481.9082175370131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,7,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482.4088902170188,1482.4088902170188,1482.4088902170188,1482.4088902170188,1482.4088902170188,1482.4088902170188,1482.4088902170188,1482.4088902170188,1482.4088902170188,1482.4088902170188,l,0.991219515010016,10,611,2,1483.4265284080175,,1484.9280861150182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,8,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.42892339002,1485.42892339002,1485.42892339002,1485.42892339002,1485.42892339002,1485.42892339002,1485.42892339002,1485.42892339002,1485.42892339002,1485.42892339002,l,2.0198737699829508,10,621,2,1487.4809095600212,,1488.9826126380067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,9,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489.4831598480232,1489.4831598480232,1489.4831598480232,1489.4831598480232,1489.4831598480232,1489.4831598480232,1489.4831598480232,1489.4831598480232,1489.4831598480232,1489.4831598480232,a,2.97200630401494,1,622,2,1492.4864386580011,,1493.9881147350243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,10,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1494.488693782012,1494.488693782012,1494.488693782012,1494.488693782012,1494.488693782012,1494.488693782012,1494.488693782012,1494.488693782012,1494.488693782012,1494.488693782012,l,3.378427687974181,10,632,2,1497.8925487160159,,1499.394139696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,11,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.8947175000212,1499.8947175000212,1499.8947175000212,1499.8947175000212,1499.8947175000212,1499.8947175000212,1499.8947175000212,1499.8947175000212,1499.8947175000212,1499.8947175000212,a,1.213147241011029,1,633,2,1501.1292505730235,,1502.6310586860054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,0,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1503.1315649250173,1503.1315649250173,1503.1315649250173,1503.1315649250173,1503.1315649250173,1503.1315649250173,1503.1315649250173,1503.1315649250173,1503.1315649250173,1503.1315649250173,a,3.4886475160019472,1,634,2,1506.6520712980127,,1508.1539479750209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,1,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508.6544506060018,1508.6544506060018,1508.6544506060018,1508.6544506060018,1508.6544506060018,1508.6544506060018,1508.6544506060018,1508.6544506060018,1508.6544506060018,1508.6544506060018,l,1.1046465449908283,10,644,2,1509.7888599520084,,1511.2906571700005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,2,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511.7913962530147,1511.7913962530147,1511.7913962530147,1511.7913962530147,1511.7913962530147,1511.7913962530147,1511.7913962530147,1511.7913962530147,1511.7913962530147,1511.7913962530147,l,1.0407365720020607,10,654,2,1512.8592191570206,,1514.360741253011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,3,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514.8611793570162,1514.8611793570162,1514.8611793570162,1514.8611793570162,1514.8611793570162,1514.8611793570162,1514.8611793570162,1514.8611793570162,1514.8611793570162,1514.8611793570162,a,2.1888234929938335,10,664,2,1517.0803204000113,,1518.5819023530057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,4,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519.0825844010105,1519.0825844010105,1519.0825844010105,1519.0825844010105,1519.0825844010105,1519.0825844010105,1519.0825844010105,1519.0825844010105,1519.0825844010105,1519.0825844010105,l,1.4688372740056366,10,674,2,1520.58421558002,,1522.0859603779973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,5,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522.5864025970222,1522.5864025970222,1522.5864025970222,1522.5864025970222,1522.5864025970222,1522.5864025970222,1522.5864025970222,1522.5864025970222,1522.5864025970222,1522.5864025970222,a,7.075637716014171,1,675,2,1529.6943416920258,,1531.1959532129986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,6,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531.6966250630212,1531.6966250630212,1531.6966250630212,1531.6966250630212,1531.6966250630212,1531.6966250630212,1531.6966250630212,1531.6966250630212,1531.6966250630212,1531.6966250630212,l,0.9353606499789748,1,676,2,1532.6642248050193,,1534.1657909680216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,7,31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534.6663317810162,1534.6663317810162,1534.6663317810162,1534.6663317810162,1534.6663317810162,1534.6663317810162,1534.6663317810162,1534.6663317810162,1534.6663317810162,1534.6663317810162,a,1.3302555470145307,10,686,2,1536.0178276720108,,1537.5196157830069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,8,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.0200652799977,1538.0200652799977,1538.0200652799977,1538.0200652799977,1538.0200652799977,1538.0200652799977,1538.0200652799977,1538.0200652799977,1538.0200652799977,1538.0200652799977,l,0.9354474910069257,1,687,2,1538.988065100013,,1540.4895965199976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,9,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540.9900777580042,1540.9900777580042,1540.9900777580042,1540.9900777580042,1540.9900777580042,1540.9900777580042,1540.9900777580042,1540.9900777580042,1540.9900777580042,1540.9900777580042,a,1.6691051480011083,1,688,2,1542.6918622470112,1544.1935695060238,1544.1935695060238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,10,34,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544.6942904780153,1544.6942904780153,1544.6942904780153,1544.6942904780153,1544.6942904780153,1544.6942904780153,1544.6942904780153,1544.6942904780153,1544.6942904780153,1544.6942904780153,l,1.2587451830040663,1,689,2,1545.978939366003,,1547.4804046710196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,11,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1547.981135037,1547.981135037,1547.981135037,1547.981135037,1547.981135037,1547.981135037,1547.981135037,1547.981135037,1547.981135037,1547.981135037,l,2.3840957570064347,10,699,2,1550.3841168660147,,1551.8856078330136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,0,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552.3860730300075,1552.3860730300075,1552.3860730300075,1552.3860730300075,1552.3860730300075,1552.3860730300075,1552.3860730300075,1552.3860730300075,1552.3860730300075,1552.3860730300075,l,1.0377907830115873,10,709,2,1553.4538045530207,,1554.9554892610176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,1,37,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555.456138383015,1555.456138383015,1555.456138383015,1555.456138383015,1555.456138383015,1555.456138383015,1555.456138383015,1555.456138383015,1555.456138383015,1555.456138383015,a,1.2653171869751532,1,710,2,1556.7408469100192,,1558.242288456997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,2,38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558.7429276810144,1558.7429276810144,1558.7429276810144,1558.7429276810144,1558.7429276810144,1558.7429276810144,1558.7429276810144,1558.7429276810144,1558.7429276810144,1558.7429276810144,l,1.7256455080059823,10,720,2,1560.4950680410257,,1561.9967388549994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,3,39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562.4970917400206,1562.4970917400206,1562.4970917400206,1562.4970917400206,1562.4970917400206,1562.4970917400206,1562.4970917400206,1562.4970917400206,1562.4970917400206,1562.4970917400206,a,1.9643589059996884,1,721,2,1564.4827133710205,,1565.9844939800096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,4,40,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566.484888468025,1566.484888468025,1566.484888468025,1566.484888468025,1566.484888468025,1566.484888468025,1566.484888468025,1566.484888468025,1566.484888468025,1566.484888468025,l,2.3638966150174383,1,722,2,1568.8707378660038,,1570.3724901580135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
