LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.59041518399317,114.59041518399317,114.59041518399317,114.59041518399317,114.59041518399317,114.59041518399317,114.59041518399317,114.59041518399317,114.59041518399317,114.59041518399317,a,0.858381282989285,1,37,0,115.47475608700188,116.97641837999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.47710496900254,117.47710496900254,117.47710496900254,117.47710496900254,117.47710496900254,117.47710496900254,117.47710496900254,117.47710496900254,117.47710496900254,117.47710496900254,a,0.9656578059948515,10,47,0,118.46129913600453,119.9630760190048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,11,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.46367979899514,120.46367979899514,120.46367979899514,120.46367979899514,120.46367979899514,120.46367979899514,120.46367979899514,120.46367979899514,120.46367979899514,120.46367979899514,l,1.3191932070039911,1,48,0,121.81505280299461,123.31677543699334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,0,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.81725242300308,123.81725242300308,123.81725242300308,123.81725242300308,123.81725242300308,123.81725242300308,123.81725242300308,123.81725242300308,123.81725242300308,123.81725242300308,a,0.711554758992861,10,58,0,124.55140230699908,126.05310690199258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,1,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.55358311299642,126.55358311299642,126.55358311299642,126.55358311299642,126.55358311299642,126.55358311299642,126.55358311299642,126.55358311299642,126.55358311299642,126.55358311299642,a,0.8000738289993023,10,68,0,127.3712643530016,128.8728214599978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.37340808399313,129.37340808399313,129.37340808399313,129.37340808399313,129.37340808399313,129.37340808399313,129.37340808399313,129.37340808399313,129.37340808399313,129.37340808399313,l,0.8353589839971391,1,69,0,130.24103852300323,131.74268934900465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,3,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.24319204500352,132.24319204500352,132.24319204500352,132.24319204500352,132.24319204500352,132.24319204500352,132.24319204500352,132.24319204500352,132.24319204500352,132.24319204500352,l,1.3084628320066258,1,70,0,133.57808329399268,135.0796946909977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,4,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.58040756899572,135.58040756899572,135.58040756899572,135.58040756899572,135.58040756899572,135.58040756899572,135.58040756899572,135.58040756899572,135.58040756899572,135.58040756899572,l,0.726542338001309,1,71,0,136.33109110599617,137.83293809999304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,5,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.33331634999195,138.33331634999195,138.33331634999195,138.33331634999195,138.33331634999195,138.33331634999195,138.33331634999195,138.33331634999195,138.33331634999195,138.33331634999195,a,0.6417997609969461,10,81,0,139.00074195300112,140.5024264889944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,6,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.00307188699662,141.00307188699662,141.00307188699662,141.00307188699662,141.00307188699662,141.00307188699662,141.00307188699662,141.00307188699662,141.00307188699662,141.00307188699662,a,0.7375603919936111,1,82,0,141.77062321199628,143.2722891549929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,7,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.7726582280011,143.7726582280011,143.7726582280011,143.7726582280011,143.7726582280011,143.7726582280011,143.7726582280011,143.7726582280011,143.7726582280011,143.7726582280011,a,0.8257450149976648,1,83,0,144.62359045199992,146.1253199979983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,8,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.62601708799775,146.62601708799775,146.62601708799775,146.62601708799775,146.62601708799775,146.62601708799775,146.62601708799775,146.62601708799775,146.62601708799775,146.62601708799775,l,1.0004126849962631,10,93,0,147.64370329599478,149.1453752649977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,9,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.64591509599995,149.64591509599995,149.64591509599995,149.64591509599995,149.64591509599995,149.64591509599995,149.64591509599995,149.64591509599995,149.64591509599995,149.64591509599995,l,1.1853061830042861,10,103,0,150.86379628900613,152.36534346999542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,10,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.86592793599993,152.86592793599993,152.86592793599993,152.86592793599993,152.86592793599993,152.86592793599993,152.86592793599993,152.86592793599993,152.86592793599993,152.86592793599993,l,1.3414412479905877,1,104,0,154.2341984569939,155.73571159900166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,11,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.2363233990036,156.2363233990036,156.2363233990036,156.2363233990036,156.2363233990036,156.2363233990036,156.2363233990036,156.2363233990036,156.2363233990036,156.2363233990036,a,2.437028435000684,1,105,0,158.70581264399516,160.20734617499693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,0,24,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.70732041000156,160.70732041000156,160.70732041000156,160.70732041000156,160.70732041000156,160.70732041000156,160.70732041000156,160.70732041000156,160.70732041000156,160.70732041000156,a,1.7118605599971488,10,115,0,162.44319880199328,163.94488985900534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,1,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.44550518099277,164.44550518099277,164.44550518099277,164.44550518099277,164.44550518099277,164.44550518099277,164.44550518099277,164.44550518099277,164.44550518099277,164.44550518099277,l,0.9668164559989236,10,125,0,165.4300497189979,166.93164068899932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,2,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.43216707000101,167.43216707000101,167.43216707000101,167.43216707000101,167.43216707000101,167.43216707000101,167.43216707000101,167.43216707000101,167.43216707000101,167.43216707000101,l,1.4216040930041345,1,126,0,168.8838550280052,170.3853489250032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,3,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.8858339110011,170.8858339110011,170.8858339110011,170.8858339110011,170.8858339110011,170.8858339110011,170.8858339110011,170.8858339110011,170.8858339110011,170.8858339110011,a,2.6710147299891105,1,127,0,173.589031941985,175.09069655099302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,4,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.59106808100478,175.59106808100478,175.59106808100478,175.59106808100478,175.59106808100478,175.59106808100478,175.59106808100478,175.59106808100478,175.59106808100478,175.59106808100478,a,1.0705209999869112,1,128,0,176.69229986699065,178.19392702999176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,5,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.69462056600605,178.69462056600605,178.69462056600605,178.69462056600605,178.69462056600605,178.69462056600605,178.69462056600605,178.69462056600605,178.69462056600605,178.69462056600605,l,0.9936068069946487,1,129,0,179.71234522099257,181.21411097500823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,6,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.7144370439928,181.7144370439928,181.7144370439928,181.7144370439928,181.7144370439928,181.7144370439928,181.7144370439928,181.7144370439928,181.7144370439928,181.7144370439928,l,0.8425446629989892,10,139,0,182.58208602800732,184.08386987898848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,7,31,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.5844769749965,184.5844769749965,184.5844769749965,184.5844769749965,184.5844769749965,184.5844769749965,184.5844769749965,184.5844769749965,184.5844769749965,184.5844769749965,a,0.6961783260048833,10,149,0,185.30188725198968,186.80339769698912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,8,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.30400478100637,187.30400478100637,187.30400478100637,187.30400478100637,187.30400478100637,187.30400478100637,187.30400478100637,187.30400478100637,187.30400478100637,187.30400478100637,a,1.2717293209861964,10,159,0,188.60534353900584,190.10709156398661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,9,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.60758097301004,190.60758097301004,190.60758097301004,190.60758097301004,190.60758097301004,190.60758097301004,190.60758097301004,190.60758097301004,190.60758097301004,190.60758097301004,a,1.5360778640024364,1,160,0,192.17597186399507,193.67765720799798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,10,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.17822364601307,194.17822364601307,194.17822364601307,194.17822364601307,194.17822364601307,194.17822364601307,194.17822364601307,194.17822364601307,194.17822364601307,194.17822364601307,a,1.3625335289980285,1,161,0,195.56321452598786,197.06478857499314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65448,2022-11-07_13h57.46.134,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.886055998968445,
